year,vos_DET ailes_NOUN,vos_DET belles_NOUN
1871,1.4232378164891202e-07,1.1683295220166201e-08
1872,1.995621921047075e-07,1.1489944773401817e-08
1873,2.460247698898854e-07,1.7359413462259e-08
1874,1.0933534611012874e-07,2.5093358058114745e-08
1875,1.0985331755364314e-07,3.947853732810813e-08
1876,2.0616910623161289e-07,3.4462284581593394e-08
1877,2.393523789168128e-07,2.9068635831741574e-08
1878,2.2284237610747937e-07,1.6909448730118015e-08
1879,1.2279744032728246e-07,1.710611030603104e-08
1880,3.940557640191855e-07,1.9253539651487017e-08
1881,6.324064436569188e-07,1.8825769887431676e-08
1882,4.5056958697387017e-07,2.7287079040760887e-08
1883,8.720687816321515e-08,1.2638678215104449e-08
1884,1.0562715502260289e-07,3.234831424947515e-08
1885,9.02388994639125e-08,2.127059817169652e-08
1886,1.2003442506625106e-07,1.8069698626277386e-08
1887,8.357023251193141e-08,1.2404956672984468e-08
1888,9.447516102767395e-08,1.7119659689868172e-08
1889,7.956723524493725e-08,1.6289355420084917e-08
1890,1.0355930823990889e-07,8.52070264345528e-09
1891,8.923908190183738e-08,2.3584614039506846e-08
1892,7.459529505204898e-08,1.002961935725466e-08
1893,6.712674172071331e-08,1.847524977449666e-08
1894,7.183755035278239e-08,1.5123694296903523e-08
1895,1.0051085963524997e-07,1.98614278357212e-08
1896,4.953504206817172e-08,8.845543852942228e-09
1897,8.390467787222633e-08,1.2236098356765979e-08
1898,6.903192684148962e-08,1.2448380992680086e-08
1899,7.683333613783816e-08,1.2713430308508578e-08
1900,6.073531833017398e-08,1.661137005726232e-08
1901,6.25938768594736e-08,3.353243460679778e-09
1902,7.512734345738181e-08,1.178468167495339e-08
1903,7.236295429535744e-08,5.400220270956879e-09
1904,4.568431499762937e-08,6.449550227216605e-09
1905,6.967024823723023e-08,1.1353669837621538e-08
1906,6.533114288442832e-08,7.201858220895474e-09
1907,8.228549108757477e-08,1.2857107989372452e-08
1908,6.237463856528791e-08,1.1296195090437777e-08
1909,9.84676038484622e-08,1.3752458449811655e-08
1910,8.336874945946704e-08,4.809735720812114e-09
1911,8.672210205507014e-08,6.916486383623521e-09
1912,8.751827529351885e-08,1.4586379215586476e-08
1913,7.052976247479137e-08,1.1136278788015375e-08
1914,6.161004262317249e-08,1.0045115850232378e-08
1915,4.005459064426731e-08,2.3561523843085297e-09
1916,4.175235646108888e-08,4.394984820521586e-09
1917,6.250861661616369e-08,1.4256351654751143e-08
1918,6.547234754350484e-08,3.44591288836682e-09
1919,5.800944397060803e-08,8.287063479883727e-09
1920,6.209229796994009e-08,1.3630017114962811e-08
1921,8.784387223181866e-08,1.8931868295268828e-08
1922,9.074860835012188e-08,1.4018077088007175e-08
1923,7.218844810807923e-08,1.3800733000834953e-08
1924,7.6060582721027e-08,1.6759111876041288e-08
1925,9.898359953908198e-08,1.539744931555731e-08
1926,9.028371938946123e-08,8.916910432255065e-09
1927,9.14236450988426e-08,1.5608915049369898e-08
1928,5.8272810354864646e-08,1.82816659588525e-08
1929,6.684243802901335e-08,2.0052731475317387e-08
1930,5.7769820926978355e-08,1.1553964007759987e-08
1931,5.246464152008912e-08,1.1405356659111021e-08
1932,6.685317210930464e-08,1.0959536500543265e-08
1933,6.652984296806608e-08,1.8353059072495626e-08
1934,5.391711077606942e-08,2.3963160344919743e-09
1935,8.497481385205674e-08,1.4361940969820353e-08
1936,6.547346176333235e-08,1.33371855781661e-08
1937,7.554671010989722e-08,3.777335588761588e-08
1938,6.35295513973233e-08,6.482607117774819e-09
1939,3.976453033516236e-08,1.070583532936098e-08
1940,5.578722350740861e-08,5.0715658339584024e-09
1941,8.264207629338216e-08,3.836953554881006e-08
1942,8.192371581117186e-08,1.8205270180260413e-08
1943,6.967764720755554e-08,1.4516176261025748e-08
1944,7.711646965447017e-08,1.2852744646352221e-08
1945,9.585417615198821e-08,8.714016175304096e-09
1946,1.2111360447875086e-07,1.9489545977080525e-08
1947,9.059861660887236e-08,1.311295849681926e-08
1948,8.480072466454658e-08,1.1959076839929139e-08
1949,6.184715317658629e-08,2.552422173618396e-08
1950,9.35911788069177e-08,1.1698897184331258e-08
1951,6.823296816449442e-08,9.595261585282344e-09
1952,7.065018614582641e-08,9.490323416017077e-09
1953,3.016671712430252e-08,1.7238124039309355e-08
1954,9.088458807759991e-08,2.4431340284181147e-08
1955,7.226917908553787e-08,2.0648336374051723e-08
1956,1.0639793024402877e-07,1.1337483840634377e-08
1957,7.244730826361234e-08,1.325255621908994e-08
1958,1.0423026641781519e-07,2.3989506603427913e-08
1959,1.4881435161928636e-07,1.3951345745333299e-08
1960,1.4118500035742443e-07,1.0381250303836964e-08
1961,8.754680641542834e-08,1.1811870925804158e-08
1962,7.737186535905494e-08,1.5220695814832652e-08
1963,1.0281024653835402e-07,1.3578711821615741e-08
1964,2.938556684650706e-07,1.4601524211954597e-08
1965,5.8003660541317004e-08,1.3132904541635071e-08
1966,5.095948685251983e-08,1.9940668449791588e-08
1967,7.34620011488829e-08,1.6763140597841897e-08
1968,9.611629825378998e-08,1.79656635679315e-08
1969,6.81263638835361e-08,1.1808570121729645e-08
1970,9.933245692650416e-08,9.657322413980651e-09
1971,7.193756390577732e-08,1.6442872174948775e-08
1972,6.925698414761428e-08,1.0773308634082213e-08
1973,6.726108936483399e-08,1.1577727832001727e-08
1974,3.094064493502913e-08,5.625571619649605e-09
1975,5.6543653315088704e-08,7.996072248772634e-09
1976,4.57082156568589e-08,4.570821499072508e-09
1977,3.9962115061520365e-08,5.289103488514968e-09
1978,3.62376069151793e-08,4.752473081737207e-09
1979,4.447499868387439e-08,1.2874341481783347e-08
1980,6.2536655076606e-08,6.2536656408873625e-09
1981,6.452060852257802e-08,7.590659434342228e-09
1982,3.662426328876478e-08,7.449002858983533e-09
1983,4.925946583966834e-08,9.472974182855864e-09
1984,2.9574942717047747e-08,6.378909400694965e-09
1985,4.3913574554466095e-08,7.218669662023558e-09
1986,5.3350920126149504e-08,8.392279482460907e-09
1987,4.3386798154188e-08,1.4054878372249391e-08
1988,5.1570363757136306e-08,1.798966087207532e-09
1989,5.4332410237556417e-08,4.939309961038418e-09
1990,2.342919880327088e-08,5.44865097484859e-09
1991,3.3996499837485317e-08,9.37834432335194e-09
1992,3.14066819218084e-08,6.060938473329003e-09
1993,3.87744514829258e-08,5.539207315052863e-09
1994,3.6924486579437144e-08,9.494867780901473e-09
1995,4.663307551222573e-08,6.506940763983948e-09
1996,4.270473685785703e-08,7.473329066698398e-09
1997,4.1715582321799616e-08,9.589788629860152e-09
1998,3.433052919721291e-08,5.244941925219848e-09
1999,3.564756925755752e-08,8.226362091523498e-09
2000,3.7553269272017076e-08,4.8598346458206265e-09
2001,3.066848161537017e-08,4.8193330159929104e-09
2002,3.592601716118082e-08,8.324320788233308e-09
2003,1.500092211559334e-08,8.333846002184231e-09
2004,3.523832906027202e-08,7.047666006343434e-09
2005,2.6121748541996226e-08,3.602999676388663e-09
2006,2.84134404893166e-08,7.412201852297073e-09
2007,4.034424422316718e-08,4.393927444112933e-09
2008,3.7039724620768766e-08,5.108927503272298e-09
2009,3.480780486064816e-08,1.0966842989290626e-08
2010,3.259417180601076e-08,1.0392344762522043e-08
2011,4.091650029902638e-08,1.0324723936916413e-08
2012,7.14893061415367e-08,1.0553183327211002e-08
2013,9.092547825773067e-08,1.7013662978460076e-08
2014,7.535749069198516e-08,1.2559582054927354e-08
2015,9.730766237225907e-08,1.2856137154848568e-08
2016,1.2303759788778734e-07,1.5742184361622336e-08
2017,5.1066911255226444e-08,2.188581876838569e-08
2018,8.415581631560087e-08,1.5230653849229725e-08
2019,1.0127421434802386e-07,1.3520235042641104e-08
