year,leurs_DET heures_NOUN
1978,2.2514840880560882e-07
1979,2.4402730225414615e-07
1980,2.1944681571905988e-07
1981,2.4669644149710734e-07
1982,2.4767933692881883e-07
1983,2.734531712178523e-07
1984,2.4123875086434765e-07
1985,2.57465893938047e-07
1986,2.733485249262202e-07
1987,2.242669842056344e-07
1988,2.482573362994067e-07
1989,2.2995231441225172e-07
1990,2.457341654604761e-07
1991,2.3856163045010703e-07
1992,2.3196864651353621e-07
1993,2.1215164908161555e-07
1994,2.3315175168292512e-07
1995,2.4509476825862464e-07
1996,2.5943127979211056e-07
1997,2.6515765927381807e-07
1998,2.6081666604227394e-07
1999,2.600444461986484e-07
2000,2.646400816264105e-07
2001,2.4184288507922425e-07
2002,2.536727201629674e-07
2003,2.508487697561179e-07
2004,2.2816818695536867e-07
2005,2.3959947614837773e-07
2006,2.507794973349853e-07
2007,2.3048146871595954e-07
2008,2.597038304963384e-07
2009,2.469923630066262e-07
2010,3.0373988002541097e-07
2011,2.9215145988525926e-07
2012,2.961699899772796e-07
2013,2.7556556331242987e-07
2014,3.120406533163589e-07
2015,2.945828785350102e-07
2016,2.9661589462381954e-07
2017,2.860250092329153e-07
2018,2.82154322128747e-07
2019,3.1632247865509555e-07
