year,trois_DET ans_NOUN,trois_DET bancs_NOUN
1843,2.2683129827782977e-05,3.839492146440193e-08
1844,2.318697545433679e-05,4.720162749549672e-08
1845,2.1413566400951822e-05,3.1807299905040054e-08
1846,2.2437375776007684e-05,3.8639708321852595e-08
1847,2.2942233385947475e-05,3.721324404182269e-08
1848,2.399246011464129e-05,8.367030801537112e-08
1849,2.2808766573234607e-05,4.8600607982507427e-08
1850,2.3167448205185792e-05,1.968808849284187e-08
1851,2.4214417294388113e-05,7.029888537957163e-08
1852,2.2298618773675116e-05,5.729279894950423e-08
1853,2.2237085147480684e-05,3.583158969533429e-08
1854,2.141912614206376e-05,3.4810951898833764e-08
1855,2.3691758997301804e-05,7.111295730055645e-08
1856,2.2106079882178165e-05,6.989205525442799e-08
1857,2.161092913866014e-05,9.274867318609381e-08
1858,2.193443492615188e-05,4.697929062436046e-08
1859,2.1087199911562493e-05,4.430190969628711e-08
1860,2.104177292494569e-05,4.622955626643055e-08
1861,2.051019737336901e-05,3.5369727591216815e-08
1862,2.2135422227620438e-05,2.7107917716095997e-08
1863,2.3288418901756813e-05,4.345320192555846e-08
1864,2.312832930329023e-05,2.924784003877079e-08
1865,2.2560845991392853e-05,6.636650262681343e-08
1866,2.119947566825431e-05,3.989802488391092e-08
1867,2.270048128139024e-05,4.173417700314985e-08
1868,2.237170212993078e-05,3.112120616766134e-08
1869,2.2142363320654113e-05,4.4928377684883e-08
1870,2.3080692812982306e-05,5.045962936378601e-08
1871,2.110427908519341e-05,3.7174120004479505e-08
1872,2.2592858954340045e-05,3.6888769039400415e-08
1873,2.293477791681653e-05,6.824045395426026e-08
1874,2.4774911025815527e-05,3.525019431904752e-08
1875,2.381757360581105e-05,5.2638049252706764e-08
1876,2.354560041339937e-05,4.534510900100486e-08
1877,2.3249342348208302e-05,6.370360550178589e-08
1878,2.304455892954138e-05,5.4955706429993256e-08
1879,2.5270002311117423e-05,4.826366861720999e-08
1880,2.438589001485525e-05,4.7492060950560244e-08
1881,2.4694529884072836e-05,3.416528748800829e-08
1882,2.5368331648678577e-05,5.523969548448804e-08
1883,2.5234384679606592e-05,5.624211807386814e-08
1884,2.6099149067704275e-05,4.8192387858136954e-08
1885,2.59469069305851e-05,7.476937469164113e-08
1886,2.535694977723324e-05,4.388355367979102e-08
1887,2.574420284418011e-05,6.594213886046418e-08
1888,2.613855019717448e-05,5.833365612772923e-08
1889,2.535500766498444e-05,7.643467192508524e-08
1890,2.684217861315119e-05,4.9813335678550175e-08
1891,2.418952783500572e-05,5.354345011809869e-08
1892,2.4509883246537356e-05,6.39388275658348e-08
1893,2.524519766211597e-05,4.187723279258648e-08
1894,2.5070673700611223e-05,9.641354736800167e-08
1895,2.583430057256919e-05,5.17600853289224e-08
1896,2.653898934568133e-05,5.307325956493969e-08
1897,2.5237243789888453e-05,5.244042144969541e-08
1898,2.6292112238479604e-05,4.1305992182216755e-08
1899,2.762849510418164e-05,5.3617508655179336e-08
1900,2.6809194423549343e-05,8.617148461453894e-08
1901,2.6167034434365632e-05,3.576792917403537e-08
1902,2.3879693230810517e-05,4.3210496958323574e-08
1903,2.6142466367673478e-05,7.02028621901718e-08
1904,2.649851501246303e-05,4.3534463145533664e-08
1905,2.6482950715944753e-05,3.6641389478120345e-08
1906,2.6181327143603994e-05,3.9095802151223324e-08
1907,2.5561474330970668e-05,4.0114177535244266e-08
1908,2.555199364451255e-05,3.830883543720631e-08
1909,2.5955841465474805e-05,3.52062942132747e-08
1910,2.5955471642191696e-05,5.5579165714192413e-08
1911,2.5373928224325937e-05,6.544059871771424e-08
1912,2.6378425786788284e-05,4.375913742471482e-08
1913,3.145574316931743e-05,6.098438021240327e-08
1914,3.0512372518387565e-05,2.946567284611845e-08
1915,2.3767686400333332e-05,4.830112487752558e-08
1916,2.2189180413079157e-05,3.186363883855847e-08
1917,3.0912156830709137e-05,3.180263163926611e-08
1918,2.9761200266875676e-05,4.709414280767987e-08
1919,2.5794866019168694e-05,6.169258093269292e-08
1920,2.347846157135791e-05,6.815008646299248e-08
1921,2.324984893675719e-05,4.619375815195781e-08
1922,2.4451953322568443e-05,4.05786438895106e-08
1923,2.3331730176323617e-05,4.883335957828194e-08
1924,2.347435952287924e-05,7.21930950575711e-08
1925,2.392103704096371e-05,3.849362206764795e-08
1926,2.3410234689436038e-05,3.0094573277850145e-08
1927,2.3821433273951698e-05,6.578042777150017e-08
1928,2.3230283773045812e-05,5.827280968873083e-08
1929,2.4733930899856205e-05,3.787738167559951e-08
1930,2.3167798985923582e-05,3.571225315468496e-08
1931,2.3871410689935146e-05,2.5091784650044247e-08
1932,2.4644709128551767e-05,3.1782656950696264e-08
1933,2.4466921672683384e-05,7.11181038504094e-08
1934,2.255652350413584e-05,3.474658250013363e-08
1935,2.3047324020808446e-05,1.795242710045386e-08
1936,2.2615017769567203e-05,4.001155717858751e-08
1937,2.2642607177658647e-05,3.777335377819213e-08
1938,2.1637645772898395e-05,2.593042824905467e-08
1939,2.0906966142320016e-05,3.058810094103137e-08
1940,2.1067284592390934e-05,4.310830958864642e-08
1941,2.1129806668795936e-05,3.5418032950929046e-08
1942,2.195859110543097e-05,3.944475457373642e-08
1943,2.144039217455429e-05,6.967764676346633e-08
1944,2.175648410229769e-05,1.2210107591670294e-07
1945,2.2120530275060446e-05,3.267756198965799e-08
1946,2.2322490394799388e-05,5.568441618919451e-08
1947,2.2332559410642716e-05,2.026548062694644e-08
1948,2.2080804683355382e-05,2.8266907925456053e-08
1949,2.4222486786129593e-05,4.417653887145434e-08
1950,2.2786261808960262e-05,4.9986197625528916e-08
1951,2.2842054136162915e-05,6.92991082296146e-08
1952,2.1641100829583593e-05,1.1282940093337857e-07
1953,2.1768518763565226e-05,5.8178667217134716e-08
1954,2.1434103132378368e-05,3.0294862618518437e-08
1955,2.1927595184934034e-05,5.631364885516632e-08
1956,2.211071011970489e-05,7.3257590216258e-08
1957,2.1420548364403658e-05,6.979679678664752e-08
1958,2.2601422870138776e-05,4.549733922942778e-08
1959,2.264458544232184e-05,4.1854038457245224e-08
1960,2.1691275833291e-05,6.021124887567453e-08
1961,2.222299212917278e-05,5.211119269432629e-08
1962,2.2427060230256757e-05,6.024858434372504e-08
1963,2.2090624383963586e-05,5.043521422720687e-08
1964,2.2542928491020575e-05,4.806334841234161e-08
1965,2.1709785301027296e-05,4.81539821350907e-08
1966,2.1010263935750118e-05,3.6557894489419596e-08
1967,2.188625296639657e-05,4.88103237827886e-08
1968,2.198817458065605e-05,3.5482185967161683e-08
1969,2.206431292961497e-05,3.179230434469105e-08
1970,2.254478999930143e-05,3.908916146322383e-08
1971,2.213673053574894e-05,4.830093724983442e-08
1972,2.2983057874625956e-05,3.1806910438803015e-08
1973,2.248119187697739e-05,2.9219979991168543e-08
1974,2.3857486326051003e-05,2.981553071101928e-08
1975,2.4234380816778867e-05,2.7415104852934746e-08
1976,2.3469454731639416e-05,3.02816917097104e-08
1977,2.24357902425254e-05,3.996211761503332e-08
1978,2.2778008883506118e-05,2.673266008557107e-08
1979,2.1723696363551426e-05,3.511183954696406e-08
1980,2.14853218949429e-05,3.0131299455504745e-08
1981,2.1374032144194643e-05,2.0874312722796162e-08
1982,2.168156379411812e-05,2.793376008281001e-08
1983,2.2520416564475454e-05,3.094504807954479e-08
1984,2.4002676809686818e-05,2.7835240778983916e-08
1985,2.4357596544177795e-05,3.789801628073519e-08
1986,2.3507974674430443e-05,2.757463346547695e-08
1987,2.3487535941058013e-05,2.627651163322753e-08
1988,2.3617427359567955e-05,3.1781735909675035e-08
1989,2.493528404556855e-05,3.347754651272794e-08
1990,2.4277009401885152e-05,3.269190629318075e-08
1991,2.3243054897648108e-05,1.699824947465345e-08
1992,2.3078401454768027e-05,3.3059665449641784e-08
1993,2.323420642369456e-05,2.5480353826878854e-08
1994,2.415863696114684e-05,1.8462243067673967e-08
1995,2.363537896599155e-05,2.223204798035283e-08
1996,2.3839920118007285e-05,5.177949269352666e-08
1997,2.3756305495226115e-05,2.6371918870893296e-08
1998,2.488343511686253e-05,2.86087753487152e-08
1999,2.3606003765053174e-05,1.828080398169618e-08
2000,2.3897574692455237e-05,2.5182778973231734e-08
2001,2.34429886631915e-05,2.8039755933795263e-08
2002,2.281039201079693e-05,2.9354183528340627e-08
2003,2.3260180682882492e-05,1.8334460727409407e-08
2004,2.3878372530816705e-05,1.5416769638676442e-08
2005,2.3451924221262743e-05,1.4411998816576954e-08
2006,2.3848759155953303e-05,2.1824816398563485e-08
2007,2.281766421674547e-05,2.4366324430369346e-08
2008,2.3765879859638517e-05,2.3415919064850854e-08
2009,2.2844409841127344e-05,1.4781396773244637e-08
2010,2.3019516333988577e-05,1.7005655106316908e-08
2011,2.1793580572193605e-05,1.7972668242549616e-08
2012,2.2037430767340993e-05,1.9404239881559704e-08
2013,2.248676253202575e-05,2.0360613639525127e-08
2014,2.405809539141046e-05,2.3170263041549788e-08
2015,2.3099153622752056e-05,1.551602757388082e-08
2016,2.1769990212305856e-05,1.9056328626199104e-08
2017,2.261559814087377e-05,2.1382696502314502e-08
2018,2.1504907977032417e-05,2.065173432264089e-08
2019,2.2133900984044885e-05,1.7346716507660176e-08
