year,avons_VERB eu_VERB,avons_VERB bu_VERB
1843,6.5123695094371215e-06,6.792947715439368e-08
1844,6.516568646475207e-06,2.6345094994439933e-08
1845,6.528308858833043e-06,3.5155437672074186e-08
1846,7.029499556665542e-06,5.73741125720062e-08
1847,6.615327947656624e-06,4.58424018745518e-08
1848,7.989709956746083e-06,5.873011943435813e-08
1849,8.30986573419068e-06,3.4355601030711114e-08
1850,7.4468498496571556e-06,6.245876704724651e-08
1851,6.396553544618655e-06,5.7400004749297295e-08
1852,7.048316547297873e-06,5.5339636872986375e-08
1853,7.184831247286638e-06,6.031650912063924e-08
1854,6.976218628551578e-06,5.455447649183043e-08
1855,6.713275524816709e-06,7.960405667972736e-08
1856,6.865470822958741e-06,4.555926480520611e-08
1857,7.502391326852376e-06,6.980557998303993e-08
1858,7.304790415219031e-06,9.54266852204455e-08
1859,7.523176918766694e-06,7.587338046732839e-08
1860,7.990847734618e-06,7.872756668803049e-08
1861,7.5530874710239004e-06,8.017138242166766e-08
1862,7.894277587183751e-06,6.822159548391937e-08
1863,7.718686902080663e-06,6.093437576737415e-08
1864,7.666770216019358e-06,8.246932026167997e-08
1865,8.00728321337374e-06,1.0072646716707823e-07
1866,7.5081275099364575e-06,7.20110691077025e-08
1867,7.640266630914994e-06,8.007138774246414e-08
1868,8.38148389448179e-06,4.841076517436704e-08
1869,8.08808454166865e-06,5.6648822521765396e-08
1870,7.797732905601151e-06,6.307453759291093e-08
1871,1.017190152197145e-05,1.1577083114389097e-07
1872,9.682395102572627e-06,8.103434367967566e-08
1873,8.807806807453744e-06,4.42964314117944e-08
1874,8.930248441174626e-06,5.078417686377179e-08
1875,8.498756869812496e-06,6.923048090357042e-08
1876,8.36284743854776e-06,8.1621202241422e-08
1877,7.844820174796041e-06,9.586464955191332e-08
1878,8.082112799456809e-06,8.998242151392333e-08
1879,8.615370461484417e-06,4.826366861720999e-08
1880,8.675002391100861e-06,7.123809098175116e-08
1881,9.539784514345229e-06,7.739483720570206e-08
1882,9.057313945959322e-06,6.455723422504889e-08
1883,9.285005035053473e-06,4.1707636455612374e-08
1884,9.052247150975745e-06,8.912290638818376e-08
1885,9.241108273272403e-06,8.314869859304963e-08
1886,8.748960681259632e-06,5.8726520535401505e-08
1887,8.925039765017573e-06,6.724792456225259e-08
1888,9.266173947253264e-06,6.657645457153194e-08
1889,9.845035492617171e-06,6.077182490571431e-08
1890,9.277078788727522e-06,5.571228456346944e-08
1891,9.458704880671576e-06,8.732681777701146e-08
1892,9.592704373062588e-06,5.202865338560514e-08
1893,9.629916348785628e-06,4.310891554837326e-08
1894,9.303592378273606e-06,7.876924001948282e-08
1895,9.76760929916054e-06,7.703826554461557e-08
1896,9.598003998689819e-06,7.48922701632182e-08
1897,9.611746463633608e-06,6.23458333848248e-08
1898,1.005206740956055e-05,5.318853624203257e-08
1899,9.461003173782956e-06,6.025060628189749e-08
1900,9.29458110476844e-06,5.3467847038746186e-08
1901,9.912187124427874e-06,6.818261510943557e-08
1902,8.936716767493635e-06,5.695929417015577e-08
1903,9.595651135896333e-06,5.2922157323109786e-08
1904,9.91457091004122e-06,6.449550227216605e-08
1905,9.450897778151557e-06,7.999176432349486e-08
1906,9.348012099508196e-06,6.430230570231288e-08
1907,9.272032002627384e-06,6.634267890603951e-08
1908,9.519745617581066e-06,6.77771723189835e-08
1909,9.59426506597083e-06,7.151278680339601e-08
1910,9.857820259639993e-06,8.978172871820789e-08
1911,9.111672625294887e-06,5.001151848205154e-08
1912,9.582729944668245e-06,5.678269232589628e-08
1913,9.410155143996235e-06,5.88631863251976e-08
1914,9.80738150246907e-06,6.49584137590864e-08
1915,1.1864405678352341e-05,1.3076645188903058e-07
1916,1.1368727427907288e-05,5.273981784625903e-08
1917,1.0969713912345469e-05,6.141197417264266e-08
1918,1.0075848877022509e-05,7.925599732061528e-08
1919,9.44356906984467e-06,5.985101125816072e-08
1920,8.917059858504217e-06,5.073395215049459e-08
1921,9.314479029853828e-06,5.6038331308627676e-08
1922,9.147164746536873e-06,8.115728888924423e-08
1923,9.23693642107537e-06,6.263409346729532e-08
1924,9.592657988832798e-06,5.9301473953610184e-08
1925,9.203275112668052e-06,6.158979459769398e-08
1926,8.904649803298526e-06,7.467912865877224e-08
1927,9.370923180540558e-06,1.1260716803462856e-07
1928,9.090558705793228e-06,8.569531217972326e-08
1929,9.317835974798072e-06,9.023729319324048e-08
1930,9.359760952065699e-06,9.5582791459492e-08
1931,1.0175859642913565e-05,6.615106684648708e-08
1932,9.32327748159878e-06,6.904507898752854e-08
1933,9.57226802711375e-06,6.308864186621577e-08
1934,9.061669516086113e-06,6.470052937856963e-08
1935,9.441779184271581e-06,6.343190506186147e-08
1936,9.270556802221108e-06,5.456121598967911e-08
1937,9.195293387165293e-06,9.065605155456069e-08
1938,9.086022146220785e-06,6.223302762009553e-08
1939,9.338546988146845e-06,1.0094073132904668e-07
1940,8.619125765108038e-06,6.846613587185857e-08
1941,8.420636731898412e-06,1.5642963546724786e-07
1942,8.702118975634221e-06,9.102635090130207e-08
1943,8.375833203899674e-06,1.0741970157823744e-07
1944,7.653809007024392e-06,9.318240046241044e-08
1945,8.415560841967817e-06,1.1763921747842687e-07
1946,7.978184839885216e-06,9.32713959400644e-08
1947,8.28262091090437e-06,1.0371157799227149e-07
1948,7.5864031714445446e-06,7.392883816237372e-08
1949,6.922954071342247e-06,9.522498345404529e-08
1950,7.911645298008807e-06,1.0529007710147198e-07
1951,8.003514267329592e-06,8.315893040844458e-08
1952,7.269587968039559e-06,9.068531170441929e-08
1953,7.733453458058648e-06,9.588706717522655e-08
1954,7.76427987148054e-06,1.006571253014954e-07
1955,7.70652241044445e-06,9.479463614070482e-08
1956,7.633615496160928e-06,8.023449993288523e-08
1957,7.201439075288363e-06,9.453490434907508e-08
1958,7.0032810981501825e-06,1.1498418217570361e-07
1959,6.5966614783974364e-06,1.0153479479413363e-07
1960,6.834322903159773e-06,1.0381250348245885e-07
1961,6.663284693786409e-06,1.1325499826853047e-07
1962,6.6355887611280195e-06,1.1478940820097705e-07
1963,6.4388959799543954e-06,1.0668988181805616e-07
1964,6.457523795688758e-06,1.2289615369809326e-07
1965,6.092026069381973e-06,9.959119040559017e-08
1966,5.880281605641358e-06,1.1022758883427741e-07
1967,6.0687502809742e-06,1.0008581341480749e-07
1968,6.432605914596934e-06,1.0420085061468853e-07
1969,6.42567874820088e-06,9.628526242977387e-08
1970,6.068017682991922e-06,6.944074470993655e-08
1971,5.769906692876248e-06,9.968491099243693e-08
1972,5.802708983537741e-06,9.43947000564549e-08
1973,5.6355970627919305e-06,1.0034030850647468e-07
1974,5.421363312052563e-06,8.775892013090925e-08
1975,5.108919140184298e-06,9.024138591939845e-08
1976,5.307294941303553e-06,6.913367656125047e-08
1977,5.3331796152633615e-06,7.58104832243589e-08
1978,4.90276988784899e-06,8.851480970406556e-08
1979,5.138617780175991e-06,1.0592071930659586e-07
1980,5.519144451682223e-06,1.108604408273095e-07
1981,4.768199232785264e-06,1.0816689410830804e-07
1982,4.720184733741917e-06,1.1111428932508716e-07
1983,4.919631010125158e-06,1.1746487871278077e-07
1984,4.8183960643655155e-06,1.1656007359306386e-07
1985,4.591073775372934e-06,8.722559385887507e-08
1986,4.976621767127654e-06,8.692003916621616e-08
1987,4.346623882156564e-06,9.593982497335674e-08
1988,4.2311685319873504e-06,9.714417359418803e-08
1989,4.64789081888739e-06,1.0482313683723987e-07
1990,4.308248207962606e-06,1.1605626326627316e-07
1991,4.608870312949875e-06,1.1898774232577125e-07
1992,3.890571406373056e-06,8.59551292364813e-08
1993,4.252449343766784e-06,1.1687727408116189e-07
1994,4.860317403654335e-06,1.0444354359151475e-07
1995,4.188843377050944e-06,1.106179965404408e-07
1996,4.202679974696366e-06,9.768708508772761e-08
1997,4.262181846570456e-06,1.1076205908011616e-07
1998,4.267952590453206e-06,1.1014378742402187e-07
1999,4.330722731538117e-06,1.1745417083375287e-07
2000,4.0884465306589846e-06,1.7495405302270228e-07
2001,4.4346625145408325e-06,1.0953029772053924e-07
2002,4.234888820064953e-06,1.209217117548178e-07
2003,4.144838385400362e-06,1.2084076672636002e-07
2004,4.171337423031218e-06,1.1232217644874254e-07
2005,3.928170372091699e-06,1.256546084960064e-07
2006,4.10883058066247e-06,1.4742046516857954e-07
2007,4.140278178965673e-06,1.5258910934790038e-07
2008,3.9653791645832825e-06,1.519905907798602e-07
2009,4.333333436079556e-06,1.4781396373564348e-07
2010,4.4243047341296915e-06,1.8800696466314548e-07
2011,4.209428425383521e-06,2.0305290604483162e-07
2012,4.742464625451248e-06,2.842550941295485e-07
2013,5.023493031330872e-06,2.9397378398243745e-07
2014,5.2700438573083375e-06,3.3304547741863644e-07
2015,4.956706106895581e-06,2.7951014658356144e-07
2016,5.391698323364835e-06,2.657529307725781e-07
2017,5.015877377445577e-06,2.706797772589198e-07
2018,5.350347692001378e-06,3.2500665270163154e-07
2019,4.749429081130074e-06,2.505069858216302e-07
