year,deux_DET ailes_NOUN,deux_DET belles_ADJ
1856,4.83031763920394e-07,4.835494813448804e-07
1857,6.56562951562023e-07,5.023072731091816e-07
1858,6.038795934415475e-07,4.3700525864664996e-07
1859,5.525008148765664e-07,4.6033247969035074e-07
1860,9.479348150875921e-07,4.0004586487896177e-07
1861,6.192060340026728e-07,4.022716915130786e-07
1862,7.825152019691473e-07,4.780029421169729e-07
1863,5.638926836581959e-07,4.679959619835472e-07
1864,5.322148197706156e-07,4.809112184034348e-07
1865,5.135167260306162e-07,4.3585378506350025e-07
1866,5.804675931031511e-07,4.111442883925065e-07
1867,6.682321220807808e-07,4.323854909671354e-07
1868,5.893269587886607e-07,4.3174499353426654e-07
1869,5.718601077120411e-07,5.030024610164219e-07
1870,6.290251377549794e-07,3.8991532491650105e-07
1871,6.415191045050506e-07,3.961699022170251e-07
1872,5.061622916358033e-07,3.821918355129128e-07
1873,6.051850558463912e-07,4.33386727394236e-07
1874,6.016431424171742e-07,3.6026892047402725e-07
1875,5.561324201153184e-07,4.582943233799597e-07
1876,7.708668992023604e-07,4.2019803103698905e-07
1877,6.413654176640193e-07,4.793232442068529e-07
1878,6.117596704768857e-07,3.466436844234977e-07
1879,5.571704599915961e-07,3.9771708770786063e-07
1880,5.666958031724789e-07,4.640102844177818e-07
1881,5.201490456130387e-07,4.3508447333806544e-07
1882,5.357585255438835e-07,4.059785041476971e-07
1883,6.508919021541715e-07,4.499369197219494e-07
1884,5.644450808972579e-07,4.4825521428037973e-07
1885,5.182291351601975e-07,4.1252067362052003e-07
1886,5.97590783080193e-07,4.00760111318732e-07
1887,5.079503360150284e-07,4.204627579440512e-07
1888,5.636806417186335e-07,3.7853470757909236e-07
1889,4.4858379766310463e-07,3.6149839033328135e-07
1890,5.52534798359261e-07,3.79498967362224e-07
1891,5.277854295826501e-07,3.869151434798823e-07
1892,5.06495782204297e-07,4.2751255335815586e-07
1893,4.976000713696749e-07,3.2578023834162195e-07
1894,6.84977317533253e-07,4.171618925852272e-07
1895,4.742668266999317e-07,3.7014479659092103e-07
1896,5.212973714918689e-07,3.6561580074589983e-07
1897,5.884980538439777e-07,3.1930388999512616e-07
1898,5.120811046310791e-07,3.462913191754069e-07
1899,5.477830455902222e-07,3.5376500306938397e-07
1900,5.813979253588286e-07,3.426095140923735e-07
1901,5.650214927044317e-07,3.582381538080881e-07
1902,8.259097672436155e-07,2.8774264748676615e-07
1903,4.768394639143025e-07,3.499342611235079e-07
1904,4.53080898132896e-07,3.074285572779445e-07
1905,4.5414679838984284e-07,3.4525477943248006e-07
1906,4.856110269457758e-07,3.508333765722682e-07
1907,5.626270844771852e-07,2.885135064190081e-07
1908,5.991894660439812e-07,3.020504415474079e-07
1909,7.173282821071325e-07,3.4491166012173835e-07
1910,6.530551868166867e-07,4.0401778278464917e-07
1911,6.113109840555353e-07,3.8040674077421954e-07
1912,5.730363135114658e-07,3.860181116976946e-07
1913,6.352981500867827e-07,3.6749718645978646e-07
1914,4.660933736744255e-07,4.2725226023776486e-07
1915,5.042166311142182e-07,2.5564253647303303e-07
1916,5.933229587640199e-07,2.966614740529394e-07
1917,4.2330398830614513e-07,3.037699620733747e-07
1918,5.903997468692523e-07,3.1932125565958813e-07
1919,5.451046281024219e-07,2.845225139935792e-07
1920,5.012817538840864e-07,2.9910315291203915e-07
1921,5.263059463800346e-07,3.1654085219656736e-07
1922,4.7809022163392e-07,3.3495826912144366e-07
1923,5.021343199018702e-07,3.9066687662625554e-07
1924,5.530506737017049e-07,3.132664758709325e-07
1925,5.576076427260546e-07,3.266458854511711e-07
1926,5.361292423344821e-07,3.321549222334852e-07
1927,5.909088969247023e-07,4.2924516208131536e-07
1928,5.427369735855336e-07,3.5649247820401797e-07
1929,4.935200017541774e-07,3.319841042070948e-07
1930,4.957700774355089e-07,4.3274845751284374e-07
1931,4.744628467889811e-07,3.421607033260443e-07
1932,4.471490813173773e-07,3.0467511535903213e-07
1933,3.7509065364815797e-07,2.6497229654864896e-07
1934,4.2774241038046057e-07,3.3188976722442476e-07
1935,5.062583987580638e-07,3.18356370598849e-07
1936,5.468246175865943e-07,3.407044815162408e-07
1937,4.3439356467445123e-07,2.9463215334146753e-07
1938,5.082363951913749e-07,2.865312502819961e-07
1939,4.2670400546285236e-07,2.339989677579979e-07
1940,5.020850224468631e-07,3.144370737118152e-07
1941,4.4862838777248726e-07,2.2431419566260047e-07
1942,4.3085807099885187e-07,2.9735276640963093e-07
1943,6.706473172357619e-07,2.583879314954629e-07
1944,7.133273456361167e-07,2.5062851705115463e-07
1945,4.858063977764004e-07,2.701344996580701e-07
1946,4.440832253038707e-07,2.2273767008584855e-07
1947,4.2557510582241775e-07,2.4080158844697053e-07
1948,5.468559365340298e-07,2.435302928205374e-07
1949,4.515823945894226e-07,2.522971165319632e-07
1950,5.062432339997258e-07,2.6482049975129485e-07
1951,4.360513319312531e-07,2.40947684915227e-07
1952,4.681892988855907e-07,2.140595256605593e-07
1953,4.137149804961382e-07,2.2840514191102557e-07
1954,4.6028644007378716e-07,2.277000916706129e-07
1955,4.6177190249352407e-07,2.4778004359404804e-07
1956,4.2995228355380277e-07,2.1279585116218414e-07
1957,4.4881990390877036e-07,2.155749196930401e-07
1958,4.450466875027814e-07,1.9026159314705637e-07
1959,3.80561719026673e-07,2.2942213107057796e-07
1960,4.602354106708617e-07,2.456895842328777e-07
1961,4.300910703136651e-07,2.598611565929332e-07
1962,4.4330274917570023e-07,2.378233681099573e-07
1963,4.881870179218595e-07,2.211390199846619e-07
1964,4.6116480589830644e-07,2.3727476694546112e-07
1965,4.618404556566702e-07,2.4624194594480286e-07
1966,4.514345928186003e-07,1.8112773680911687e-07
1967,4.31897411168336e-07,2.2778150388091944e-07
1968,3.894057503117665e-07,2.5556156479922265e-07
1969,4.927807211174695e-07,2.243628394182906e-07
1970,3.706572222483828e-07,1.972852956555471e-07
1971,4.4652674091594236e-07,2.1170197150865988e-07
1972,4.4888785133423426e-07,2.426559468915457e-07
1973,5.022528632991907e-07,2.0012929446977523e-07
1974,3.482228958517908e-07,1.400767306591888e-07
1975,4.1122656213588016e-07,1.719155466872735e-07
1976,3.3995484827187283e-07,1.7083445413845766e-07
1977,3.455547616937338e-07,1.686636394993002e-07
1978,5.643561920010143e-07,1.9544545182270667e-07
1979,3.850598488952528e-07,1.8492236275591267e-07
1980,5.366782094284872e-07,2.0239136411248637e-07
1981,4.478488992987195e-07,1.638317321805971e-07
1982,3.8983114247770345e-07,1.5456681090597613e-07
1983,4.3386222259300666e-07,1.5409371378893866e-07
1984,3.879536549789009e-07,1.8440847782130732e-07
1985,5.462126466682093e-07,1.8527918221877826e-07
1986,5.484953966572448e-07,1.76237868743101e-07
1987,4.479228881137942e-07,1.4971500661431492e-07
1988,3.6758875232578703e-07,1.583090192269765e-07
1989,4.181949115888983e-07,1.8110802457727004e-07
1990,3.688736764928535e-07,1.4765844547071083e-07
1991,4.3023154816523856e-07,1.7584395983760714e-07
1992,4.496114343055524e-07,1.8954207803290046e-07
1993,4.06577822076315e-07,1.7393111484409474e-07
1994,4.325439828534172e-07,1.703801313368558e-07
1995,3.7198014091188725e-07,1.7839862920254745e-07
1996,4.2918260234614536e-07,1.6174419492642755e-07
1997,4.2338918149198435e-07,1.4192888109221258e-07
1998,3.5760968053466513e-07,1.764207873122814e-07
1999,4.885545124011514e-07,1.7092552617725687e-07
2000,3.534425268014729e-07,1.767212562953091e-07
2001,3.772223333697866e-07,1.6341919462092847e-07
2002,3.2114352599421636e-07,1.445803032851245e-07
2003,3.8585706541027776e-07,1.4084199939645714e-07
2004,3.4797850645418293e-07,1.722273363924387e-07
2005,3.4318571096036976e-07,1.580816064716828e-07
2006,3.273722555263703e-07,2.0054123517354583e-07
2007,3.4672080850839393e-07,2.133052010577785e-07
2008,3.597536419874814e-07,2.2521855314039385e-07
2009,3.657203730966785e-07,2.3268778903684506e-07
2010,3.939643349326616e-07,2.664219280745783e-07
2011,3.9310432420336383e-07,3.0553535523836217e-07
2012,4.415315864036984e-07,3.1795719834804004e-07
2013,3.818312137582325e-07,2.9341594753873323e-07
2014,4.2832506075285437e-07,3.2481676370821333e-07
2015,4.176028056690484e-07,3.2982642039769416e-07
2016,4.886291034011947e-07,4.0432558989778045e-07
2017,3.4891527711522485e-07,2.8074222768736945e-07
2018,3.910922146133089e-07,3.6553567639430184e-07
2019,3.9897448367298693e-07,3.38005872180247e-07
