year,sommes_VERB aux_ADP,sommes_VERB beaux_ADJ
1959,2.1392064297742763e-07,6.975672928177801e-09
1960,1.8547832780768658e-07,7.612916519406099e-09
1961,1.8690548131417017e-07,1.667558180429296e-08
1962,2.1435812413983513e-07,8.8787386332001e-09
1963,2.114399393349231e-07,9.052474325699222e-09
1964,2.0016256030430668e-07,1.2776333768727e-08
1965,2.0465442673867074e-07,4.377634699181954e-09
1966,1.8334337426040292e-07,9.416426749453422e-09
1967,1.7601297486180556e-07,1.1339771788243524e-08
1968,1.733686474381102e-07,8.982831367632116e-09
1969,2.2890459661084606e-07,2.7250546263957176e-09
1970,1.8762797537874576e-07,5.518470125309705e-09
1971,2.009113444501054e-07,4.624557625731995e-09
1972,2.0520587895589415e-07,8.721249500354133e-09
1973,1.8855156724839617e-07,7.1671650836435674e-09
1974,1.6876714425961836e-07,9.563471792262135e-09
1975,1.7934047491507954e-07,1.0851811893530794e-08
1976,2.074010296837514e-07,1.314111219841152e-08
1977,1.851186226531354e-07,9.402850942308305e-09
1978,1.8772269072542258e-07,5.940591130126904e-09
1979,1.738036132792331e-07,1.2289143924704149e-08
1980,1.7680818586995883e-07,8.527726080842513e-09
1981,1.8850137450954207e-07,1.138598904049104e-08
1982,2.122965838680102e-07,8.069752865935698e-09
1983,2.2671984822864033e-07,1.2630632539867293e-08
1984,2.279010402617132e-07,6.958810416790584e-09
1985,2.2498187490782584e-07,7.218669662023558e-09
1986,2.3678217075939756e-07,4.7955883708539204e-09
1987,1.8943532609227987e-07,6.721898593298192e-09
1988,1.9848593524329772e-07,3.597932174415064e-09
1989,2.1019508267272613e-07,1.1525056464734007e-08
1990,1.776260205588187e-07,7.083246433836621e-09
1991,2.1511577585897612e-07,9.37834432335194e-09
1992,1.9064407297264552e-07,9.91789939064347e-09
1993,1.883330469354405e-07,9.970573700002205e-09
1994,2.3578921570788225e-07,8.967375286772494e-09
1995,2.48890501097776e-07,6.506940763983948e-09
1996,2.1298987462614605e-07,5.3380921904988554e-09
1997,1.999470953251148e-07,8.630809844589749e-09
1998,2.2314844727588934e-07,9.536258005482523e-09
1999,1.901203745546809e-07,1.0511462811280126e-08
2000,2.1825076146342326e-07,3.5344251969604557e-09
2001,1.9145895180372463e-07,1.1391150245287918e-08
2002,2.295760026527205e-07,1.1829298429688606e-08
2003,1.9959560404458898e-07,8.750538071922165e-09
2004,1.9204890122637153e-07,1.0571499231559756e-08
2005,1.7924922701695323e-07,9.007498746882447e-09
2006,2.141302815061863e-07,7.000412693969338e-09
2007,2.0291955138418416e-07,9.586750948642475e-09
2008,2.069115652147957e-07,4.257439734089985e-09
2009,1.9883363222561456e-07,1.0013204487790972e-08
2010,2.1304306585534505e-07,9.919965293647692e-09
2011,1.9081619484495604e-07,1.2236710311697152e-08
2012,1.9744665280541085e-07,1.6340413466764403e-08
2013,2.0834764313804044e-07,1.310888730898796e-08
2014,2.2910410280019278e-07,1.4725027419615344e-08
2015,2.3362704837381898e-07,1.329945220618356e-08
2016,2.118980830800865e-07,1.9263461936702697e-08
2017,1.7961464493509993e-07,1.5345229087415646e-08
2018,1.910285334361106e-07,2.220061290358899e-08
2019,2.3290517958685086e-07,1.7346716063570966e-08
