year,nos_DET arrières_NOUN,nos_DET barrières_NOUN
1945,9.80326828603495e-08,2.178504043826024e-09
1946,9.327139860459965e-08,1.1136883415474585e-08
1947,9.655905608418891e-08,1.1920871401116528e-08
1948,4.783630669358274e-08,7.610321262063735e-09
1949,4.810334175431308e-08,8.835307596655184e-09
1950,3.5096692885261405e-08,6.381216888229346e-09
1951,6.503455241002598e-08,2.3455083209000804e-08
1952,5.7996423108441775e-08,6.326882129314981e-09
1953,6.141081643207258e-08,7.54167928107563e-09
1954,5.961246940522358e-08,7.818029112982572e-09
1955,6.569925403709931e-08,3.754243138587299e-09
1956,5.145473558343383e-08,4.360570571293465e-09
1957,2.385460257103844e-08,1.7670075402875796e-09
1958,4.384289198355873e-08,5.790570356545288e-09
1959,4.1854038457245224e-08,4.650448914844674e-09
1960,3.114374941270981e-08,7.612916519406099e-09
1961,5.002674541287888e-08,1.3896318928896534e-08
1962,4.756467364419592e-08,1.585489073363533e-08
1963,4.978861012361335e-08,9.69907931747116e-09
1964,7.422441683502257e-08,9.125952438182594e-09
1965,4.377634726937529e-08,3.830430195250756e-09
1966,5.81602854765606e-08,1.6063316343739587e-08
1967,6.360132903671101e-08,1.7749208325312793e-08
1968,5.838840699823322e-08,1.3474247440026232e-08
1969,5.4955270001322276e-08,1.6350328146952364e-08
1970,5.8863678820131327e-08,1.1956685419534097e-08
1971,4.778709739028386e-08,1.0790634275004152e-08
1972,4.514529405863499e-08,9.234264353175092e-09
1973,3.3630544682416996e-08,9.37244681864513e-09
1974,2.81278591529599e-08,9.000914791279513e-09
1975,4.1693803964903964e-08,6.282628195464213e-09
1976,3.485251509616205e-08,8.570290255249802e-09
1977,3.467301362691799e-08,6.464460078348111e-09
1978,3.267325376921093e-08,5.346532105932056e-09
1979,4.1549010676433795e-08,7.607565133405103e-09
1980,6.481071596065036e-08,1.4781392165819085e-08
1981,5.186950602364959e-08,9.488324403950088e-09
1982,5.524676882640023e-08,9.311253656996143e-09
1983,5.55747829977804e-08,8.209910973278056e-09
1984,5.7410184384210083e-08,5.219107812592938e-09
1985,4.692135291417543e-08,9.624892882698077e-09
1986,3.77652594751865e-08,1.2588419251446936e-08
1987,4.216463767026113e-08,6.721898593298192e-09
1988,3.4180356101032316e-08,1.139345240375178e-08
1989,4.280735277362169e-08,1.3720305780395847e-08
1990,4.195461322797911e-08,8.172976073694826e-09
1991,3.575493789931272e-08,1.4653663171770859e-08
1992,3.085568667238192e-08,6.61193322315512e-09
1993,3.212740340430287e-08,1.5509781292610825e-08
1994,3.850696472795789e-08,1.4242302004419116e-08
1995,3.416144056522796e-08,1.5182862966867106e-08
1996,3.683283655853131e-08,6.4057106285986265e-09
1997,5.466179864299647e-08,1.102825741838842e-08
1998,4.815810616953797e-08,9.059445860160054e-09
1999,2.924928726999454e-08,6.8553016596695215e-09
2000,3.092622002931478e-08,7.510653432518666e-09
2001,3.242096580091669e-08,1.0076787404500465e-08
2002,3.154479644162933e-08,1.401990912253126e-08
2003,3.208530685583355e-08,5.0003075569016175e-09
2004,4.360743377507248e-08,9.690541175055856e-09
2005,3.738112175355468e-08,9.00749885790475e-09
2006,3.994353359182412e-08,6.176834599358472e-09
2007,3.515141955290346e-08,9.586750421286538e-09
2008,5.619820409030751e-08,1.1495087104407276e-08
2009,6.007922492834439e-08,1.0013204487790972e-08
2010,6.896737669848108e-08,1.511613750837526e-08
2011,9.368731279657538e-08,2.1031845570673724e-08
2012,1.1268076738346622e-07,1.9404239604003948e-08
2013,1.3304126555979678e-07,2.1755175216853218e-08
2014,1.3317487468356148e-07,1.6890471910002702e-08
2015,1.263447992894129e-07,1.4629397804277744e-08
2016,1.1785924591833918e-07,2.4027545397764527e-08
2017,1.4640858536640877e-07,2.339518501148774e-08
2018,1.6753719112028165e-07,2.478208027678619e-08
2019,1.6759989174275347e-07,2.908125984468768e-08
