year,ses_DET ans_NOUN,ses_DET bancs_NOUN
1909,5.005894987419879e-08,1.336739021695621e-07
1910,4.2753206530576904e-08,1.2558753414992907e-07
1911,5.5863928927202267e-08,1.0800359762086487e-07
1912,5.5219864347755276e-08,1.0262559646534442e-07
1913,4.984810397790085e-08,1.0128710403733976e-07
1914,7.500352927625187e-08,1.0982659670588646e-07
1915,4.1232666947443875e-08,1.6257451829204683e-07
1916,4.6147340837521256e-08,1.1756584061828335e-07
1917,3.947912841084644e-08,7.895825859804972e-08
1918,1.1026920887502456e-07,1.0567465924538055e-07
1919,8.471220486194753e-08,1.371969406971374e-07
1920,4.391894581345923e-08,1.3251406194569881e-07
1921,5.300923133777502e-08,1.3176579871654326e-07
1922,6.861480361664007e-08,1.1362020746474855e-07
1923,9.342034656967257e-08,1.1252905229852672e-07
1924,7.606058605169608e-08,1.2247043545965397e-07
1925,7.478760966073139e-08,1.1768050556248966e-07
1926,5.684530801630672e-08,1.1480522843498875e-07
1927,5.6861046204836896e-08,1.0368778857738903e-07
1928,4.798937336403242e-08,1.0626218438503088e-07
1929,6.57283965033173e-08,1.2922871861498209e-07
1930,4.20144132817768e-08,1.0293531715888093e-07
1931,4.5621425748265665e-08,1.0606981781791092e-07
1932,5.58936368300067e-08,1.1178727499228103e-07
1933,1.835305885045102e-08,9.979475845689478e-08
1934,2.516131836216573e-08,1.174194839137499e-07
1935,5.0266793394371234e-08,9.454944382980557e-08
1936,6.304851440930292e-08,1.1275984590497501e-07
1937,2.3923124259361828e-08,1.0072894829349366e-07
1938,1.1409389033545381e-07,1.1927996967919796e-07
1939,7.188203721142372e-08,1.0705835418178822e-07
1940,2.02862628917444e-08,7.353770370421842e-08
1941,4.7224041566096275e-08,1.593811393973965e-07
1942,5.765002231150618e-08,1.4260795921927638e-07
1943,5.2258234184421326e-08,1.3354882399951862e-07
1944,4.4984606262232774e-08,1.8315161121051915e-07
1945,3.267756065739036e-08,1.1981772729541262e-07
1946,3.897909195416105e-08,1.0997672106327627e-07
1947,3.4570525775379224e-08,1.0371157577182544e-07
1948,4.892349725338363e-08,1.0980606646171509e-07
1949,2.846932456446183e-08,8.246286853363927e-08
1950,1.0635361658017928e-07,1.244337313188737e-07
1951,4.797630914765705e-08,9.595261318828818e-08
1952,1.5817205323287453e-08,1.571175793912971e-07
1953,2.801195131407752e-08,1.1204780747675613e-07
1954,3.518112912104243e-08,8.893008018873161e-08
1955,1.6894094123642844e-08,1.0324168453479388e-07
1956,4.622205040938354e-08,1.0727004107202731e-07
1957,2.738861626383482e-08,9.365140274386619e-08
1958,4.797901348441158e-08,7.94135339710067e-08
1959,5.968075811324525e-08,8.913360116657998e-08
1960,3.045166724335857e-08,8.651041838447782e-08
1961,5.2111194193127375e-08,6.600751589758147e-08
1962,4.122271529682919e-08,7.737186757950099e-08
1963,3.9442925370281046e-08,7.759264120110743e-08
1964,5.718930329301486e-08,6.874884461716135e-08
1965,7.387258760260806e-08,6.730613455463441e-08
1966,5.040558159752351e-08,6.42532679284713e-08
1967,7.247593147852172e-08,6.508043032260602e-08
1968,8.623518454875523e-08,7.545578861734015e-08
1969,4.678010531722343e-08,5.540944658655178e-08
1970,4.2768142805016396e-08,6.116304129832884e-08
1971,5.6008531923446014e-08,7.2965246400436e-08
1972,2.9241836674298582e-08,7.490014719557792e-08
1973,5.6785999680286636e-08,4.134902831243181e-08
1974,3.0378086990356934e-08,6.244384398446101e-08
1975,3.712462071092659e-08,4.740528680713396e-08
1976,3.542386795007957e-08,5.7135267073071816e-08
1977,3.64360481786008e-08,5.2303357755967284e-08
1978,3.3861370818399905e-08,6.118809203758957e-08
1979,2.6333880187578984e-08,6.43717058546045e-08
1980,1.8760996423061727e-08,5.798853852656549e-08
1981,2.024175771442316e-08,5.6929945868589016e-08
1982,4.03487647737677e-08,4.531476793800948e-08
1983,1.4525227021167098e-08,5.55747827757358e-08
1984,2.3775934665515308e-08,5.4510678193508966e-08
1985,1.9249785432329247e-08,6.376491445969634e-08
1986,2.2179595993154777e-08,5.8745959319317365e-08
1987,3.1165165836899433e-08,5.3164104951708424e-08
1988,3.717863328311921e-08,5.576795197859141e-08
1989,2.2501301488730974e-08,8.67123306491635e-08
1990,2.3429198747759727e-08,5.7755701665662684e-08
1991,2.285971378856999e-08,5.627006527397782e-08
1992,2.975369950419804e-08,6.116037909453809e-08
1993,2.8249958761161764e-08,5.7053837765330684e-08
1994,3.481451560372051e-08,4.958431171209199e-08
1995,3.633042044981494e-08,5.856247042856921e-08
1996,3.20285515886809e-08,7.04628171366295e-08
1997,2.3494983403260505e-08,6.856699330537452e-08
1998,3.337690390736725e-08,4.815810650260488e-08
1999,3.427650954734851e-08,5.4385392189715276e-08
2000,2.9600811024543816e-08,5.6550803373411895e-08
2001,2.716351391041094e-08,5.827011539949467e-08
2002,4.3812214689520346e-08,6.484207809576148e-08
2003,1.833446089394286e-08,6.37539208092619e-08
2004,2.026204010130428e-08,5.197653707433858e-08
2005,3.7831496380036356e-08,7.611336572121985e-08
2006,2.141302812841417e-08,6.176835221083365e-08
2007,2.3567429258131156e-08,6.511001449105436e-08
2008,1.6604014163590364e-08,6.9822009673981e-08
2009,3.0516430937765904e-08,8.916520322088672e-08
2010,2.2201827765133686e-08,8.880731139360165e-08
2011,1.4913490886669933e-08,9.789368493606787e-08
2012,1.8723389366703813e-08,1.21872245850696e-07
2013,2.036061236276865e-08,1.0626566737670373e-07
2014,2.0138640005606945e-08,1.0112629045266885e-07
2015,1.994917830927534e-08,1.1304534153211421e-07
2016,3.2934305949083864e-08,1.2448753006211177e-07
2017,1.2829617646037406e-08,9.710259840645108e-08
2018,1.6779534151023512e-08,1.0893789603727555e-07
2019,1.836711227554133e-08,1.0867207889120323e-07
