year,plusieurs_DET ans_NOUN,plusieurs_DET bancs_NOUN
1875,1.3731664694205392e-08,2.6256087295450925e-06
1876,1.0278224937820823e-08,1.2509204216915037e-06
1877,9.27722432209066e-09,8.262913975265462e-07
1878,1.8117265465633636e-09,6.461824744175004e-07
1879,2.2604503158163425e-08,6.787460367085885e-07
1880,1.8611753915820373e-08,5.840239838406092e-07
1881,6.9725074602899895e-09,2.7632047556735984e-06
1882,1.0648615988984034e-08,1.1267566466521828e-06
1883,8.21514056781325e-09,1.6190146194805521e-06
1884,1.5183903023796574e-08,8.819867405307491e-07
1885,1.4180398244523218e-08,9.752247029926053e-07
1886,7.098810428374236e-09,5.608059856498926e-07
1887,1.828098877831863e-08,5.784627226113059e-07
1888,7.608737417896805e-09,6.981016937857021e-07
1889,2.318100555953606e-08,5.012109185464908e-07
1890,1.1797895660414781e-08,4.378330276111342e-07
1891,5.736798147637501e-09,5.596565415544319e-07
1892,1.6298132621272998e-08,4.93958748570833e-07
1893,9.23762488724833e-09,5.302396746120763e-07
1894,3.150769645188234e-09,4.146412813099687e-07
1895,1.9259566386153892e-08,4.99544987153655e-07
1896,1.533227589334274e-08,1.026083003452527e-06
1897,1.5732126712464378e-08,1.0622099253509987e-06
1898,6.7900258748920805e-09,6.388282580704896e-07
1899,1.0502398950507086e-08,6.798921141637493e-07
1900,1.661137005726232e-08,6.187735595020172e-07
1901,7.265360757457984e-09,5.119284733900997e-07
1902,1.276673788908056e-08,5.494607409062269e-07
1903,5.400220270956879e-09,5.605428918808997e-07
1904,9.674325340824907e-09,5.503616264945776e-07
1905,9.805442513499685e-09,6.445788087727777e-07
1906,9.773950537805831e-09,3.215115208510255e-07
1907,4.6285588695127444e-09,3.311991036980544e-07
1908,1.6698722404839828e-08,2.5244539081370476e-07
1909,7.15127862482845e-09,2.480943592786389e-07
1910,6.947395991829808e-09,2.3621145861518755e-07
1911,1.0640748726586935e-08,2.6921092666221114e-07
1912,6.251305251225858e-09,1.885810454460568e-07
1913,1.0075680734189518e-08,1.8560464498662554e-07
1914,1.7411533548283842e-08,1.8349077546275794e-07
1915,1.4136913861761968e-08,1.9673872442282914e-07
1916,3.2962386153911893e-09,2.746865410685473e-07
1917,1.64496359866817e-08,3.2570281405241985e-07
1918,9.189101035644853e-09,2.549975590682152e-07
1919,6.4454939163738345e-09,1.8231540366286936e-07
1920,5.300562211374427e-09,1.309996049414508e-07
1921,8.330022005509363e-09,1.1586303516608609e-07
1922,8.115729421831475e-09,1.8666176870851814e-07
1923,3.715581797791856e-08,1.7197835688875784e-07
1924,6.4458122173149945e-09,4.0092953268455744e-07
1925,7.698724546756353e-09,2.7055518780905174e-07
1926,1.0031524610987219e-08,2.1177663533933355e-07
1927,8.919380123373344e-09,1.2598624288262528e-07
1928,1.3711249025050165e-08,1.588219684656167e-07
1929,7.798284684668033e-09,1.8270266766151622e-07
1930,1.3654684494213143e-08,1.2394252291159091e-07
1931,9.124285327288817e-09,2.2924767062448836e-07
1932,1.6439305028370654e-08,1.5124160601676095e-07
1933,1.3764794637438627e-08,1.3764794215553877e-07
1934,7.188948103475923e-09,2.67189250280353e-07
1935,1.3165112555668657e-08,1.2925747050474e-07
1936,8.487300195980652e-09,3.2009246631048427e-07
1937,6.295559185076627e-09,2.9211393748340697e-07
1938,0.0,1.5947214393463582e-07
1939,1.6823456405745674e-08,1.559993156874384e-07
1940,7.607348528892999e-09,1.59754329764894e-07
1941,8.854508237732261e-09,2.0660517918713595e-07
1942,2.4273694165799498e-08,8.192371581117186e-08
1943,2.0322646676618206e-08,8.419382213631366e-08
1944,3.213186161588055e-08,3.277449920346953e-07
1945,2.178504043826024e-09,5.2284098384092204e-08
1946,1.1136883415474585e-08,2.422272169511075e-07
1947,2.3841741914054637e-09,4.088858629458514e-07
1948,5.435944139264848e-09,3.8812640124064046e-07
1949,6.871905600114303e-09,5.026308320665862e-07
1950,1.1698897850465073e-08,4.6795589625503453e-07
1951,9.595261474260042e-09,3.5928923836081594e-07
1952,1.0544804140977249e-08,4.987692423519263e-07
1953,9.69644453618912e-09,5.042151420830976e-07
1954,6.840775057526116e-09,6.342376144274908e-07
1955,4.6928039232341234e-09,7.32077392484598e-07
1956,5.232684729961079e-09,4.1774266978933383e-07
1957,4.417518795207798e-09,3.7107158501470394e-07
1958,1.1581141046157484e-08,1.4559149086323941e-07
1959,1.2401196514133517e-08,5.371268377851734e-07
1960,8.305000021024966e-09,4.097133299296729e-07
1961,4.86371165564492e-09,1.5841803202576443e-07
1962,1.0147130080628841e-08,1.05910671788223e-07
1963,5.1728425987107585e-09,1.2867446086417544e-07
1964,7.30076216148845e-09,1.9529537786944218e-07
1965,9.302473458205895e-09,1.3680108867930585e-07
1966,9.416427082520329e-09,1.0801196026477555e-07
1967,1.3804939413830652e-08,1.3509119733967623e-07
1968,9.431973424511852e-09,2.0031715086687996e-07
1969,2.0437910364101697e-08,1.2944009283866187e-07
1970,1.2876429700270364e-08,2.0878210937880226e-07
1971,1.9012070140433934e-08,2.055358980790345e-07
1972,7.182205663536223e-09,1.7493801451884394e-07
1973,8.269805840122046e-09,1.516130985201869e-07
1974,8.438357623763437e-09,2.435872574757525e-07
1975,9.138368284311582e-09,1.6049258899641927e-07
1976,5.713526984862938e-09,1.6969174643222118e-07
1977,5.289103655048422e-09,8.697636888488347e-08
1978,9.504946496541322e-09,6.118809048327734e-08
1979,5.851973128301324e-09,3.745262877608013e-08
1980,2.8425753972882717e-09,7.5043990133139e-08
1981,7.590659656386833e-09,3.542307913662057e-08
1982,1.0552754226011984e-08,2.9796011546956436e-08
1983,4.420721011477724e-09,7.515226307930334e-08
1984,5.799008384599347e-09,4.059305780401701e-08
1985,3.609334831011779e-09,5.1733797468145326e-08
1986,5.994485352545098e-09,3.9563605058745566e-08
1987,3.6664902225425067e-09,6.171925193143579e-08
1988,1.2592763276586538e-08,1.4871453390963296e-07
1989,1.042743191792539e-08,4.6100225192802213e-08
1990,1.089730194969718e-09,5.0127588302473214e-08
1991,5.275318681885466e-09,3.985796281913423e-08
1992,7.162927584403178e-09,3.636563150610783e-08
1993,1.2186256725943423e-08,2.3818591543545153e-08
1994,5.802419322797903e-09,3.323203712213285e-08
1995,8.133675954979935e-09,2.2774294172744902e-08
1996,1.8683323110835204e-08,4.6441403611652277e-08
1997,4.075660342550691e-08,1.659033483925043e-07
1998,8.582632937681467e-09,5.721755158560882e-08
1999,3.6561608462992723e-09,1.782378494796788e-08
2000,6.627047355323157e-09,3.092622014033708e-08
2001,8.762423675534592e-09,4.9945814595275806e-08
2002,7.009954283709874e-09,5.43271481134866e-08
2003,5.8336921959778465e-09,2.6668305785904067e-08
2004,1.1011977996133737e-08,4.757174432157285e-08
2005,6.7556245042510454e-09,2.7022496906781157e-08
2006,8.647569216257978e-09,6.300371602208088e-08
2007,7.1900629894372514e-09,3.555086749984504e-08
2008,2.554463751636149e-09,2.6821870280357984e-08
2009,3.337734755248789e-09,2.9085974295739447e-08
2010,1.4171378737160012e-08,2.834275858454305e-08
2011,2.6767803529281764e-09,4.3593281429110675e-08
2012,3.0638274417515987e-09,2.5531894376484843e-08
2013,3.3469500504423877e-09,3.5979712986744516e-08
2014,2.815078836704288e-09,4.3741994470991585e-08
2015,5.54143841924315e-09,2.5268959147339842e-08
2016,3.935546250000144e-09,4.743368631210387e-08
2017,2.0124891197959016e-09,5.232471744776035e-08
2018,1.8070267504555204e-09,4.4401227361490214e-08
2019,2.5509878653906526e-09,3.4183235131379774e-08
