year,deux_DET ailes_NOUN,deux_DET belles_NOUN
1993,4.06577822076315e-07,5.705383721021917e-08
1994,4.325439828534172e-07,5.64417161896813e-08
1995,3.7198014091188725e-07,6.886512426973468e-08
1996,4.2918260234614536e-07,4.3772356406179824e-08
1997,4.2338918149198435e-07,5.226435018101938e-08
1998,3.5760968053466513e-07,3.2900091540000176e-08
1999,4.885545124011514e-07,4.02177706693152e-08
2000,3.534425268014729e-07,4.373851325567557e-08
2001,3.772223333697866e-07,5.388890422786119e-08
2002,3.2114352599421636e-07,5.476527054071312e-08
2003,3.8585706541027776e-07,6.042038247500159e-08
2004,3.4797850645418293e-07,5.021462134990884e-08
2005,3.4318571096036976e-07,4.819011900636383e-08
2006,3.273722555263703e-07,6.259192764090926e-08
2007,3.4672080850839393e-07,4.673540843214141e-08
2008,3.597536419874814e-07,5.960415583317058e-08
2009,3.657203730966785e-07,5.769513045095209e-08
2010,3.939643349326616e-07,6.707786237569735e-08
2011,3.9310432420336383e-07,7.036108717883849e-08
2012,4.415315864036984e-07,8.953184327253894e-08
2013,3.818312137582325e-07,7.697985182630873e-08
2014,4.2832506075285437e-07,8.466890388802994e-08
2015,4.176028056690484e-07,9.065793449281045e-08
2016,4.886291034011947e-07,1.0605260758467239e-07
2017,3.4891527711522485e-07,7.773239296682277e-08
2018,3.910922146133089e-07,8.751172231313831e-08
2019,3.9897448367298693e-07,6.913176964218337e-08
