year,énormes_ADJ bancs_NOUN
1916,3.29623865980011e-08
1917,1.4256351654751143e-08
1918,1.033773866510046e-08
1919,1.012863304339362e-08
1920,7.572231730534895e-09
1921,6.815472630705699e-09
1922,9.591316185719734e-09
1923,1.2739137744688378e-08
1924,1.1602462102189293e-08
1925,1.6497267552040284e-08
1926,1.2260752413340015e-08
1927,1.1149224654616319e-08
1928,4.570416489713125e-09
1929,3.342121912552898e-09
1930,9.453243521306831e-09
1931,6.843213995466613e-09
1932,1.53433514782364e-08
1933,2.1794258842078307e-08
1934,1.1981580172459871e-08
1935,5.98414207075848e-09
1936,1.8187071404440758e-08
1937,1.2591118370153254e-08
1938,2.9819993585533666e-08
1939,6.117620188206274e-09
1940,2.7893612752905028e-08
1941,2.066051862925633e-08
1942,3.034211815133858e-08
1943,1.4516175816936538e-08
1944,1.927911696952833e-08
1945,0.0
1946,4.1763312808029696e-09
1947,9.536696765621855e-09
1948,6.523132700664291e-09
1949,2.945102384188658e-09
1950,3.190608444114673e-09
1951,1.7058242818279723e-08
1952,8.435843135146115e-09
1953,8.619061908632375e-09
1954,9.772536557761669e-09
1955,8.447047505910632e-09
1956,3.488456634670456e-09
1957,4.417518795207798e-09
1958,7.445019267748876e-09
1959,1.3951345856355601e-08
1960,2.4914999841030294e-08
1961,4.86371165564492e-09
1962,8.8787386332001e-09
1963,5.819448034571906e-09
1964,8.517555549758526e-09
1965,7.660860390501512e-09
1966,6.6468897053084675e-09
1967,4.437302081328198e-09
1968,6.287982134978165e-09
1969,9.083515273289322e-09
1970,1.3796175313274261e-09
1971,7.707596338946132e-09
1972,1.2825367434743384e-08
1973,4.9618833486420044e-09
1974,9.563471792262135e-09
1975,2.2845920710778955e-09
1976,7.998937512354587e-09
1977,4.11374712072643e-09
1978,4.158414057542359e-09
1979,5.266775904289034e-09
1980,8.527726080842513e-09
1981,4.427884725544118e-09
1982,8.690503427999374e-09
1983,0.0
1984,0.0
1985,1.8046674155058895e-09
1986,1.7983456945813714e-09
1987,1.8332451112712533e-09
1988,2.99827696004229e-09
1989,3.841685636274406e-09
1990,5.448650863826288e-09
1991,2.9307325455363298e-09
1992,3.856960972825618e-09
1993,5.539207426075166e-10
1994,4.2199412852994556e-09
1995,3.795715741716776e-09
1996,3.736664311304594e-09
1997,3.835915585170824e-09
1998,1.9072516899143466e-09
1999,2.7421207526856506e-09
2000,3.97622823555821e-09
2001,3.943090742808408e-09
2002,1.752488598683044e-09
2003,6.250384210204629e-09
2004,2.642874807889939e-09
2005,1.8014998381943315e-09
2006,4.941467679486777e-09
2007,3.994479413904628e-09
2008,2.554463751636149e-09
2009,2.860915504498962e-09
2010,6.140930874920514e-09
2011,8.030340836739924e-09
2012,7.148930780687124e-09
2013,7.80955033974351e-09
2014,8.228691505962615e-09
2015,7.75801378694041e-09
2016,8.492493819289848e-09
2017,5.282783988036499e-09
2018,3.3559066636712487e-09
2019,6.12237061048404e-09
