year,deux_DET oeufs_NOUN,deux_DET boeufs_NOUN
1931,1.9389106320488736e-08,1.0264820993199919e-08
1932,1.7535258800549514e-08,1.972716578979572e-08
1933,4.588264879146209e-09,1.0323596200123575e-08
1934,1.0783422155213884e-08,2.516131836216573e-08
1935,8.377798899061872e-09,4.787313656606784e-09
1936,8.487299751891442e-09,9.699771652549316e-09
1937,1.3850230295986421e-08,2.5182236740306507e-08
1938,1.555825723809079e-08,1.5558256905023882e-08
1939,1.070583532936098e-08,6.117620188206274e-09
1940,2.2822046474857416e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,9.102635312174812e-09,3.034211815133858e-08
1943,1.161294105322952e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,1.9606536838523425e-08,1.3071024707045353e-08
1946,1.8097434661967782e-08,1.5313215584455975e-08
1947,1.1920871401116528e-08,7.152522574216391e-09
1948,3.479004129225416e-08,1.3046265401328583e-08
1949,1.7670614971265763e-08,5.890204990421921e-09
1950,1.3825970146541522e-08,1.5953042664662576e-08
1951,2.8785785421980847e-08,1.3859822622919182e-08
1952,2.9525451195056007e-08,9.490323193972472e-09
1953,2.2625037843226892e-08,1.9392889294422844e-08
1954,2.1499579672124014e-08,1.4658804170508688e-08
1955,1.407841221379158e-08,2.3464020060259827e-08
1956,2.8779767902165077e-08,1.308171238001421e-08
1957,2.650511243817988e-08,1.236905244894615e-08
1958,2.2335057803246627e-08,1.9026160202884057e-08
1959,1.4726421193600459e-08,1.627656998071103e-08
1960,2.0762499552962055e-08,6.228750015768725e-09
1961,1.8760030306985698e-08,1.250668635321972e-08
1962,1.7123282014530616e-08,9.512934662225803e-09
1963,1.6165133009948818e-08,1.875155397623729e-08
1964,1.3384730435106462e-08,1.8251904654320583e-08
1965,8.755269675919664e-09,1.805774313412556e-08
1966,1.1632056873267516e-08,8.30861190959098e-09
1967,1.5284040255636455e-08,6.409436092980059e-09
1968,1.1228539820162808e-08,9.881114815257774e-09
1969,8.175164045720607e-09,1.9529557859776503e-08
1970,1.9314645188783786e-08,1.8854771965948203e-08
1971,1.2332154297745035e-08,1.4387512625724241e-08
1972,2.0520588228656322e-08,1.4364411160538992e-08
1973,1.8744892527067236e-08,2.3155455108891942e-08
1974,1.63141580800108e-08,4.219178795228373e-08
1975,2.056132863970106e-08,1.770558855085369e-08
1976,1.656922776760439e-08,2.628222439682304e-08
1977,3.2322300835829765e-08,3.055926500739048e-08
1978,2.851483826837864e-08,3.4455429953617056e-08
1979,1.4044735929807928e-08,4.447499724058446e-08
1980,2.103505747363954e-08,3.126832948119329e-08
1981,1.707898356073656e-08,3.036263840350273e-08
1982,2.0484757001781873e-08,3.6003514169991035e-08
1983,1.9577480414589843e-08,2.7787390166622572e-08
1984,3.0154843622121064e-08,3.6533755132239776e-08
1985,3.729645892125433e-08,3.308556884018543e-08
1986,2.517683933556114e-08,3.117132424401703e-08
1987,2.3221103706561053e-08,3.9720310263113845e-08
1988,3.4180356101032316e-08,3.358070077563724e-08
1989,2.7989423445617945e-08,3.567279494021136e-08
1990,2.3974065010978762e-08,4.0320018435124894e-08
1991,2.520429964736337e-08,2.5204300868608698e-08
1992,2.148878253116493e-08,4.573253775674857e-08
1993,3.268132542366686e-08,4.4867580317742295e-08
1994,3.0594573541264936e-08,4.1144428086781204e-08
1995,2.8738989577004048e-08,4.392185048995856e-08
1996,3.4163788686925045e-08,3.25623616959092e-08
1997,2.5892430755014573e-08,3.020783490015333e-08
1998,2.3363833201450745e-08,1.0489883983666459e-07
1999,1.2796562837147363e-08,2.742120630561118e-08
2000,2.164835433138279e-08,2.032294532661183e-08
2001,1.664860427297299e-08,5.43270262109985e-08
2002,1.79630080254789e-08,3.1106671904979066e-08
2003,1.5417615628621206e-08,1.12506919336397e-08
2004,1.0571499231559756e-08,1.4535811138083332e-08
2005,2.657212228029948e-08,2.5671372805291526e-08
2006,1.5647981743693862e-08,1.5647981577160408e-08
2007,7.589511158423434e-09,9.187303195989927e-09
2008,1.3198063253394565e-08,1.2772319285536682e-08
2009,1.0966842323156811e-08,1.0013204487790972e-08
2010,7.085689646135762e-09,1.8895172093635892e-09
2011,7.265546830836911e-09,7.647943611743813e-09
2012,8.510632198976964e-09,1.327658516458996e-08
2013,1.1993238013818797e-08,6.136075203500013e-09
2014,9.961047819917468e-09,1.2126492698882885e-08
2015,7.536356275150702e-09,1.7289288403721237e-08
2016,4.97121616094276e-09,1.1806638611222553e-08
2017,3.5218559180094644e-09,8.477610494161958e-08
2018,2.0393587263356494e-08,5.162933192082164e-09
2019,1.938750648911025e-08,1.3520234709574197e-08
