year,certains_DET ans_NOUN,certains_DET bancs_NOUN
1981,0.0,9.741346396197059e-08
1982,6.207502289967692e-10,7.449002836779073e-08
1983,0.0,1.0988649634668946e-07
1984,5.799008495621649e-10,8.06062150360276e-08
1985,6.015558051686298e-10,1.130924953685053e-07
1986,2.3977941854269602e-09,4.076250226248135e-08
1987,6.110816852533674e-10,8.371819149033399e-08
1988,0.0,9.774382814242699e-08
1989,5.488122178931576e-10,5.8722907425590165e-08
1990,1.089730194969718e-09,5.067245556489297e-08
1991,1.1722930404189924e-09,4.5719429131452216e-08
1992,1.1019888335184191e-09,2.31417653928645e-08
1993,1.1078414852150331e-09,3.212740207203524e-08
1994,0.0,3.534200820887179e-08
1995,0.0,3.03657253786227e-08
1996,5.338092190498855e-10,4.110331142115342e-08
1997,4.79489448146353e-10,1.198723644790789e-07
1998,0.0,2.860877490462599e-08
1999,0.0,1.5081663917726473e-08
2000,0.0,1.8113929023400033e-08
2001,1.3143635069212678e-09,1.3581756164171566e-08
2002,0.0,2.5411084347837232e-08
2003,1.6667691671301554e-09,2.7084999798532294e-08
2004,0.0,1.2333415178034102e-08
2005,1.8014998381943315e-09,1.1259373877692269e-08
2006,8.235779835885637e-10,2.5942705983439396e-08
2007,7.988958938831558e-10,1.4779573787038203e-08
2008,1.7029758714315335e-09,1.149508688236267e-08
2009,4.76819250749827e-10,9.536384792951935e-09
2010,4.723793023408973e-10,1.5588517143783065e-08
2011,0.0,1.1854312864656436e-08
2012,0.0,5.446804340891731e-09
2013,0.0,9.20411236116081e-09
2014,0.0,1.429193796642636e-08
2015,0.0,5.763096055932948e-09
2016,2.0713400439298368e-10,6.421154274960372e-09
2017,0.0,1.308117902887318e-08
2018,0.0,8.26069346260283e-09
2019,0.0,9.43865441360714e-09
