year,les_DET ans_NOUN,les_DET bancs_NOUN
1971,4.0300451473740395e-06,4.880963700770735e-06
1972,4.065128450747579e-06,5.164518768197013e-06
1973,4.028498096886324e-06,4.6663754744713515e-06
1974,3.973341335949954e-06,5.79433864800194e-06
1975,3.6307878872321453e-06,5.2682694331451785e-06
1976,3.633231699495809e-06,4.783364659033396e-06
1977,3.6729886687680846e-06,3.7035478186453474e-06
1978,3.816235675913049e-06,2.522375041280611e-06
1979,3.885710157192079e-06,3.38185543569125e-06
1980,3.6618055219150847e-06,3.462256700004218e-06
1981,3.5764658150583273e-06,3.20705370882024e-06
1982,3.7611255265801447e-06,3.3085986785863497e-06
1983,3.298489673397853e-06,3.654673378150619e-06
1984,3.4475106076570228e-06,2.8977645740724256e-06
1985,3.517296818245086e-06,2.318997729844341e-06
1986,3.406066753086634e-06,2.23894039663719e-06
1987,3.5094421946268994e-06,2.5201009208331016e-06
1988,3.40424367095693e-06,2.9161241457131837e-06
1989,3.7884508401475614e-06,2.9421823342090647e-06
1990,3.3607279874559026e-06,2.4137523837453045e-06
1991,3.2032908166002017e-06,2.405545430406164e-06
1992,3.353351985424524e-06,2.216099588281395e-06
1993,3.5124114674545126e-06,2.3591483966356463e-06
1994,3.367513045304804e-06,2.3077804911508792e-06
1995,3.470368483249331e-06,2.339787641858493e-06
1996,3.361930566825322e-06,2.246803035177436e-06
1997,3.134422513539903e-06,2.569104552208046e-06
1998,3.479303813946899e-06,2.617226186885091e-06
1999,3.5309374197822763e-06,2.2645346291483293e-06
2000,3.3987917049671523e-06,2.204155890694892e-06
2001,3.2508592084923293e-06,2.147670087992992e-06
2002,3.469489229246392e-06,2.28480691077948e-06
2003,3.536467374942731e-06,2.213469556977543e-06
2004,3.4000584037130466e-06,2.332777370384065e-06
2005,3.3805144994403236e-06,2.1676547632409893e-06
2006,3.566916348063387e-06,2.8615216081107064e-06
2007,3.7528134271269664e-06,2.448216463335484e-06
2008,4.069260739925085e-06,2.6132163668535213e-06
2009,4.024354439025046e-06,2.4541887668760864e-06
2010,3.916497007594444e-06,2.6302080513573856e-06
2011,4.301968601794215e-06,2.911954709361453e-06
2012,4.583145255310228e-06,3.0754020059475806e-06
2013,4.036142854602076e-06,3.0407042288516095e-06
2014,4.123224243812729e-06,3.380909561201406e-06
2015,4.473713943298208e-06,3.212260963891822e-06
2016,4.857292424276238e-06,3.3416929454688216e-06
2017,3.7947997952869628e-06,2.9759683002339443e-06
2018,3.977265805588104e-06,3.16178049786231e-06
2019,4.157599960308289e-06,3.24766246251329e-06
