year,mes_DET boîtes_NOUN
1887,7.1818169189441505e-09
1888,2.53624587998047e-09
1889,5.6386229019267375e-09
1890,2.3595791986963377e-08
1891,1.4023283867459213e-08
1892,2.3193495124473884e-08
1893,7.390099754367441e-09
1894,9.452309157609307e-09
1895,8.426059849853118e-09
1896,1.5921978624433564e-08
1897,1.4566784223291052e-08
1898,1.1316709347397591e-08
1899,6.080336234504102e-09
1900,7.786579381274805e-09
1901,5.029865024486213e-09
1902,9.820567470342212e-09
1903,5.400220270956879e-09
1904,3.7622376325430196e-09
1905,6.192911072844254e-09
1906,7.201858220895474e-09
1907,1.0799970695529737e-08
1908,3.929111258571538e-09
1909,1.5402754627302784e-08
1910,1.4429207162436342e-08
1911,9.044636151145369e-09
1912,1.4586379215586476e-08
1913,1.3787773589513108e-08
1914,1.2723813114234872e-08
1915,9.424609537234119e-09
1916,2.4172416956957932e-08
1917,1.4256352098840352e-08
1918,3.44591288836682e-09
1919,2.301962176431971e-08
1920,1.665890891899835e-08
1921,1.5145495524393482e-08
1922,1.6231458566107193e-08
1923,1.5923922624949682e-08
1924,1.5469948877466777e-08
1925,1.4297631523163545e-08
1926,1.3375366592072169e-08
1927,1.3379069518926201e-08
1928,1.3711249025050165e-08
1929,1.782465064437133e-08
1930,1.1553964007759987e-08
1931,1.596749932275543e-08
1932,8.767629289252454e-09
1933,1.8353059516584835e-08
1934,4.553000465534751e-08
1935,2.393656828303392e-09
1936,2.0612014761667297e-08
1937,2.2664012888640173e-08
1938,6.482607339819424e-09
1939,1.070583532936098e-08
1940,0.0
1941,1.7709016475464523e-08
1942,1.517105907566929e-08
1943,1.7419411690866582e-08
1944,6.4263723231761105e-09
1945,1.3071024262956144e-08
1946,1.2528993842408909e-08
1947,1.6689218895749036e-08
1948,5.435943917220243e-09
1949,1.3743811422273211e-08
1950,5.317680518146517e-09
1951,4.264560704569931e-09
1952,1.7926166662185494e-08
1953,1.723812381726475e-08
1954,1.3681550115052232e-08
1955,5.631364707880948e-09
1956,2.616342431593921e-08
1957,1.2369053170591116e-08
1958,4.1361216673863055e-09
1959,5.425523363911111e-09
1960,1.3841666479663672e-08
1961,1.1811870759270704e-08
1962,1.0781325721076485e-08
1963,1.2932106940866106e-08
1964,1.3384730657151067e-08
1965,7.1136563306595235e-09
1966,8.862519607077957e-09
1967,1.1832804958089582e-08
1968,1.3474247495537384e-08
1969,8.629339853793994e-09
1970,2.115413444414571e-08
1971,1.490135304038631e-08
1972,1.1799337673590315e-08
1973,1.54369703686541e-08
1974,9.563471903284437e-09
1975,1.4278700888326057e-08
1976,1.9997343780886467e-08
1977,1.2341241639735046e-08
1978,8.316828115084718e-09
1979,1.2289143591637242e-08
1980,1.1370301145063877e-08
1981,5.060439622894819e-09
1982,5.586752060970923e-09
1983,1.4525226799122493e-08
1984,1.5077421977593986e-08
1985,1.3234227269620646e-08
1986,1.1389522214244607e-08
1987,1.2221633927111952e-08
1988,8.994830602571113e-09
1989,1.7013179531844003e-08
1990,1.6890818299586385e-08
1991,1.3481369798284959e-08
1992,1.4876849085965205e-08
1993,1.0524494165053966e-08
1994,8.967375286772494e-09
1995,1.4098371969861745e-08
1996,1.548046646426826e-08
1997,1.1507746866534774e-08
1998,1.1920323395031573e-08
1999,1.6909743744131234e-08
2000,1.4579503826439577e-08
2001,1.971545290913035e-08
2002,1.6648641576466616e-08
2003,2.1251307380509843e-08
2004,1.673820693159911e-08
2005,1.7564623533417034e-08
2006,1.770692703573218e-08
2007,1.3181782249072072e-08
2008,1.064359897440248e-08
2009,3.6715081641602865e-08
2010,2.4563723166615148e-08
2011,3.671013248940369e-08
2012,3.982975771421593e-08
2013,3.4585151353905275e-08
2014,4.720670654378978e-08
2015,5.142454839734967e-08
2016,4.722655444489021e-08
2017,5.333096142479121e-08
2018,5.653412116224388e-08
2019,4.5152484529076276e-08
