year,trois_DET arts_NOUN,trois_DET barres_NOUN
1840,3.821813265858509e-08,3.3759350426265655e-08
1841,8.346713542550788e-09,3.5955072696935986e-08
1842,1.0733224087289273e-08,5.2324466537356784e-08
1843,1.8311423488626133e-08,3.603215859016018e-08
1844,9.330554107123135e-09,4.775048489946698e-08
1845,1.3392547515422848e-08,3.2923345827384765e-08
1846,4.27378594736183e-08,5.854501172741777e-08
1847,1.88762818709165e-08,5.555020443637204e-08
1848,1.126331028444838e-08,3.781254065415851e-08
1849,4.1897072478036534e-09,4.357295679824347e-08
1850,7.467895635215882e-09,4.3449573716713985e-08
1851,9.674158363282004e-09,2.8377531435808123e-08
1852,1.1718981340891332e-08,7.942865209997763e-08
1853,1.0152284346531815e-08,3.3442818292428456e-08
1854,9.871762074453727e-09,3.792835201466005e-08
1855,1.3798036491152743e-08,4.404757802944914e-08
1856,3.1063134287023786e-09,8.387046790403474e-08
1857,1.0739319711294826e-08,4.0028375503098346e-08
1858,5.872411001917044e-09,4.257498309456764e-08
1859,2.4442432078330967e-08,3.7172863898149444e-08
1860,1.0985241161165504e-08,1.2358396167533314e-08
1861,1.131831339762357e-08,5.14040046084574e-08
1862,1.1746764450037972e-08,3.704748866018015e-08
1863,1.2986014041871385e-08,4.445212581360991e-08
1864,1.1507347408290514e-08,3.643993329305317e-08
1865,1.8827376990770972e-08,4.283228272061734e-08
1866,6.325297008391573e-09,8.660791017689462e-08
1867,1.747012134956094e-08,5.532205094027631e-08
1868,2.321740755206747e-08,2.81572816174247e-08
1869,8.301982323821733e-09,8.253147443237907e-08
1870,2.1789386295267832e-08,6.020751186497364e-08
1871,1.0621177271019633e-09,6.160282595146782e-08
1872,1.4513614199351821e-08,3.567930118020257e-08
1873,1.6162211291526063e-08,4.4895035244962855e-08
1874,4.182226343019124e-09,7.348769270887345e-08
1875,2.0597497041308088e-08,8.982797561341016e-08
1876,1.753344314181504e-08,5.925094570535805e-08
1877,1.6699003291265058e-08,5.318941731502491e-08
1878,8.4547240319921e-09,6.582606792981949e-08
1879,8.553055264037823e-09,5.4983927300078506e-08
1880,2.5029599504122757e-08,4.299956879449951e-08
1881,6.275256814181063e-09,4.392679642251096e-08
1882,1.3310770041741193e-08,2.0631693686823382e-08
1883,1.579834707499117e-08,7.014465897015043e-08
1884,2.3766108192546653e-08,6.40364632431556e-08
1885,1.5469526104539e-08,8.766064862886225e-08
1886,1.7424351739236954e-08,9.422057445362952e-08
1887,1.1752064210668323e-08,7.051238681832217e-08
1888,1.0779045211961602e-08,5.896771737567974e-08
1889,6.891650361495749e-09,4.510898621301607e-08
1890,2.6217545912032847e-09,8.127439166116801e-08
1891,7.011642266796514e-09,7.20286883471033e-08
1892,3.1342561879199593e-09,4.450643897868645e-08
1893,4.310891643655168e-09,7.759604891965921e-08
1894,1.071261657159539e-08,8.50707795319039e-08
1895,1.023164486468886e-08,1.0773320191503899e-07
1896,1.2383760683576384e-08,8.904513681962101e-08
1897,7.574727511894253e-09,5.9432476717802274e-08
1898,7.921697076085366e-09,6.676858799181673e-08
1899,9.39688327150634e-09,7.020024384019052e-08
1900,8.824790675987515e-09,6.281174425026848e-08
1901,6.706486921359556e-09,8.830207320897898e-08
1902,8.838511089681589e-09,1.2914046898515608e-07
1903,5.400220270956879e-09,5.2922156879020577e-08
1904,1.5048950530172078e-08,6.449550404852289e-08
1905,1.3934049469810361e-08,5.005936287716395e-08
1906,1.3889298322578014e-08,5.452835560859626e-08
1907,6.685696163355459e-09,6.27426863242242e-08
1908,9.331638795018193e-09,5.009616899087632e-08
1909,1.1001967337165297e-08,7.31630791506177e-08
1910,2.0842187531400214e-08,4.382203400155049e-08
1911,9.044636040123066e-09,4.8415405795587674e-08
1912,8.335073964360618e-09,4.896856020675244e-08
1913,5.302989658506618e-09,4.136332087956163e-08
1914,7.366418142140674e-09,3.616241528447972e-08
1915,8.246533234057551e-09,6.832841847881355e-08
1916,3.2962386153911893e-09,6.4826026324738e-08
1917,8.773139548168274e-09,8.77313937053259e-08
1918,4.594550517822427e-09,4.7094141031323034e-08
1919,1.1049418269237776e-08,5.524708868165362e-08
1920,9.843901249695364e-09,4.391894492528081e-08
1921,1.2116395886607734e-08,3.180554092319099e-08
1922,1.475587119159627e-08,2.9511742105636785e-08
1923,1.2739137744688378e-08,3.3971033985835675e-08
1924,7.734974771800296e-09,5.2855661070161375e-08
1925,1.2097995494286806e-08,3.299453510408057e-08
1926,1.1146138456652466e-08,1.0365908753584563e-07
1927,1.2264147031260109e-08,2.564321655018631e-08
1928,2.7422499715434867e-08,3.1992914983902665e-08
1929,7.798284462623428e-09,2.5622934884950155e-08
1930,1.260432402894196e-08,4.201441383688831e-08
1931,2.167017765231094e-08,4.790249619190945e-08
1932,8.767629289252454e-09,4.822195975862087e-08
1933,9.176529758292418e-09,9.97947640080099e-08
1934,1.677421224144382e-08,5.391711255242626e-08
1935,1.795242621227544e-08,2.752705263731059e-08
1936,1.2124714565686645e-08,3.6374142808881516e-08
1937,1.1332006444320086e-08,3.9032466037092206e-08
1938,5.186085783037697e-09,3.3709559033034964e-08
1939,4.588215141154706e-09,7.799965651145158e-08
1940,5.0715658339584024e-09,5.5787225505810056e-08
1941,2.9515025978810172e-08,3.836953510472085e-08
1942,6.068423541449874e-09,5.765002475399683e-08
1943,1.161294105322952e-08,8.419382169222445e-08
1944,1.6065930807940276e-08,5.7837350908584995e-08
1945,1.3071024262956144e-08,6.753362669087437e-08
1946,1.6705326011390298e-08,5.0115975369635635e-08
1947,2.3841741914054637e-09,3.457052599742383e-08
1948,1.848220954059343e-08,3.4790040626120344e-08
1949,1.4725512254010198e-08,9.03164768528697e-08
1950,2.9779012589159493e-08,5.8494487920057736e-08
1951,1.3859822178829972e-08,6.396841378819573e-08
1952,1.1599284199803606e-08,4.5342657628566485e-08
1953,5.386913692895234e-09,4.417269394707546e-08
1954,1.074978994708431e-08,6.254423112750374e-08
1955,8.447047505910632e-09,4.411235776657918e-08
1956,4.36057079333807e-09,5.319896345667985e-08
1957,5.301022731885041e-09,5.74277457809913e-08
1958,1.6544486503011768e-08,3.557064598425086e-08
1959,1.5501495198577686e-08,4.72795602668441e-08
1960,9.689166802218097e-09,5.121416690734293e-08
1961,4.16889545107324e-09,5.072156294971819e-08
1962,8.878739188311613e-09,5.5175020552411524e-08
1963,1.6811738112743058e-08,6.660035056782476e-08
1964,1.3384730657151067e-08,5.232212701988814e-08
1965,1.1491291473930687e-08,5.690925064527619e-08
1966,1.21859649038214e-08,4.5974321571939925e-08
1967,6.4094360374689074e-09,3.8456618556281796e-08
1968,8.533690143419648e-09,4.311759249642222e-08
1969,9.537691469940768e-09,3.860494124374725e-08
1970,9.657322275202773e-09,5.5644574059598995e-08
1971,1.1304474689666222e-08,5.549469161980625e-08
1972,8.721249722398738e-09,3.591102809563651e-08
1973,8.269805285010534e-09,6.891505055506286e-08
1974,8.438357623763437e-09,4.3316901399137464e-08
1975,6.282628195464213e-09,8.338761414705687e-08
1976,1.0855700893763753e-08,5.713526873840635e-08
1977,9.990529348247179e-09,4.407586517984896e-08
1978,1.4257419356233925e-08,5.999997421124448e-08
1979,4.0963813452421505e-09,3.2771050761937204e-08
1980,5.68515062804309e-09,6.935883711811641e-08
1981,6.958104536991527e-09,2.719986330612656e-08
1982,1.3035754475865247e-08,5.0901518222623565e-08
1983,1.1999100157922271e-08,5.1785590038377904e-08
1984,8.118612115914914e-09,3.8273456071102885e-08
1985,9.62489299372038e-09,2.2859119819251816e-08
1986,1.3787316233138114e-08,3.4768015355624016e-08
1987,1.9554613928107756e-08,3.055408442920182e-08
1988,1.139345240375178e-08,2.9383114497072427e-08
1989,1.426911733215519e-08,3.1282296975021495e-08
1990,8.717841726291198e-09,3.105731138930423e-08
1991,1.2309076702354815e-08,2.6962739596569918e-08
1992,1.0468893751891528e-08,4.628353167390742e-08
1993,1.7171543575944526e-08,2.935779852553111e-08
1994,1.582477948680605e-08,2.9539588441984677e-08
1995,2.2774293340077634e-08,2.9823479463786384e-08
1996,1.7081894343462523e-08,2.4555224520383945e-08
1997,2.3015493066935733e-08,4.4592519454766943e-08
1998,1.4781200707858488e-08,2.6701524213912364e-08
1999,2.102292517847104e-08,2.6964187160860575e-08
2000,1.0161472663305915e-08,3.711146612239702e-08
2001,1.5772362582655575e-08,2.453478592512326e-08
2002,1.7086763726137377e-08,2.628732936882372e-08
2003,1.2084076683738232e-08,3.625223077285966e-08
2004,1.4535810971549878e-08,4.272647502467919e-08
2005,1.2610498645315715e-08,4.008337173289078e-08
2006,1.68833483860098e-08,3.047238655851103e-08
2007,9.986198756806175e-09,3.794755376596015e-08
2008,1.0217855395122655e-08,2.852484665138988e-08
2009,1.3350939243039761e-08,3.0039613463372916e-08
2010,1.0392344540477438e-08,5.8102652689129286e-08
2011,1.0707121356201554e-08,4.1298898467712064e-08
2012,6.127654827992046e-09,6.297867538584967e-08
2013,5.29933741333366e-09,5.0204252532992655e-08
2014,7.57905826986871e-09,3.4430579609612266e-08
2015,7.093041182182347e-09,5.297615218724516e-08
2016,5.799751928714514e-09,4.8676492170329766e-08
2017,2.264050197320344e-09,4.980910617291556e-08
2018,6.7118134383648e-09,5.1629333475133876e-08
2019,6.887666825772243e-09,4.489738381074915e-08
