year,aux_ADP oeufs_NOUN,aux_ADP boeufs_NOUN
1909,3.630649092478677e-08,1.1552065082298668e-08
1910,2.4583093671814993e-08,6.94739610285211e-09
1911,2.1813534423209546e-08,6.916486383623521e-09
1912,2.9172759097306766e-08,8.856015865088551e-09
1913,2.969674284258872e-08,1.9090762748419365e-08
1914,2.7456650120161186e-08,7.366418253162976e-09
1915,3.534228543156104e-08,1.2958838002674611e-08
1916,2.966614820465452e-08,9.888715624128963e-09
1917,2.4126132980306636e-08,2.1932848981442987e-08
1918,2.756730221875614e-08,8.040463406189247e-09
1919,3.314825314237879e-08,1.2890987832747669e-08
1920,2.2716694747515476e-08,6.815008557481406e-09
1921,3.7106463346425755e-08,1.6660044455107936e-08
1922,3.6889676535700744e-08,8.115728977742265e-09
1923,3.3971033097657255e-08,1.3800732556745743e-08
1924,1.933743609683347e-08,1.9337436318878076e-08
1925,5.389107027298223e-08,6.598906754362588e-09
1926,5.015762494231524e-08,7.802296919656726e-09
1927,5.6861045205636174e-08,1.5608914827325293e-08
1928,6.398583118905066e-08,7.998228968020271e-09
1929,2.1166771890790415e-08,7.798284462623428e-09
1930,2.835972989778668e-08,7.3525223687198604e-09
1931,3.649714130915527e-08,1.596749932275543e-08
1932,4.6030052880396966e-08,4.38381475564853e-09
1933,5.391211344019098e-08,1.3764794637438627e-08
1934,6.949316322391041e-08,1.1981580172459871e-08
1935,3.4708023122220766e-08,1.3165112555668657e-08
1936,7.517323252770325e-08,1.8187071848529968e-08
1937,6.29555889641864e-08,2.5182236296217297e-09
1938,3.630259959308546e-08,1.1668693011834819e-08
1939,6.72938211820906e-08,1.070583532936098e-08
1940,1.2678914629304927e-07,1.7750480640899013e-08
1941,8.854507527189526e-08,2.9515025978810172e-09
1942,1.0923162463427616e-07,1.517105907566929e-08
1943,4.645176421291808e-08,2.0322646676618206e-08
1944,1.1888788264968753e-07,9.639558484764166e-09
1945,4.1391577276783664e-08,2.3963544482086263e-08
1946,4.315542145860718e-08,1.6705326011390298e-08
1947,4.1723048349595615e-08,1.3112957830685446e-08
1948,5.979538308942267e-08,5.435943917220243e-09
1949,6.479225422850732e-08,1.3743811755340118e-08
1950,4.4668517329427004e-08,1.4889505628445932e-08
1951,4.904244754744269e-08,1.7058242374190513e-08
1952,4.217921489857446e-08,1.2653764702719172e-08
1953,5.063698715890297e-08,1.5083358784195866e-08
1954,6.547599129547166e-08,8.795282502305213e-09
1955,9.10403965548312e-08,1.6894094123642844e-08
1956,3.488456634670456e-08,6.104799110673298e-09
1957,3.8874164776103726e-08,1.501956425897788e-08
1958,5.707847910985109e-08,1.1581141046157484e-08
1959,5.1154935065689244e-08,7.750747710311146e-09
1960,4.706166573109627e-08,1.314958320008941e-08
1961,4.029932254567825e-08,1.04222386276831e-08
1962,4.566208766654256e-08,1.0147130247162295e-08
1963,5.3668242627757934e-08,2.0044764958981887e-08
1964,5.293052529609099e-08,1.46015243229769e-08
1965,7.496699661047046e-08,1.5321721336114535e-08
1966,7.699313608888758e-08,8.308612464702492e-09
1967,5.4726723708320435e-08,9.860670724393117e-09
1968,4.760900745859331e-08,1.392338930261694e-08
1969,7.221394821010918e-08,1.1808569844173888e-08
1970,5.4724827003305165e-08,1.6095537236360258e-08
1971,4.521789676026344e-08,1.0276794748520501e-08
1972,5.0788452887751134e-08,8.721249666887587e-09
1973,5.1824113778131675e-08,2.2052815185080732e-08
1974,5.738083264095195e-08,2.925297348799205e-08
1975,7.59626854751616e-08,1.5420996479775795e-08
1976,8.113208344040501e-08,2.4568165724048185e-08
1977,9.931761013604046e-08,3.64360481786008e-08
1978,1.0039599462885462e-07,3.386137026328839e-08
1979,7.549045388799414e-08,3.043026175486574e-08
1980,8.300319986886961e-08,1.591842169190727e-08
1981,7.021359871295374e-08,1.771153890217647e-08
1982,5.4005270366808134e-08,4.6556268618047625e-08
1983,8.399370632350411e-08,2.210360550147783e-08
1984,1.1076105943530479e-07,2.4355835570588624e-08
1985,9.324114802478078e-08,2.2257564902261606e-08
1986,1.1809136524210118e-07,4.9154781356364197e-08
1987,1.0816145917802444e-07,3.1165165836899433e-08
1988,1.6850316275629496e-07,2.99827696004229e-08
1989,1.4049593144438433e-07,2.4147737143209724e-08
1990,1.0624869695163852e-07,2.2339469163412673e-08
1991,1.3246910790520872e-07,2.1101275393675678e-08
1992,1.1791280640771618e-07,2.7549720726938176e-08
1993,1.002596525800925e-07,3.711268964368131e-08
1994,1.2290578732532254e-07,3.6396993197129746e-08
1995,1.4044148127778655e-07,4.2295115854074083e-08
1996,1.6601466601429138e-07,3.3096172025182113e-08
1997,1.1555695667020416e-07,2.205651483677684e-08
1998,1.0013071694014997e-07,2.956240108265007e-08
1999,9.597422359619578e-08,1.828080442578539e-08
2000,7.510653243780752e-08,1.2370487745272385e-08
2001,4.731708569405413e-08,1.6648605244418135e-08
2002,4.906968231743747e-08,1.9715496790695397e-08
2003,5.6670153458782124e-08,1.2917460878725251e-08
2004,5.065510055857203e-08,8.3691032992661e-09
2005,5.0892369651833747e-08,9.908248777001916e-09
2006,4.77675232701813e-08,4.941468012553685e-09
2007,3.2355285395357924e-08,5.991719342901547e-09
2008,4.129716399403627e-08,8.514879246135365e-09
2009,3.242370882894363e-08,1.0013204709835577e-08
2010,2.3618965450111773e-08,2.8342759250676863e-09
2011,5.8506770511668194e-08,4.971163397593514e-09
2012,3.029784986785522e-08,6.127655077792227e-09
2013,2.6496688509958233e-08,8.925200356557639e-09
2014,3.226513423104649e-08,6.496335538952458e-09
2015,1.9949178850509064e-08,7.536356344539641e-09
2016,3.894119321445899e-08,7.456824185902988e-09
2017,1.5093667926624477e-08,3.295450778928455e-08
2018,3.7173120415179284e-08,4.388493513030056e-09
2019,2.678537114331192e-08,6.377469274898573e-09
