year,les_DET arts_NOUN,les_DET barres_NOUN
1967,1.0728903589551919e-05,8.864743161751676e-07
1968,1.2051366724108448e-05,1.0029331436456346e-06
1969,1.0032289225136992e-05,8.65204842659395e-07
1970,9.81275927358638e-06,9.12387042806273e-07
1971,9.676116107470989e-06,8.308788757016572e-07
1972,1.1419193810979777e-05,9.172702730708693e-07
1973,8.860821026246413e-06,8.12094913538175e-07
1974,8.237524667720209e-06,8.916531122338256e-07
1975,8.102876968507644e-06,7.681940727977121e-07
1976,8.767978428636525e-06,7.753256221487703e-07
1977,8.182243263377131e-06,6.47621337890314e-07
1978,9.090887019169713e-06,6.974253956570919e-07
1979,8.971660548695581e-06,7.320818697920117e-07
1980,9.31341388366036e-06,7.441862179824454e-07
1981,8.140982302506927e-06,6.521641431334047e-07
1982,8.773683816798439e-06,6.257162561418284e-07
1983,8.693663851033762e-06,6.005865502700658e-07
1984,9.239560128548874e-06,8.675316438555569e-07
1985,8.697895367504316e-06,7.507416535101896e-07
1986,9.26028118897193e-06,7.199377081157365e-07
1987,9.099617415131434e-06,6.70967707172565e-07
1988,9.411591150865206e-06,6.704147201830324e-07
1989,1.0907094250001137e-05,6.65709204095144e-07
1990,1.0592177801527214e-05,6.641905350157629e-07
1991,1.0199535211086186e-05,6.9634208088587e-07
1992,1.0690944463931373e-05,6.082978387667026e-07
1993,1.062309159749475e-05,5.987883302527308e-07
1994,1.0124694149737934e-05,6.171664193033166e-07
1995,1.0446351197401782e-05,6.176171396532482e-07
1996,1.0359101665358139e-05,5.813182362146563e-07
1997,1.0175245122923116e-05,6.770390954535799e-07
1998,1.0695867374010959e-05,5.72652314567712e-07
1999,1.1373402969638846e-05,6.169771271657964e-07
2000,1.1156412845991781e-05,6.525432629800321e-07
2001,1.0877672245612757e-05,6.738303484077335e-07
2002,1.142052967395557e-05,7.193965760876608e-07
2003,1.075191163835143e-05,6.912925401003633e-07
2004,1.0760464988379681e-05,8.276602794232701e-07
2005,1.147014904745447e-05,1.0020842742264335e-06
2006,1.1301548738629208e-05,9.178776934071209e-07
2007,1.1538453314585695e-05,8.200666443691773e-07
2008,1.0299172309657934e-05,9.609041229374782e-07
2009,1.069553261601186e-05,9.798635449698168e-07
2010,8.610057506075464e-06,9.584576003973666e-07
2011,7.672417424942068e-06,1.2557923709799468e-06
2012,6.899399060955602e-06,1.2354033401273945e-06
2013,6.206639849182238e-06,1.1139765827006265e-06
2014,6.930074349043025e-06,8.969274114534187e-07
2015,7.883028843025386e-06,9.136723841535188e-07
2016,8.182207324125557e-06,1.0329772703876472e-06
2017,5.813326005466024e-06,1.6557753692580945e-06
2018,6.161960971695635e-06,1.0826671603680893e-06
2019,6.80807632846836e-06,9.997321122057201e-07
