year,deux_DET oies_NOUN,deux_DET bois_NOUN
1995,1.3013882305124014e-08,3.578817481253438e-08
1996,1.3345230476247139e-08,4.9110448818723285e-08
1997,8.630809844589749e-09,3.883864696518913e-08
1998,1.4304387785379902e-08,4.6250853480422904e-08
1999,1.7823783837744855e-08,3.6104589984375934e-08
2000,8.836062770356534e-09,3.6227857158621646e-08
2001,1.0076786682855499e-08,4.118339055891873e-08
2002,1.3143664601145133e-08,4.3812214189919985e-08
2003,2.0001230061073016e-08,4.0419151581261303e-08
2004,1.673820693159911e-08,4.3166954455386986e-08
2005,1.666387328125296e-08,4.233524608654449e-08
2006,1.0706514064207084e-08,4.2826053814337683e-08
2007,1.5179021789490932e-08,3.994479635949233e-08
2008,1.362380658287421e-08,3.66139802920884e-08
2009,1.668867311011013e-08,3.480780619291579e-08
2010,1.7478034408657805e-08,2.975989554787617e-08
2011,2.5620612964516454e-08,2.179663993739922e-08
2012,2.7574446503919603e-08,3.029784836905414e-08
2013,2.5102124379117186e-08,1.8129312162606936e-08
2014,2.252062950014455e-08,2.468607475381024e-08
2015,1.662431570181866e-08,2.4382329946726067e-08
2016,2.1334802369210593e-08,3.148436866773352e-08
2017,2.037645163710522e-08,1.4842106793588883e-08
2018,2.297505452553139e-08,2.0393587818468006e-08
2019,2.1683395745597522e-08,2.499967999280983e-08
