year,nos_DET ailes_NOUN,nos_DET belles_NOUN
1849,5.9493846293889874e-08,1.2652916847599727e-07
1850,5.974316419354864e-08,8.961475028712584e-08
1851,6.126966911601528e-08,1.1286517564990106e-07
1852,3.971432604998881e-08,1.2370036017728125e-07
1853,6.210809289086683e-08,1.04508810494508e-07
1854,6.858277323829043e-08,1.0703069097672824e-07
1855,9.234070574848374e-08,1.2630509615974006e-07
1856,1.2891201839337896e-07,9.577799858773162e-08
1857,7.956860059721294e-08,1.1959697410190984e-07
1858,9.102237186198181e-08,1.2625683787348407e-07
1859,5.9578429301154756e-08,1.2119372128083228e-07
1860,7.826984282921501e-08,1.2633027920982975e-07
1861,4.574484901986864e-08,1.0941035943901056e-07
1862,4.9246051236906396e-08,1.296662057725939e-07
1863,3.845858120854473e-08,9.689564106629689e-08
1864,5.4180426145578053e-08,9.014088642178564e-08
1865,3.9066808454890634e-08,1.1908316288611331e-07
1866,5.3521742815476614e-08,1.3380435426313397e-07
1867,4.707227141409476e-08,1.2326141352048126e-07
1868,3.062721987134864e-08,1.1559305423958222e-07
1869,5.0788599437190385e-08,1.3820359012761685e-07
1870,6.880858594016104e-08,9.51852099362327e-08
1871,9.983906945620902e-08,1.391374224724018e-07
1872,1.0764263613793901e-07,1.0220003598959693e-07
1873,8.200826329129995e-08,9.098726871936691e-08
1874,5.0784177918483664e-08,7.528007772705791e-08
1875,5.321020313253655e-08,1.281622088455947e-07
1876,3.6880688503160286e-08,9.492243346898022e-08
1877,5.071549180613033e-08,1.0576035602838374e-07
1878,4.046189516770937e-08,6.461824941794703e-08
1879,3.29903571127943e-08,1.1057878790410314e-07
1880,5.1984553328665584e-08,1.3028227563438577e-07
1881,3.207353649337108e-08,8.576184029607248e-08
1882,7.653692790654532e-08,1.0182739362818438e-07
1883,4.170763850952497e-08,1.0995649768474891e-07
1884,7.12983307948889e-08,1.3137377585792365e-07
1885,6.703461119528242e-08,9.668453648803421e-08
1886,4.3238208458085126e-08,7.615087688206401e-08
1887,5.288428939209666e-08,7.704131066432751e-08
1888,4.2482117379449846e-08,8.306205145913736e-08
1889,5.07476087818759e-08,8.771191661871569e-08
1890,4.7191582197569915e-08,8.651790261993142e-08
1891,4.0157587477551715e-08,9.94378352991987e-08
1892,3.8864776286118285e-08,8.462491840610653e-08
1893,3.140792537159598e-08,7.020595016449249e-08
1894,4.0960006941759275e-08,9.07421640050643e-08
1895,6.259359075500015e-08,9.389038613250023e-08
1896,4.0099798148673926e-08,7.37128624805905e-08
1897,3.088158351260972e-08,8.565268816429494e-08
1898,3.055511754723739e-08,1.0241622350193325e-07
1899,2.04520400615138e-08,1.1552638490286427e-07
1900,4.04902144035546e-08,1.214706424335077e-07
1901,2.7384819967224416e-08,7.321247658120811e-08
1902,5.155798099565345e-08,6.530677443272737e-08
1903,5.778235734332782e-08,5.238213574010331e-08
1904,3.009790017216574e-08,6.772027472123909e-08
1905,5.88326523609517e-08,7.379885103020456e-08
1906,4.2696733260072506e-08,6.27590481250273e-08
1907,3.702847217734728e-08,7.971407267604036e-08
1908,2.603036253212565e-08,9.429866842936008e-08
1909,4.620826032919467e-08,8.746563917583217e-08
1910,5.611358311341519e-08,6.787071260561106e-08
1911,9.257450739319495e-08,8.299783660348226e-08
1912,6.980624167596261e-08,7.918320577005034e-08
1913,4.0302720716312024e-08,7.159036163884025e-08
1914,5.960101745472457e-08,9.040604320720291e-08
1915,1.0720493603955106e-07,7.775302834911457e-08
1916,8.020847519496499e-08,8.020847452883118e-08
1917,8.992468103485862e-08,1.1185752768483326e-07
1918,7.581008354407004e-08,6.662098162024677e-08
1919,1.031279022734033e-07,9.760318953055958e-08
1920,3.7861159984942105e-08,7.34506486743669e-08
1921,4.3921935533042245e-08,9.238751608187101e-08
1922,2.7298361571226337e-08,8.632184222978623e-08
1923,3.927900893430092e-08,7.961960957203473e-08
1924,7.47714201665417e-08,7.348225816716791e-08
1925,5.719052609265418e-08,8.358615111170309e-08
1926,7.579374194932598e-08,8.693988251540219e-08
1927,6.689534881587633e-08,1.0145794782090434e-07
1928,6.398582774735928e-08,1.0397697680630813e-07
1929,3.119313873867213e-08,5.793011159660466e-08
1930,6.09209021007473e-08,8.192810485585511e-08
1931,6.158892862373477e-08,7.86969636124013e-08
1932,8.110056848309455e-08,5.479768316885014e-08
1933,5.850037609889114e-08,8.71770293731089e-08
1934,6.829500698302127e-08,6.110605887954534e-08
1935,4.308582379763948e-08,7.180970484910176e-08
1936,5.941110048368614e-08,3.152425698260686e-08
1937,3.9032466037092206e-08,6.799203455809533e-08
1938,7.519824529733654e-08,4.019216470751985e-08
1939,4.894096328200703e-08,7.188203721142372e-08
1940,4.564409095131339e-08,2.2822046030768206e-08
1941,1.0920559478933001e-07,3.836953554881006e-08
1942,8.192371825366251e-08,6.675265740163638e-08
1943,7.548411695701418e-08,9.580676252340936e-08
1944,6.747690939334916e-08,5.46241629706401e-08
1945,1.808158316407571e-07,6.753362224998227e-08
1946,1.1554516632372724e-07,5.4292305762260185e-08
1947,6.556479004160565e-08,5.364391864048912e-08
1948,9.132385603294324e-08,4.2400363886585524e-08
1949,7.85360690924719e-08,5.1048445026680156e-08
1950,9.784532872814111e-08,3.6160228811255024e-08
1951,6.610068936652169e-08,5.010858972198662e-08
1952,6.432330112993156e-08,3.2688891704601986e-08
1953,6.572034783047798e-08,7.002987922888337e-08
1954,6.547599529227455e-08,4.690817245744938e-08
1955,5.819076909219234e-08,2.7218263198847126e-08
1956,5.319896456690287e-08,3.314033714119091e-08
1957,3.710715867910608e-08,4.68256993180205e-08
1958,3.226174849491059e-08,6.204182617652876e-08
1959,5.193000929271108e-08,4.340418602311047e-08
1960,3.9448748490045205e-08,5.53666663627439e-08
1961,4.5857850128339095e-08,4.168895673117845e-08
1962,4.6296281031033004e-08,4.88330647030466e-08
1963,5.496145361050253e-08,2.7157422866075365e-08
1964,4.380457041541774e-08,4.258777663856961e-08
1965,4.815398080282307e-08,4.322914171073222e-08
1966,3.434226236720406e-08,4.265087483190655e-08
1967,5.127548918792968e-08,5.1275489854063494e-08
1968,5.524441637483335e-08,7.63540675130514e-08
1969,5.0867685619238046e-08,3.769659004393411e-08
1970,3.449043850523026e-08,4.322801397393938e-08
1971,3.9565660525653357e-08,6.577148548014833e-08
1972,4.873639625202486e-08,6.156176224347831e-08
1973,3.418186511616739e-08,3.804110570992947e-08
1974,2.250228636757612e-08,4.33169007885148e-08
1975,2.79862519825258e-08,3.3126584586540275e-08
1976,3.5423866506789636e-08,3.4852513430827514e-08
1977,4.7601932007257375e-08,4.7014252935184686e-08
1978,2.4950483012986524e-08,5.1089085406630375e-08
1979,3.394144487689488e-08,4.096381489571144e-08
1980,3.354238775621354e-08,4.832377903385421e-08
1981,3.0362637848391216e-08,3.0995193578409186e-08
1982,4.7177016626598345e-08,2.917526098489276e-08
1983,4.16810870262907e-08,2.841892188243378e-08
1984,4.349256332858431e-08,3.0154845065410996e-08
1985,3.7296461030678074e-08,3.188245756291508e-08
1986,4.375974449466469e-08,3.896415573523271e-08
1987,1.8943531632231725e-08,4.2775716524445784e-08
1988,2.938311416400552e-08,4.017691052071726e-08
1989,2.4696549916214394e-08,3.786804236849406e-08
1990,3.1602174876965705e-08,5.448651063666432e-08
1991,2.1101274727541863e-08,2.872117976782107e-08
1992,3.5263643172189774e-08,3.746762078371546e-08
1993,2.658819592271655e-08,4.929894537042401e-08
1994,3.9034457000042266e-08,3.692448607983678e-08
1995,2.7112254441519212e-08,4.0668382883524146e-08
1996,4.964425848186238e-08,3.256236213999841e-08
1997,4.5551499017193464e-08,2.589242975581385e-08
1998,5.0065358081496925e-08,3.9575472232655784e-08
1999,3.016332716931913e-08,5.5299433254774044e-08
2000,4.064588932095603e-08,4.1087691471375365e-08
2001,2.628727080455917e-08,3.8116543255029e-08
2002,4.0745358531601994e-08,4.0745360418981136e-08
2003,3.1251922827379985e-08,2.9585153438205225e-08
2004,3.8762162729577554e-08,3.4357372058479996e-08
2005,3.783149571390254e-08,3.37781211889876e-08
2006,4.776752149382446e-08,4.0355321306861924e-08
2007,3.515142021903728e-08,3.9944796192958876e-08
2008,5.875266761989906e-08,3.2782286635280045e-08
2009,4.958920207798201e-08,3.3377348662710915e-08
2010,5.99921712307605e-08,5.007220771346965e-08
2011,7.41850549879075e-08,3.3268554744392276e-08
2012,9.157439806450896e-08,6.570207666811712e-08
2013,8.534722617525858e-08,4.602056136171484e-08
2014,7.903874665871058e-08,4.7423251103850816e-08
2015,7.137372914911566e-08,6.117748103939835e-08
2016,1.0750254730851339e-07,8.202506907029061e-08
2017,1.0087601332031682e-07,3.9243536420485725e-08
2018,9.835388325996064e-08,5.3436361557857026e-08
2019,9.285595581332018e-08,5.459113977535068e-08
