year,aviez_VERB eu_VERB,aviez_VERB bu_VERB
1981,1.1892033313642969e-07,3.795329828193417e-09
1982,8.566352960315271e-08,1.2415004579935385e-09
1983,1.023081210860255e-07,6.315316047889041e-10
1984,1.0206255041111945e-07,2.8995041922996734e-09
1985,9.143648327381015e-08,1.8046674155058895e-09
1986,9.950846191486562e-08,1.7983456945813714e-09
1987,9.655090593696514e-08,4.888653482026939e-09
1988,1.3012521549171652e-07,8.395175221664886e-09
1989,1.2512919056462124e-07,2.1952488715726304e-09
1990,9.753085095098868e-08,7.083246433836621e-09
1991,9.378344145716255e-08,1.7584396161396398e-09
1992,7.769020982095753e-08,5.509944056569793e-09
1993,1.052449434268965e-07,3.877445031719162e-09
1994,9.600366723816478e-08,4.2199412852994556e-09
1995,9.706187142910494e-08,6.506940763983948e-09
1996,9.074756945892659e-08,1.067618438099771e-09
1997,8.534912154800622e-08,1.438468344439059e-09
1998,7.199874829666442e-08,1.9072516899143466e-09
1999,9.780230669775847e-08,4.113180906983871e-09
2000,7.908276700163697e-08,3.092622158362701e-09
2001,8.674799545360656e-08,1.7524847129024579e-09
2002,7.00995457236786e-08,1.3143663935011318e-09
2003,6.750415337819504e-08,6.667076668520622e-09
2004,8.94172629273271e-08,1.3214374039449694e-09
2005,9.097573894223387e-08,6.305249655724765e-09
2006,1.0665334571058338e-07,4.117890028965121e-09
2007,1.2622555800589907e-07,9.98619853476157e-09
2008,1.2559446815885167e-07,9.366367237362283e-09
2009,1.4495304867523373e-07,1.0013204487790972e-08
2010,1.5777469286604173e-07,1.9839930587295385e-08
2011,1.7781469807687245e-07,1.606068167347985e-08
2012,2.0799984667974059e-07,2.3489343803362317e-08
2013,2.3428650308687793e-07,2.119734965333464e-08
2014,2.468607647188037e-07,1.9705550968751595e-08
2015,2.724171110912721e-07,2.792885034352821e-08
2016,2.7610963115876075e-07,1.905632807108759e-08
2017,2.2942374755530182e-07,1.9370206771895937e-08
2018,2.594373995634669e-07,1.7812119779136992e-08
2019,2.5943546688722563e-07,2.5764975930542278e-08
