year,nombreux_ADJ ans_NOUN,nombreux_ADJ bancs_NOUN
2000,8.836062992401139e-10,1.899753598877396e-08
2001,0.0,2.2782300490575835e-08
2002,4.38122149670761e-10,2.102986229601811e-08
2003,4.1669229178253886e-10,2.6668306674082487e-08
2004,4.404791253964646e-10,2.5547789661573006e-08
2005,0.0,2.567137258324692e-08
2006,0.0,5.435614625071139e-08
2007,0.0,2.236908436259455e-08
2008,4.257439678578834e-10,2.8950589481269162e-08
2009,4.76819250749827e-10,3.290052674742583e-08
2010,0.0,2.267420740054149e-08
2011,0.0,4.703485600998647e-08
2012,6.808505426114664e-10,4.663826302930829e-08
2013,2.789125042035323e-10,3.709536144924641e-08
2014,0.0,4.2442724890179306e-08
2015,2.2165753954528356e-10,5.14245499516619e-08
2016,8.285360175719347e-10,4.1219667679115446e-08
2017,2.515611330355938e-10,5.685281578848844e-08
2018,1.0325866828253538e-09,4.672454778642532e-08
2019,2.55098775436835e-10,4.209129755849972e-08
