year,vos_DET aveux_NOUN
1954,5.863521668203475e-09
1955,4.6928039232341234e-09
1956,1.744228228517386e-08
1957,9.718541527092839e-09
1958,5.790570245522986e-09
1959,6.975672928177801e-09
1960,1.3841667145797487e-08
1961,1.876002997391879e-08
1962,8.878738855244706e-09
1963,9.052474103654617e-09
1964,9.734349215584359e-09
1965,8.755269398363907e-09
1966,1.4955502058988657e-08
1967,1.5284040200125304e-08
1968,9.431973424511852e-09
1969,6.812636565989294e-09
1970,5.518469958776251e-09
1971,7.707596338946132e-09
1972,4.10411743478889e-09
1973,4.961883404153156e-09
1974,7.875800511758513e-09
1975,6.282628195464213e-09
1976,6.8562320265641574e-09
1977,4.11374712072643e-09
1978,9.504946274496717e-09
1979,6.437170463335917e-09
1980,7.959210845953635e-09
1981,6.958104370458074e-09
1982,4.345251713999687e-09
1983,2.526126308133314e-09
1984,4.059306057957457e-09
1985,3.6093347199894765e-09
1986,5.395036861699509e-09
1987,4.277571907795874e-09
1988,2.99827696004229e-09
1989,8.232183157375061e-09
1990,7.62811153132148e-09
1991,5.8614650910726596e-09
1992,9.91789939064347e-09
1993,7.200969598386564e-09
1994,2.637463358823311e-09
1995,4.337960657352369e-09
1996,6.4057104065540216e-09
1997,2.876936688878118e-09
1998,7.152193726156497e-09
1999,4.113180906983871e-09
2000,2.6508188977203417e-09
2001,3.5049694258049158e-09
2002,4.38122149670761e-09
2003,3.7502307925763034e-09
2004,7.047666006343434e-09
2005,4.053374746959548e-09
2006,8.647569049724524e-09
2007,5.59227145147112e-09
2008,8.089135583588813e-09
2009,6.675469510497578e-09
2010,1.3698999823397173e-08
2011,1.300150453964477e-08
2012,2.5531895486707867e-08
2013,2.0918437371175713e-08
2014,2.6418430554286942e-08
2015,2.837216578344126e-08
2016,3.024156525199828e-08
2017,2.0879574180732163e-08
2018,2.8396133888719532e-08
2019,2.984655589344243e-08
