year,dernier_ADJ air_NOUN,dernier_ADJ maire_NOUN
1879,1.3440515367335593e-08,1.8327975581655664e-08
1880,1.7328185109022343e-08,1.6044615636090498e-08
1881,9.064259565150223e-09,1.8825770387032037e-08
1882,9.317538740560849e-09,2.1297232422057277e-08
1883,1.2006744043446815e-08,3.6652167523243406e-08
1884,3.300848483434038e-09,2.9047467542397953e-08
1885,5.80107206715752e-09,1.6114089618213256e-08
1886,2.5168509054651622e-08,1.613365974151293e-08
1887,1.7628095927424425e-08,1.7628096316002484e-08
1888,1.0779045211961602e-08,3.170307283362206e-08
1889,1.8168896165349224e-08,2.8819629349641218e-08
1890,1.1797895993481688e-08,1.6385966361553983e-08
1891,4.461953917456185e-09,9.561330394092238e-09
1892,1.3163876211308434e-08,3.1969413560872795e-08
1893,1.0469308087124318e-08,2.4017824673538968e-08
1894,3.150769645188234e-09,1.1342770500633037e-08
1895,1.625025980445116e-08,1.3240951890480801e-08
1896,4.717623180994224e-09,1.47425724961181e-08
1897,1.3401440845939305e-08,1.3401440845939305e-08
1898,7.355861253444118e-09,2.8857609968291342e-08
1899,7.185851913504848e-09,7.738609753005221e-09
1900,3.633737311048435e-09,1.142031713641245e-08
1901,6.706486921359556e-09,1.0618603774048552e-08
1902,6.38336894454028e-09,1.32577662736999e-08
1903,9.1803746826713e-09,1.9440793863623185e-08
1904,7.524475265086039e-09,1.6123874679863093e-08
1905,0.0,1.5482276793932215e-08
1906,1.0288369267641428e-08,9.259531807970234e-09
1907,7.199980611716228e-09,1.0799971028596644e-08
1908,4.4202499438483756e-09,2.6521501439447093e-08
1909,6.601180380094718e-09,1.8153246017504898e-08
1910,8.016225794271747e-09,3.473697940403753e-08
1911,3.7242617878519013e-09,2.1281496453973148e-08
1912,6.251305251225858e-09,2.2921453846080908e-08
1913,3.71209285532359e-09,1.484837142129436e-08
1914,1.1384464038144415e-08,2.6786974971493294e-08
1915,2.3561523843085297e-09,2.8273827723523937e-08
1916,5.493730803607377e-09,4.394984820521586e-09
1917,0.0,2.3029491202919417e-08
1918,0.0,3.905367762513379e-08
1919,1.2890987832747669e-08,2.762354434082681e-08
1920,1.1358347151713133e-08,1.3630017114962811e-08
1921,9.087297137000405e-09,1.2873671018098776e-08
1922,1.1066902949607993e-08,1.4018077365562931e-08
1923,7.431163684401554e-09,1.1677542932631013e-08
1924,6.445812328337297e-09,7.734974438733389e-09
1925,1.4297631523163545e-08,2.1996355847875293e-09
1926,2.229227691330493e-09,1.3375366592072169e-08
1927,1.3379070296082318e-08,1.783875902550136e-08
1928,4.570416489713125e-09,6.8556245125250825e-09
1929,8.912325100141061e-09,1.5596569369336066e-08
1930,9.453243521306831e-09,1.1553964007759987e-08
1931,1.2545892325022123e-08,1.710803587684495e-08
1932,1.53433514782364e-08,2.6302887090601246e-08
1933,1.1470662641954732e-08,9.176529758292418e-09
1934,8.38710612072191e-09,1.1981580172459871e-08
1935,1.196828414151696e-09,7.180970484910176e-09
1936,5.941110003959693e-08,1.33371855781661e-08
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,1.1668692678767911e-08,1.2965214679638848e-08
1939,7.647025235257843e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.066051862925633e-08,8.854508237732261e-09
1942,1.517105907566929e-08,2.1239482617119165e-08
1943,2.9032352077962287e-09,3.483882360377777e-08
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,1.089252066321933e-08
1946,2.9234318077442367e-08,1.1136883415474585e-08
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,2.5005342907391537e-08,1.4133454406817236e-08
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,5.330700769690111e-09,8.529121409139861e-09
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,6.464296653518886e-09,1.508335856215126e-08
1954,2.9317608341017376e-09,5.86352189024808e-09
1955,7.508486277174597e-09,1.3139851429144755e-08
1956,1.2209598665435806e-08,8.72114114258693e-09
1957,8.835037590415595e-09,4.417518795207798e-09
1958,7.445019101215422e-09,9.099467845885556e-09
1959,9.300897163555533e-09,5.425523585955716e-09
1960,8.997083189576927e-09,5.536666791705613e-09
1961,1.4591134855912458e-08,6.253343343143314e-09
1962,9.512934440181198e-09,6.341956404476434e-09
1963,8.405868889838075e-09,4.526237162849611e-09
1964,7.909158661334459e-09,1.034274621503073e-08
1965,4.377634699181954e-09,6.5664522708175355e-09
1966,6.0929824519107e-09,1.273987226824147e-08
1967,1.0846738618397467e-08,7.88853687927471e-09
1968,1.7516522399230183e-08,5.3896989093971115e-09
1969,5.904285060864822e-09,8.629339853793994e-09
1970,1.1956685419534097e-08,1.241655755990223e-08
1971,4.1107179882260425e-09,1.2845993935250988e-08
1972,2.7189777540570503e-08,3.0780880067027283e-09
1973,1.4334330167287135e-08,9.372446596600525e-09
1974,7.313243344242437e-09,7.31324301117553e-09
1975,9.709515857991846e-09,1.4278700888326057e-08
1976,2.285410749536254e-09,1.0855700893763753e-08
1977,6.464460078348111e-09,1.645498992619565e-08
1978,1.3663360221016774e-08,1.663365545301332e-08
1979,7.0223681314374176e-09,1.2289143924704149e-08
1980,1.3075846183596695e-08,5.116635559687666e-09
1981,1.2018544159886346e-08,8.223214109648325e-09
1982,8.690503094932467e-09,1.3035754919954456e-08
1983,2.0209011353244932e-08,9.47297440490047e-09
1984,1.739702604197646e-08,5.219107646059484e-09
1985,1.0828004270990732e-08,2.0452897375733414e-08
1986,2.3378494251602433e-08,1.0790073834421321e-08
1987,1.7110287242605438e-08,1.4054878705316298e-08
1988,7.195864681897035e-09,9.594486038988492e-09
1989,7.683370939481904e-09,1.317149311841348e-08
1990,1.525622306264296e-08,1.1987031922622293e-08
1991,2.8721180100887977e-08,1.2895223500120068e-08
1992,1.3223866057732181e-08,1.5978838308061682e-08
1993,1.550978012687665e-08,1.6063700869484165e-08
1994,1.2132331528302842e-08,1.740725757981565e-08
1995,1.6809596992128917e-08,1.1387146947594573e-08
1996,1.6548085346457242e-08,1.7081895009596337e-08
1997,9.58978851883785e-09,1.1987236092636522e-08
1998,1.3827574862901315e-08,1.0966696772918283e-08
1999,1.2339543442596579e-08,1.8737824375447687e-08
2000,1.723032228007071e-08,1.413770112090873e-08
2001,1.4896120059670892e-08,1.6210484149459248e-08
2002,1.4896152755738967e-08,2.146798444568887e-08
2003,2.2084691242429955e-08,1.2917460712191797e-08
2004,1.4976289902657314e-08,1.409533237350935e-08
2005,1.6663873836364473e-08,1.3511249008502091e-08
2006,1.2353670086895363e-08,1.1530091881262194e-08
2007,1.198343807518043e-08,1.0785094956000663e-08
2008,3.448526086913262e-08,1.660401527381339e-08
2009,2.0980047477081598e-08,1.2874119992289934e-08
2010,1.9839930587295385e-08,5.196172381261022e-09
2011,9.55992973672437e-09,8.030340836739924e-09
2012,9.531907707582832e-09,7.489355857703828e-09
2013,1.1993237514218436e-08,6.414987763214697e-09
2014,1.515811653973742e-08,7.57905826986871e-09
2015,1.3521109745728843e-08,1.1747849276710909e-08
2016,1.2013772199281902e-08,6.83542228374634e-09
2017,1.2578056513001812e-08,4.024978267347379e-09
2018,8.776987137082415e-09,1.2132893190131e-08
2019,9.693753355577428e-09,5.6121731151215215e-09
