year,dernier_ADJ axe_NOUN
1923,1.1677542488541803e-08
1924,2.3204924204378585e-08
1925,4.399271169575059e-09
1926,1.1146138456652466e-09
1927,1.0034302277972529e-08
1928,3.4278122562625413e-09
1929,2.2280812750352652e-09
1930,3.1510811737689437e-09
1931,6.843213995466613e-09
1932,4.383814644626227e-09
1933,6.882397318719313e-09
1934,1.0783422155213884e-08
1935,1.0771455727365264e-08
1936,6.0623572828433225e-09
1937,6.295559185076627e-09
1938,2.5930428915188486e-09
1939,0.0
1940,1.2678914806940611e-08
1941,5.9030051957620344e-09
1942,0.0
1943,2.9032352077962287e-09
1944,0.0
1945,0.0
1946,4.1763312808029696e-09
1947,7.152522574216391e-09
1948,4.348755133776194e-09
1949,8.835307596655184e-09
1950,1.0635361036293034e-08
1951,3.1984206394497505e-09
1952,6.326882129314981e-09
1953,1.0773827385790469e-09
1954,1.9545072227344917e-09
1955,7.508486277174597e-09
1956,8.72114114258693e-09
1957,5.301022731885041e-09
1958,2.4816730892496253e-09
1959,3.8753737996444215e-09
1960,8.997083078554624e-09
1961,5.55852741612739e-09
1962,5.0735651235811474e-09
1963,7.759263453976928e-09
1964,1.3384730657151067e-08
1965,3.830430195250756e-09
1966,3.8773522170743036e-09
1967,6.902469706915326e-09
1968,6.287982134978165e-09
1969,4.995933444718048e-09
1970,5.518470125309705e-09
1971,1.1304474689666222e-08
1972,9.234264353175092e-09
1973,1.764225276978948e-08
1974,1.4626486688484874e-08
1975,1.4849848462006321e-08
1976,1.5997875024709174e-08
1977,2.4682484334181964e-08
1978,1.3663360221016774e-08
1979,1.4629933375864823e-08
1980,2.21720881654619e-08
1981,2.2771978747115895e-08
1982,2.7313010519947056e-08
1983,1.8314415761722103e-08
1984,2.435583495996596e-08
1985,3.308556917325234e-08
1986,3.656636016202697e-08
1987,3.299841255799407e-08
1988,2.6984492418336004e-08
1989,3.7319230372645507e-08
1990,3.3781636821217376e-08
1991,2.8721179212709558e-08
1992,3.6365632505308554e-08
1993,3.822053074031828e-08
1994,3.4287022943058076e-08
1995,3.958388949953928e-08
1996,6.352329862124861e-08
1997,4.7469456365689666e-08
1998,4.338997716679671e-08
1999,5.484241261122236e-08
2000,5.6109000556858746e-08
2001,5.739387487491143e-08
2002,6.39658335188642e-08
2003,5.75035379313249e-08
2004,6.607187108542689e-08
2005,6.125099272225043e-08
2006,6.95923403348786e-08
2007,5.951774340040572e-08
2008,6.726754531172219e-08
2009,5.626467136643498e-08
2010,6.282645070854187e-08
2011,5.08588289260814e-08
2012,5.0723367062133207e-08
2013,4.1836875519507544e-08
2014,3.9194556600286035e-08
2015,3.457857788990992e-08
2016,2.796309095387528e-08
2017,4.024977973138277e-08
2018,3.097760081782752e-08
2019,2.4744580662261484e-08
