year,dernier_ADJ or_NOUN,dernier_ADJ mort_NOUN
1908,4.911389073214423e-10,3.929111258571538e-08
1909,2.2003934230241384e-09,2.6954818821423032e-08
1910,1.6032452032632705e-09,3.313373397872965e-08
1911,3.1922244847493175e-09,2.7133907565257687e-08
1912,2.083768435579003e-09,6.355493553655833e-08
1913,1.590896969716482e-09,3.075734156254839e-08
1914,6.6967438816512015e-09,1.6741859454327823e-08
1915,0.0,2.591767689352764e-08
1916,5.493731025651982e-09,9.888715624128963e-09
1917,1.0966424435210342e-09,3.070598708632133e-08
1918,2.2972752589112133e-09,2.986458014220261e-08
1919,0.0,4.6960025201769895e-08
1920,7.572231730534895e-10,2.8774479687854182e-08
1921,1.5145494858259667e-09,3.332008802203745e-08
1922,6.6401419362982494e-09,4.795657915224183e-08
1923,0.0,2.866305948145964e-08
1924,1.289162443462999e-09,3.738571052736006e-08
1925,1.0998177923937646e-09,5.939016034517408e-08
1926,3.343841648018042e-09,3.6782257240020044e-08
1927,0.0,5.351628118432927e-08
1928,2.2852082448565625e-09,3.884854038460617e-08
1929,3.342121912552898e-09,2.0052731031228177e-08
1930,0.0,2.7309368988426286e-08
1931,0.0,3.193499864551086e-08
1932,2.1919073223131136e-09,2.7398842306070037e-08
1933,1.1470662197865522e-09,3.785318369864399e-08
1934,1.1981580172459871e-09,4.912448048344231e-08
1935,2.393656828303392e-09,2.2739740757060645e-08
1936,1.2124714565686645e-09,3.516167268458048e-08
1937,0.0,2.392312481447334e-08
1938,2.5930428915188486e-09,2.7226949583791793e-08
1939,0.0,1.6823456405745674e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,0.0,2.066051862925633e-08
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,3.0499055725385915e-08
1946,4.1763312808029696e-09,5.290019799986112e-08
1947,3.5762612871081956e-09,2.26496545963073e-08
1948,1.0871887834440486e-09,4.022598432129598e-08
1949,0.0,2.0615717133409817e-08
1950,3.190608444114673e-09,2.8715476219076663e-08
1951,6.396841278899501e-09,4.371174711081949e-08
1952,1.0544803918932644e-09,6.115985939914026e-08
1953,1.0773827385790469e-09,2.5857186614075545e-08
1954,2.9317608341017376e-09,3.615838295445428e-08
1955,2.815682353940474e-09,2.627970197011109e-08
1956,0.0,3.488456457034772e-08
1957,8.835037701437898e-10,2.03205861026845e-08
1958,2.481673033738474e-09,4.7979010986409776e-08
1959,0.0,1.5501495198577686e-08
1960,6.920833350854139e-10,4.982999968206059e-08
1961,4.86371165564492e-09,3.543561177821175e-08
1962,2.5367825617905737e-09,2.4099433559854333e-08
1963,2.5864212993553792e-09,6.854016731949741e-08
1964,6.083968329129164e-10,2.494427064902993e-08
1965,0.0,3.228505462971043e-08
1966,5.539074754423723e-10,3.9881339120029224e-08
1967,1.4791006197611978e-09,3.5498416650625586e-08
1968,4.4914158503495116e-10,4.1321026600371624e-08
1969,2.725054598640142e-09,3.76965907378235e-08
1970,9.197450023812337e-10,3.219107469476512e-08
1971,4.110718099248345e-09,4.264870057113512e-08
1972,2.0520587451500205e-09,2.205963234302999e-08
1973,1.6539611902288698e-09,3.3079221140042137e-08
1974,0.0,3.431598827319249e-08
1975,1.1422960355389478e-09,3.655347313724633e-08
1976,2.285410749536254e-09,3.085304456362792e-08
1977,0.0,3.6436048844734614e-08
1978,2.3762365408686037e-09,3.9801960838303785e-08
1979,1.1703946700691858e-09,3.5111838769807946e-08
1980,5.685150683554241e-10,2.7288724169238776e-08
1981,3.795329828193417e-09,2.213942273954217e-08
1982,6.207502289967692e-10,2.855450986771757e-08
1983,0.0,2.273513821648976e-08
1984,5.799008495621649e-10,2.8415142239168745e-08
1985,1.8046674155058895e-09,2.4062231318566774e-08
1986,1.7983456390702202e-09,2.577628777089558e-08
1987,6.110816852533674e-10,2.749867533680117e-08
1988,2.398621523624911e-09,2.6384837426007834e-08
1989,0.0,2.030605195102453e-08
1990,2.179460389939436e-09,1.9070277801347402e-08
1991,1.1722930404189924e-09,2.7548885839223658e-08
1992,4.4079553340736766e-09,2.6998726809779328e-08
1993,0.0,2.2156829260211452e-08
1994,0.0,2.9012095836833396e-08
1995,4.337960657352369e-09,2.9281235214284607e-08
1996,2.135236876199542e-09,3.6299027783570637e-08
1997,4.79489448146353e-10,1.6782131240233866e-08
1998,1.9072516899143466e-09,2.3840646790063147e-08
1999,9.140402323914998e-10,3.427650696607998e-08
2000,2.2090157481002848e-09,1.3254094710646314e-08
2001,1.3143635346768434e-09,2.8039755406439326e-08
2002,1.752488598683044e-09,2.409671751024689e-08
2003,1.6667691671301554e-09,1.8334461060476315e-08
2004,1.3214373761893938e-09,1.9821561281219147e-08
2005,2.251874686720612e-09,2.38698731891418e-08
2006,8.235779835885637e-10,1.8530505130343045e-08
2007,1.1983438408247338e-09,3.235528467371296e-08
2008,8.514879357157668e-10,1.958422224390688e-08
2009,1.430457752249481e-09,1.0490023072406984e-08
2010,4.723793023408973e-10,3.7317963830219014e-08
2011,1.91198598620268e-09,2.982698177333987e-08
2012,3.4042526575461807e-09,2.144679278615058e-08
2013,1.3945624655065103e-09,2.928581288585974e-08
2014,6.496335691608124e-10,2.7501153354592134e-08
2015,2.21657536769726e-09,2.327404224899965e-08
2016,8.285360453275104e-10,2.8584492994809807e-08
2017,7.546833991067814e-10,2.3395186232733067e-08
2018,2.5814667625745358e-09,2.1942467398616827e-08
2019,1.7856913725466939e-09,2.3469088006322636e-08
