year,premier_ADJ air_NOUN,premier_ADJ maire_NOUN
1844,3.3480223038395707e-08,3.841993034825464e-08
1845,2.3436957263811564e-08,6.975285060661918e-08
1846,5.093416177714971e-08,3.9810608587487195e-08
1847,2.1033572217277197e-08,6.957258325002158e-08
1848,3.6203496367459564e-08,1.1826476109533246e-07
1849,1.508294689145373e-08,5.4466195997804334e-08
1850,2.5798184033476446e-08,4.6844071732721204e-08
1851,2.8377531435808123e-08,4.9660677792218166e-08
1852,3.6459056218518526e-08,4.427170896548205e-08
1853,2.6873692604567623e-08,9.435651970868264e-08
1854,6.182840506241405e-08,9.248282478724335e-08
1855,4.7231740296638236e-08,6.421393905498007e-08
1856,7.972871429728912e-08,7.714011740489468e-08
1857,3.3194261561675376e-08,6.638852229068348e-08
1858,2.838332058274773e-08,5.236233446836991e-08
1859,4.786642904264227e-08,5.3467819949304385e-08
1860,5.767251759491998e-08,4.714499479696599e-08
1861,4.480165421982818e-08,8.535894352457163e-08
1862,3.9758280279134084e-08,4.969784961339485e-08
1863,3.945750420841776e-08,5.6439214191073006e-08
1864,3.4522040670559306e-08,5.370095157442023e-08
1865,1.97687466396701e-08,4.0478862539661264e-08
1866,3.941146431429843e-08,5.595454938278621e-08
1867,3.979305596146787e-08,4.07636182586657e-08
1868,3.2109181424822e-08,1.9759496372451224e-08
1869,8.839169585161955e-08,3.418463567772534e-08
1870,4.243196061182175e-08,4.873941295002737e-08
1871,1.274541272522356e-08,5.098165090089424e-08
1872,3.5679303067581714e-08,1.8142017332856142e-08
1873,2.8732820567256567e-08,3.8909029775879844e-08
1874,3.4055272379873713e-08,4.2419725676534625e-08
1875,4.0622842589765895e-08,2.9751941410527394e-08
1876,4.353130833578689e-08,3.264848014161714e-08
1877,4.886004523196874e-08,4.143826615177204e-08
1878,7.669642321239678e-08,5.3143978662184566e-08
1879,6.781351258311474e-08,4.948553389283461e-08
1880,6.096954163758994e-08,6.610381531046983e-08
1881,5.9266313190420306e-08,1.0040410791667398e-07
1882,6.92160078141768e-08,7.25436981596772e-08
1883,7.393626894058869e-08,7.204046426068089e-08
1884,3.366865364284877e-08,4.687204846476334e-08
1885,3.674012205578947e-08,9.410627838102315e-08
1886,6.19532544710033e-08,8.260433798090716e-08
1887,3.1991731541669566e-08,6.528924567650307e-08
1888,3.804368731152863e-08,8.559829689502862e-08
1889,6.390439410974835e-08,6.390439466485986e-08
1890,4.7847022621727575e-08,6.685474535084168e-08
1891,3.952016314201501e-08,6.756673220920106e-08
1892,1.7551835096440982e-08,1.5169800549053036e-07
1893,3.0176241949675386e-08,8.252278171916316e-08
1894,1.071261657159539e-08,6.93169301957397e-08
1895,1.3842813118003505e-08,9.208480289402132e-08
1896,2.240870955461105e-08,9.789067945131791e-08
1897,1.3984112534615178e-08,7.283391889600921e-08
1898,1.810673611046809e-08,6.507108041287069e-08
1899,2.7085134135518274e-08,3.814029092552573e-08
1900,1.3496738504592543e-08,9.188164373785668e-08
1901,1.5089595351014395e-08,1.251877544961033e-07
1902,9.329539141234022e-09,8.052865552166111e-08
1903,2.700110068865058e-08,8.100330517457621e-08
1904,1.7198801494089366e-08,5.858341278752732e-08
1905,2.0126959654476195e-08,9.031328601638577e-08
1906,2.36632491379396e-08,8.539346302294248e-08
1907,3.39427645434931e-08,6.017126563673258e-08
1908,3.290630568031361e-08,8.88961444456271e-08
1909,5.005895076237721e-08,7.59135740935335e-08
1910,3.740905540894346e-08,7.161161907909275e-08
1911,1.8621309716415624e-08,7.448523631214954e-08
1912,2.2400510502063042e-08,8.491356434658925e-08
1913,4.295421618394357e-08,7.159036186088485e-08
1914,4.28591582779525e-08,1.111659448937985e-07
1915,1.5314990164938536e-08,8.128725426104211e-08
1916,8.789969641043172e-09,9.55909200683891e-08
1917,2.1932848870420685e-09,1.0418103146836444e-07
1918,8.040463406189247e-09,1.4472834308776328e-07
1919,2.1178051312631396e-08,8.563298931063557e-08
1920,3.104614876292544e-08,1.181268118877199e-07
1921,5.14946840723951e-08,7.572747567907712e-08
1922,2.8773948279603445e-08,5.016995979767458e-08
1923,3.3971035318103304e-08,6.900366278372871e-08
1924,2.836157442231979e-08,6.187979817440237e-08
1925,4.6192346836448905e-08,7.698724568960813e-08
1926,3.7896870752618383e-08,6.018914655570029e-08
1927,4.7941668412931904e-08,7.915949939985012e-08
1928,2.8565102283550914e-08,1.0169176789531775e-07
1929,4.2333544891803854e-08,1.4036912099335552e-07
1930,3.5712252044461934e-08,8.402883067137878e-08
1931,1.8248571542756054e-08,8.782124627515486e-08
1932,3.06867029564728e-08,8.219652747332162e-08
1933,1.7205992852709073e-08,7.570636961773403e-08
1934,2.2765002327673756e-08,1.07834219775782e-07
1935,2.0346082152400413e-08,7.4203363453762e-08
1936,1.1882220007919386e-07,6.911087213623546e-08
1937,1.0072894518486919e-08,7.806493307338513e-08
1938,9.075650453382877e-09,1.024251931047715e-07
1939,1.2235240376412548e-08,7.188203898778056e-08
1940,1.01431314458722e-08,7.353770570261986e-08
1941,3.8369532440185594e-08,6.788455753081735e-08
1942,9.102635312174812e-09,1.517105898685145e-07
1943,8.709705845433291e-09,1.5677470543984384e-07
1944,1.6065930807940276e-08,9.318240046241044e-08
1945,1.089252066321933e-08,6.535511953842388e-08
1946,6.542918740137793e-08,5.0115973593278795e-08
1947,1.907339353124371e-08,7.986983319163699e-08
1948,2.8266908813634473e-08,7.610321572926182e-08
1949,1.47255123650325e-08,5.497524513398133e-08
1950,2.446133051670074e-08,4.147790888531233e-08
1951,3.518262581270193e-08,6.29022713916072e-08
1952,6.326882240337284e-09,4.428817668156171e-08
1953,1.508335811806205e-08,5.171437100770504e-08
1954,2.14995790059902e-08,5.277169368156365e-08
1955,2.5341142073642686e-08,4.1296674524460286e-08
1956,2.8779766569897447e-08,6.628067539260485e-08
1957,3.534015063921814e-08,4.4175187952077977e-08
1958,2.316228225884842e-08,5.046068368708134e-08
1959,3.875374032791257e-08,6.355613202391197e-08
1960,1.9378332827280076e-08,6.64399985028652e-08
1961,2.570818935510033e-08,7.642975385913076e-08
1962,5.5175021440589944e-08,4.439369583053576e-08
1963,2.3277792138287623e-08,7.177318850359882e-08
1964,2.068549243006146e-08,9.734349565304612e-08
1965,3.0096239556076654e-08,7.496699772069348e-08
1966,2.326411452369115e-08,1.0524242100018455e-07
1967,2.5637745704187864e-08,5.719189155595217e-08
1968,7.904891569099348e-08,6.108325636966505e-08
1969,3.179230420591317e-08,5.540944619797372e-08
1970,4.736686776141141e-08,6.760125476068524e-08
1971,4.162101996385559e-08,7.707596194617139e-08
1972,8.823852787331887e-08,1.0311595222134429e-07
1973,2.811733906815661e-08,9.648106480408813e-08
1974,1.743927158237568e-08,8.607124712955994e-08
1975,1.6563292959403952e-08,1.1194501059463846e-07
1976,2.171140239815017e-08,1.1884136152939817e-07
1977,2.762087475405295e-08,1.2341241967250838e-07
1978,4.45544342531079e-08,1.3306924806499865e-07
1979,3.160065631391262e-08,1.0475032496959358e-07
1980,5.173487238607777e-08,1.0631231939228769e-07
1981,3.415796712147312e-08,1.1196222304832304e-07
1982,2.4830009937026887e-08,1.6822330628496474e-07
1983,5.368018685114606e-08,1.3072704108108013e-07
1984,9.046453453009917e-08,8.69851257689902e-08
1985,5.17338007988144e-08,1.4617805499383962e-07
1986,4.495864214248968e-08,1.5166048472625704e-07
1987,7.210763969256462e-08,1.5704799194438124e-07
1988,1.9188972188999287e-08,1.882917914364235e-07
1989,3.731922948446709e-08,3.0184671873101365e-07
1990,4.03200163812123e-08,1.52562230404385e-07
1991,6.740684721506796e-08,1.6881020092895938e-07
1992,2.810071492165278e-08,1.5593141833303292e-07
1993,2.326467135604915e-08,1.7725463519191464e-07
1994,2.373717028492095e-08,1.619402489883015e-07
1995,4.880205639601343e-08,1.4152595984029404e-07
1996,5.284711224184946e-08,1.6441323991145396e-07
1997,2.7810387548399262e-08,1.721367109963623e-07
1998,3.814503424237614e-08,1.5830188815346702e-07
1999,3.564756798080104e-08,1.4213325560952228e-07
2000,4.5947528004575133e-08,1.6081635179077125e-07
2001,3.8992785694746956e-08,1.9145895233108057e-07
2002,3.461165060114624e-08,1.2661730264262872e-07
2003,4.625284466541757e-08,1.7542745839316254e-07
2004,5.15360573938306e-08,1.7795356890837333e-07
2005,4.8640496297380764e-08,1.3286061328887655e-07
2006,4.941467945940303e-08,1.5442087786254888e-07
2007,5.392547294813532e-08,1.5858082794140138e-07
2008,1.345351007264739e-07,1.6050546922108389e-07
2009,4.2436912872645394e-08,1.8214495045576484e-07
2010,4.6293173294742473e-08,1.421861723915896e-07
2011,1.5678285225639854e-08,1.1930792584435856e-07
2012,3.165954887140998e-08,1.0995735910679372e-07
2013,2.0081699858565116e-08,9.538807754783107e-08
2014,3.8328378526575335e-08,1.0502408864798696e-07
2015,2.637724778875583e-08,8.356489150651569e-08
2016,2.112766767092822e-08,8.98961556583533e-08
2017,3.3960754791673153e-08,9.483854912506473e-08
2018,2.6330960967158035e-08,9.757944052779521e-08
2019,2.2193593407493495e-08,8.290710207248253e-08
