year,dernier_ADJ atout_NOUN
1934,2.995395043114968e-08
1935,9.574627313213568e-09
1936,2.424942913137329e-08
1937,1.7627565185307503e-08
1938,2.7226949583791793e-08
1939,2.7529289958749814e-08
1940,2.7893612752905028e-08
1941,2.3612020783048138e-08
1942,3.3376328811840494e-08
1943,2.0322646676618206e-08
1944,7.069009377858038e-08
1945,3.267756110147957e-08
1946,3.3410651134602176e-08
1947,3.218635158397376e-08
1948,4.674911591173725e-08
1949,2.846932412037262e-08
1950,3.296962081122956e-08
1951,2.878578464482473e-08
1952,2.1089607726842985e-08
1953,4.525007368805234e-08
1954,4.495366656698252e-08
1955,1.783265535237888e-08
1956,3.837302142706278e-08
1957,3.357314215524099e-08
1958,1.8198935358704205e-08
1959,3.720358876524443e-08
1960,3.8064584373387333e-08
1961,4.0299324099990486e-08
1962,5.454082441236352e-08
1963,1.8104949428554562e-08
1964,2.4944270371474175e-08
1965,2.681301314311213e-08
1966,2.547974320421531e-08
1967,3.4512348701110085e-08
1968,3.323647645991912e-08
1969,3.542571241910153e-08
1970,2.0234390912809985e-08
1971,3.4427262596281594e-08
1972,3.642404289294632e-08
1973,2.921997932503473e-08
1974,4.2754344065087935e-08
1975,3.369773260430975e-08
1976,2.3996812759108366e-08
1977,3.232229961458444e-08
1978,4.871285053109631e-08
1979,4.974177536531954e-08
1980,4.434417499865617e-08
1981,3.7320743384583466e-08
1982,4.4694015599588965e-08
1983,5.431171878900187e-08
1984,5.277097603340053e-08
1985,4.69213516929301e-08
1986,3.356911904006665e-08
1987,4.644220974459046e-08
1988,4.1376220449862444e-08
1989,5.323478524665859e-08
1990,5.33967804416946e-08
1991,6.037309141504466e-08
1992,5.620142978779441e-08
1993,3.932837461251282e-08
1994,4.5364368705946845e-08
1995,6.073144864782165e-08
1996,5.871901276321978e-08
1997,5.9456690015835534e-08
1998,4.0052283933889044e-08
1999,3.381948809888513e-08
2000,5.434178540486556e-08
2001,4.8193330215440255e-08
2002,3.8116626910333906e-08
2003,2.8335076063257247e-08
2004,3.2154976153941917e-08
2005,2.9274371371457164e-08
2006,3.459027464458586e-08
2007,4.074368986639598e-08
2008,4.9812043600994116e-08
2009,4.196009317780636e-08
2010,4.9599827023349974e-08
2011,7.877382257603927e-08
2012,6.74042038018019e-08
2013,4.8251861284320796e-08
2014,6.756189041556837e-08
2015,6.494565987780199e-08
2016,6.379727182648232e-08
2017,5.25762754444159e-08
2018,6.066446922581292e-08
2019,5.816251924528615e-08
