year,premier_ADJ axe_NOUN
1885,2.1915161296792718e-08
1886,2.5813854942491332e-08
1887,1.5669418762520593e-08
1888,2.409433519368065e-08
1889,2.8819629349641218e-08
1890,2.4251229135963115e-08
1891,4.079500715015172e-08
1892,3.2596264798456787e-08
1893,3.633465806007763e-08
1894,2.8356926362604895e-08
1895,2.2268874300124253e-08
1896,3.3613064720494634e-08
1897,1.3401441401050818e-08
1898,8.657282912771791e-08
1899,2.432134493801641e-08
1900,2.7512582323474533e-08
1901,3.4091308442896207e-08
1902,4.0264327427763646e-08
1903,2.1060859278776434e-08
1904,2.4723274982818566e-08
1905,1.0837593933388234e-08
1906,2.366324858282809e-08
1907,2.828563872014911e-08
1908,2.1118972570732808e-08
1909,1.6502950117569526e-08
1910,9.61947110855732e-09
1911,2.7133907565257687e-08
1912,2.917275843117295e-08
1913,1.9090762359841307e-08
1914,5.089525245693949e-08
1915,9.424609537234119e-09
1916,3.625862632361532e-08
1917,1.6449636319748606e-08
1918,1.2635013924011673e-08
1919,1.2890987832747669e-08
1920,2.2716695635693895e-08
1921,1.9689144148404836e-08
1922,1.7707044441817033e-08
1923,2.7601466001669905e-08
1924,2.707241186783449e-08
1925,3.079489729884699e-08
1926,1.114613823460786e-08
1927,2.1183527820767267e-08
1928,1.4853853147478446e-08
1929,3.342121912552898e-09
1930,1.575540553577781e-08
1931,5.7026783295555106e-09
1932,7.6716757391182e-09
1933,2.064719240024715e-08
1934,3.1152108448395666e-08
1935,2.752705441366743e-08
1936,3.758661648589623e-08
1937,1.888667711114067e-08
1938,2.3337385357535823e-08
1939,4.282334131744392e-08
1940,3.550096039361961e-08
1941,1.4757512545315876e-08
1942,5.76500234217292e-08
1943,8.709705667797607e-08
1944,3.534504600111177e-08
1945,3.921307190069001e-08
1946,4.037120149291695e-08
1947,4.0530959921625254e-08
1948,2.6092530802657166e-08
1949,6.675565344949064e-08
1950,3.509669355139522e-08
1951,3.198420650551981e-08
1952,4.5342655852209646e-08
1953,2.477980309834038e-08
1954,1.9545073115523337e-08
1955,3.191106756617046e-08
1956,5.843164885277474e-08
1957,5.124322016714089e-08
1958,2.3989505493204888e-08
1959,3.410329085795638e-08
1960,2.629916728835724e-08
1961,1.9454845512356655e-08
1962,2.473363025501385e-08
1963,3.879631904624148e-08
1964,4.74549519124956e-08
1965,3.611548510251694e-08
1966,4.375868911665748e-08
1967,5.27545908068916e-08
1968,5.479527231955217e-08
1969,7.857240943986987e-08
1970,8.645603061241403e-08
1971,1.130447415675917e-07
1972,1.908414588580598e-07
1973,1.6484480003242652e-07
1974,1.7720551181987787e-07
1975,2.0904018027678717e-07
1976,2.8453364242508883e-07
1977,2.7855946793664543e-07
1978,3.1366323494097514e-07
1979,2.867466890599246e-07
1980,2.7061315854837176e-07
1981,2.745288609773411e-07
1982,3.8486515219204875e-07
1983,3.056612927210267e-07
1984,3.0734745593008483e-07
1985,2.8634057525067647e-07
1986,3.56671872481229e-07
1987,3.214289652220259e-07
1988,3.7238598293853897e-07
1989,2.634298628123588e-07
1990,2.7079795295037457e-07
1991,3.094853617824356e-07
1992,3.0800587680346325e-07
1993,2.952397579747412e-07
1994,3.085832087634799e-07
1995,2.9010112889693573e-07
1996,3.1868409422486366e-07
1997,3.0687324503730906e-07
1998,3.413980458333299e-07
1999,4.3188401743776694e-07
2000,3.9585560962507316e-07
2001,3.4042016050506163e-07
2002,3.737182083796142e-07
2003,3.4627130851561105e-07
2004,3.20668801734314e-07
2005,3.229188401121519e-07
2006,3.718454486545397e-07
2007,3.207567029761549e-07
2008,3.120703233605582e-07
2009,3.008729461129178e-07
2010,2.834275676377729e-07
2011,2.435870136707763e-07
2012,2.3353173173035202e-07
2013,2.0918438270456363e-07
2014,1.624083836304635e-07
2015,1.6712978734290118e-07
2016,1.9864150768711397e-07
2017,1.81878695215687e-07
2018,1.7166753396580248e-07
2019,1.533143647591828e-07
