year,dernier_ADJ auteur_NOUN,dernier_ADJ moteur_NOUN
1983,2.5008651505231683e-07,8.209910973278056e-09
1984,2.2326182147480722e-07,6.378909400694965e-09
1985,2.694970078209735e-07,3.0077789148208467e-09
1986,2.457738901284756e-07,5.395036861699509e-09
1987,2.4626592676213477e-07,4.277571630240118e-09
1988,2.5425387661925924e-07,2.99827696004229e-09
1989,2.0360933206120535e-07,4.390497743145261e-09
1990,1.7980548250307038e-07,3.2691906959314565e-09
1991,1.8932531986592949e-07,7.6199047072123e-09
1992,1.74114234141598e-07,5.509944167592096e-10
1993,2.0716635162898456e-07,2.2156829704300662e-09
1994,2.1099705804772384e-07,6.329911705904578e-09
1995,1.9249699789725128e-07,7.0491861237087505e-09
1996,2.0444893777948892e-07,4.270473752399084e-09
1997,2.1624974522183038e-07,2.876936688878118e-09
1998,1.9120197691790963e-07,4.7681290027412615e-09
1999,2.0063183114871208e-07,4.113180906983871e-09
2000,1.678851901942835e-07,1.3254094488601709e-09
2001,1.5859986035593465e-07,8.762423675534592e-09
2002,1.7262013329855108e-07,5.257465574004527e-09
2003,1.6042653783188143e-07,8.333845613606172e-09
2004,1.8896554365710472e-07,3.523833003171717e-09
2005,1.6753948273162678e-07,5.404499514582994e-09
2006,1.675981167181817e-07,1.6471559671771274e-09
2007,1.4020622529642424e-07,3.1955835755326234e-09
2008,1.2772319735177007e-07,4.257439734089985e-09
2009,1.201584467480643e-07,1.907277002999308e-09
2010,1.1195389504337072e-07,2.8342759250676863e-09
2011,7.571464522015958e-08,4.971163480860241e-09
2012,5.208506692611081e-08,7.489355802192676e-09
2013,7.976897364869728e-08,4.462600067256517e-09
2014,5.8900109678461376e-08,4.547434873103384e-09
2015,7.625019549095668e-08,4.654808538617772e-09
2016,7.684671743390936e-08,4.971216327476213e-09
2017,5.282783632765131e-08,3.2702947017071438e-09
2018,4.6208253223767315e-08,3.872199894061623e-09
2019,7.040726046625423e-08,3.5713827450933877e-09
