year,premier_ADJ auteur_NOUN,premier_ADJ moteur_NOUN
1841,8.802571840327289e-07,3.113965929557594e-07
1842,8.425580690918366e-07,3.622463111696561e-07
1843,1.0307560238675961e-06,4.18800001844577e-07
1844,1.013737322586028e-06,3.8255272505338667e-07
1845,8.002046844035604e-07,4.6315891211179405e-07
1846,1.0848391041040628e-06,3.067758598263026e-07
1847,9.729375118894268e-07,3.92626674283747e-07
1848,7.216564148482263e-07,3.4111741342712776e-07
1849,6.795705316253731e-07,2.052956631359848e-07
1850,7.657987444176229e-07,3.632112903773077e-07
1851,8.416517371934162e-07,3.315011634086318e-07
1852,9.225442960669739e-07,3.958411665117012e-07
1853,9.662585322978146e-07,3.302478357447569e-07
1854,8.557259217889523e-07,4.956663701705111e-07
1855,8.469871382033034e-07,3.2266178351392227e-07
1856,7.21182439766821e-07,4.74230535452147e-07
1857,8.576811457716715e-07,4.0516526422784693e-07
1858,8.089246383846671e-07,5.86262370205759e-07
1859,6.915171437693601e-07,3.162239714527004e-07
1860,7.424192487448522e-07,3.208605809379428e-07
1861,7.229572613898227e-07,4.866874336872939e-07
1862,7.373353839157382e-07,7.454677302121127e-07
1863,8.056323628213846e-07,4.020669734927651e-07
1864,7.45580206018559e-07,6.583161447082375e-07
1865,7.940446677956459e-07,3.4171689755613244e-07
1866,7.293554009635272e-07,3.6540752584857117e-07
1867,7.80817348555729e-07,2.683604609643453e-07
1868,7.47896931052594e-07,2.519335748907281e-07
1869,7.510852584324823e-07,3.408696329643135e-07
1870,7.689359273754803e-07,2.9587692695898227e-07
1871,5.523012305275188e-07,1.2214353262152144e-07
1872,7.087481890266645e-07,2.1589001164556976e-07
1873,6.530730636278292e-07,2.9570861137528937e-07
1874,6.010456683469556e-07,2.461539047038386e-07
1875,6.339452198744766e-07,3.467245583976819e-07
1876,5.888818341848179e-07,4.4559128631327383e-07
1877,6.296142487371981e-07,2.48629604904238e-07
1878,6.769818259311222e-07,1.8781565813696943e-07
1879,6.262058194206332e-07,4.0077173935060273e-07
1880,6.969780770305078e-07,2.965045098335395e-07
1881,5.940576384144691e-07,2.7401953550665326e-07
1882,6.102987981648766e-07,1.5041170442486873e-07
1883,5.630531054734433e-07,2.2749620365303258e-07
1884,6.179188289934245e-07,1.4721784591387177e-07
1885,5.092052219879406e-07,2.642710623668165e-07
1886,6.195325598645773e-07,1.936039097927278e-07
1887,4.981569424744592e-07,2.0370244158129935e-07
1888,5.135898122343718e-07,1.7626908288548293e-07
1889,5.156207262824175e-07,2.0674951772825523e-07
1890,4.95511642384372e-07,1.881108856460756e-07
1891,4.889026854471012e-07,2.8365278748054834e-07
1892,4.745263983974013e-07,2.425914213954883e-07
1893,4.236990491790493e-07,2.0261190081249936e-07
1894,4.959311223906582e-07,2.5017112226244365e-07
1895,7.384840079449617e-07,4.5380353608237556e-07
1896,5.496030903717752e-07,1.7573147026439528e-07
1897,4.2068873118417116e-07,2.7968225779773093e-07
1898,4.147574249602215e-07,1.5617060000749916e-07
1899,4.3059834453629264e-07,1.5366667405203316e-07
1900,3.997110920028746e-07,3.1665425481719467e-07
1901,4.5995321706904235e-07,2.660239819540777e-07
1902,3.2948003791943847e-07,3.108209676305762e-07
1903,4.509183972878361e-07,2.7109106803813177e-07
1904,4.4501895235526945e-07,2.1659738891344205e-07
1905,4.2369832398136964e-07,2.069464386522668e-07
1906,3.729533917251615e-07,1.84161804028804e-07
1907,4.587416202461725e-07,2.3039938668034665e-07
1908,4.2434402702795637e-07,2.804403109735176e-07
1909,4.741847732248061e-07,2.2444012248712397e-07
1910,3.6179900675392673e-07,2.8591205669670217e-07
1911,3.5965728129028207e-07,2.7825558213123713e-07
1912,4.084186304709192e-07,3.13086223613368e-07
1913,4.05148422366608e-07,4.1257258942550834e-07
1914,3.8037504701549096e-07,3.442126352837249e-07
1915,3.039436649032723e-07,2.591767724879901e-07
1916,2.0986052984284242e-07,3.4061132225815527e-07
1917,2.884169703065709e-07,2.6429083277434984e-07
1918,2.4351118899090807e-07,1.8952520619563984e-07
1919,2.734730897291371e-07,2.9373037069291286e-07
1920,4.0738607109958025e-07,3.4150765859664034e-07
1921,4.134720086312882e-07,2.1355148449586636e-07
1922,4.1316439486349665e-07,3.0913549320388256e-07
1923,3.84297328182015e-07,4.5117778668668507e-07
1924,3.9319454003816645e-07,3.854595678198791e-07
1925,4.333282106472325e-07,4.6412311505150683e-07
1926,4.0014637647800555e-07,4.926593213383512e-07
1927,3.277872053786268e-07,3.0325891398064186e-07
1928,4.1933571992558427e-07,3.644907016209231e-07
1929,4.133090669711237e-07,1.916149896530328e-07
1930,3.991369457168048e-07,5.619428113945446e-07
1931,3.3873908567016997e-07,7.69861578930886e-07
1932,3.47417296819863e-07,4.5153291061694745e-07
1933,4.1294384245382787e-07,6.446512017532768e-07
1934,3.390787171042575e-07,2.9953951141692414e-07
1935,3.74607281194983e-07,4.2008677070271006e-07
1936,4.049654789284318e-07,2.825058569300154e-07
1937,3.147779670253925e-07,2.631543656317348e-07
1938,3.8117730960518514e-07,2.113329884423365e-07
1939,3.563513688575881e-07,3.8999827722818736e-07
1940,8.139863285627769e-07,1.5468276259866798e-07
1941,4.60434401716725e-07,2.7744123176631774e-07
1942,4.429949125306365e-07,4.1872121947506e-07
1943,3.483882267119043e-07,4.325820430750582e-07
1944,3.5023730582395274e-07,4.594856264361624e-07
1945,3.747026937617193e-07,2.5488497445991243e-07
1946,3.285380518747161e-07,3.5220393357349167e-07
1947,3.743153440538549e-07,4.5776145451981165e-07
1948,3.3050540393375627e-07,6.436157597988768e-07
1949,2.8076643410201996e-07,2.689860316706927e-07
1950,3.4458571041007247e-07,3.584116754495881e-07
1951,3.560908226063475e-07,3.1877591766260593e-07
1952,2.6678353692854984e-07,3.131806701750506e-07
1953,3.135183713753875e-07,3.3829817169817034e-07
1954,3.322662234239715e-07,7.544397817582649e-07
1955,3.651001447835256e-07,3.773014398689156e-07
1956,3.6367161815320515e-07,4.003004079322636e-07
1957,3.5958602850882926e-07,3.392654406297879e-07
1958,4.0120381239461267e-07,3.1020912327761607e-07
1959,3.8133679769458695e-07,2.8677766295004403e-07
1960,3.356604050264167e-07,3.481179220443664e-07
1961,4.974882013009108e-07,3.5435612488754487e-07
1962,3.2724494714031493e-07,2.733383226427577e-07
1963,3.582193528472999e-07,3.213628438913929e-07
1964,4.4656327702341514e-07,2.7438695848758243e-07
1965,4.930310844031283e-07,4.5199077547408706e-07
1966,4.874385908237855e-07,2.2488643924845064e-07
1967,4.792286176780181e-07,2.9631317133294033e-07
1968,4.410570282331605e-07,3.292207928495827e-07
1969,3.6879072240481037e-07,3.1565215685702697e-07
1970,4.207833299574304e-07,2.4143305843438156e-07
1971,4.48582101242323e-07,2.7027971949422636e-07
1972,4.909550597176349e-07,2.334216873123296e-07
1973,4.548393057746125e-07,2.0288589452910344e-07
1974,4.027909279447073e-07,2.233351965585939e-07
1975,4.7062597907654435e-07,1.9133458950548743e-07
1976,4.873638292934857e-07,2.176853715063487e-07
1977,4.5192453690390266e-07,1.9158308806055402e-07
1978,3.9801960749485943e-07,2.1089099533355693e-07
1979,4.1080854273900513e-07,2.2822696088553585e-07
1980,3.9852906752457784e-07,2.217208772137269e-07
1981,3.833282915532976e-07,3.1817514489773657e-07
1982,4.1404041439818684e-07,2.439548385524404e-07
1983,7.010000948604045e-07,3.220811084503339e-07
1984,5.938184735043706e-07,2.684940794139834e-07
1985,4.1146415952209026e-07,2.183647564990565e-07
1986,4.1242061366020266e-07,3.596691406926311e-07
1987,4.796991284194974e-07,2.7987542150498257e-07
1988,9.864330505759966e-07,2.2666974031082532e-07
1989,4.5661177505706974e-07,2.2611062888699962e-07
1990,4.544174869725026e-07,2.8332984847168063e-07
1991,4.97638381613541e-07,3.0069316281355896e-07
1992,4.171027734312105e-07,2.7880318853590325e-07
1993,5.339795952075121e-07,2.7031332949789544e-07
1994,4.5997359121585646e-07,2.1521699888893409e-07
1995,5.25435501996796e-07,2.841364166172866e-07
1996,4.86834023316618e-07,2.2526749177131933e-07
1997,4.890792602019189e-07,2.464575650229506e-07
1998,4.2436351255226157e-07,2.1790351212302994e-07
1999,4.880974877607969e-07,2.979771061006886e-07
2000,4.369433090900543e-07,2.522696007645209e-07
2001,5.546614014750872e-07,2.690064007104809e-07
2002,4.5433267059635796e-07,2.8434127141707677e-07
2003,4.975306101551169e-07,3.2793682613885267e-07
2004,4.4708630753120815e-07,3.140616167129906e-07
2005,4.819012338064255e-07,3.3057522053070443e-07
2006,4.4885000355376903e-07,2.7960471804533427e-07
2007,4.274092937350815e-07,2.5604614251051316e-07
2008,4.3383309583644447e-07,2.882286658234534e-07
2009,3.4092576184363566e-07,3.5141579335373763e-07
2010,2.6500480276858696e-07,2.3193823883715936e-07
2011,2.611772744465224e-07,1.9081620505900787e-07
2012,1.9302112541641492e-07,2.0119133781193455e-07
2013,2.0751090012982587e-07,1.7459923240537023e-07
2014,1.7366870819213176e-07,2.005202239807602e-07
2015,2.2963721291180406e-07,2.1877599243325108e-07
2016,2.379969760157863e-07,2.541534160904746e-07
2017,2.0099733899492378e-07,1.5571633871225288e-07
2018,1.845748714979223e-07,1.5927649110736297e-07
2019,2.464254288403467e-07,1.4362060996031545e-07
