year,ses_DET hôtes_NOUN,ses_DET fautes_NOUN
1844,1.3392089055486167e-06,3.6109243808368774e-06
1845,1.3102375469031813e-06,3.560185348305822e-06
1846,1.2194925815833813e-06,3.0701005364619505e-06
1847,1.3191824521641138e-06,3.038002773791959e-06
1848,1.2180465134292717e-06,2.810196004787713e-06
1849,1.2971333838152077e-06,2.772748349144649e-06
1850,1.3028082896937576e-06,3.1059656109277967e-06
1851,1.4279057385380156e-06,2.9499732683291313e-06
1852,1.383490925377373e-06,3.319727039041709e-06
1853,1.468498052048517e-06,3.28993729681315e-06
1854,1.1757789195598889e-06,3.9092179520139325e-06
1855,1.450916659706536e-06,3.7721707997206977e-06
1856,1.264787326427097e-06,3.903600578780697e-06
1857,1.385860397107308e-06,3.653321311247737e-06
1858,1.4578261389175395e-06,3.391317527245974e-06
1859,1.7186085070619583e-06,3.8028350246577247e-06
1860,1.6056761076299608e-06,3.3408866038087126e-06
1861,1.574660323910848e-06,3.459631063407187e-06
1862,1.5600606477761403e-06,3.4277961908912857e-06
1863,1.6297447293922573e-06,3.1970567935246663e-06
1864,1.5578071259625403e-06,3.2479486442582584e-06
1865,1.5993856656848493e-06,3.341388779887211e-06
1866,1.569160202663511e-06,2.9612119689659266e-06
1867,1.59560438994788e-06,2.9830231476069002e-06
1868,1.355995445706526e-06,3.0765535328214355e-06
1869,1.510472465326984e-06,3.0287584955601687e-06
1870,1.4965867585203796e-06,3.1147353851679327e-06
1871,1.5167040672281473e-06,3.042967200883595e-06
1872,1.6297579215063251e-06,3.1379642635442906e-06
1873,1.2690329267428524e-06,2.8002528829063067e-06
1874,1.401643341836234e-06,2.4227039734370237e-06
1875,1.4652830451211685e-06,2.729740526064006e-06
1876,1.522991166069687e-06,2.3936173718652753e-06
1877,1.5214647071104537e-06,2.4510424658785723e-06
1878,1.3600027930493752e-06,2.320821703705178e-06
1879,1.4503538512400382e-06,2.408906897954921e-06
1880,1.3650759393968315e-06,2.079382223740822e-06
1881,1.3373269576177904e-06,1.9648526041748937e-06
1882,1.4395597620620038e-06,2.41124604016818e-06
1883,1.3750881628915579e-06,1.920447150638438e-06
1884,1.6722098497012894e-06,2.2412761921941637e-06
1885,1.4870081983531236e-06,2.0696935827402285e-06
1886,1.6327263381299417e-06,2.034777150328182e-06
1887,1.576082441445692e-06,2.1636855684903367e-06
1888,1.4063483018134093e-06,2.2192151334365917e-06
1889,1.5894651852477182e-06,2.2980522196291986e-06
1890,1.4760478155295687e-06,1.9872900427486684e-06
1891,1.4743571101760722e-06,1.7401620926449368e-06
1892,1.3232829463305507e-06,1.886195418521197e-06
1893,1.3647051009257893e-06,2.015649672060249e-06
1894,1.4594364632358747e-06,1.9074759691761756e-06
1895,1.597942095088456e-06,1.8633630283204639e-06
1896,1.4636426151071191e-06,1.8280789753077897e-06
1897,1.4182221317327048e-06,1.746848679928803e-06
1898,1.4394854392918432e-06,1.8570720321520184e-06
1899,1.455411425155262e-06,1.8158095382858619e-06
1900,1.3398107778783697e-06,1.5749654753705045e-06
1901,1.3357086352527858e-06,1.7325090393427445e-06
1902,1.0940112842305894e-06,1.4676838837601736e-06
1903,1.440778733652337e-06,1.7248303851857827e-06
1904,1.3726792502666285e-06,1.464585380972494e-06
1905,1.419208784270154e-06,1.6633126413978516e-06
1906,1.3153679745414593e-06,1.5278228087112211e-06
1907,1.3674820156239775e-06,1.571138613876144e-06
1908,1.2941510014741198e-06,1.4945356987539071e-06
1909,1.6365425796749378e-06,1.6425936646413675e-06
1910,1.6080548981278753e-06,1.595228942719018e-06
1911,1.4923649729325916e-06,1.6886867655330207e-06
1912,1.4466562632264868e-06,1.6727451672693405e-06
1913,1.68104775077893e-06,1.6465782834984566e-06
1914,1.4130128844769274e-06,1.625969366259028e-06
1915,1.3218015295635155e-06,1.4961567131877018e-06
1916,1.4250738189502954e-06,1.520664699938834e-06
1917,1.7568211845286896e-06,1.5013035543631759e-06
1918,1.331270985005517e-06,1.363432910572726e-06
1919,1.4714141407523584e-06,1.4833844232953197e-06
1920,1.4811285602434054e-06,1.6552898429722518e-06
1921,1.6175388282135827e-06,1.4198901432393995e-06
1922,1.6120789059215213e-06,1.556744443576008e-06
1923,1.5297581104078972e-06,1.8057728130571604e-06
1924,1.6127422721723406e-06,1.5998505880077118e-06
1925,1.6299299989697147e-06,1.6442276198347372e-06
1926,1.8614051313647906e-06,1.5849809216206268e-06
1927,1.6344764190989736e-06,1.728129831235492e-06
1928,1.4819575007152253e-06,1.5562268060875795e-06
1929,1.534033952310665e-06,1.4215158437025366e-06
1930,1.4883605707893821e-06,1.4936124319575583e-06
1931,1.3937346281522878e-06,1.4336532832004423e-06
1932,1.488305034769155e-06,1.3929570981119355e-06
1933,1.391391268867892e-06,1.439568110939149e-06
1934,1.4174209361783596e-06,1.296407008410938e-06
1935,1.5319404091940214e-06,1.25906344905502e-06
1936,1.3858548619793964e-06,1.3676678136675946e-06
1937,1.5008612699318746e-06,1.1407552733544435e-06
1938,1.472848307315644e-06,1.2952249495157275e-06
1939,1.3428175869023562e-06,1.2189358642444859e-06
1940,1.1918179616543512e-06,1.250141014708106e-06
1941,1.369497216074933e-06,1.4432847237344504e-06
1942,1.5080032511605168e-06,1.356292709253637e-06
1943,2.0438776786591006e-06,1.4719402807727988e-06
1944,1.558395275935709e-06,1.490918396740426e-06
1945,1.4857398014100909e-06,1.5619874069727757e-06
1946,1.511831879241754e-06,1.3935025435785064e-06
1947,1.4340807545920597e-06,1.5735549148132577e-06
1948,1.3742066222732774e-06,1.3557244500361776e-06
1949,1.3400216047898539e-06,1.2438149319393688e-06
1950,1.3060223658101222e-06,1.4495997344710077e-06
1951,1.3827837683777489e-06,1.446752190048528e-06
1952,1.4288209229107451e-06,1.3370811657864579e-06
1953,1.2928592907357483e-06,1.2971687706198054e-06
1954,1.2332940819703708e-06,1.2831340363561594e-06
1955,1.150675494443476e-06,1.16006117778511e-06
1956,1.2541002138988233e-06,1.120666675902271e-06
1957,1.3014010864509373e-06,1.1132147488268629e-06
1958,1.015831482931162e-06,1.0356849173831506e-06
1959,1.1556365553389014e-06,1.0238737537804354e-06
1960,1.1509345618776479e-06,1.0415854081458065e-06
1961,1.1631218441721103e-06,1.2645649523079783e-06
1962,1.16311481335174e-06,1.3330792256738278e-06
1963,1.1923401679325707e-06,1.0959960041745376e-06
1964,1.127967756531234e-06,1.275808171996573e-06
1965,1.0944086223929617e-06,1.1934526256140998e-06
1966,1.1222164904012288e-06,1.2496153125596265e-06
1967,1.1290469057456676e-06,1.323795133956196e-06
1968,1.2692741631070703e-06,1.3159848180066547e-06
1969,9.769321334118786e-07,1.1145473219897895e-06
1970,9.758494368128368e-07,1.0894379558479272e-06
1971,1.0035290625154403e-06,1.1242813151568498e-06
1972,9.870402397638145e-07,9.23426441090669e-07
1973,9.466170851624156e-07,8.821126087354969e-07
1974,8.730887035568458e-07,8.753389337812223e-07
1975,9.041273063559174e-07,8.761410539293024e-07
1976,9.655860306878594e-07,9.187351404094102e-07
1977,9.238301270642069e-07,8.585978363839786e-07
1978,1.1667321544450715e-06,8.429699036582861e-07
1979,1.0012726257002669e-06,9.497752504472601e-07
1980,1.0364030149645487e-06,8.675539957536671e-07
1981,1.0032321657860166e-06,8.684979526663028e-07
1982,1.0825884118048634e-06,8.001470606089356e-07
1983,1.0616046619560393e-06,7.155252985668881e-07
1984,1.0913734236339678e-06,8.617326558990612e-07
1985,1.1754400581764912e-06,7.748038584054484e-07
1986,1.1773169816819973e-06,8.566119582553711e-07
1987,1.1341676309228887e-06,7.986837546880565e-07
1988,1.1111614632852707e-06,8.329213008195779e-07
1989,1.0899410440856627e-06,8.341945969547737e-07
1990,1.0853713270364551e-06,8.510793021443419e-07
1991,1.135365797821919e-06,7.94814672300248e-07
1992,1.1245796187608903e-06,8.601022702947603e-07
1993,1.1211355577245286e-06,8.286654118450087e-07
1994,1.0956022258312714e-06,8.40295824922066e-07
1995,1.1495595764188238e-06,8.37226425520754e-07
1996,1.0724226982006257e-06,8.231338064490501e-07
1997,1.1167308873183401e-06,8.415039900455668e-07
1998,1.1114509135268236e-06,8.501574226826847e-07
1999,1.2298411782296625e-06,8.331476593070875e-07
2000,1.1186456205791728e-06,9.781521299601081e-07
2001,1.2171005838723659e-06,8.591556532877576e-07
2002,1.2407619589538399e-06,8.499569679187857e-07
2003,1.3980026487558916e-06,8.883879560883656e-07
2004,1.2527226722625073e-06,8.950535628216016e-07
2005,1.2569964837894076e-06,8.831852733592882e-07
2006,1.3271959460325888e-06,9.302313435100018e-07
2007,1.4348170687128459e-06,9.722562843705873e-07
2008,1.6591242157915076e-06,8.736265977304924e-07
2009,1.6183245428180726e-06,8.911752065188239e-07
2010,1.8512544528448416e-06,8.852388271307632e-07
2011,1.984258975795683e-06,8.458625893048577e-07
2012,2.216849441794011e-06,9.457013812053106e-07
2013,2.051959402393777e-06,1.025282369226943e-06
2014,2.2845446565611383e-06,1.2797781598905544e-06
2015,2.4424443978432464e-06,1.1519542457705256e-06
2016,2.382041131454571e-06,1.350720896908797e-06
2017,1.665083157575964e-06,9.332917976223598e-07
2018,2.022320963135371e-06,9.690825955033233e-07
2019,2.242063061430599e-06,1.1744747459019322e-06
