year,aux_ADP hôtes_NOUN,aux_ADP fautes_NOUN
1838,1.1361891427696946e-07,4.229148502510327e-07
1839,1.4122780478409425e-07,3.4328142550776874e-07
1840,1.3185255198777668e-07,4.407824647501002e-07
1841,1.4317823193721324e-07,3.8138057867342923e-07
1842,1.0599058430926789e-07,3.3407160504594913e-07
1843,1.181382185411195e-07,3.739074734276926e-07
1844,1.591682796675542e-07,4.994590767637419e-07
1845,1.1662676246970705e-07,4.36931853364797e-07
1846,1.0362467084412685e-07,3.9459338996294946e-07
1847,1.262014341918416e-07,4.476375670137145e-07
1848,1.1826475798670799e-07,3.5157619659997863e-07
1849,1.0641856817983353e-07,3.410421873795144e-07
1850,1.6361479815429902e-07,3.07541509592113e-07
1851,2.663618328124784e-07,4.024449795636542e-07
1852,1.5495097716033968e-07,4.0235170928326625e-07
1853,1.7258883344695164e-07,3.7503731209476143e-07
1854,1.3248944297217236e-07,3.7200956892746717e-07
1855,2.1440026642949306e-07,3.242538682002305e-07
1856,1.962154723145204e-07,4.4834459522746783e-07
1857,1.6304240468834053e-07,4.359187668612208e-07
1858,1.9770451586964555e-07,4.6392048602683644e-07
1859,2.0979754600247702e-07,3.651088418266113e-07
1860,2.0871958028578774e-07,3.2498005797521046e-07
1861,1.8769536058727e-07,3.796350704909912e-07
1862,1.5270793363164614e-07,3.953237954767985e-07
1863,2.107729972777861e-07,3.830874151233843e-07
1864,1.7548704533965065e-07,3.739887843856593e-07
1865,1.7368255700311863e-07,3.873732961068299e-07
1866,2.1992570897744201e-07,2.7588026130231924e-07
1867,2.4991980041022543e-07,3.3338814198202726e-07
1868,2.0648674081691354e-07,3.8580417216493856e-07
1869,1.7727174583814787e-07,3.662639400658918e-07
1870,1.5596613156532158e-07,3.7328657942481414e-07
1871,2.2092048368449468e-07,4.492757916807477e-07
1872,2.219373518297374e-07,4.003338722746719e-07
1873,1.7179833039504544e-07,2.8074360791663366e-07
1874,1.6669159630389174e-07,2.8439139665437096e-07
1875,1.7622303505326897e-07,2.832155796550495e-07
1876,1.6566081106894615e-07,3.682022882145475e-07
1877,1.9172929821564821e-07,2.8388304107451745e-07
1878,1.8298438297925657e-07,3.436241404752849e-07
1879,1.63118980101018e-07,3.341800957068486e-07
1880,1.4440154783024184e-07,3.324444479702038e-07
1881,1.7849619360355007e-07,2.510102674602166e-07
1882,2.2095878504657662e-07,2.895092607868577e-07
1883,2.3002394256010916e-07,3.3871657478812267e-07
1884,2.231373636973899e-07,3.505501222633711e-07
1885,1.720984706965467e-07,3.2357090529178123e-07
1886,2.594292478619309e-07,3.7107417849568947e-07
1887,2.245950081469772e-07,3.486445812050931e-07
1888,1.8070751650611783e-07,3.6775566214508615e-07
1889,2.0925557375761628e-07,3.6024534910694683e-07
1890,1.7565756404991362e-07,3.395172199494034e-07
1891,1.7401620056034517e-07,2.536939467390198e-07
1892,1.7113038097704703e-07,3.2157467733107126e-07
1893,2.1000199978971068e-07,2.4448914370811536e-07
1894,1.909366418306746e-07,2.3441726071382618e-07
1895,1.9680869156601943e-07,3.894043576480044e-07
1896,2.105239353955568e-07,3.573599629547175e-07
1897,2.155884004650943e-07,3.4377609381408547e-07
1898,2.014374359537996e-07,2.7952273917719594e-07
1899,1.8462112549855192e-07,3.3220744910522626e-07
1900,2.2373438479661445e-07,2.4346039051437174e-07
1901,2.2690279544157477e-07,2.839079407679357e-07
1902,1.3306869917073527e-07,2.5729886754533027e-07
1903,1.6794685131493736e-07,2.61370654897064e-07
1904,1.80587400144816e-07,2.853925904489074e-07
1905,1.7598187929124265e-07,3.1790274546139585e-07
1906,2.196566817325163e-07,3.4929011727413695e-07
1907,1.640567018901251e-07,2.7257070556174767e-07
1908,2.170833937054084e-07,2.8682510766486757e-07
1909,2.0793718213951706e-07,2.706483988035302e-07
1910,2.314017306659366e-07,2.575880657662566e-07
1911,2.2185960524279125e-07,2.58570173827799e-07
1912,2.0525119914793777e-07,2.7193178375739535e-07
1913,2.460587325003871e-07,2.598465000946959e-07
1914,1.8081208408293747e-07,3.1340761719178545e-07
1915,2.0262910549462276e-07,2.344371661244793e-07
1916,2.1755174284265877e-07,2.7358779774999675e-07
1917,2.0397549960193828e-07,3.191229538401785e-07
1918,2.33173440555845e-07,2.7567302485209666e-07
1919,2.3848327757036714e-07,3.0938370049193864e-07
1920,2.0520747412433593e-07,2.8547315000793105e-07
1921,1.9992053368333984e-07,2.271824175448245e-07
1922,1.8223500752867494e-07,2.508498200270992e-07
1923,2.3142766947259474e-07,2.622139088082065e-07
1924,2.1142264106099873e-07,3.23579772310012e-07
1925,2.551577322762455e-07,2.485588197487232e-07
1926,2.9760189868e-07,3.16550340606625e-07
1927,2.0960542990167141e-07,2.798455538410849e-07
1928,2.376616619059746e-07,3.2221436851997964e-07
1929,2.4286085231750576e-07,2.450889502458864e-07
1930,1.9851810972859596e-07,3.0355412938831705e-07
1931,1.984532023158181e-07,2.509178562704051e-07
1932,2.5535721315250726e-07,2.3672598636892417e-07
1933,2.1106018577299324e-07,2.8791362804980736e-07
1934,1.881108140366905e-07,2.3004633931122953e-07
1935,2.166259482905275e-07,2.094449760292605e-07
1936,2.3279452099345121e-07,2.2309475111725874e-07
1937,2.140490069635348e-07,2.971503834103828e-07
1938,1.8540256885302142e-07,2.554147258138073e-07
1939,2.125872997638112e-07,2.2635194341091847e-07
1940,2.1554154527869684e-07,2.5357828903338486e-07
1941,2.1545968609260058e-07,2.243141929980652e-07
1942,2.214974585967866e-07,2.3363431012057845e-07
1943,3.6871085740131093e-07,1.800005835495e-07
1944,1.8957798708640894e-07,1.3174063262511027e-07
1945,1.8299434145774285e-07,2.2438591429363441e-07
1946,1.9767968417738757e-07,2.129928891037025e-07
1947,1.9431019904203595e-07,2.6821960386058663e-07
1948,2.2504807373202595e-07,2.2939682864375754e-07
1949,1.904499542515481e-07,2.434617990543231e-07
1950,1.8505529486567696e-07,1.9888126279177243e-07
1951,2.2069101701660543e-07,2.2495557860935378e-07
1952,1.9929679773156295e-07,2.1089608226443346e-07
1953,1.9069674728200425e-07,2.0685749291260436e-07
1954,1.5831508726193988e-07,1.9740522327893473e-07
1955,2.0179057491631625e-07,1.8583503003100077e-07
1956,1.9186511490687508e-07,1.9709779497389945e-07
1957,1.881863063712963e-07,1.9525433292422179e-07
1958,1.960521744948096e-07,2.580940011154276e-07
1959,1.4881435161928636e-07,1.9919421956338113e-07
1960,1.5917916940111354e-07,1.8201791462946204e-07
1961,1.889899386986471e-07,2.098344153989018e-07
1962,1.5981729584169102e-07,2.270420460526168e-07
1963,2.0432728753405627e-07,1.9850783772312752e-07
1964,1.6974272115666267e-07,1.9407858586895088e-07
1965,1.62519693702734e-07,1.9808796603015821e-07
1966,1.6506442213071182e-07,1.8777463717256637e-07
1967,1.548125319050797e-07,2.2926061005179577e-07
1968,1.5854697665851347e-07,2.1693537877176539e-07
1969,1.4579043122742164e-07,1.7985360523109506e-07
1970,1.402611191636538e-07,1.9360632497189556e-07
1971,1.8857918993031575e-07,1.7059479173742176e-07
1972,1.5339139736170182e-07,1.4877425646986353e-07
1973,1.4609989551495062e-07,1.609855486695011e-07
1974,1.490776497803381e-07,1.631415768033051e-07
1975,1.4221585287188532e-07,1.6905981592429953e-07
1976,1.5769334626991593e-07,1.2969705298626621e-07
1977,1.5749774995299504e-07,1.240001005209379e-07
1978,1.568316092548372e-07,1.7524744722052787e-07
1979,1.4395854752713433e-07,1.755591969576642e-07
1980,1.5463609770449693e-07,1.7055452095071644e-07
1981,1.543434051676229e-07,1.688921713594027e-07
1982,1.502215525306383e-07,1.5146305276658723e-07
1983,1.5977750089657405e-07,1.660928168334408e-07
1984,1.6991094453633337e-07,1.519340158684379e-07
1985,1.7806051610946838e-07,1.726465228557572e-07
1986,1.438676440757014e-07,1.4626544952989207e-07
1987,1.56436912146507e-07,1.6438097888427095e-07
1988,1.1273521494103989e-07,1.7390006146200676e-07
1989,1.3884949623399478e-07,1.4104474321818827e-07
1990,1.5583141377284448e-07,1.547416894620568e-07
1991,1.4067516884708198e-07,1.746716602468723e-07
1992,1.4876848553058153e-07,1.39952586908354e-07
1993,1.63960535815022e-07,1.4900467704137554e-07
1994,1.4928042441075817e-07,2.1890944873481644e-07
1995,1.8544782154350514e-07,1.5020188620651354e-07
1996,1.6281181514088416e-07,1.4145944327026427e-07
1997,1.5535458630644428e-07,1.4049040375496702e-07
1998,1.6831496374436483e-07,1.4590475472253672e-07
1999,1.7092553053488224e-07,1.297937169408847e-07
2000,1.4756225619194652e-07,1.4888765631493328e-07
2001,1.607904662748183e-07,1.5027555866353737e-07
2002,1.7963008236421274e-07,1.7481073955050164e-07
2003,1.67927000138679e-07,1.5584292167858393e-07
2004,1.5945344902790204e-07,1.2025080256550247e-07
2005,1.760966141794995e-07,1.0673886552403644e-07
2006,1.651273822123045e-07,1.3341963478463725e-07
2007,1.861427371407931e-07,1.342145061755673e-07
2008,2.3501066559461492e-07,1.2729744303108248e-07
2009,2.2505869190503347e-07,1.4781396173724204e-07
2010,2.338277580449244e-07,1.1667768573531134e-07
2011,3.04388158123281e-07,1.2963265105803146e-07
2012,2.788082980043072e-07,1.0961693397426586e-07
2013,2.680349200923082e-07,1.1742216243781911e-07
2014,2.5790452418128496e-07,1.2278074390525973e-07
2015,2.4936472886594174e-07,1.3587607639031773e-07
2016,2.9930864009486413e-07,1.5224349914078061e-07
2017,1.906833381470907e-07,1.2125247172978248e-07
2018,2.413671404966067e-07,1.2984777852942386e-07
2019,2.803535457673867e-07,1.1734543592378799e-07
