year,nouveaux_ADJ acteurs_NOUN,nouveaux_ADJ facteurs_NOUN
1848,3.781254065415851e-08,2.413566457803995e-09
1849,2.9327951622803994e-08,3.3517659758786067e-09
1850,2.5119284430275002e-08,3.394498016007219e-09
1851,7.15887722435582e-08,6.449438760824933e-10
1852,4.6875927806055984e-08,6.510545436100301e-10
1853,3.1651239851271384e-08,2.388772735173461e-08
1854,4.7800114089113777e-08,2.0782657816909023e-09
1855,5.200798369742188e-08,5.306937111981824e-10
1856,3.2616291889553395e-08,4.659470143053568e-09
1857,3.0753508184488965e-08,9.763017949637742e-09
1858,7.144767266709096e-08,4.893676019968041e-10
1859,4.6338776371612767e-08,3.055304009791371e-09
1860,3.661747172145624e-08,1.373155145145688e-09
1861,2.357981898626349e-08,2.3108222890755314e-08
1862,6.505900529418795e-08,2.2589932147099034e-09
1863,5.4441368746438457e-08,7.491931519609807e-09
1864,4.650886253898534e-08,4.794728170054441e-09
1865,5.45993934508715e-08,7.0602665935837194e-09
1866,3.649209645573137e-08,7.298419202328432e-09
1867,4.076361648230886e-08,0.0
1868,3.2603168165223906e-08,5.9278488784286765e-09
1869,4.248661511496721e-08,2.441759683335931e-09
1870,3.039045992636602e-08,1.0321287824410774e-08
1871,4.354682658913589e-08,7.434824311758348e-09
1872,2.1770421909650395e-08,6.652073114565837e-09
1873,6.225444337815134e-08,4.190203295451056e-09
1874,2.1508592240593316e-08,3.5847653734322193e-09
1875,1.2587359599081083e-08,9.7265964171811e-09
1876,3.869449471949338e-08,1.269663130187837e-08
1877,5.00970109840182e-08,2.040989244278535e-08
1878,3.925407554561389e-08,6.6429977074733415e-09
1879,6.414791420272792e-08,1.7717043832021773e-08
1880,4.2357786611546544e-08,1.2193908105473383e-08
1881,1.4642266066289267e-08,1.1853263259808955e-08
1882,1.8635077481121698e-08,1.7304001787010748e-08
1883,3.6652167523243406e-08,2.211768546089843e-08
1884,2.5086448474098688e-08,1.9805090900604227e-08
1885,2.9649923405372647e-08,1.4824961702686323e-08
1886,3.743009102663564e-08,1.871504551331782e-08
1887,2.415702127223085e-08,2.154545164501087e-08
1888,1.5851536749877937e-08,1.5851536971922542e-08
1889,4.949458060066192e-08,6.891650361495749e-09
1890,2.8839300725280737e-08,1.8352281472289178e-08
1891,2.2947192590550003e-08,1.1473596295275001e-08
1892,2.9462007944403013e-08,2.0686091062316336e-08
1893,2.7097032229139728e-08,3.4487133149241345e-08
1894,2.2055386850183822e-08,1.8904618315218613e-08
1895,2.1065151400989635e-08,3.4306101071024386e-08
1896,2.7716035688740703e-08,4.48174191092221e-08
1897,1.4566784223291052e-08,3.554295346930303e-08
1898,2.772593887812036e-08,3.6779305156997566e-08
1899,2.4874102777516782e-08,4.145683796252797e-08
1900,3.4780056612504495e-08,3.89329001260208e-08
1901,2.1796081439706683e-08,3.353243371861936e-08
1902,1.1293652957267142e-08,5.057592389334786e-08
1903,1.296052865029651e-08,4.3201762167655033e-08
1904,2.042357571951925e-08,3.654745128756076e-08
1905,1.7546581076999246e-08,4.799505826103001e-08
1906,1.5432553013283723e-08,4.423998589686562e-08
1907,1.0799970695529737e-08,5.142843306771283e-08
1908,1.3751889405000384e-08,3.58531409005991e-08
1909,1.3752458727367411e-08,5.170924666231258e-08
1910,1.5498036631811374e-08,3.473697773870299e-08
1911,1.755723388896513e-08,3.8838731342139e-08
1912,1.1981668990301841e-08,6.980624200902952e-08
1913,2.598464909908671e-08,5.780258760523793e-08
1914,1.6072185360371805e-08,5.2234600644851525e-08
1915,1.4136913861761968e-08,8.599955947374838e-08
1916,6.592477230782379e-09,7.251725264723063e-08
1917,2.9609346974268647e-08,9.540789425166452e-08
1918,1.2635013924011673e-08,4.135095377222342e-08
1919,2.8544329566670967e-08,5.064316610514652e-08
1920,1.9687803387569147e-08,6.96645305886534e-08
1921,2.120369302360814e-08,5.300923039408545e-08
1922,1.1066902949607993e-08,7.156597447988133e-08
1923,2.5478275045287546e-08,4.0340603302269074e-08
1924,6.445812328337297e-09,5.543398629015428e-08
1925,2.74954441437103e-08,3.959344141435395e-08
1926,1.3375366592072169e-08,5.0157622499824583e-08
1927,1.3379070296082318e-08,3.6792442870137165e-08
1928,6.8556245125250825e-09,6.627103932288492e-08
1929,2.4508894469477127e-08,8.132496676083178e-08
1930,2.3107928015519974e-08,6.932378227020308e-08
1931,2.9653927313688655e-08,6.615106862284392e-08
1932,2.6302888755935783e-08,7.123698475552942e-08
1933,2.1794258397989097e-08,4.702971678760548e-08
1934,1.9170528275935794e-08,5.511526879331541e-08
1935,8.377798899061872e-09,7.300653415143188e-08
1936,1.576212937948185e-08,8.00231134689966e-08
1937,2.5182236296217297e-09,1.0702450481403503e-07
1938,3.8895642262559704e-09,7.779128574636474e-08
1939,1.3764645423464117e-08,8.564668263488784e-08
1940,7.607348528892999e-09,5.3251442144741645e-08
1941,1.1806010391524069e-08,6.198155233505531e-08
1942,9.102635090130207e-09,7.888950648293758e-08
1943,1.4516175816936538e-08,1.3064558856967778e-07
1944,6.4263723231761105e-09,7.711646787811333e-08
1945,1.9606536838523425e-08,5.446259976338297e-08
1946,1.6705325123211878e-08,9.048717863890943e-08
1947,2.5033829231801974e-08,1.2159288420576786e-07
1948,2.174377611297018e-08,9.349823759663423e-08
1949,1.1780409969741612e-07,1.2762111056829895e-07
1950,3.084254984742074e-08,8.93370342147648e-08
1951,1.5992101864981123e-08,1.0448174014854317e-07
1952,1.370824520563474e-08,1.2442868069229007e-07
1953,2.693456835345387e-08,1.3575022705936135e-07
1954,3.127211556375187e-08,1.065206438610744e-07
1955,1.9709776921672528e-08,1.3984555868873372e-07
1956,1.3953826538681824e-08,1.290728919300932e-07
1957,2.5621609722747962e-08,1.4312761464907453e-07
1958,1.4890038535497752e-08,1.232564295072791e-07
1959,1.9376869886400527e-08,1.340879309807974e-07
1960,3.5988332314218496e-08,1.065808321598638e-07
1961,2.709782087606527e-08,1.0213793810720517e-07
1962,3.2343976386073336e-08,1.052764780351545e-07
1963,2.7804029301137234e-08,1.1962198787074385e-07
1964,3.04198408684897e-08,1.2411295768899322e-07
1965,3.83043037288644e-08,1.1108248298974388e-07
1966,4.265087483190655e-08,1.3016825051170855e-07
1967,3.3526280418527676e-08,1.1191861659654023e-07
1968,3.368562004335551e-08,1.284544896007489e-07
1969,2.4525492747784483e-08,1.167231724052975e-07
1970,3.4030566808951335e-08,1.3474264407009606e-07
1971,3.596878173084406e-08,1.1150322276609614e-07
1972,4.514529194921124e-08,1.5031329780867964e-07
1973,5.458071683506205e-08,1.4830518640929213e-07
1974,4.444201451292429e-08,1.828310776108566e-07
1975,6.111283523679845e-08,1.7819818154407585e-07
1976,9.198778405661301e-08,1.1027106849859081e-07
1977,8.462565653788445e-08,1.2635081070300203e-07
1978,1.0336628974982887e-07,1.1227717622297462e-07
1979,8.95351917051812e-08,1.1469867766678021e-07
1980,1.0403825712046455e-07,1.2450479947023751e-07
1981,1.2398076876252162e-07,9.678090862053068e-08
1982,1.322197968889327e-07,1.222877938911182e-07
1983,1.736711894295695e-07,1.244117295851055e-07
1984,2.1050400889066623e-07,1.13660570066898e-07
1985,2.887467861478754e-07,1.0527226246281884e-07
1986,2.4937060688623447e-07,1.0969908292857156e-07
1987,2.5787647173203254e-07,8.432927389723233e-08
1988,2.494566331279202e-07,1.0254107252194444e-07
1989,2.9416334768050945e-07,1.0592075483373264e-07
1990,3.443547416104309e-07,1.0951788453894551e-07
1991,4.0619953978193735e-07,1.0843710640529025e-07
1992,4.4520347941556793e-07,9.972999187590759e-08
1993,5.450579898536034e-07,1.1244591391346148e-07
1994,5.797144231323159e-07,1.0549852891283962e-07
1995,7.17932477023453e-07,1.1224473028814685e-07
1996,8.103224118372054e-07,1.1209993955318964e-07
1997,9.052761056338454e-07,1.0021329288623093e-07
1998,9.917708680973192e-07,1.0775972081322749e-07
1999,1.0671419503616164e-06,9.003296241871794e-08
2000,1.0210070815475092e-06,1.241466842660799e-07
2001,1.2057094451733974e-06,1.6122860058143118e-07
2002,1.1526993262123142e-06,1.4896153643917387e-07
2003,1.2463266561013597e-06,1.5042592416136813e-07
2004,1.1426028940775268e-06,1.4712002505135047e-07
2005,1.2628513719192824e-06,1.616846039276254e-07
2006,1.30001787468359e-06,1.276545891215619e-07
2007,1.2143217205107248e-06,1.2582610309230802e-07
2008,1.4262422425304067e-06,1.3794104702924415e-07
2009,1.282166930849371e-06,1.3303257695440607e-07
2010,1.2022052828797314e-06,1.0723009902235958e-07
2011,9.827608042911606e-07,7.112587840918394e-08
2012,8.799993178598697e-07,8.476589208328278e-08
2013,8.718804602736441e-07,7.168051674444342e-08
2014,6.812490527252635e-07,6.149864228977009e-08
2015,6.968913153215794e-07,5.807427583270908e-08
2016,6.361085307382552e-07,5.344057441014627e-08
2017,7.297788213733725e-07,6.741838132207079e-08
2018,7.868310500924736e-07,5.575968070603565e-08
2019,6.39787729461716e-07,4.6172877743444474e-08
