year,nos_DET acteurs_NOUN,nos_DET facteurs_NOUN
1885,8.185957023343349e-08,1.5469525438405185e-08
1886,7.292413961579314e-08,4.5174246565693466e-09
1887,1.1229750196406485e-07,1.2404957061562527e-08
1888,7.79895585889534e-08,1.2047167707862627e-08
1889,7.643466837237156e-08,1.0024218788373673e-08
1890,4.915789786341662e-08,1.5730527991308918e-08
1891,4.84440718651058e-08,1.4023284311548423e-08
1892,5.5162908463302074e-08,2.131294141172191e-08
1893,5.604159009076071e-08,3.079208354961338e-08
1894,5.4823392048319874e-08,1.8904617871129403e-09
1895,8.967735443121683e-08,1.083350631425617e-08
1896,5.6611477283752265e-08,1.8280789770841466e-08
1897,4.2535008182298384e-08,1.748014144542509e-08
1898,4.6964346189781736e-08,1.7540900287826844e-08
1899,4.311511148102909e-08,2.65323762960179e-08
1900,5.762068844283874e-08,1.5054054558483188e-08
1901,8.159558806397627e-08,6.706486921359556e-09
1902,4.517461116293475e-08,1.276673833316977e-08
1903,5.778235800946163e-08,3.7801541896698154e-09
1904,4.622177751656409e-08,7.524475265086039e-09
1905,5.3155817081318446e-08,9.289366442732927e-09
1906,5.349951814892506e-08,2.1091156710006942e-08
1907,5.142843484406967e-08,2.3657079850636364e-08
1908,5.304300310093879e-08,7.367083831866239e-09
1909,5.280944170849011e-08,1.320236009405562e-08
1910,5.878565723094198e-08,1.068830179917768e-08
1911,5.426781690687221e-08,1.808927285740225e-08
1912,5.001044439678637e-08,7.814131730565776e-09
1913,4.083301963220265e-08,5.302989825040072e-09
1914,5.0225579528717645e-08,1.1384464038144415e-08
1915,1.8849219074468238e-08,1.0602685840410686e-08
1916,3.296238548777808e-08,1.6481192854911342e-08
1917,2.9609346086090227e-08,2.851270441972531e-08
1918,5.2837331843136326e-08,1.9526840588923733e-08
1919,7.182121919413476e-08,2.6702760891339494e-08
1920,6.209230107856456e-08,1.0601124866838063e-08
1921,4.770830841493989e-08,1.4388220004324381e-08
1922,6.566362920068514e-08,1.2542490601674672e-08
1923,8.068120793680578e-08,2.3355086309351236e-08
1924,5.4144823624646676e-08,7.734974438733389e-09
1925,7.368779364469447e-08,2.3096174528447477e-08
1926,3.901148426521672e-08,3.343841648018042e-09
1927,4.9056590900597996e-08,1.5608915049369898e-08
1928,3.7705935707066374e-08,3.085031030636287e-08
1929,6.461435697602269e-08,1.5596568481157647e-08
1930,5.98705409693423e-08,1.3654684494213143e-08
1931,3.649714219733369e-08,5.7026783295555106e-09
1932,4.1646239012926856e-08,1.6439305028370654e-08
1933,4.588264701510525e-08,1.1470662641954732e-08
1934,8.866369505255989e-08,2.036868629318178e-08
1935,4.787313656606784e-08,2.992071124197082e-08
1936,2.7886842612900864e-08,3.6374143697059935e-09
1937,3.399601933296026e-08,1.2591118370153254e-08
1938,5.186085871855539e-08,1.555825723809079e-08
1939,3.6705722905594484e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,2.2822046474857416e-08
1941,1.7709016475464523e-08,0.0
1942,6.675265984412704e-08,6.068423541449874e-09
1943,4.064529424141483e-08,3.4838822049465534e-08
1944,2.2492303131116387e-08,2.8918675454292497e-08
1945,6.31766177150439e-08,1.3071024262956144e-08
1946,5.707652750430725e-08,4.733175273941015e-08
1947,5.1259744893172865e-08,2.264965548448572e-08
1948,4.022598587560822e-08,2.6092530802657166e-08
1949,4.1231433822730423e-08,1.6688914139528777e-08
1950,7.657460265875216e-08,1.914365110877725e-08
1951,6.503455018957993e-08,1.4925962688039363e-08
1952,3.690681271706353e-08,9.490323193972472e-09
1953,4.201792735969434e-08,1.0773827385790469e-08
1954,6.84077521295734e-08,2.5408593895548393e-08
1955,6.10064510020436e-08,1.595553333899602e-08
1956,7.849027561235289e-08,3.488456634670456e-09
1957,5.5660738795815234e-08,7.068030161150318e-09
1958,5.790570362096403e-08,9.099467845885556e-09
1959,8.835852627342433e-08,1.7826720100089233e-08
1960,4.983000145841743e-08,9.689166913240399e-09
1961,6.392306695079952e-08,5.55852741612739e-09
1962,3.5514954643822705e-08,8.8787386332001e-09
1963,5.043521644765292e-08,4.526237384894216e-09
1964,5.779769857161554e-08,1.034274621503073e-08
1965,3.99459176847472e-08,2.4076990401411535e-08
1966,6.259154305965353e-08,1.1078149508847446e-08
1967,1.0304401154570542e-07,1.0353704948951048e-08
1968,1.0105685344097282e-07,9.881114482190867e-09
1969,5.223021326550281e-08,1.3625273131978588e-08
1970,5.150571871781473e-08,1.1036940472664014e-08
1971,6.679916864094082e-08,8.221436087474387e-09
1972,6.412683406509245e-08,2.0007572043567734e-08
1973,5.7337317782568675e-08,1.2680368866035963e-08
1974,4.6129686515072876e-08,1.7439271360331077e-08
1975,2.5701661687804744e-08,7.996072248772634e-09
1976,3.82806297771765e-08,1.7140580510499603e-08
1977,4.348818682942124e-08,1.704266772151186e-08
1978,3.9801961282392995e-08,1.4851478380428773e-08
1979,3.803782822053847e-08,9.363157360553487e-09
1980,5.798853797145398e-08,1.6486937204351904e-08
1981,4.617651083727026e-08,8.223214220670627e-09
1982,3.538276371894966e-08,4.345251713999687e-09
1983,2.9050454042334195e-08,9.47297440490047e-09
1984,5.567048222410165e-08,8.698512410365566e-09
1985,4.150734922436783e-08,1.0226449020933615e-08
1986,3.956360267176606e-08,1.558566170567488e-08
1987,4.3997882892554685e-08,9.166225556356267e-09
1988,4.497415395654514e-08,1.1993107784658008e-08
1989,3.8965667803481097e-08,1.0976243913773942e-08
1990,7.028760068417128e-08,9.262706268664544e-09
1991,4.8064015878424016e-08,1.0550637086215175e-08
1992,4.5732535758347126e-08,8.264916362410446e-09
1993,6.979401467877011e-08,1.7171543575944526e-08
1994,6.699156757106195e-08,1.1604838812129259e-08
1995,7.266083956736225e-08,1.3556126887692699e-08
1996,4.91104494848571e-08,9.074756945892659e-09
1997,5.4182307196448676e-08,6.233362714880286e-09
1998,3.90986593101772e-08,6.6753810257225155e-09
1999,5.3471353483880435e-08,7.312321970154301e-09
2000,5.831801530575831e-08,7.95245691520563e-09
2001,4.819332910521723e-08,4.381211921034023e-09
2002,4.99459269498459e-08,7.886198361006791e-09
2003,5.7503535988434606e-08,9.167230530238157e-09
2004,6.695282711577377e-08,9.250061883125937e-09
2005,7.746449348644546e-08,5.404499514582994e-09
2006,6.876876168515622e-08,9.059357874985352e-09
2007,6.191443180370015e-08,4.7933754743212376e-09
2008,6.684180187122024e-08,5.108927503272298e-09
2009,4.9112383493365996e-08,6.675469732542183e-09
2010,2.3713440366890381e-07,2.8342757585342326e-09
2011,3.441574913942702e-08,9.177532511728259e-09
2012,4.323400976113945e-08,7.489355802192676e-09
2013,5.355120213934583e-08,4.183687507541833e-09
2014,4.0926912664440707e-08,5.630157590141849e-09
2015,4.72130554651784e-08,1.0417904761084174e-08
2016,5.820465664996277e-08,9.942431988818612e-09
2017,4.075290505056728e-08,6.792150397672003e-09
2018,4.2336053884817204e-08,8.776986804015507e-09
2019,4.9234062160508074e-08,5.357074450706989e-09
