year,ses_DET arts_NOUN,ses_DET phares_NOUN
1853,2.7650044498450654e-07,2.388772735173461e-09
1854,3.631769311951416e-07,2.5978321716024766e-09
1855,3.3592910853030844e-07,3.1841622671890946e-09
1856,2.826745193473812e-07,1.0354378243704332e-08
1857,3.085113617906643e-07,9.274867152075927e-09
1858,3.7289811677387874e-07,0.0
1859,4.939408295712155e-07,1.6804172275897145e-08
1860,3.808217101664013e-07,1.876645328025006e-08
1861,3.320038433063388e-07,5.659156698811785e-09
1862,3.524029354995406e-07,6.776979422085105e-09
1863,3.3913476499281003e-07,1.4983863039219614e-09
1864,3.078215256024919e-07,1.1986819536957682e-08
1865,2.8664682727441715e-07,6.118897832863013e-09
1866,2.4036128087878694e-07,2.432806400776144e-09
1867,3.4746130594953684e-07,3.396968040192405e-09
1868,3.0429623620875645e-07,5.433861360870651e-09
1869,2.934994881576003e-07,6.348574999037737e-09
1870,2.4599069670117046e-07,5.734048791339319e-10
1871,2.48535537705763e-07,4.248470908407853e-09
1872,2.5277879345253496e-07,8.4662747923403e-09
1873,2.2806677124620478e-07,4.788803575905831e-09
1874,2.330097538805198e-07,1.1949218281515073e-09
1875,2.437370534291716e-07,2.8607636259891933e-09
1876,2.4788661101560194e-07,1.0278225381910033e-08
1877,2.8944940022590515e-07,7.421779191219002e-09
1878,2.584729816290654e-07,7.850815109122777e-09
1879,1.9610934343106123e-07,8.55305515301552e-09
1880,2.149978506338357e-07,5.134277003548959e-09
1881,2.440377678825101e-07,6.2752567586699115e-09
1882,2.5423569893767706e-07,8.652000893505374e-09
1883,1.718860143662404e-07,1.0742875922176154e-08
1884,2.2049667602885847e-07,1.1222884843675729e-08
1885,1.553398247255977e-07,9.668453648803421e-09
1886,1.9424926323008407e-07,9.034849313138693e-09
1887,1.932561749518058e-07,1.1752064210668323e-08
1888,1.5724724566901216e-07,4.438430289965822e-09
1889,2.1489419732567683e-07,2.5060546970934183e-09
1890,2.3464704074216414e-07,7.209825181320184e-09
1891,2.0907441844464358e-07,1.2748440525456317e-08
1892,1.6360817300942188e-07,1.8805537127519756e-09
1893,1.5457625601733582e-07,4.310891643655168e-09
1894,2.0038895121032851e-07,8.192000855444803e-09
1895,1.5648398021816945e-07,1.023164486468886e-08
1896,1.4447721485844056e-07,8.845543852942228e-09
1897,1.5965194832823215e-07,8.157399200570126e-09
1898,1.7597483858988738e-07,1.1882545614128048e-08
1899,1.232649911031558e-07,1.2160672469008205e-08
1900,1.894734381613361e-07,1.661137005726232e-08
1901,1.0562716279416406e-07,3.353243460679778e-09
1902,1.0508007691756305e-07,1.1784681508419936e-08
1903,1.0368422964646129e-07,1.4040573148577096e-08
1904,1.4027771744196116e-07,1.1824175416563776e-08
1905,1.496620174457064e-07,1.3417973399043603e-08
1906,1.4609483400818135e-07,1.080278771992127e-08
1907,1.8102808052589126e-07,8.742833568220476e-09
1908,1.6698723181995945e-07,1.0313916831705683e-08
1909,1.2157174356097755e-07,2.365422852035337e-08
1910,1.5284271537296945e-07,1.0153886509378651e-08
1911,1.6280344317110007e-07,1.649316061502759e-08
1912,1.2398422455373037e-07,1.4586379215586476e-08
1913,1.3575654023156858e-07,4.030272138244584e-08
1914,1.627308711116271e-07,5.0225578640539226e-08
1915,2.3325908626858904e-07,1.1780762143587253e-08
1916,2.0216930041172532e-07,4.2851102222130066e-08
1917,2.2152176981649063e-07,1.754627876326964e-08
1918,2.4351118277365913e-07,4.3648228142956214e-08
1919,1.942855962222545e-07,1.2890987832747669e-08
1920,1.4614407461976953e-07,3.558949046578164e-08
1921,1.537267735329806e-07,2.801916526573578e-08
1922,1.3722959479878227e-07,3.0249535931670124e-08
1923,1.6454720030978365e-07,3.927900849021171e-08
1924,1.0571131836556447e-07,6.316896161706609e-08
1925,1.4957522265213186e-07,5.389107116116065e-08
1926,1.4044134355462035e-07,4.346993875969929e-08
1927,1.382503952429559e-07,4.1252132376712325e-08
1928,1.576793642321661e-07,6.627103976697413e-08
1929,1.0806194472579023e-07,6.350031300783598e-08
1930,1.008345975606062e-07,7.457558182100144e-08
1931,1.2203731891702319e-07,6.843213729013087e-08
1932,1.3261039999434843e-07,6.9045077322194e-08
1933,1.2044195640825706e-07,6.767690918785263e-08
1934,1.2460843379358266e-07,7.308764082836205e-08
1935,1.5080037396586476e-07,9.813993262497434e-08
1936,1.0063513089519915e-07,7.153581238483753e-08
1937,1.422796291894457e-07,1.3598407000436907e-07
1938,1.2316953035274025e-07,1.5298952860121062e-07
1939,9.788192478765723e-08,8.564667997035258e-08
1940,1.166460117385526e-07,5.325144059042941e-08
1941,9.444808402037097e-08,2.6563522936839945e-08
1942,1.365395263519531e-07,6.068423519245414e-08
1943,1.7129087859224512e-07,7.5484117623148e-08
1944,8.675602636287749e-08,5.1410976809052045e-08
1945,9.367567610496508e-08,5.2284096163646154e-08
1946,1.1136883681928111e-07,1.1415305589679292e-07
1947,1.5139505671335485e-07,7.510148947176276e-08
1948,1.1632919760806715e-07,6.305695166020087e-08
1949,9.718837867822572e-08,6.77373579449636e-08
1950,9.997240102421756e-08,6.912984673590472e-08
1951,1.0661401483869071e-07,5.117472801074996e-08
1952,1.0861148047602853e-07,8.857635469539105e-08
1953,7.002987900683877e-08,8.72680021579697e-08
1954,1.1727043625064937e-07,8.306655985279576e-08
1955,9.385608157330694e-08,1.417226727085108e-07
1956,1.1599118576732792e-07,1.0988638177167331e-07
1957,9.011738344444353e-08,9.895242536472892e-08
1958,8.8513003926316e-08,1.3318312008792077e-07
1959,9.068375017573516e-08,1.061852437089783e-07
1960,9.689166952098205e-08,1.1488583062657653e-07
1961,1.1256018117578037e-07,1.1533944110908578e-07
1962,9.32267576470025e-08,1.0654486493066884e-07
1963,8.729171874222175e-08,1.0668987782125328e-07
1964,1.0342746348257492e-07,8.51755568298529e-08
1965,1.0232721209257889e-07,8.208065205295156e-08
1966,8.253221250864584e-08,9.804162104387615e-08
1967,1.1389075182943742e-07,1.0649525084005518e-07
1968,1.1767509688898059e-07,8.84808946111093e-08
1969,9.310603688028607e-08,7.766405640818874e-08
1970,9.9792333729809e-08,9.565347891538067e-08
1971,1.2948761385356278e-07,9.660187405557963e-08
1972,1.0824610097159848e-07,7.438713112151163e-08
1973,7.001768648207118e-08,7.001768653758234e-08
1974,8.550868596524097e-08,7.594522100085044e-08
1975,6.453972556386134e-08,5.140332337560949e-08
1976,7.541855784332085e-08,6.342014868820911e-08
1977,7.345977626194156e-08,7.757352049608812e-08
1978,8.673263318659252e-08,7.009898006504756e-08
1979,7.666084822499641e-08,6.203091729162225e-08
1980,6.310517353114165e-08,8.243468574420376e-08
1981,7.970192106299123e-08,6.578571554172186e-08
1982,9.373328524464597e-08,7.014477865219249e-08
1983,7.515226174703571e-08,7.641532118185523e-08
1984,8.06062170899402e-08,8.060622125327654e-08
1985,8.542092089225406e-08,8.121003114425207e-08
1986,8.871838264035148e-08,8.991728384089015e-08
1987,7.455196215921944e-08,9.227333208627897e-08
1988,6.896036780501547e-08,7.975416571603944e-08
1989,7.738252483235897e-08,8.232183468237508e-08
1990,9.09924736114398e-08,6.865300417047138e-08
1991,6.564841292799883e-08,6.623455783838494e-08
1992,8.760811326391504e-08,7.05272844570004e-08
1993,8.142634710939234e-08,6.093128135375991e-08
1994,8.545381180447009e-08,6.910153849126743e-08
1995,8.025226971852817e-08,6.127369545083639e-08
1996,8.594328759770065e-08,6.725995849166111e-08
1997,7.815677949274402e-08,7.67183130356841e-08
1998,6.770743710138305e-08,8.725676337029142e-08
1999,8.363467784988643e-08,5.529943303272944e-08
2000,1.073581634702947e-07,5.3899984031602344e-08
2001,8.762423475694447e-08,5.6517632129882145e-08
2002,7.798574308548467e-08,6.089897786054621e-08
2003,9.583922927491884e-08,7.000430590764495e-08
2004,7.708385030280596e-08,8.148863672730045e-08
2005,8.016674468702689e-08,6.710586619718129e-08
2006,9.265252165491233e-08,1.0047651421984938e-07
2007,1.0585370890936474e-07,1.2302996887925133e-07
2008,8.302007631355579e-08,1.2644596036892608e-07
2009,1.0251614246392649e-07,1.6116490897388758e-07
2010,7.983210137396668e-08,2.550848261506644e-07
2011,6.424272736005321e-08,2.9291624947802575e-07
2012,7.829781029089489e-08,3.85020967996752e-07
2013,6.303422850351126e-08,4.0051836336374436e-07
2014,6.994387691250381e-08,4.151158456977555e-07
2015,8.467318257654455e-08,3.482239918639607e-07
2016,1.1744498351617949e-07,3.879619789870503e-07
2017,6.766994486984146e-08,4.042587491426275e-07
2018,8.338137724717143e-08,3.807663304655762e-07
2019,6.428489429666229e-08,3.221897415528474e-07
