year,seules_ADJ fois_NOUN
1910,1.336037680488289e-08
1911,7.980561100850991e-09
1912,6.251305251225858e-09
1913,6.363587878865928e-09
1914,1.5402511266415786e-08
1915,4.712304768617059e-09
1916,3.2962386153911893e-09
1917,9.869782324756216e-09
1918,1.8378202071289707e-08
1919,1.1970202606903513e-08
1920,9.843901693784574e-09
1921,1.6660044011018726e-08
1922,2.87739485571592e-08
1923,1.8047112249064412e-08
1924,3.867487219366694e-09
1925,4.399271169575059e-09
1926,2.229227691330493e-09
1927,2.4528294062520217e-08
1928,1.4853853258500749e-08
1929,1.1140405931087116e-08
1930,2.10072066408884e-08
1931,1.4826963656844327e-08
1932,1.3151444377967891e-08
1933,1.261772819560747e-08
1934,1.4377896206951846e-08
1935,9.574627313213568e-09
1936,8.487299751891442e-09
1937,1.0072894518486919e-08
1938,2.074434313215079e-08
1939,1.070583532936098e-08
1940,2.5357829169792012e-09
1941,1.4757512545315876e-08
1942,3.034211815133858e-08
1943,2.6129116648121453e-08
1944,6.4263723231761105e-09
1945,4.357008087652048e-09
1946,5.568441707737293e-09
1947,1.907339353124371e-08
1948,9.784699273041042e-09
1949,7.853606653895895e-09
1950,1.2762433776458693e-08
1951,9.595261474260042e-09
1952,1.370824520563474e-08
1953,1.939288907237824e-08
1954,1.2704297169818801e-08
1955,1.783265446420046e-08
1956,1.3081712602058815e-08
1957,1.1485549400447326e-08
1958,2.2335056470978998e-08
1959,1.0851047171911432e-08
1960,1.7994166157109248e-08
1961,1.389631876236308e-08
1962,3.107558654846798e-08
1963,1.6165133231993423e-08
1964,1.034274621503073e-08
1965,1.5321720781003023e-08
1966,1.1078149952936656e-08
1967,1.4791006641701188e-08
1968,1.4372530721118437e-08
1969,9.083515273289322e-09
1970,1.3336302728816918e-08
1971,1.3873672877195986e-08
1972,1.3851396474251487e-08
1973,1.3783009400469837e-08
1974,1.406392957647995e-08
1975,1.9419033492340532e-08
1976,2.171140245366132e-08
1977,1.9393379346865913e-08
1978,2.0198010375338527e-08
1979,1.404473604083023e-08
1980,2.1035058139773355e-08
1981,2.4669642328944974e-08
1982,3.041676066573018e-08
1983,1.9577479193344516e-08
1984,1.9136727757995686e-08
1985,2.3460676956688076e-08
1986,2.1580147446798037e-08
1987,2.688759437319277e-08
1988,1.679035044332977e-08
1989,2.1952487827547884e-08
1990,1.7435683119515488e-08
1991,2.6962739596569918e-08
1992,2.259077191979486e-08
1993,3.212740296021366e-08
1994,1.7407257857371405e-08
1995,2.9281235214284607e-08
1996,2.989331449043675e-08
1997,2.6851409984374186e-08
1998,3.146965354972053e-08
1999,2.0108885223635298e-08
2000,2.783359853708589e-08
2001,3.9430904763548824e-08
2002,2.4534839937473407e-08
2003,3.083523125724241e-08
2004,3.4357370282123156e-08
2005,3.422849559342467e-08
2006,2.7178073125355695e-08
2007,4.0344243501522215e-08
2008,4.0871420026178384e-08
2009,6.341696234812844e-08
2010,6.188168555354423e-08
2011,7.227306753065932e-08
2012,9.123397148869117e-08
2013,1.0375545400620467e-07
2014,9.354722863008647e-08
2015,1.066172785613162e-07
2016,1.0791681859245728e-07
2017,1.4288671934536978e-07
2018,1.528228352754013e-07
2019,1.4081452093250846e-07
