year,deux_DET oies_NOUN,deux_DET fois_NOUN
1912,2.9693701220079305e-08,2.6566484734757978e-05
1913,1.8560464554173706e-08,2.7141231839777902e-05
1914,3.683208982252495e-08,2.7535671392797667e-05
1915,2.4739600035239562e-08,2.7152299708177452e-05
1916,1.8678685265172135e-08,2.8983826041439897e-05
1917,3.728584163642523e-08,2.795341538330831e-05
1918,1.722956533001252e-08,2.8225473101883836e-05
1919,1.0128633542993981e-08,2.5997438569902442e-05
1920,8.329454903588385e-09,2.458930725879327e-05
1921,8.330022005509363e-09,2.6553081170277437e-05
1922,1.7707045385506603e-08,2.630086498811579e-05
1923,1.0615948120573648e-08,2.76959461871229e-05
1924,2.1915761205804074e-08,2.607975636692572e-05
1925,2.3096173862313663e-08,2.5999691843026085e-05
1926,3.343841470382358e-08,2.5112249545600207e-05
1927,2.2298449531277242e-08,2.5263029101552092e-05
1928,2.5137290915466792e-08,2.51932783612574e-05
1929,1.1140406153131721e-08,2.481971080214862e-05
1930,1.575540586884472e-08,2.500172683994606e-05
1931,9.124285327288817e-09,2.403222788416315e-05
1932,1.5343351700281005e-08,2.5040350010385737e-05
1933,1.7205993074753678e-08,2.5566959152456548e-05
1934,2.3963160344919743e-08,2.5856249408207077e-05
1935,2.752705441366743e-08,2.5092703708651243e-05
1936,1.333718646634452e-08,2.5350352984787605e-05
1937,2.0145789370040745e-08,2.5256523144889798e-05
1938,6.4826072287971215e-09,2.4525000299036037e-05
1939,1.5294050470515685e-08,2.4524010768800508e-05
1940,2.0286263113789005e-08,2.5829484684436466e-05
1941,2.6563524713196784e-08,2.6560571541267564e-05
1942,2.1239482617119165e-08,3.064857355639106e-05
1943,2.0322646676618206e-08,2.512459820991353e-05
1944,1.927911696952833e-08,2.8089674287912203e-05
1945,1.089252066321933e-08,2.5457997821831668e-05
1946,1.1136883415474585e-08,2.53503303611069e-05
1947,3.5762612871081956e-09,2.5906437372213986e-05
1948,5.435944139264848e-09,2.643717039063631e-05
1949,1.079870937115146e-08,2.5690128609312524e-05
1950,1.4889506294579746e-08,2.6000268690040684e-05
1951,1.4925962910083967e-08,2.5682251248326793e-05
1952,8.43584291310151e-09,2.508081615815172e-05
1953,1.4005975490505307e-08,2.4835827503011387e-05
1954,1.9545072449389522e-08,2.5220961447303125e-05
1955,2.9095383879962355e-08,2.45170852508636e-05
1956,1.2209597999301991e-08,2.6100632453562866e-05
1957,1.7670074847764283e-08,2.5138333398899704e-05
1958,1.9026159758794847e-08,2.4870500624274428e-05
1959,1.860179499324488e-08,2.4417956751676684e-05
1960,2.2838750723952472e-08,2.4504593966412358e-05
1961,1.5980766210343944e-08,2.475768167187198e-05
1962,1.3318108227355907e-08,2.3728430392111477e-05
1963,1.9398159301076134e-08,2.4303307668560592e-05
1964,1.64267148772268e-08,2.4311536776622233e-05
1965,1.8604947471523303e-08,2.3493670767038566e-05
1966,1.9386760863326913e-08,2.4319861040567048e-05
1967,1.0353704338328384e-08,2.382831212344172e-05
1968,1.706738025908372e-08,2.4021888066272368e-05
1969,3.451735930415367e-08,2.3462266426577116e-05
1970,1.1036939917552502e-08,2.2129065371245815e-05
1971,1.592903242642052e-08,2.2697843405694584e-05
1972,1.6929484925043425e-08,2.3233921240262134e-05
1973,1.6539610570021068e-08,2.2101882848346577e-05
1974,2.137717214356627e-08,2.2122560608295316e-05
1975,1.599214494163448e-08,2.2538642326708214e-05
1976,2.1140049488721502e-08,2.155085138610957e-05
1977,2.4094805706198485e-08,2.179052012252214e-05
1978,2.198018778098998e-08,2.270969332585082e-05
1979,1.755592016206009e-08,2.2806895003668615e-05
1980,1.5349906457018392e-08,2.2396650820155628e-05
1981,1.644642921849737e-08,2.3012982239833946e-05
1982,1.738100685599875e-08,2.3160190551152482e-05
1983,8.841442022955448e-09,2.2474315699128056e-05
1984,1.1018116474748041e-08,2.271007718945839e-05
1985,1.0828004493035337e-08,2.2441640567194554e-05
1986,1.9781802029772422e-08,2.2737681888429506e-05
1987,1.1610552075325131e-08,2.3189938190171233e-05
1988,1.2592763276586538e-08,2.2970398276811466e-05
1989,5.488122178931576e-09,2.273454606438463e-05
1990,2.0160008995517842e-08,2.2041426916530327e-05
1991,1.6412102732399347e-08,2.2552572772838175e-05
1992,1.4325855057784054e-08,2.251363213190416e-05
1993,2.437251223064152e-08,2.2638741199898504e-05
1994,1.582477948680605e-08,2.1648825565989682e-05
1995,1.3013882305124014e-08,2.1850850600912963e-05
1996,1.3345230476247139e-08,2.1648632753112906e-05
1997,8.630809844589749e-09,2.1207819145274698e-05
1998,1.4304387785379902e-08,2.2009684016666142e-05
1999,1.7823783837744855e-08,2.1737704742008646e-05
2000,8.836062770356534e-09,2.1246754613457597e-05
2001,1.0076786682855499e-08,2.1076258065022557e-05
2002,1.3143664601145133e-08,2.14513372611691e-05
2003,2.0001230061073016e-08,2.145256974017684e-05
2004,1.673820693159911e-08,2.224816017815101e-05
2005,1.666387328125296e-08,2.1775629193143686e-05
2006,1.0706514064207084e-08,2.2347376727793744e-05
2007,1.5179021789490932e-08,2.3212719440834917e-05
2008,1.362380658287421e-08,2.336568110195003e-05
2009,1.668867311011013e-08,2.3227772771861055e-05
2010,1.7478034408657805e-08,2.5254342290281784e-05
2011,2.5620612964516454e-08,2.663664076862915e-05
2012,2.7574446503919603e-08,2.9463125997608586e-05
2013,2.5102124379117186e-08,2.8844573193964607e-05
2014,2.252062950014455e-08,3.0221385827644554e-05
2015,1.662431570181866e-08,2.9898498041802668e-05
2016,2.1334802369210593e-08,2.9847182418052398e-05
2017,2.037645163710522e-08,2.817031963786576e-05
2018,2.297505452553139e-08,2.9633946951435064e-05
2019,2.1683395745597522e-08,2.9171564847274567e-05
