year,tes_DET airs_NOUN,tes_DET fers_NOUN
1838,1.1361891871786156e-08,4.607878212326e-08
1839,1.11863602825224e-08,2.307186797168015e-08
1840,1.1465439264668476e-08,4.2039946634986336e-08
1841,1.4767262079828924e-08,4.3017676532031146e-08
1842,1.6770663080478698e-08,3.6224633070958134e-08
1843,9.451057714215949e-09,2.2446262848418996e-08
1844,1.2623690537338916e-08,3.0187088384536764e-08
1845,1.0602432709561072e-08,2.17628883802945e-08
1846,1.4636253320432502e-08,5.1519613464279246e-08
1847,8.089835468183537e-09,2.7505441480002446e-08
1848,3.218088684420195e-09,3.057184272403646e-08
1849,1.759677159540729e-08,2.4300304213298318e-08
1850,1.9009189777818847e-08,2.9192682937662084e-08
1851,1.2253933867611977e-08,2.386292297096304e-08
1852,2.0833745395520964e-08,2.4740072657181145e-08
1853,1.911018188138769e-08,2.2096148688532935e-08
1854,5.195664343204953e-09,3.16935526711859e-08
1855,1.8043586180738203e-08,3.980202833986368e-08
1856,8.28350277259915e-09,2.381507024917795e-08
1857,1.2203773158692144e-08,3.3194261561675376e-08
1858,1.0276719919488642e-08,4.15962463362618e-08
1859,1.833182472488204e-08,4.2774256803213007e-08
1860,3.066713105681629e-08,4.43986838405408e-08
1861,2.2165029811560544e-08,1.509108421560157e-08
1862,2.5300723294208183e-08,3.5692093280914605e-08
1863,1.3984937929922836e-08,2.7470415275843152e-08
1864,1.9658385475018747e-08,4.219360716373188e-08
1865,1.1767110619231858e-08,2.2122168985561075e-08
1866,8.75810357570117e-09,4.719644586259619e-08
1867,9.220341823379385e-09,3.008743121313273e-08
1868,1.0867722721741302e-08,1.7289560005906424e-08
1869,1.3673853160867111e-08,1.6603964536621163e-08
1870,1.9495765002375265e-08,1.7202147262196377e-08
1871,3.292564798584863e-08,2.7615060460561835e-08
1872,1.5118348239973045e-08,1.814201766592305e-08
1873,1.616221290134945e-08,1.5563610844537834e-08
1874,5.377148060148329e-09,2.4495896866483235e-08
1875,1.6020276105699338e-08,1.2015206607429718e-08
1876,6.04601479992084e-09,1.8742645435665395e-08
1877,2.040989244278535e-08,6.370360239316142e-08
1878,1.5701630218245555e-08,2.4760263173106978e-08
1879,7.331190210457805e-09,4.459807456669296e-08
1880,1.5402831010646878e-08,1.5402831454736088e-08
1881,1.1156012114099667e-08,1.324776466304911e-08
1882,1.7969540300200038e-08,1.4641847512208983e-08
1883,1.2006744321002571e-08,1.6430281413182257e-08
1884,1.9144920315739e-08,3.036780782394999e-08
1885,1.9336907408629145e-08,1.0957580620640783e-08
1886,1.0325542199041138e-08,1.4842966855610484e-08
1887,1.3057849523878673e-08,7.181816974455302e-09
1888,1.268122939990235e-08,1.648559844191766e-08
1889,2.5060547415023393e-08,1.6915869593958632e-08
1890,1.0487018642368895e-08,1.1142456735058204e-08
1891,1.0198752065093686e-08,1.211101796627645e-08
1892,8.775917548220491e-09,1.817868611198037e-08
1893,1.0469308087124318e-08,8.005941742883493e-09
1894,5.041231432301174e-09,7.561847148451761e-09
1895,1.3842813118003505e-08,9.629782748987736e-09
1896,1.592197795829975e-08,3.5382172747233653e-09
1897,8.740070001067579e-09,1.5149455578900017e-08
1898,1.1882545059016536e-08,2.0370077402631637e-08
1899,1.713549302451156e-08,8.291367592505594e-09
1900,2.0245107479333058e-08,1.09012117111007e-08
1901,1.2854099118442264e-08,1.4530721570427119e-08
1902,1.276673788908056e-08,1.32577662736999e-08
1903,1.836074847716418e-08,3.2401321625741275e-09
1904,1.4511488011237361e-08,1.1824175416563776e-08
1905,1.6514428768932277e-08,1.3417973399043603e-08
1906,1.8519063615940468e-08,6.173021371846943e-09
1907,1.1314255643490867e-08,1.6457098794830927e-08
1908,1.964555629285769e-08,1.4243028090277221e-08
1909,8.801573692096554e-09,7.151278680339601e-09
1910,2.4048677604859847e-08,1.977335806202518e-08
1911,6.916486494645824e-09,1.276889793899727e-08
1912,1.250261111307438e-08,7.814131564032323e-09
1913,1.5378670781274195e-08,1.8560464054573345e-08
1914,2.142958016593255e-08,9.37544086809794e-09
1915,5.890381071793627e-09,3.534228465440492e-09
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,1.3159709100207806e-08,1.0966424435210342e-09
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.4861190051073123e-08,9.207848483683279e-09
1920,1.514446346106979e-08,3.786115865267448e-09
1921,2.1960968377143786e-08,6.815472630705699e-09
1922,2.360939327372691e-08,8.853522359686394e-09
1923,1.5923921736771263e-08,7.431163684401554e-09
1924,7.734974660777993e-09,1.2891624545652292e-08
1925,3.7393804941388e-08,6.598906976407193e-09
1926,3.4553027994377317e-08,1.7833821530643945e-08
1927,4.2367055641534535e-08,1.0034302277972529e-08
1928,2.742249805010033e-08,1.4853853258500749e-08
1929,2.33948540540041e-08,1.6710609784809094e-08
1930,1.2604324695075775e-08,3.1510811737689437e-09
1931,1.1405356659111021e-08,3.4216069977333063e-09
1932,1.753525868952721e-08,3.287861094491973e-09
1933,1.7205992852709073e-08,8.02946331646126e-09
1934,1.9170528275935794e-08,5.990790086229936e-09
1935,2.5133396697185617e-08,1.3165112555668657e-08
1936,1.33371855781661e-08,6.0623572828433225e-09
1937,2.1404900962807005e-08,3.777335333410292e-09
1938,1.2965214124527336e-08,1.6854778905894818e-08
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,7.607348750937604e-09
1941,2.6563523380929155e-08,1.1806010391524069e-08
1942,6.068423519245414e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,4.1391576388605245e-08,4.357008087652048e-09
1946,3.480275978517966e-08,0.0
1947,4.053096236411591e-08,2.3841741914054637e-09
1948,2.3918154123947488e-08,8.697510267552389e-09
1949,2.0615717910565934e-08,4.908504269707237e-09
1950,2.9779013033248702e-08,5.317680740191122e-09
1951,2.452122438434401e-08,6.396841278899501e-09
1952,3.0579932142060784e-08,1.0544804140977249e-08
1953,3.5553629373907825e-08,1.0773827163745864e-08
1954,2.443134050622575e-08,9.772536557761669e-09
1955,1.3139851429144755e-08,9.385607846468247e-10
1956,2.3547082950159393e-08,2.616342476002842e-09
1957,2.3854601516326568e-08,1.236905244894615e-08
1958,3.391619785020339e-08,3.3088973783179654e-09
1959,2.4802393583378546e-08,2.325224457422337e-09
1960,2.9759583741739704e-08,4.152500121534786e-09
1961,2.0844478476611528e-08,1.598076693198891e-08
1962,2.1562651220108364e-08,8.244543381330516e-09
1963,2.9097239950814924e-08,5.819448034571906e-09
1964,2.2510682873289056e-08,7.909158661334459e-09
1965,1.9699356812452606e-08,9.849678406226303e-09
1966,2.4371929474575893e-08,5.539074976468328e-09
1967,2.120044340081506e-08,3.0568081177406725e-08
1968,2.5601070541281246e-08,1.9762230407671666e-08
1969,2.452549263676218e-08,1.4987801166821413e-08
1970,1.7475155905666284e-08,9.197450273612517e-09
1971,1.8498230724972586e-08,9.24911525146399e-09
1972,2.000757282072385e-08,9.74727870639569e-09
1973,1.2129048099218664e-08,1.2129047988196362e-08
1974,1.9689500752040345e-08,7.875800456247362e-09
1975,5.711480177694739e-09,9.709516302081056e-09
1976,1.7711933197883667e-08,5.713526984862938e-09
1977,1.5279632892273298e-08,6.464460078348111e-09
1978,2.495048279094192e-08,1.6633656230169436e-08
1979,1.872631405497316e-08,7.607565244427406e-09
1980,2.1035058139773355e-08,5.116635615198817e-09
1981,1.3916208629893845e-08,8.855769562110538e-09
1982,1.489800538490016e-08,4.966001831974154e-09
1983,1.894594880980094e-08,6.946847541655643e-09
1984,1.9136728035551442e-08,2.8995041922996734e-09
1985,1.804667348892508e-08,7.820225467192188e-09
1986,1.798345583559069e-08,8.392279815527814e-09
1987,1.5277042575423394e-08,8.555143260480236e-09
1988,1.9188972133488136e-08,1.199310784016916e-08
1989,1.5915554207879268e-08,1.2622680900520322e-08
1990,9.262707045820662e-09,3.814055737905164e-09
1991,2.1101273894874595e-08,3.5168792322792797e-09
1992,1.3774860363469088e-08,3.856960972825618e-09
1993,1.8279383895425383e-08,6.647049133334804e-09
1994,1.318731612798274e-08,6.329911927949183e-09
1995,1.4640617329586547e-08,6.506940763983948e-09
1996,1.7615704006601618e-08,1.6014276571496566e-09
1997,1.6302641236976e-08,1.102825741838842e-08
1998,1.764207879784152e-08,8.10582001520288e-09
1999,1.8280805230697084e-08,5.941261704833778e-09
2000,2.474097726690161e-08,7.510653543540968e-09
2001,1.708672597855454e-08,9.638666031985821e-09
2002,1.0953053575235572e-08,1.1391175447350577e-08
2003,2.083461492219385e-08,5.416999737661854e-09
2004,1.8059643919210444e-08,5.726228824443069e-09
2005,1.6213498099659773e-08,8.106749049829887e-09
2006,2.388376207917986e-08,2.4707338397433887e-09
2007,2.995859560428471e-08,5.592271090648637e-09
2008,3.916844448781376e-08,5.960415716543821e-09
2009,3.862235842255757e-08,8.105927484791664e-09
2010,3.967986084152386e-08,6.140930985942816e-09
2011,4.091650127047153e-08,4.206369003112442e-09
2012,5.991484919309897e-08,4.425528637996834e-09
2013,6.833356436253268e-08,6.1360752590111645e-09
2014,8.055455813504864e-08,9.527958380606272e-09
2015,8.13483167494411e-08,1.329945220618356e-08
2016,7.808952240395683e-08,1.822779316373868e-08
2017,7.446209449035734e-08,5.534345121072093e-09
2018,8.286508235144652e-08,9.035133807788753e-09
2019,8.520298888647915e-08,7.397864598690518e-09
