year,des_DET oies_NOUN,des_DET fois_NOUN
1883,2.6414836507004935e-07,2.8910975728990707e-06
1884,2.983967073433291e-07,2.882961091188463e-06
1885,1.946581920653223e-07,2.9707934974254613e-06
1886,2.110282685263698e-07,2.8692099363070156e-06
1887,2.5136359083077764e-07,2.796338339550175e-06
1888,2.390411708574902e-07,2.7347070741257085e-06
1889,2.1802676442028712e-07,2.7666843323004287e-06
1890,2.3005895988248426e-07,2.8734430177479453e-06
1891,2.2692223011766544e-07,2.6988447281439676e-06
1892,2.0811460554881478e-07,2.928648871858286e-06
1893,2.1492873392148226e-07,2.5526635489825367e-06
1894,2.0290956026514095e-07,2.750621813873977e-06
1895,1.7273423869035298e-07,2.740275235169065e-06
1896,1.8929463729833174e-07,2.690814227435112e-06
1897,2.1442305975227782e-07,2.5410297652683767e-06
1898,1.8559404235674037e-07,2.512875447280294e-06
1899,2.2884174910586808e-07,2.7825829960193005e-06
1900,2.2944454647344514e-07,2.7362042018808097e-06
1901,1.5201369540918108e-07,2.451779678835919e-06
1902,1.5663804786569813e-07,2.156105583850376e-06
1903,1.8900771436847208e-07,2.5008420401206877e-06
1904,1.795124813241955e-07,2.4900638635472205e-06
1905,2.1417150541935825e-07,2.472003512110632e-06
1906,2.1142598782830646e-07,2.6214763906295957e-06
1907,2.0571374115263552e-07,2.435650621634977e-06
1908,2.3329098497448797e-07,2.501861651182935e-06
1909,2.06286882686868e-07,2.467191059452034e-06
1910,2.3353938516379458e-07,2.7057434337507402e-06
1911,1.5961122912244718e-07,2.5314340206250563e-06
1912,1.963951848926726e-07,2.5161503884874037e-06
1913,2.0310450832283777e-07,2.5083140471338083e-06
1914,2.05590032109626e-07,2.396094878065469e-06
1915,2.2265640298169131e-07,2.6353563953307457e-06
1916,2.0326804528458808e-07,2.969910937622444e-06
1917,2.006855638336802e-07,2.985060831406372e-06
1918,1.780388352301543e-07,2.574096981788898e-06
1919,1.556126307811212e-07,2.6481772437136897e-06
1920,2.0672191913817528e-07,2.403426364594452e-06
1921,1.8098865894877747e-07,2.0968936880194633e-06
1922,1.9403969986342418e-07,2.736476346854033e-06
1923,1.7940952901085438e-07,2.615769673752766e-06
1924,1.753260949755031e-07,2.466167764225702e-06
1925,2.144644692947395e-07,2.714350230803575e-06
1926,1.905989606143521e-07,2.578101877759309e-06
1927,1.97341287533348e-07,2.8898791413212166e-06
1928,1.999557204257485e-07,2.396040791552423e-06
1929,1.7267630436634818e-07,2.7416539438718246e-06
1930,1.2709360419638216e-07,2.1815985391526738e-06
1931,1.6081552534075172e-07,2.3917031910514197e-06
1932,1.3699420930990414e-07,2.2806795669794155e-06
1933,1.9156006159093408e-07,2.02916015723531e-06
1934,1.833181748622792e-07,2.209403419328737e-06
1935,1.555876947278989e-07,2.331421740109363e-06
1936,1.4549657834095342e-07,2.2430722736999087e-06
1937,1.4353875066319688e-07,2.2852878629464612e-06
1938,1.8669909152002617e-07,2.210568993632478e-06
1939,1.6058752638770102e-07,2.0937555262889873e-06
1940,1.5721854085271048e-07,1.6152936979096921e-06
1941,3.099077856560939e-07,2.0276822993992027e-06
1942,1.9115534288793867e-07,2.239248374280578e-06
1943,2.5548469428926524e-07,2.7029118712107447e-06
1944,1.8636479559575037e-07,2.239590713770667e-06
1945,1.655663024457965e-07,2.6860955983920576e-06
1946,1.8654280431462666e-07,2.4960539803942083e-06
1947,1.5497132821451487e-07,2.598749844651138e-06
1948,1.5764236893645034e-07,2.260265574705045e-06
1949,1.4431001538195432e-07,1.866213253265414e-06
1950,1.8611882524055545e-07,2.033481138141724e-06
1951,1.7271470653668075e-07,2.07897335258167e-06
1952,1.4868173003890206e-07,2.0267113427507866e-06
1953,2.090122475095768e-07,2.0340986566225183e-06
1954,1.6515585476994943e-07,1.9642797610686102e-06
1955,1.4735403697230254e-07,1.914663982915954e-06
1956,1.447709490065563e-07,2.0398750280037348e-06
1957,1.6433170024754418e-07,1.746687004811065e-06
1958,1.5055483104653433e-07,1.8447102974050722e-06
1959,1.8601795304107327e-07,1.7733710961920224e-06
1960,1.6333167007775984e-07,1.7841907862248263e-06
1961,1.8412622465602269e-07,1.860022209143608e-06
1962,1.3888884398127743e-07,1.8810242181643844e-06
1963,1.5065903680167025e-07,1.9980104468686477e-06
1964,1.8981980876020543e-07,1.8312744742843279e-06
1965,1.4665075670494687e-07,1.9075543491453573e-06
1966,1.5287846633071922e-07,1.7608719247164117e-06
1967,1.0846737996672573e-07,1.940580062864683e-06
1968,1.4642015400134767e-07,1.8374381767216619e-06
1969,1.8348700825399078e-07,1.7572061210557877e-06
1970,1.292241685324491e-07,1.743376614626868e-06
1971,1.8755150177351965e-07,1.961840212061361e-06
1972,1.2671462146229828e-07,1.6103530953159861e-06
1973,1.2735500609650785e-07,1.7923426014476718e-06
1974,1.3895161798949118e-07,1.6308532622133498e-06
1975,1.1537190047761214e-07,1.4695638412831613e-06
1976,1.3826734579502897e-07,1.6460670906326413e-06
1977,1.53384004442092e-07,1.7642099123804655e-06
1978,1.5207913484083235e-07,1.763167574608815e-06
1979,1.3576577662099965e-07,1.868535065341348e-06
1980,1.3928618591840802e-07,1.8550646530002268e-06
1981,1.448550888683009e-07,1.971673754042058e-06
1982,1.4463480058068967e-07,2.181937105660836e-06
1983,1.0925496984892646e-07,1.924276830322924e-06
1984,1.6121243034961097e-07,1.9652839853279147e-06
1985,1.3354538586085596e-07,1.8269249721925007e-06
1986,1.1569356783702744e-07,1.9380171636385057e-06
1987,1.3504905882477658e-07,1.7556376690208708e-06
1988,1.3132452536535055e-07,1.535117775119943e-06
1989,1.388494883514113e-07,1.70680601740969e-06
1990,1.482033047395248e-07,1.6945304821547325e-06
1991,1.6587946483070937e-07,1.9383865605959727e-06
1992,1.6089037568889353e-07,1.963744068689266e-06
1993,1.5952916765371583e-07,2.036766574065041e-06
1994,1.5455535029573753e-07,1.9443380097072804e-06
1995,1.6538474323368746e-07,1.8691187904096296e-06
1996,1.4306086804083407e-07,1.7338123825538787e-06
1997,1.246672529653381e-07,2.1701692389797245e-06
1998,1.5162651001432437e-07,1.9430127053965407e-06
1999,1.3710602941863215e-07,2.0127166067140934e-06
2000,1.3828438072405191e-07,2.1948780499769782e-06
2001,1.5903799188698997e-07,2.0333203849531856e-06
2002,1.8313505278921838e-07,2.2028781359040295e-06
2003,1.6501014521441704e-07,2.1217971948317427e-06
2004,1.4932242076159952e-07,2.2367530050360074e-06
2005,1.5132599084921594e-07,2.391941393398156e-06
2006,1.6512738998386567e-07,2.282134573761141e-06
2007,1.4340181364591587e-07,2.4106683440550114e-06
2008,1.8008970226190968e-07,2.356918628265703e-06
2009,1.8738996199196833e-07,2.574823952272709e-06
2010,1.9603741474583103e-07,3.3241332744182728e-06
2011,2.661484601595987e-07,3.412894955090451e-06
2012,2.6042533352033104e-07,3.970039529122005e-06
2013,2.8058596573954375e-07,4.218272692924074e-06
2014,2.6743247116822744e-07,4.3040388391091255e-06
2015,3.189651867074872e-07,4.2369838411104865e-06
2016,2.730026037733868e-07,3.99602913603303e-06
2017,2.098019905583115e-07,4.024978011329949e-06
2018,2.689888269902241e-07,3.966939971178363e-06
2019,2.9361868286725823e-07,3.8800523611826065e-06
