year,deux_DET iles_NOUN,deux_DET fils_NOUN
1885,1.0313017162477678e-08,2.6291748440598894e-06
1886,2.452316305578961e-08,2.5949378894551955e-06
1887,1.893388101859017e-08,2.7414955425797416e-06
1888,2.409433608185907e-08,2.415774311259611e-06
1889,2.1927978266500503e-08,2.316847613315076e-06
1890,1.4419650584684973e-08,2.60602413959532e-06
1891,1.2748439637277897e-08,2.6561374397715554e-06
1892,2.0059238936553925e-08,2.394571787078803e-06
1893,3.3871290439080326e-08,2.4892319814284747e-06
1894,1.8274463942091757e-08,2.3088839853357968e-06
1895,1.865770427045277e-08,2.594022816992947e-06
1896,7.666137447071009e-09,2.405398088711763e-06
1897,1.0488084623005989e-08,2.218812419130245e-06
1898,2.150174893689183e-08,2.3606657748587168e-06
1899,8.844125432005967e-09,2.448164380552953e-06
1900,2.1283317330755835e-08,2.2949646094616583e-06
1901,1.6207343189744705e-08,2.555730318931637e-06
1902,9.820567470342212e-09,3.133743128103106e-06
1903,1.944079364157858e-08,2.273492761162288e-06
1904,1.9886113200584532e-08,2.283140773329251e-06
1905,1.23858218126216e-08,2.1071379379122845e-06
1906,1.9547901686234326e-08,2.2238309256294997e-06
1907,9.257117905558943e-09,2.117822980096662e-06
1908,5.893666887857307e-09,2.1094417093081574e-06
1909,3.850688656825696e-09,2.1420831117779926e-06
1910,8.550640973048473e-09,2.1889640535732724e-06
1911,1.6493159393782264e-08,2.0403634408694415e-06
1912,5.2094213387476884e-09,2.115025068860632e-06
1913,5.833288574397244e-09,1.955212290738473e-06
1914,8.036092680185902e-09,2.2661779723875952e-06
1915,1.1780761699498044e-08,1.9591408140229305e-06
1916,1.3184954461564757e-08,1.7481052410062148e-06
1917,8.773139770212879e-09,2.104456847007441e-06
1918,6.89182577673364e-09,1.936603062802078e-06
1919,6.445493860862683e-09,1.951143119072185e-06
1920,9.086678076641874e-09,1.7650872692343e-06
1921,3.0290989716519334e-09,2.045399071448628e-06
1922,8.115729144275718e-09,1.9780245210654357e-06
1923,3.1847844361720945e-09,1.9257329526567446e-06
1924,5.156649773851996e-09,1.794514147945847e-06
1925,1.5397449537601915e-08,1.8641911196937144e-06
1926,7.802296808634424e-09,1.553771664219994e-06
1927,4.4596899506643695e-09,1.619982349154725e-06
1928,5.713020723163709e-09,1.5059522482374632e-06
1929,1.0026365737658693e-08,1.6521222434562333e-06
1930,1.2604324250986565e-08,1.7309939153165033e-06
1931,7.983749661377715e-09,1.5727986948377293e-06
1932,9.863582839386709e-09,1.573789401021486e-06
1933,1.8353059516584835e-08,2.0073659356967255e-06
1934,2.3963160344919743e-08,1.4701398711736147e-06
1935,1.3165112555668657e-08,1.5846008452058413e-06
1936,1.9399543305098632e-08,1.4755778039443612e-06
1937,8.813782481631449e-09,1.5575213154761514e-06
1938,1.5558257460135394e-08,1.440435362098924e-06
1939,1.5294050470515685e-09,1.4559936474256574e-06
1940,2.0286263113789005e-08,1.6710809518372116e-06
1941,1.1806010391524069e-08,1.537732806866643e-06
1942,9.102635090130207e-09,1.4291137162558698e-06
1943,5.806470415592457e-09,1.5619405999700575e-06
1944,1.2852744646352221e-08,1.6290854105704966e-06
1945,4.357008087652048e-09,1.3964211262873505e-06
1946,2.7842208538686464e-09,1.337818176239125e-06
1947,9.536696765621855e-09,1.2504993520678909e-06
1948,6.523132700664291e-09,1.382904152080755e-06
1949,3.9268033269479474e-09,1.2555953823323307e-06
1950,9.571825110299415e-09,1.2358289893654728e-06
1951,7.462981232997379e-09,1.3156169700323517e-06
1952,4.2179215675730575e-09,1.274866846756595e-06
1953,3.2321482157371406e-09,1.1064720268905148e-06
1954,1.074978994708431e-08,1.0427296111004125e-06
1955,7.508486277174597e-09,1.2051120918954439e-06
1956,9.593255523299149e-09,9.881053451010757e-07
1957,5.3010225653515874e-09,1.3994699799013688e-06
1958,3.3088973783179654e-09,1.1779674338185941e-06
1959,6.200598479111363e-09,1.1354845028677119e-06
1960,8.304999965513815e-09,1.2595916381030747e-06
1961,1.3896318873385383e-08,1.1964730113334099e-06
1962,8.878738855244706e-09,1.2829777702449974e-06
1963,5.1728423766661535e-09,1.235662722365305e-06
1964,1.034274621503073e-08,1.4644111772099677e-06
1965,9.849678184181698e-09,1.411787195593206e-06
1966,1.0524241811360469e-08,1.2756489269349913e-06
1967,1.627010748350699e-08,1.37014029988336e-06
1968,1.077939790206095e-08,1.3029597774050217e-06
1969,7.26681231855153e-09,1.2744172650513974e-06
1970,1.0577067277584007e-08,1.3511054142156809e-06
1971,1.0276795192609711e-08,1.1761791611775152e-06
1972,6.156176124427759e-09,1.0983644322948294e-06
1973,1.488565032348177e-08,1.348529625744277e-06
1974,1.5751600412894362e-08,1.4373335517348096e-06
1975,1.77055889949429e-08,1.4712773079850194e-06
1976,6.856232415142216e-09,1.2838294942696393e-06
1977,3.526069047854463e-09,1.0572330566560595e-06
1978,9.504946163474415e-09,1.4916824682131846e-06
1979,1.1118749254634963e-08,1.0170729609626505e-06
1980,5.68515062804309e-09,1.1694355208646812e-06
1981,5.692994575756671e-09,9.519951902348112e-07
1982,9.311253434951539e-09,1.0180303995355189e-06
1983,5.68378455412244e-09,3.649621117318702e-06
1984,1.0438215403141271e-08,1.205033957063506e-06
1985,1.0828004493035337e-08,1.1038548635156076e-06
1986,1.0790073612376716e-08,1.1347560437968696e-06
1987,5.49973533381376e-09,1.0235618432830051e-06
1988,5.396898372644898e-09,1.0434003989701068e-06
1989,5.488122289953878e-09,9.730440773125792e-07
1990,7.62811153132148e-09,1.04450641913445e-06
1991,2.9307326565586322e-09,1.1107476360905366e-06
1992,4.407955389584828e-09,1.0105237464586025e-06
1993,5.539207537097468e-09,1.1383071054638094e-06
1994,4.7474339459618875e-09,1.141494117007369e-06
1995,3.2534704930142766e-09,1.0638848806365786e-06
1996,5.871901409548741e-09,1.0259812697199777e-06
1997,1.438468344439059e-09,1.017956080318072e-06
1998,5.244942036242151e-09,1.0990538186206322e-06
1999,1.3710603485872497e-09,1.0945631458980642e-06
2000,3.97622823555821e-09,9.967079250827737e-07
2001,5.257454249729676e-09,1.1421819152701573e-06
2002,4.8193437018895224e-09,1.1097634278200985e-06
2003,2.500153750695233e-09,1.0471477835949372e-06
2004,2.2023956547378987e-09,1.0492212858537187e-06
2005,4.503749706508131e-09,1.012442861991758e-06
2006,3.7061009261485367e-09,1.1188306743292742e-06
2007,3.994479441660204e-09,1.1855614872047227e-06
2008,3.831695738476526e-09,9.638843287973486e-07
2009,2.860915504498962e-09,9.708039812039715e-07
2010,4.723792967897822e-09,9.938860365821256e-07
2011,7.64794394481072e-10,9.322843794734581e-07
2012,3.404252713057332e-10,1.0246800741242623e-06
2013,0.0,1.0431327446269734e-06
2014,6.496335691608124e-10,1.147036314819161e-06
2015,1.5516027768169849e-09,1.1628155043297284e-06
2016,1.657072062899445e-09,1.204277047861524e-06
2017,1.0062445321423752e-09,1.2567994751577771e-06
2018,1.0325866828253538e-09,1.009353510994515e-06
2019,1.2754939326953263e-09,9.941199543561652e-07
