year,dernières_ADJ eaux_NOUN
1987,4.277571630240118e-09
1988,5.396898483667201e-09
1989,2.7440609784434855e-09
1990,1.0897301727652575e-08
1991,7.033758464558559e-09
1992,2.2039776670368383e-09
1993,7.200969598386564e-09
1994,2.637463358823311e-09
1995,5.964695848348356e-09
1996,5.3380921904988554e-09
1997,5.274384040632185e-09
1998,3.814503379828693e-09
1999,4.113180906983871e-09
2000,6.627047355323157e-09
2001,7.0099388516098315e-09
2002,4.381221607729913e-09
2003,2.5001538617175356e-09
2004,3.523833003171717e-09
2005,3.602999676388663e-09
2006,5.353256948836815e-09
2007,1.1983438685803094e-09
2008,5.5346713878634546e-09
2009,4.291373478793048e-09
2010,3.7790344187271785e-09
2011,6.500752380844688e-09
2012,5.7872298064864935e-09
2013,3.0680376017500066e-09
2014,6.496335469563519e-09
2015,3.546520632724537e-09
2016,5.3854840587064245e-09
2017,2.7671724911471074e-09
2018,3.614053500911041e-09
2019,4.846876677788714e-09
