year,ses_DET autographes_NOUN,ses_DET photographes_NOUN
1987,1.2832715334809564e-08,1.711028652096047e-08
1988,1.439172936379407e-08,1.0194141530917022e-08
1989,8.780995486290522e-09,1.3720305780395847e-08
1990,1.4166492479095183e-08,8.172976073694826e-09
1991,1.2309076702354815e-08,9.378344600907695e-09
1992,1.5427843891302473e-08,3.636563050690711e-08
1993,1.3294097600535792e-08,1.772546376344053e-08
1994,1.002236071911966e-08,8.439882570598911e-09
1995,1.2471636612332304e-08,1.138714633697191e-08
1996,1.0142375606037035e-08,1.3879039695297024e-08
1997,1.006927874414032e-08,1.3905193663177329e-08
1998,1.382757464085671e-08,8.10582001520288e-09
1999,1.462464363499727e-08,1.1882523409667556e-08
2000,1.5463109903635086e-08,9.719669513685858e-09
2001,3.943090742808408e-09,8.762423675534592e-09
2002,1.0514931148009055e-08,1.2267420579359367e-08
2003,7.500461585152607e-09,1.2917461433836763e-08
2004,5.285749615779878e-09,9.690541175055856e-09
2005,1.2160123796789435e-08,1.8014997493764895e-08
2006,9.471146866779634e-09,1.7706927479821388e-08
2007,1.4380126422963713e-08,1.5578469902965963e-08
2008,1.3198063086861112e-08,1.4475294823901308e-08
2009,5.245011536203492e-09,2.2410505007286474e-08
2010,7.558068837454357e-09,1.1809482280966677e-08
2011,5.353560705856353e-09,1.1471915833949353e-08
2012,5.1063788752969685e-09,7.82978107349841e-09
2013,3.62586255464592e-09,1.0040849707237953e-08
2014,7.579058186601983e-09,7.795602385840539e-09
2015,1.3299452386594801e-08,6.649726283503021e-09
2016,1.0149565909944869e-08,8.69962796246071e-09
2017,7.2952728302766445e-09,9.559323110863716e-09
2018,7.744400343234759e-09,1.1874746408402359e-08
2019,8.673358031785483e-09,6.887666881283394e-09
