year,grands_ADJ airs_NOUN,grands_ADJ fers_NOUN
1861,3.107820134573558e-07,4.715963730639317e-10
1862,3.162590473948512e-07,1.1746764450037972e-08
1863,3.636083931723988e-07,1.548332484446746e-08
1864,4.2193605054308136e-07,5.753673537611803e-09
1865,4.0431794445794367e-07,1.1767110841276462e-08
1866,3.7173282407820807e-07,3.4059290943133647e-09
1867,3.891954918344709e-07,1.164674756637396e-08
1868,3.166459237036179e-07,2.321740844024589e-08
1869,3.3061425597225025e-07,4.883519144627257e-10
1870,2.9587693006760674e-07,9.747882501187632e-09
1871,3.3669132903924037e-07,1.0621177271019633e-09
1872,2.8301548127274145e-07,7.861540751719076e-09
1873,2.585954064215912e-07,5.387403856360606e-09
1874,3.142644402487349e-07,9.559374625212058e-09
1875,2.6090162918990245e-07,2.2313955128083762e-08
1876,2.5876943254843354e-07,9.069021977836655e-09
1877,3.3274309885200637e-07,4.329371083855449e-09
1878,3.055778847738111e-07,3.0195443923020093e-09
1879,3.0180066801221983e-07,3.665595160740054e-09
1880,2.194903458985209e-07,3.8507077526617195e-09
1881,3.1376285392070713e-07,3.4862537301449947e-09
1882,3.414212699226482e-07,3.3276925659464496e-09
1883,2.9574505333584966e-07,6.951272890631799e-09
1884,3.7959756582495174e-07,4.621187876807653e-09
1885,2.9327642891985306e-07,6.445635691854079e-10
1886,2.9879538487875834e-07,5.162771099520569e-09
1887,2.337355056170054e-07,3.264462256069578e-09
1888,2.612333389606647e-07,6.974675947901687e-09
1889,2.4935243914114835e-07,1.2530273485467092e-09
1890,2.2547089884028537e-07,1.9663159989136147e-09
1891,2.530565268443752e-07,4.461953917456185e-09
1892,2.2190533854882233e-07,9.402768341715273e-09
1893,2.407940939974651e-07,3.695050043717174e-09
1894,1.8337479446017824e-07,5.041231432301174e-09
1895,2.600041568712186e-07,1.0833506536300774e-08
1896,2.1347244683056488e-07,4.717623180994224e-09
1897,1.7713209388148243e-07,3.4960281336537946e-09
1898,2.1841249520093697e-07,1.0185038590293516e-08
1899,1.9678179796756012e-07,1.1055156790007459e-09
1900,1.5988443635706062e-07,1.5573159428683425e-09
1901,1.4698383665745496e-07,5.029864968975062e-09
1902,1.6645861933284323e-07,2.9461704187383475e-09
1903,2.0736845840474416e-07,3.7801539676252105e-09
1904,1.4189009789333795e-07,1.0749250378694342e-09
1905,1.6307998862430395e-07,1.0321518084666081e-09
1906,1.6409948955242726e-07,0.0
1907,1.5428530275585217e-07,1.7999951751335175e-08
1908,1.8123026279681653e-07,5.893666887857307e-09
1909,1.9363461944976734e-07,7.701377313651392e-09
1910,2.201790039180196e-07,2.67207544979442e-09
1911,1.8887328678829363e-07,2.128149656499545e-09
1912,1.7295278098572453e-07,2.0837684910901544e-09
1913,1.7022597376126214e-07,4.772690687104841e-09
1914,2.2233189156395383e-07,6.696743715117748e-10
1915,1.4372530188211385e-07,0.0
1916,1.6151568615896394e-07,2.197492410260793e-09
1917,2.061687780496868e-07,5.483212106582869e-09
1918,1.918224796781942e-07,4.594550517822427e-09
1919,1.7679069230780442e-07,0.0
1920,1.809763432447653e-07,4.543339038320937e-09
1921,2.1279420536757243e-07,6.058197943303867e-09
1922,1.9920425131658703e-07,2.2133805899215986e-09
1923,1.8471749285708938e-07,1.0615948120573648e-09
1924,2.3591672970724176e-07,3.867487219366694e-09
1925,2.2656246301266947e-07,1.0998177923937646e-09
1926,2.0397433786456531e-07,7.802296586589819e-09
1927,2.675813846053643e-07,5.574612327308159e-09
1928,2.4565989065195026e-07,1.1426041224282812e-09
1929,2.2169407998262614e-07,3.342121912552898e-09
1930,2.016691951212124e-07,3.1510811737689437e-09
1931,1.4712910001435375e-07,2.2810713318222042e-09
1932,1.8412021063340944e-07,1.0959536611565568e-09
1933,2.064719240024715e-07,8.02946331646126e-09
1934,1.4377896206951846e-07,4.7926320689839486e-09
1935,1.8311475002974476e-07,3.590485242455088e-09
1936,2.133949692506576e-07,4.849885826274658e-09
1937,1.561298716978854e-07,0.0
1938,1.8410604241125839e-07,2.5930428915188486e-09
1939,1.3611705185212486e-07,1.5294050470515685e-09
1940,9.128818589942966e-08,0.0
1941,2.095566884463551e-07,0.0
1942,1.8205270180260413e-07,0.0
1943,1.7129087837020052e-07,2.9032352077962287e-09
1944,2.217098398205053e-07,0.0
1945,2.2220741868750338e-07,0.0
1946,2.0603233963356615e-07,4.1763312808029696e-09
1947,2.0980732529096713e-07,4.7683483828109274e-09
1948,2.272224577382076e-07,4.348755133776194e-09
1949,1.6688913717644027e-07,0.0
1950,1.744199238373767e-07,0.0
1951,2.260217115690466e-07,4.264560704569931e-09
1952,1.9191543287888635e-07,3.1634410646574906e-09
1953,2.1978607378514425e-07,9.69644453618912e-09
1954,1.9935973227802606e-07,4.886268278880834e-09
1955,2.2337746941047953e-07,0.0
1956,2.4244772589554486e-07,1.744228317335228e-09
1957,1.8995331174664898e-07,1.7670075402875796e-09
1958,2.33277262395859e-07,8.272243334772611e-09
1959,1.5734018177226972e-07,3.100299128533379e-09
1960,2.2285082934558886e-07,1.7302083321624195e-08
1961,2.36237411854745e-07,1.042223907177231e-08
1962,2.2070008753871662e-07,4.43936931660005e-09
1963,2.0368067055187566e-07,6.466053248388448e-10
1964,2.0989691051909176e-07,7.300761772910391e-09
1965,2.1122087900948827e-07,1.6416130677043839e-09
1966,2.1823954909905297e-07,3.8773522170743036e-09
1967,1.7502691207482712e-07,0.0
1968,2.2771477858896105e-07,4.491415683816058e-09
1969,1.7531185392272164e-07,4.087581828571274e-09
1970,1.8164963933031686e-07,2.2993624781975086e-09
1971,1.9268991025001014e-07,3.083038491169532e-09
1972,2.195702819562939e-07,2.565073486948677e-09
1973,1.5492102534153673e-07,5.513203782392395e-10
1974,1.2995070619581384e-07,5.625571675160757e-10
1975,1.4164470485411584e-07,3.4268881066168433e-09
1976,1.3769599149782152e-07,8.570290255249802e-09
1977,1.5749775172935188e-07,5.876781727920388e-09
1978,1.770296194081311e-07,0.0
1979,2.0481907370140107e-07,5.266775904289034e-09
1980,1.6259531321338727e-07,3.97960553399912e-09
1981,1.903990352047913e-07,1.8976649140967083e-09
1982,1.7877606239835586e-07,6.2075020679230875e-09
1983,2.2419372669446602e-07,3.157658134966823e-09
1984,1.8208886842785432e-07,5.219107812592938e-09
1985,1.8467763140961324e-07,1.2632671797518924e-08
1986,1.810334566698657e-07,0.0
1987,1.9799045958279748e-07,3.6664902225425067e-09
1988,2.044824896074715e-07,1.798966087207532e-09
1989,1.5531385599842906e-07,6.036934507847036e-09
1990,2.010552151432421e-07,2.179460389939436e-09
1991,1.641210189973208e-07,7.6199047072123e-09
1992,2.0552091939407546e-07,1.65298330578878e-09
1993,1.678379817349196e-07,5.539207426075166e-10
1994,1.8989736361163523e-07,3.164955852952289e-09
1995,1.908702671471474e-07,1.626735190995987e-09
1996,1.804275200356642e-07,4.270473752399084e-09
1997,1.7069824309601245e-07,9.58978896292706e-10
1998,1.8166572601785447e-07,9.536258449571733e-10
1999,1.5447280077296455e-07,4.570201106446348e-09
2000,1.7672125807166594e-07,1.7672125984802278e-09
2001,1.6429544302809518e-07,4.381211837767296e-09
2002,2.2431854063142964e-07,1.752488598683044e-09
2003,1.875115316352094e-07,1.2500769308587678e-09
2004,1.9028698261536192e-07,1.3214374039449694e-09
2005,1.8600485418573953e-07,1.3511248786457486e-09
2006,1.9848229726449063e-07,1.6471559671771274e-09
2007,2.3407649507589667e-07,6.391167151065247e-09
2008,2.954663216314657e-07,2.1287198670449925e-09
2009,2.8418426722964796e-07,6.198650481792356e-09
2010,3.40113103902695e-07,4.723792912386671e-09
2011,3.793380187744333e-07,7.64794394481072e-10
2012,4.6263795638878946e-07,2.0425516833455504e-09
2013,4.805662570106506e-07,2.2313000336282585e-09
2014,5.755753136327257e-07,1.5158115873603606e-09
2015,5.06930803112482e-07,1.329945265027277e-09
2016,5.350271408133267e-07,1.6570720351438695e-09
2017,4.311757777486491e-07,1.0062445321423752e-09
2018,5.137118819220632e-07,1.5488800242380307e-09
2019,4.859631417275523e-07,7.65296326310505e-10
