year,ses_DET in_ADJ,ses_DET fines_ADJ
1864,1.7740493851725603e-08,4.507044337742627e-08
1865,9.88437331983505e-09,1.4591217789572397e-08
1866,1.1677470823645564e-08,5.3035181579730306e-08
1867,9.220341823379385e-09,6.551295328449669e-08
1868,1.2349685163393076e-08,3.062721987134864e-08
1869,5.860222973552709e-09,4.49283774628384e-08
1870,1.7202147262196377e-08,2.5229814237803794e-08
1871,1.0621176826930423e-08,2.6552942955504477e-08
1872,1.5118347462816928e-08,3.870297293762093e-08
1873,1.0774807712721213e-08,4.90852380963247e-08
1874,1.1351757756017378e-08,6.034355193307306e-08
1875,1.2587359599081083e-08,3.4901315615343265e-08
1876,1.1487427897804992e-08,3.808989212927827e-08
1877,9.895705366247398e-09,4.576763856789512e-08
1878,1.2682086436566209e-08,4.1669712069758447e-08
1879,1.0996785704264767e-08,5.3151130496864596e-08
1880,1.4119262203848848e-08,4.8133845131914654e-08
1881,9.064259565150223e-09,6.275257163901315e-08
1882,1.1979693681496428e-08,5.923292789589141e-08
1883,8.21514056781325e-09,5.7505982753447427e-08
1884,1.1883054540362536e-08,8.582206323382024e-08
1885,9.023890079618013e-09,7.09019940536848e-08
1886,9.680195700578764e-09,6.711602340558898e-08
1887,1.3057849024278312e-08,8.422312536282561e-08
1888,1.0779045211961602e-08,9.067078887703417e-08
1889,8.771191495338115e-09,7.392861023358677e-08
1890,1.3108772733971819e-08,8.324071032461688e-08
1891,8.28648560879941e-09,6.18299358379204e-08
1892,5.641661360300532e-09,6.832678156598604e-08
1893,1.785940828558097e-08,8.252278194120777e-08
1894,9.452309157609307e-09,8.696124242923986e-08
1895,6.018614495673091e-09,5.4769393464937366e-08
1896,9.435246361988447e-09,7.194375661878638e-08
1897,6.992056267307589e-09,4.253500973661062e-08
1898,7.3558613644664206e-09,7.186110384527211e-08
1899,5.527578395003729e-09,5.693405746853841e-08
1900,7.786579714341713e-09,9.655358512716816e-08
1901,5.58873880507349e-09,7.824234460329649e-08
1902,6.8743973291596205e-09,8.052865485552729e-08
1903,9.1803746826713e-09,5.022204785376516e-08
1904,9.13686282189019e-09,8.330669309941641e-08
1905,1.2901897328276846e-08,6.915417127828505e-08
1906,8.745113966313056e-09,8.487904512577416e-08
1907,8.742834012309686e-09,8.331406564643373e-08
1908,9.331639461152008e-09,7.317969852316253e-08
1909,3.850688656825696e-09,6.106091576807415e-08
1910,4.809735720812114e-09,7.588693673454827e-08
1911,9.044636151145369e-09,6.171634225893285e-08
1912,5.2094213387476884e-09,5.0531385964447395e-08
1913,9.545381374209683e-09,7.901454868175506e-08
1914,1.0714789944188396e-08,6.830678556113412e-08
1915,7.0684572639478915e-09,5.301343009023185e-08
1916,3.2962386153911893e-09,7.691223502526157e-08
1917,8.773139548168274e-09,7.23783983858084e-08
1918,1.033773866510046e-08,8.385054428572403e-08
1919,5.524709134618888e-09,5.893022803071801e-08
1920,7.572231730534895e-09,6.512119465895694e-08
1921,9.087297137000405e-09,7.572747140471847e-08
1922,9.591316518786641e-09,7.820611402920008e-08
1923,9.554353752605493e-09,6.369569094388794e-08
1924,3.867487219366694e-09,8.637388393406553e-08
1925,1.2097996160420621e-08,8.358615399828295e-08
1926,8.916910765321973e-09,9.5856790283122e-08
1927,5.574612549352764e-09,8.919380256600107e-08
1928,4.570416489713125e-09,8.341010182544295e-08
1929,8.912325322185666e-09,6.572839605922809e-08
1930,8.402882945013346e-09,1.0083459223153568e-07
1931,6.843213995466613e-09,3.877821086462063e-08
1932,5.4797681947604815e-09,5.150982262946968e-08
1933,1.1470662197865522e-09,4.702971634351627e-08
1934,5.990790086229936e-09,4.553000643170435e-08
1935,7.180970484910176e-09,2.5133396697185617e-08
1936,1.2124714565686645e-09,5.577368522580173e-08
1937,6.295559185076627e-09,6.295558729885187e-08
1938,1.0372171566075394e-08,4.797129216083107e-08
1939,0.0,5.047036655270176e-08
1940,5.0715658339584024e-09,2.028626333583361e-08
1941,2.6563522936839945e-08,4.427253941230447e-08
1942,0.0,5.765002231150618e-08
1943,5.806470415592457e-09,4.645176332473966e-08
1944,6.4263723231761105e-09,4.819779242382083e-08
1945,1.089252066321933e-08,4.357008043243127e-08
1946,6.960552134671616e-09,3.2018538931311014e-08
1947,3.5762612871081956e-09,5.364391952866754e-08
1948,6.523132700664291e-09,3.4790040626120344e-08
1949,4.908504269707237e-09,3.043272656100271e-08
1950,5.317680518146517e-09,3.828730132937608e-08
1951,2.1322803522849654e-09,5.863770979885885e-08
1952,3.1634410646574906e-09,3.796129277588989e-08
1953,3.232148326759443e-09,3.878577770066727e-08
1954,2.9317608341017376e-09,3.7135635899687713e-08
1955,1.1262729415761896e-08,4.5050916774869165e-08
1956,6.976913491385517e-09,3.488456457034772e-08
1957,2.6505113659425206e-09,4.152467669715776e-08
1958,3.3088973783179654e-09,3.391619740611418e-08
1959,7.750747821333448e-10,5.193000984782259e-08
1960,6.920833350854139e-10,4.844583445517969e-08
1961,2.08444772553662e-09,3.6825242577531725e-08
1962,4.4393695941558065e-09,3.614915167204913e-08
1963,1.939815863494232e-09,4.784879381602991e-08
1964,6.692365273064382e-09,3.8329000195957974e-08
1965,3.830430195250756e-09,3.77570992249332e-08
1966,4.431259803538978e-09,6.20376374715903e-08
1967,5.916402479044791e-09,4.881032328318824e-08
1968,3.5931326802796093e-09,5.704098171577243e-08
1969,4.087582022860303e-09,3.360900932558586e-08
1970,3.6789800095249348e-09,3.541018359087822e-08
1971,6.166076982339064e-09,3.4427263040370804e-08
1972,1.5390440033513642e-09,3.385896929497534e-08
1973,6.0645241051204835e-09,4.245166862482108e-08
1974,1.6876715580593782e-09,2.9252972710835934e-08
1975,2.2845920710778955e-09,2.4559365208176587e-08
1976,3.9994687561772935e-09,3.8280629999221105e-08
1977,2.938390863960194e-09,2.7620874143430285e-08
1978,5.940591130126904e-09,3.2079192635592335e-08
1979,6.437170796402825e-09,2.8089471415526646e-08
1980,4.548120546843393e-09,3.467942044643735e-08
1981,6.325549417596221e-09,3.289285921415086e-08
1982,2.483000915987077e-09,3.6624264398987805e-08
1983,1.89459470334441e-09,3.8523428003145455e-08
1984,1.739702604197646e-09,3.189454655938562e-08
1985,2.4062232206745193e-09,2.8874678315027325e-08
1986,1.7983456945813714e-09,3.836470807705439e-08
1987,1.8332451112712533e-09,4.0331391226722246e-08
1988,2.398621523624911e-09,4.197587655241364e-08
1989,1.0976244357863152e-09,3.567279349692143e-08
1990,1.634595292454577e-09,3.0512445514663256e-08
1991,5.861465202094962e-10,2.05151273746651e-08
1992,3.30596661157756e-09,3.416165283987027e-08
1993,1.661762283333701e-09,4.099013573011234e-08
1994,2.1099706426497278e-09,3.323203712213285e-08
1995,5.422450821690461e-10,3.4703684148595926e-08
1996,2.6690460952494277e-09,4.857663737922735e-08
1997,2.3974471297094624e-09,3.787966662560649e-08
1998,4.291316191284977e-09,4.291316413329582e-08
1999,9.140402323914998e-10,3.336246995333525e-08
2000,2.2090156370779823e-09,2.474097593463398e-08
2001,1.3143635069212678e-09,3.592593622592233e-08
2002,1.3143663935011318e-09,3.767850365044012e-08
2003,2.9168460979889232e-09,3.4168768259235094e-08
2004,1.3214374039449694e-09,3.700024797659296e-08
2005,1.3511248786457486e-09,4.4587120218153586e-08
2006,2.4707338397433887e-09,5.600330288402233e-08
2007,1.5977917877663117e-09,4.713485712848353e-08
2008,8.514879357157668e-10,5.4069482668950286e-08
2009,9.53638501499654e-10,7.056925088733124e-08
2010,1.4171379625338432e-09,8.219400093878448e-08
2011,7.64794394481072e-10,9.63640904849683e-08
2012,6.808505426114664e-10,1.2527650117277744e-07
2013,8.367375126105969e-10,1.221636747317234e-07
2014,1.2992670966882613e-09,1.4075394361157123e-07
2015,8.86630172058922e-10,1.22576616412573e-07
2016,2.48560808047138e-09,1.3712271051957714e-07
2017,1.509366853724714e-09,1.2955398176472954e-07
2018,5.162933414126769e-10,1.4120622715552145e-07
2019,1.53059265262101e-09,1.3443706148308365e-07
