year,deux_DET os_NOUN,deux_DET fosses_NOUN
1842,2.1466448174578545e-07,4.8299508392801727e-08
1843,2.9593624351065273e-07,4.666459796354161e-08
1844,2.4533869158460675e-07,4.226192018563779e-08
1845,2.5780651924378617e-07,2.0088820829045062e-08
1846,2.125184055401519e-07,2.5759804955782784e-08
1847,1.1325769389003426e-07,3.937053172364813e-08
1848,1.3676876697843454e-07,6.114368744647436e-08
1849,2.6897923088853304e-07,3.10038346107433e-08
1850,2.0638548114959576e-07,3.666057768469955e-08
1851,2.5475282683373734e-07,4.643596018816254e-08
1852,2.350306909093547e-07,2.4740073101270355e-08
1853,2.9561061332117333e-07,3.642878243503844e-08
1854,2.0418960744450487e-07,3.740878540270387e-08
1855,2.9028946357811947e-07,4.617035287424187e-08
1856,1.7757759529501982e-07,3.31340110903966e-08
1857,1.747580249400471e-07,4.735063896532665e-08
1858,1.2136316263067215e-07,3.474509924217273e-08
1859,1.7567998256140527e-07,3.6663648783630265e-08
1860,1.8491823094990423e-07,3.661747083327782e-08
1861,2.1268996386325512e-07,3.725611519289629e-08
1862,1.9020721886420233e-07,3.0722306698649504e-08
1863,1.2936068216617969e-07,6.692791798545983e-08
1864,2.095296149917658e-07,7.959248105038341e-08
1865,2.8146930297623385e-07,6.307171318553628e-08
1866,2.1846601416797284e-07,3.3572728597164314e-08
1867,2.625370996156562e-07,7.715970262722749e-08
1868,2.5637945988421507e-07,5.285665150012164e-08
1869,3.144986386871551e-07,5.420706261638486e-08
1870,1.594065492938057e-07,4.9886223596473656e-08
1871,3.239459012149837e-07,7.965882931060264e-08
1872,2.098426801211417e-07,5.563552041287778e-08
1873,2.418345781407538e-07,3.8909030219969054e-08
1874,4.008962726231857e-07,5.138163983176014e-08
1875,2.099800395782836e-07,4.806082642971887e-08
1876,2.0616910934023736e-07,3.869449471949338e-08
1877,2.9934510070717124e-07,7.236234467189462e-08
1878,2.1197201149902867e-07,6.642997485428737e-08
1879,2.1932477523023408e-07,4.581993806596074e-08
1880,1.4632689571136837e-07,1.2001372162728785e-07
1881,1.959274693597024e-07,6.833057342170434e-08
1882,2.0565140346207045e-07,4.791877228349506e-08
1883,2.3950295080510386e-07,3.538829879135008e-08
1884,1.9475005608171614e-07,3.828984240783484e-08
1885,2.797405818100174e-07,4.125206853888841e-08
1886,1.9553995223020593e-07,5.9371866423241215e-08
1887,1.9652063532049624e-07,7.834709725429434e-08
1888,1.8958438641192288e-07,3.297119643974611e-08
1889,1.9421923669327157e-07,5.7012744747453326e-08
1890,1.900772099716619e-07,3.0150177465770867e-08
1891,1.2493471746033435e-07,5.418087201114474e-08
1892,1.2223599421545828e-07,4.638699335757224e-08
1893,2.1246536707764108e-07,4.187723234849727e-08
1894,1.2224986001285743e-07,6.679631470163372e-08
1895,1.3180765523479465e-07,6.199173019361126e-08
1896,1.6865502239227226e-07,8.373781001935754e-08
1897,1.2993570663866194e-07,4.7779049383578354e-08
1898,1.5164391609090444e-07,4.9227686815811467e-08
1899,1.3653118280387844e-07,3.979856266767001e-08
1900,9.136253753538881e-08,3.945200244270808e-08
1901,1.4418946081562467e-07,5.868175678713783e-08
1902,1.2030195306600433e-07,4.468358416609419e-08
1903,1.4148577598405154e-07,5.778235490083716e-08
1904,1.343656315100361e-07,5.0521476779863406e-08
1905,9.547404244969471e-08,8.824898323211983e-08
1906,9.87683423936403e-08,5.555719351235666e-08
1907,1.0645685888377443e-07,1.1108541597693034e-07
1908,1.1197967175746726e-07,7.759994713474327e-08
1909,1.270727185698206e-07,6.986248957119301e-08
1910,1.1757131446188396e-07,8.550641017457394e-08
1911,1.250287886556123e-07,9.789488686351433e-08
1912,1.1200255722876307e-07,5.730363517031378e-08
1913,9.068112505339343e-08,6.204498209649856e-08
1914,1.292471543123952e-07,5.2234600200762316e-08
1915,1.696429694497681e-07,8.835571740917203e-08
1916,1.1866458748954756e-07,4.9443577232466396e-08
1917,1.085676025747162e-07,7.237839927398682e-08
1918,1.1830967316939223e-07,4.020231703094623e-08
1919,7.734592344377234e-08,5.156395055383456e-08
1920,1.3478572213898588e-07,3.9375603666513825e-08
1921,1.6584317485968114e-07,4.619376015035925e-08
1922,1.2026034568179966e-07,6.713921196777051e-08
1923,6.157249909932716e-08,6.369568961162031e-08
1924,9.926550581518256e-08,3.9964035192241454e-08
1925,1.3527758824238845e-07,3.299453332772373e-08
1926,1.092321584295064e-07,5.127223623446753e-08
1927,1.0480271428470189e-07,5.2401357475417853e-08
1928,6.969885102403595e-08,6.055801993198884e-08
1929,8.578113241952678e-08,4.790374874552583e-08
1930,7.037414473387571e-08,3.4661891690213054e-08
1931,6.615106862284392e-08,4.904303274599897e-08
1932,6.575722233392867e-08,4.274219400635104e-08
1933,9.405943357521096e-08,5.964744387298992e-08
1934,9.3456325345187e-08,3.9539216345474415e-08
1935,7.659702205842223e-08,1.2327332310491101e-07
1936,6.668592966718734e-08,5.577368744624778e-08
1937,5.9178256517355976e-08,8.184226629737168e-08
1938,7.779128630147625e-08,7.519824651858187e-08
1939,6.57644196877527e-08,5.8117393564316444e-08
1940,1.1157444479437117e-07,7.860927353497971e-08
1941,9.444808313219255e-08,8.854508060096578e-08
1942,5.765002231150618e-08,6.371844563091145e-08
1943,9.870999662098257e-08,9.580676185727555e-08
1944,6.747690761699232e-08,1.0924832771763704e-07
1945,4.7927088520083316e-08,6.971212940243277e-08
1946,8.0742407426726e-08,1.433873704215216e-07
1947,7.152522485398549e-08,5.1259746669529704e-08
1948,2.1526338045418925e-07,7.501602694581777e-08
1949,3.435953033203987e-08,6.282885278707795e-08
1950,1.0209947332029401e-07,4.041437340340792e-08
1951,1.2367225998843878e-07,3.305034390610473e-08
1952,1.9507887749625752e-07,1.1599284555074973e-07
1953,6.787511552808212e-08,6.8952495269059e-08
1954,6.743050162683062e-08,5.081718668087376e-08
1955,7.790054645795408e-08,6.288357168315883e-08
1956,3.226822409274632e-08,4.2733593774713086e-08
1957,9.36513990801302e-08,3.975766915687018e-08
1958,8.437688325813042e-08,7.858630945989376e-08
1959,9.300897174657763e-08,5.348015852391086e-08
1960,7.95895860328244e-08,5.8134999258996345e-08
1961,6.183861644970534e-08,5.141637871020066e-08
1962,6.722473955278474e-08,6.215117309693596e-08
1963,4.978860856930112e-08,7.112658284569306e-08
1964,7.787479772147776e-08,4.137098286172147e-08
1965,6.402290830820334e-08,6.019247789090798e-08
1966,7.810095281612917e-08,7.92087671008801e-08
1967,7.444806549017358e-08,4.8810320452119527e-08
1968,7.141351221484626e-08,6.871866276014771e-08
1969,1.094563610859467e-07,4.9050984163301337e-08
1970,6.85210013173787e-08,5.28853369985427e-08
1971,5.652237256015269e-08,6.011925002269436e-08
1972,5.848367257144105e-08,5.7457644864200574e-08
1973,7.167165150256949e-08,6.560712595415907e-08
1974,6.469407431985985e-08,5.400548896972168e-08
1975,5.483020970586949e-08,5.254561674661318e-08
1976,4.342280446323343e-08,7.08477343458469e-08
1977,5.2891036994573426e-08,4.583889623432924e-08
1978,5.168314443082522e-08,7.841580718093155e-08
1979,5.383815571136097e-08,5.969012839557308e-08
1980,6.708477551242709e-08,9.323647010006653e-08
1981,5.819505433102279e-08,4.554395527378574e-08
1982,2.9175260651825852e-08,6.51787752659061e-08
1983,4.0418024038757494e-08,7.51522613029465e-08
1984,6.030968879855436e-08,9.22042362461184e-08
1985,3.4890235589557506e-08,8.662403327974744e-08
1986,6.05443031265196e-08,7.493106934930438e-08
1987,3.483165472717431e-08,7.51630455653185e-08
1988,5.336932984434384e-08,8.395175354891649e-08
1989,3.677041737759623e-08,8.616351987456028e-08
1990,5.067245267831311e-08,8.554382047165632e-08
1991,6.330382112951227e-08,7.326831852338955e-08
1992,3.636563050690711e-08,8.320015432161654e-08
1993,3.655877023334142e-08,7.034793281235352e-08
1994,3.270454479453733e-08,1.1024596879849469e-07
1995,4.717532264830737e-08,6.073145009111158e-08
1996,4.9110447042366445e-08,7.473328800244872e-08
1997,5.034639150025555e-08,8.007473795146325e-08
1998,4.052909763352375e-08,7.915094890620367e-08
1999,5.758453447413103e-08,8.774786230958398e-08
2000,4.5947527560485923e-08,7.687374559139926e-08
2001,4.9945815927543435e-08,8.368114379209146e-08
2002,8.587194111342455e-08,7.272827495796719e-08
2003,5.2086536417306206e-08,7.417123093489408e-08
2004,4.8012223197169135e-08,7.7083847749293e-08
2005,5.989987017507303e-08,6.575474387204849e-08
2006,7.371022991975451e-08,5.394435875771819e-08
2007,5.23276817432361e-08,8.388406591564035e-08
2008,5.066353092608722e-08,5.960415716543821e-08
2009,5.531103419720296e-08,8.773474480250343e-08
2010,5.4323620823915064e-08,2.172944801870358e-08
2011,9.062813410842807e-08,2.409102328737589e-08
2012,8.748929181123799e-08,2.7234021704458655e-08
2013,6.303422539488679e-08,2.7054512630186878e-08
2014,6.734534840902029e-08,3.5513299190270686e-08
2015,7.780179300809209e-08,2.2830726309486238e-08
2016,7.726098405491655e-08,2.7134555491414858e-08
2017,6.943087282884619e-08,2.2640502139736896e-08
2018,7.641141208658553e-08,2.865428050391472e-08
2019,7.193785211967452e-08,2.2703790403255653e-08
