year,observations_NOUN in_ADJ,observations_NOUN fines_ADJ
1842,6.708265054555795e-10,5.836190553054621e-08
1843,4.7255288571079745e-09,5.6706348061652534e-08
1844,0.0,7.244901212288823e-08
1845,0.0,4.9664027557128065e-08
1846,1.1709002656346001e-09,8.664662232149567e-08
1847,5.393223645455691e-10,1.1649363074184294e-07
1848,0.0,8.125673645054121e-08
1849,0.0,5.6980020701757894e-08
1850,0.0,8.350465208195601e-08
1851,6.449438760824933e-10,8.642248161550015e-08
1852,3.2552727180501506e-09,8.333498158208386e-08
1853,1.7915795513800958e-09,9.614809926006274e-08
1854,5.195664454227256e-10,9.196325834182062e-08
1855,1.0613874223963649e-09,1.2259025083949382e-07
1856,2.0708756931497874e-09,8.076415269897552e-08
1857,4.881509085841174e-09,1.1178655512367186e-07
1858,4.893676019968041e-10,1.2821431027987273e-07
1859,2.036869339860914e-09,1.28831985080069e-07
1860,1.8308735638683515e-09,6.728460277827253e-08
1861,1.8863854922557266e-09,7.451222927556955e-08
1862,1.3553959066214816e-09,1.0075109457829967e-07
1863,1.9978483312144135e-09,1.0788380677695386e-07
1864,1.9178911792039344e-09,8.966141251676163e-08
1865,4.706844358715045e-10,5.742350239756888e-08
1866,2.432806400776144e-09,9.585257743083275e-08
1867,2.91168689159349e-09,7.473329333151923e-08
1868,9.87974813071446e-10,5.532658775564414e-08
1869,4.395167341186834e-09,7.911300770047092e-08
1870,2.0069171213776826e-08,1.1869480687209943e-07
1871,1.0621177271019633e-09,7.541035529357032e-08
1872,2.4189357183956872e-09,7.680120717168393e-08
1873,5.986004469882289e-10,7.302925553176465e-08
1874,1.792382742227261e-09,6.452577849813679e-08
1875,1.716458086775674e-09,1.4132172054814873e-07
1876,1.209202959984168e-09,6.166935406781704e-08
1877,3.710889595609501e-09,6.679601227688181e-08
1878,4.22736201599605e-09,7.730033502184597e-08
1879,2.443730107160036e-09,8.308682453161964e-08
1880,1.2835692508872398e-09,9.626769070791852e-08
1881,6.972507571312292e-10,9.970685965754456e-08
1882,2.6621540527571597e-09,9.250985044673143e-08
1883,6.319338941018771e-10,6.508918914960304e-08
1884,3.9610181801208455e-09,9.638477393991707e-08
1885,1.2891271383708158e-09,8.314869859304963e-08
1886,3.2267319927115068e-09,7.679621916167889e-08
1887,1.9586774424595887e-09,9.728097438710392e-08
1888,2.53624587998047e-09,6.086990111953128e-08
1889,1.2530273485467092e-09,8.207329216247672e-08
1890,3.2771931834929546e-09,5.83340380444497e-08
1891,1.2748440081367107e-09,7.712806393556093e-08
1892,1.8805537127519756e-09,5.202865338560514e-08
1893,2.4633666773077323e-09,4.6803965148001225e-08
1894,0.0,4.852185142567578e-08
1895,2.4074457982692365e-09,5.717683748684976e-08
1896,2.94851448812139e-09,5.89702899844724e-08
1897,1.1653427112179315e-09,5.9432476717802274e-08
1898,3.960848538042683e-09,5.2056865484928494e-08
1899,5.527578395003729e-10,4.532614283903058e-08
1900,5.19105292084987e-09,3.114631752509922e-08
1901,1.1177477832191585e-09,5.86817598957623e-08
1902,0.0,4.959386856739911e-08
1903,3.2401321625741275e-09,3.294134387488157e-08
1904,5.374625189347171e-10,5.6433563599966874e-08
1905,2.0643036169332163e-09,4.438252787508645e-08
1906,7.716276506641861e-09,5.7100447037328195e-08
1907,2.057137349353866e-09,4.8342727154704335e-08
1908,2.4556945366072114e-09,3.781769564170645e-08
1909,7.151278680339601e-09,4.1807474815414025e-08
1910,3.740905363258662e-09,5.71824116946118e-08
1911,1.5961122423746588e-09,4.735132819178034e-08
1912,1.0418842455450772e-09,5.5219864236732974e-08
1913,2.6514948014977335e-09,8.325693556798797e-08
1914,1.3393487430235496e-09,5.022557658662663e-08
1915,1.1780761921542648e-09,2.709575319670421e-08
1916,3.2962386153911893e-09,5.16410700868164e-08
1917,0.0,3.838248474608008e-08
1918,0.0,3.2161853624756986e-08
1919,9.207848372660976e-10,2.4861190439651182e-08
1920,0.0,4.846228307542333e-08
1921,3.7863738810983705e-09,3.332008802203745e-08
1922,2.2133805899215986e-09,4.795657915224183e-08
1923,1.0615948120573648e-09,4.140219900250486e-08
1924,0.0,3.609654797287476e-08
1925,1.0998177923937646e-09,4.5092530598367375e-08
1926,0.0,2.7865345586519652e-08
1927,3.3447675740205796e-09,4.3481975353643065e-08
1928,3.4278122562625413e-09,3.999114284169991e-08
1929,2.2280812750352652e-09,3.5649300400564243e-08
1930,0.0,4.8316575629314684e-08
1931,0.0,3.079446386777818e-08
1932,1.0959536611565568e-09,4.274219378430644e-08
1933,6.882397318719313e-09,4.12943848004943e-08
1934,2.3963160344919743e-09,2.2765002327673756e-08
1935,2.393656828303392e-09,5.505410882733486e-08
1936,6.0623572828433225e-09,3.031178508194898e-08
1937,1.2591118148108649e-09,2.7700460591972842e-08
1938,1.2965214457594243e-09,3.241303758727554e-08
1939,7.647025235257843e-09,5.199976982339649e-08
1940,2.5357829169792012e-09,3.296517903095264e-08
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,2.6129116648121453e-08
1944,9.639558484764166e-09,3.855823393905666e-08
1945,0.0,2.832055301382752e-08
1946,2.7842208538686464e-09,2.3665876369705074e-08
1947,3.5762612871081956e-09,2.5033829231801974e-08
1948,2.174377566888097e-09,1.848220954059343e-08
1949,0.0,2.5524220959027843e-08
1950,4.2541445921528975e-09,2.0207187034770868e-08
1951,4.264560704569931e-09,2.3455083209000804e-08
1952,2.1089607837865287e-09,3.374337254058446e-08
1953,2.1547654771580937e-09,3.5553629373907825e-08
1954,3.9090144454689835e-09,2.7363100230104465e-08
1955,1.8771215692936494e-09,1.783265446420046e-08
1956,8.72114158667614e-10,2.8779767902165077e-08
1957,7.951533764760654e-09,1.4136060322300636e-08
1958,2.4816730892496253e-09,4.384289198355873e-08
1959,7.750747821333448e-10,2.2477168570844697e-08
1960,6.920833350854139e-10,2.145458388724819e-08
1961,6.25334317660986e-09,2.501337270643944e-08
1962,4.43936931660005e-09,2.219684702708946e-08
1963,9.052474325699222e-09,1.8751554975438012e-08
1964,4.867174663303331e-09,3.224503331011874e-08
1965,1.0944086969999489e-08,3.55682807651192e-08
1966,3.877352328096606e-09,2.2710207048248776e-08
1967,4.930335695263466e-09,4.042875190179984e-08
1968,3.5931326802796093e-09,5.344784881344822e-08
1969,4.541757636644661e-09,1.9075383050903838e-08
1970,1.8394900047624674e-09,2.851209579546321e-08
1971,1.541519245584766e-09,4.059333846839763e-08
1972,4.104117490300041e-09,5.23274970021248e-08
1973,3.3079223804577396e-09,1.543697081274331e-08
1974,6.750686232237513e-09,1.8564387360697765e-08
1975,6.282628195464213e-09,1.9990180177842376e-08
1976,5.7135269293517865e-09,1.9425991482080462e-08
1977,4.7014254711541525e-09,1.9393379346865913e-08
1978,4.158414057542359e-09,2.0792070287711795e-08
1979,1.0533552030622673e-08,1.8141117053005473e-08
1980,1.7055452605774235e-09,2.1035058139773355e-08
1981,7.590659656386833e-09,1.5181319312773667e-08
1982,9.932003663948308e-09,2.0484757001781873e-08
1983,6.315316269933646e-09,1.8314416649900522e-08
1984,5.799008384599347e-09,2.9574943383181562e-08
1985,5.414002135495366e-09,1.3234227935754461e-08
1986,1.019062523255343e-08,1.9182353483415682e-08
1987,5.49973533381376e-09,2.5665430669619127e-08
1988,1.6190695006912392e-08,2.0388283061834045e-08
1989,1.1525056464734007e-08,2.57941739079115e-08
1990,1.0897301727652575e-08,2.45189291092629e-08
1991,1.4653663171770859e-08,2.4032006606944378e-08
1992,6.060938417817852e-09,2.8100714644097025e-08
1993,8.308811416668505e-09,3.212740296021366e-08
1994,2.637463358823311e-09,2.3737170451454404e-08
1995,8.675921314704738e-09,3.633041956163652e-08
1996,2.135236876199542e-09,2.2953797085278893e-08
1997,2.876936688878118e-09,2.157702461147437e-08
1998,4.29131630230728e-09,2.0502955777601528e-08
1999,2.285100553223174e-09,2.2851006420410158e-08
2000,4.418031274155965e-09,2.1206551181762734e-08
2001,5.257454027685071e-09,1.9715452381774412e-08
2002,9.638686904178684e-09,2.891606243338174e-08
2003,9.167230530238157e-09,1.750107614384433e-08
2004,5.285749615779878e-09,2.2023955992267474e-08
2005,4.5037495954858286e-10,2.34194974524371e-08
2006,2.4707338397433887e-09,2.635449547483404e-08
2007,1.1983438685803094e-09,2.5964116190380082e-08
2008,4.257439678578834e-10,2.6396126173722223e-08
2009,2.384096253749135e-09,1.907277002999308e-08
2010,3.3066551718974324e-09,1.747803501928047e-08
2011,1.147191591721608e-09,8.795135286732148e-09
2012,1.0212758416727752e-09,1.2255309655984092e-08
2013,2.2313000336282585e-09,1.812931316180766e-08
2014,1.5158115873603606e-09,1.4725027419615344e-08
2015,1.7732603163622684e-09,4.366653527654307e-08
2016,1.0356699942093428e-09,2.6927420293532123e-08
2017,3.018733707449428e-09,1.6603035390971854e-08
2018,7.744400121190154e-10,1.7037679711506826e-08
2019,1.02039510174734e-09,4.7448370565916775e-08
