year,ces_DET oeufs_NOUN,ces_DET feux_NOUN
1860,9.840945319750105e-08,6.307359612378605e-07
1861,3.536972786877257e-08,5.569553209738842e-07
1862,1.4005757942303632e-08,7.255886060875127e-07
1863,1.5982786483181854e-08,6.1433837572622e-07
1864,4.698833366845179e-08,5.307763970563428e-07
1865,1.2708479713019472e-08,4.772740176406387e-07
1866,9.731225880660332e-09,5.799810836037977e-07
1867,2.0867089389753346e-08,4.605318082440135e-07
1868,9.87974813071446e-09,4.500225188053264e-07
1869,1.0743742118179966e-08,4.6735277337006664e-07
1870,1.9495765446464475e-08,6.003549231081706e-07
1871,1.5931765684484844e-08,6.765689875010139e-07
1872,6.047339295989218e-09,3.9307704469138116e-07
1873,1.6760812293625804e-08,4.782817413229168e-07
1874,2.0313670745508716e-08,4.779687259315324e-07
1875,3.089624645014055e-08,4.34836053386789e-07
1876,1.7533442697725832e-08,3.796897445340619e-07
1877,1.6699003513309663e-08,5.535410565471466e-07
1878,2.8987626299326053e-08,4.1548929630153e-07
1879,2.382636854481035e-08,4.197106520109628e-07
1880,1.9253539207397807e-08,3.9662288742192686e-07
1881,6.275256814181063e-09,4.7134150804595265e-07
1882,2.8618155623050257e-08,3.4541447391234215e-07
1883,2.274962085380139e-08,3.8042421124373504e-07
1884,1.5183903023796574e-08,5.248349168596178e-07
1885,1.289127143921931e-08,3.996294068997486e-07
1886,1.936039151217983e-08,4.6723079094590503e-07
1887,2.154545120092166e-08,3.8651233325026624e-07
1888,1.4583414031932307e-08,5.294413227829864e-07
1889,1.8795410006156033e-08,4.1600509348427295e-07
1890,2.1629475988049762e-08,3.762217914982102e-07
1891,3.250852198544152e-08,4.1623655988587416e-07
1892,2.5074048615181255e-08,3.1781359055571556e-07
1893,9.976634818276153e-08,3.6950499193721953e-07
1894,1.575384822594117e-08,3.9006528140816954e-07
1895,1.083350587016696e-08,3.8639505817172903e-07
1896,1.0024949259612725e-08,2.83647100474127e-07
1897,2.097616846885586e-08,4.136966538226261e-07
1898,1.9238406756549864e-08,3.1686787593798726e-07
1899,1.1607914629507832e-08,3.0512231319335115e-07
1900,1.557315965072803e-08,3.2184528109269195e-07
1901,2.235495610847238e-08,3.068217679924601e-07
1902,2.0623193042190735e-08,3.0787479587957023e-07
1903,2.2140903555012414e-08,3.456140902358129e-07
1904,2.2573424907079698e-08,2.6281917087089823e-07
1905,3.0448477628119974e-08,2.497807400914098e-07
1906,9.773950315761226e-09,2.119403994527147e-07
1907,2.7257069490360664e-08,2.6228500615843586e-07
1908,2.0136694756089923e-08,3.2660737048217925e-07
1909,3.575639284658649e-08,2.3489199918458326e-07
1910,2.2979848468551722e-08,3.1049514959136104e-07
1911,5.7460039837309296e-08,2.8942836394207916e-07
1912,1.82329742415277e-08,2.625548312096271e-07
1913,3.234823831022027e-08,2.974977313385807e-07
1914,4.3528834758888024e-08,3.321584784998777e-07
1915,2.1205370792642952e-08,3.0629981750962543e-07
1916,2.6369908034951095e-08,2.746865597202941e-07
1917,2.6319419199616334e-08,3.311860155008617e-07
1918,1.2635013924011673e-08,3.3310491431848277e-07
1919,1.381177239245801e-08,4.696002804394084e-07
1920,2.953170463726451e-08,2.771436840021124e-07
1921,1.817459427400081e-08,3.2335631061641834e-07
1922,2.5084981203349344e-08,3.12086662290767e-07
1923,4.777176787484905e-08,2.4416680943772917e-07
1924,2.836157397823058e-08,2.7459159923637344e-07
1925,4.3992711695750586e-08,3.8383642220196634e-07
1926,3.9011484376239025e-08,3.109772492848606e-07
1927,6.02058146670359e-08,3.578901122125444e-07
1928,2.2852082448565625e-08,2.902214539801662e-07
1929,1.0694789942533589e-07,3.977124976017876e-07
1930,7.247486522032887e-08,3.0040305887268914e-07
1931,6.044838940510999e-08,3.25052660343772e-07
1932,2.9590748518160126e-08,3.890635511538676e-07
1933,4.932384722877714e-08,3.888554402919908e-07
1934,5.751158482780738e-08,3.726271557979999e-07
1935,4.667630548738089e-08,2.9561660497279263e-07
1936,5.45612155455899e-08,3.310047063109778e-07
1937,4.9105360555579125e-08,3.1477794237844137e-07
1938,4.019216603978748e-08,3.8636338217656885e-07
1939,6.576441702321745e-08,3.471749394634571e-07
1940,4.817987697691706e-08,2.586498517587188e-07
1941,5.6078550692006957e-08,3.2466529376051767e-07
1942,3.944475457373642e-08,6.493212936220516e-07
1943,1.7419411246777372e-08,4.906467481191612e-07
1944,1.2852744646352221e-08,3.277449920346953e-07
1945,4.1391576388605245e-08,2.8756254621953303e-07
1946,3.201853981948943e-08,3.8422248849201424e-07
1947,2.3841741469965427e-08,3.397448331554642e-07
1948,6.305694988384403e-08,4.01172655983828e-07
1949,4.123143415579733e-08,4.339117580798302e-07
1950,2.658840281277719e-08,2.892818358191107e-07
1951,3.411648574758175e-08,3.667522321393335e-07
1952,4.007025555807786e-08,3.469240361653192e-07
1953,4.955960619668076e-08,3.404529316242133e-07
1954,3.615838295445428e-08,3.176074230282211e-07
1955,5.255940527248981e-08,2.4871861370456827e-07
1956,2.3547082506070183e-08,3.130889822955396e-07
1957,4.417518850718949e-08,2.86255218640008e-07
1958,4.053399216275011e-08,3.6646037315790636e-07
1959,4.185403779111141e-08,2.658506517150272e-07
1960,2.6991250623442653e-08,2.678362456265404e-07
1961,4.168895617606694e-08,3.147516274282225e-07
1962,2.2196847582200974e-08,2.625569912595438e-07
1963,4.138274078968607e-08,3.233026575344411e-07
1964,4.1370985692790185e-08,2.853381175782488e-07
1965,2.462419568249885e-08,3.852318428698709e-07
1966,4.154306143533404e-08,2.559052489914393e-07
1967,2.5144711202074177e-08,3.032156392634988e-07
1968,2.4253645314331607e-08,3.166448294678048e-07
1969,1.5441976364272136e-08,3.0202689060843113e-07
1970,3.173120166621857e-08,3.0351586133292585e-07
1971,2.8261185391897925e-08,2.713073818938483e-07
1972,2.9241836674298582e-08,2.8267109186685957e-07
1973,2.4809417631388442e-08,3.318948600394833e-07
1974,3.937900050487997e-08,2.4358725525530645e-07
1975,4.1693803520814754e-08,2.672972776451843e-07
1976,3.1995751326174826e-08,2.38254077800093e-07
1977,3.584837049430689e-08,2.53876972777789e-07
1978,3.2673252658987906e-08,2.5544542125999214e-07
1979,2.574868185334367e-08,2.498792639471503e-07
1980,3.752199351225727e-08,2.490095987184304e-07
1981,3.289285732677172e-08,2.492266446552094e-07
1982,2.9796010991844923e-08,2.0112307197450718e-07
1983,3.220811262139023e-08,2.917676056313212e-07
1984,4.1752861612565084e-08,2.023853920007923e-07
1985,2.8874678204005022e-08,2.2498187135511216e-07
1986,2.8174081290188724e-08,2.4577390433933033e-07
1987,2.0776776743502978e-08,2.639872924703468e-07
1988,3.7778288497491985e-08,2.1287766394095797e-07
1989,2.8538236107600312e-08,1.9812120299889102e-07
1990,2.0160008162850573e-08,2.631698343691369e-07
1991,3.458264430378222e-08,2.0984045079330826e-07
1992,2.8651709449434293e-08,2.0496991837148926e-07
1993,1.99411469559152e-08,1.977497063876399e-07
1994,3.4287023831236496e-08,1.8673240376188005e-07
1995,1.8978578264494672e-08,1.952082300249458e-07
1996,2.6690460508405067e-08,1.8950227342884318e-07
1997,1.8700088588730068e-08,1.730956853407406e-07
1998,1.3827574751879013e-08,1.9978461729408536e-07
1999,2.193696624352981e-08,2.0794415078739803e-07
2000,9.277865808954289e-09,1.855573223963347e-07
2001,1.0953029372373635e-08,2.120506543690226e-07
2002,7.009954394732176e-09,1.9540248530347526e-07
2003,5.416999848684156e-09,1.7917768246888954e-07
2004,7.48814499296202e-09,1.9337034018462873e-07
2005,7.205999352777326e-09,2.1753110246436336e-07
2006,7.41220168576362e-09,1.5277372078514873e-07
2007,7.988959105365012e-09,1.8574329985199256e-07
2008,6.3861593790903726e-09,1.8775308419094472e-07
2009,7.1522885392028e-09,1.926349764147517e-07
2010,1.8895172648747405e-09,1.7100131266545304e-07
2011,5.35356059483405e-09,1.7666749840827833e-07
2012,3.744677901096338e-09,2.2706366209490625e-07
2013,2.5102125378317908e-09,2.1197349830970325e-07
2014,6.063246571486047e-09,2.4512840113288803e-07
2015,5.763096111444099e-09,3.466723939027361e-07
2016,2.2784741315895474e-09,3.2375045222465815e-07
2017,3.0187335409159743e-09,1.7709903765705803e-07
2018,6.453666490102705e-09,2.3542975746693173e-07
2019,7.397864654201669e-09,2.9719007343942394e-07
