year,quelques_DET os_NOUN,quelques_DET fosses_NOUN
1846,1.1240642328047556e-07,2.9272506640865004e-09
1847,1.1163972857275439e-07,7.011190739092399e-09
1848,9.654265958891628e-08,6.43617736884039e-09
1849,1.2569122276318012e-07,4.1897072478036534e-09
1850,9.165144820855176e-08,8.82569484161877e-09
1851,1.470471966413811e-07,3.8696632564949596e-09
1852,1.542999292780678e-07,4.557381805270211e-09
1853,2.5261271474619207e-07,8.95789775690048e-09
1854,1.4028294259560425e-07,5.7152309551611324e-09
1855,1.5496256366986927e-07,1.5920811335945473e-09
1856,1.0923869453449697e-07,1.4496130074093116e-08
1857,1.2106142244228124e-07,2.3431243834082238e-08
1858,1.003203546900977e-07,6.8511463169329545e-09
1859,1.1610155303820591e-07,4.582956014687056e-09
1860,1.4921619917451778e-07,3.204028820036342e-09
1861,1.3157538258923296e-07,5.659156698811785e-09
1862,1.3508778895499063e-07,3.614389121331385e-09
1863,1.7830796217310763e-07,7.991393324857654e-09
1864,2.2774957564308806e-07,5.753673759656408e-09
1865,2.0427704505721067e-07,1.0355057700195403e-08
1866,1.6543083880549148e-07,2.919367858567057e-09
1867,2.460375405632931e-07,1.552899675516528e-08
1868,2.3661996984003508e-07,4.44588676984381e-09
1869,2.1682825579460996e-07,1.953407657850903e-08
1870,2.1732044608313572e-07,1.204150246181257e-08
1871,2.5703250017272694e-07,2.7615060460561835e-08
1872,2.660829387934882e-07,9.675742873582749e-09
1873,2.957086273625009e-07,7.183205474881049e-09
1874,2.2763260565383803e-07,1.0156835372754358e-08
1875,1.6592429119555163e-07,5.149374260327022e-09
1876,2.708614665891673e-07,5.441413319928756e-09
1877,1.5400191166747845e-07,1.2988113917700161e-08
1878,1.872117492141001e-07,2.4156355138416075e-08
1879,1.8022508996295983e-07,1.3440515367335593e-08
1880,2.0537107481288785e-07,1.4119261981804243e-08
1881,1.8965220593969434e-07,1.2550513517339823e-08
1882,1.5839815858953443e-07,1.3310770263785798e-09
1883,1.6493474674916797e-07,1.0742875922176154e-08
1884,1.425966527079936e-07,9.242375753615306e-09
1885,2.4815697585722774e-07,2.5782542767416317e-09
1886,1.1938908328623654e-07,4.5174246565693466e-09
1887,1.886859166688737e-07,9.14049436140374e-09
1888,2.637695768470394e-07,1.521747483579361e-08
1889,1.8983364924451962e-07,8.144677543509005e-09
1890,2.1760563351236328e-07,7.209825181320184e-09
1891,1.6381745737703568e-07,1.7210393110644873e-08
1892,1.5295170285867243e-07,1.1283322720601063e-08
1893,1.404119007730742e-07,1.4164357686752282e-08
1894,1.1090709417516109e-07,1.071261657159539e-08
1895,1.1977042824184991e-07,6.6204757231957956e-09
1896,2.0167838954421313e-07,5.307326078618502e-09
1897,1.270223495275502e-07,1.1653426668090106e-08
1898,1.1090375551248144e-07,1.5277558773618694e-08
1899,1.0004916717321066e-07,8.844125432005967e-09
1900,1.3704380918966308e-07,1.038210584169974e-08
1901,1.3133536258536083e-07,3.912117352289357e-09
1902,1.266853217885e-07,1.3257766440233354e-08
1903,1.5876647907475672e-07,9.720396487722383e-09
1904,1.3974025403484802e-07,8.599400302955473e-09
1905,1.4501733325289479e-07,1.0321518306710686e-08
1906,1.5329670155495023e-07,9.773950537805831e-09
1907,1.5222815719084792e-07,1.2342823985100893e-08
1908,1.5176192569299474e-07,9.331638795018193e-09
1909,1.4632616540666277e-07,9.35167210336374e-09
1910,1.587212761222645e-07,9.085056262847502e-09
1911,1.4045787199989945e-07,1.5429085120644004e-08
1912,1.3857059855126863e-07,7.814131564032323e-09
1913,1.2408995608836904e-07,6.363587878865928e-09
1914,1.714366462124417e-07,8.036092680185902e-09
1915,3.015875176259897e-07,8.246533234057551e-09
1916,6.922101336570563e-08,8.789969641043172e-09
1917,7.347504293875318e-08,9.869782324756216e-09
1918,8.385055050297296e-08,1.6080926812378493e-08
1919,8.655377303767864e-08,9.207848705727883e-09
1920,1.1964126045427292e-07,1.2115570768855832e-08
1921,1.0980483722278223e-07,1.438822039290244e-08
1922,7.599273388336769e-08,1.3280284150152255e-08
1923,1.0722107557370464e-07,1.6985516992917837e-08
1924,1.0313299636521833e-07,6.445812328337297e-09
1925,8.798542383559038e-08,1.2097995494286806e-08
1926,1.0923215931768482e-07,1.114613823460786e-08
1927,9.47684135610416e-08,3.12178303207844e-08
1928,1.016917652307825e-07,7.998228634953364e-09
1929,8.800921080798219e-08,1.0026365959703298e-08
1930,7.247486522032887e-08,1.4705044737439721e-08
1931,1.1063195870519849e-07,3.4216069977333063e-09
1932,6.246935990716906e-08,1.0959536389520963e-08
1933,9.176529935928102e-08,8.02946331646126e-09
1934,1.4737343434489958e-07,8.38710612072191e-09
1935,1.1848601122466107e-07,2.5133396697185617e-08
1936,7.274828961456592e-08,8.487299751891442e-09
1937,8.687871666523961e-08,2.5182236296217297e-09
1938,9.46460669837279e-08,1.4261735792331365e-08
1939,1.0858776100519663e-07,1.2235240376412548e-08
1940,6.593035628554844e-08,1.2678914806940611e-08
1941,9.739958617416278e-08,2.9515025978810172e-09
1942,8.49579278039414e-08,0.0
1943,1.1903264240942235e-07,0.0
1944,1.670856821789357e-07,1.2852744646352221e-08
1945,1.4813827142745595e-07,6.535512131478072e-09
1946,1.823664685929316e-07,1.2528993842408909e-08
1947,8.702235554380877e-08,2.3841741914054637e-09
1948,1.174163912764925e-07,5.435944139264848e-09
1949,8.442627041915785e-08,2.7487622844546422e-08
1950,9.67817888053446e-08,9.571825110299415e-09
1951,9.382033283600322e-08,7.462981344019681e-09
1952,2.172229622843247e-07,8.43584291310151e-09
1953,1.960836613079664e-07,6.464296320451979e-09
1954,1.0261163163605147e-07,9.772536557761669e-09
1955,1.1262729504579738e-07,3.754243138587299e-09
1956,8.023450215333128e-08,5.232684729961079e-09
1957,1.1838950708664697e-07,1.4136060155767183e-08
1958,5.956015397545755e-08,1.1581140491045971e-08
1959,9.610927631520383e-08,2.3252243464000344e-09
1960,6.436374899720931e-08,1.1073333361366622e-08
1961,9.171569992361128e-08,1.181187059273725e-08
1962,1.0781325876507708e-07,7.610347907416326e-09
1963,9.375776954811954e-08,1.2932106829843804e-08
1964,8.274197105251346e-08,1.034274621503073e-08
1965,9.193032912691024e-08,6.0192477668863376e-09
1966,1.1133540489538518e-07,8.308612464702492e-09
1967,8.628087000417395e-08,4.930335695263466e-09
1968,8.264205053620799e-08,4.0422742653145605e-09
1969,1.149064736694072e-07,1.7712855848728282e-08
1970,7.31197253855953e-08,9.657322941336588e-09
1971,1.16641620362401e-07,1.284599360218408e-08
1972,1.0003786243828472e-07,1.3338381399385923e-08
1973,7.49795727728042e-08,1.5988291357516005e-08
1974,9.844750747944886e-08,1.350137179834121e-08
1975,9.652401633530872e-08,8.567220266542108e-09
1976,1.0284348395117604e-07,2.8567635146359294e-08
1977,9.814225876425553e-08,6.4644601893704134e-09
1978,9.26732277584108e-08,3.326731246033887e-08
1979,9.53871635012149e-08,2.1652301285257636e-08
1980,9.096241360140311e-08,1.7623967396573903e-08
1981,1.1259478149838742e-07,2.9730083284107423e-08
1982,7.635227650126808e-08,2.9175260873870457e-08
1983,1.048342470610919e-07,1.51567585149337e-08
1984,7.596701223633318e-08,3.6533755132239776e-08
1985,8.542092233554399e-08,3.849957064261389e-08
1986,1.1269632427257648e-07,2.9972427428859305e-08
1987,9.28844188230471e-08,2.261002185477423e-08
1988,1.1273521405286147e-07,2.698449264038061e-08
1989,9.659094768466048e-08,9.878619700032232e-09
1990,8.772328019546194e-08,3.705082773919344e-08
1991,5.9200798485647965e-08,1.817054195996093e-08
1992,9.58730299593924e-08,3.030469208908926e-08
1993,9.361260566720375e-08,2.9911721100006616e-08
1994,8.598130474268828e-08,5.169428174411905e-08
1995,8.079451596643139e-08,2.3858783393393423e-08
1996,8.434185971850638e-08,2.5622842514394506e-08
1997,6.856699119595078e-08,3.979762386308039e-08
1998,8.058138023514516e-08,2.9562401859806187e-08
1999,9.963038483107312e-08,2.4222065464485354e-08
2000,6.936309615568348e-08,3.66696601972194e-08
2001,7.40424779266391e-08,2.8915997374312497e-08
2002,7.404264579236042e-08,3.24210382984802e-08
2003,1.0959007212818506e-07,2.8751768299528635e-08
2004,7.576241234374947e-08,2.114299890720872e-08
2005,7.205999441595168e-08,3.5129245956611044e-08
2006,8.153421782175485e-08,1.3589036895744755e-08
2007,6.191443180370015e-08,3.435252238226383e-08
2008,7.024775428021712e-08,2.299017376472534e-08
2009,8.153609432071107e-08,2.3840962315446745e-08
2010,8.172162146991013e-08,1.1337103367203838e-08
2011,7.686183334243424e-08,9.177532400705957e-09
2012,9.565950120915545e-08,5.106379125097149e-09
2013,1.0040850506598531e-07,3.904775003338301e-09
2014,9.48465004313448e-08,6.279790867869117e-09
2015,1.1193705429235479e-07,7.53635653882867e-09
2016,1.2655887760004703e-07,4.764082156549776e-09
2017,9.383230059611947e-08,2.5156112748447867e-09
2018,1.0738901323747996e-07,4.6466399061806385e-09
2019,9.642733767023515e-08,3.826481631552525e-09
