year,ces_DET ânes_NOUN,ces_DET anes_NOUN,ces_DET fans_NOUN
1969,1.8621207575897358e-08,4.5417578031781147e-10,4.5417578031781147e-10
1970,2.5752860732808358e-08,0.0,0.0
1971,2.928886555508825e-08,5.138397485282553e-10,5.138397485282553e-10
1972,1.846852804021637e-08,0.0,5.130146862875051e-10
1973,2.205281512956958e-08,5.513203782392395e-10,1.102640756478479e-09
1974,1.5751600079827455e-08,1.1251143350321513e-09,2.2502286700643026e-09
1975,1.599214494163448e-08,5.711480177694739e-10,1.7134440533084216e-09
1976,1.4283817462157344e-08,0.0,2.856763492431469e-09
1977,1.5867311464745626e-08,5.876781838942691e-10,1.7630346071939584e-09
1978,2.8514837602244825e-08,0.0,1.7821774056514528e-09
1979,2.1067104394312253e-08,0.0,5.851973350345929e-10
1980,1.876099653408403e-08,2.8425752862659692e-09,2.8425752862659692e-09
1981,2.4669643661212604e-08,1.2651099057237047e-09,1.2651099057237047e-09
1982,1.8622507091947682e-08,0.0,8.690503094932467e-09
1983,1.1999100379966876e-08,6.315316047889041e-10,5.052252838311233e-09
1984,1.9716628330002095e-08,1.1598016991243298e-09,1.0438215181096666e-08
1985,2.045289715368881e-08,6.015558051686298e-10,3.609334831011779e-09
1986,1.6784558687366058e-08,0.0,2.997242676272549e-09
1987,1.5277041853778428e-08,0.0,3.0554083707556856e-09
1988,2.0388282950811742e-08,0.0,2.99827696004229e-09
1989,1.9757240732332093e-08,5.488122178931576e-10,3.841685525252103e-09
1990,2.2339469163412673e-08,5.44865097484859e-10,3.814055737905164e-09
1991,2.1101274727541863e-08,1.7584396161396398e-09,5.861465368628416e-09
1992,1.157088314052146e-08,5.509944167592096e-10,2.2039777225479895e-09
1993,1.440193975188464e-08,5.539207426075166e-10,3.323524400133948e-09
1994,3.16495589736121e-08,0.0,8.43988251508776e-09
1995,1.9520823180130265e-08,1.626735190995987e-09,1.0302656505700725e-08
1996,1.8683322222656784e-08,0.0,9.60856594289794e-09
1997,1.7261620133268707e-08,1.917957792585412e-09,6.7128524960935465e-09
1998,1.4781200929903093e-08,0.0,7.152193726156497e-09
1999,1.82808048698746e-08,0.0,1.0511462728013399e-08
2000,2.96008102473877e-08,8.836062992401139e-10,7.51065365456327e-09
2001,1.752484757311379e-08,4.3812117822561447e-10,9.638665865452367e-09
2002,1.92773752516473e-08,0.0,6.133710206412957e-09
2003,2.2918076991729208e-08,0.0,1.166738428093339e-08
2004,1.6738206376487597e-08,4.404791253964646e-10,6.607187019724847e-09
2005,1.8915748078995875e-08,0.0,4.503749373441224e-09
2006,2.594270709366242e-08,4.1178899179428186e-10,7.823991010624809e-09
2007,1.7575710498096697e-08,7.988958938831558e-10,1.2782334302130494e-08
2008,2.5118894075859544e-08,2.1287198670449925e-09,9.366367459406888e-09
2009,2.7178697514784744e-08,0.0,2.384096164931293e-08
2010,3.023227579390664e-08,4.723793023408973e-10,2.3618965006022563e-08
2011,2.600300907928954e-08,3.82397197240536e-10,2.3708626839535896e-08
2012,3.234040035771102e-08,1.3617010852229328e-09,3.199997511416086e-08
2013,2.6496687732802116e-08,2.789125042035323e-10,3.2911675162949905e-08
2014,3.421403427239511e-08,0.0,4.6557071087249824e-08
2015,3.812509552503229e-08,0.0,3.812509707934453e-08
2016,4.204820358566508e-08,2.0713400439298368e-10,3.314144061961066e-08
2017,2.9181091765195788e-08,0.0,4.075290416238886e-08
2018,3.407536031119207e-08,0.0,4.64663996169179e-08
2019,2.8826161013739693e-08,5.1019755087367e-10,4.081580362580439e-08
