year,les_DET acteurs_NOUN,les_DET facteurs_NOUN
1996,1.7965883330361976e-05,1.1023160283230027e-05
1997,2.0991567907913122e-05,1.1254096691004634e-05
1998,2.2820267076895107e-05,1.1314294269482161e-05
1999,2.2414094246414606e-05,1.1622478261585911e-05
2000,2.5306483621534426e-05,1.198346836872588e-05
2001,2.5967004603444366e-05,1.1733323169949017e-05
2002,2.421588646939199e-05,1.1843756333007605e-05
2003,2.87413504338474e-05,1.267536249827117e-05
2004,2.714232323342003e-05,1.250520250550835e-05
2005,2.9086565746183624e-05,1.2633917968685182e-05
2006,2.8022240030622925e-05,1.241708538657349e-05
2007,2.7376164553061244e-05,1.117735259725805e-05
2008,2.7799804684036644e-05,1.2391704068193121e-05
2009,2.7269768906990066e-05,1.2310996176267963e-05
2010,2.7602540285442956e-05,1.1827905474603995e-05
2011,2.3946095552673796e-05,1.2827896313183373e-05
2012,2.103181418533495e-05,1.1034544726840068e-05
2013,2.1019961195634096e-05,8.903166204277113e-06
2014,1.6930316405705526e-05,7.065631201896849e-06
2015,1.8194759604739374e-05,6.8312636543055305e-06
2016,1.5666787362533796e-05,6.2941811052041885e-06
2017,1.7843985915533267e-05,6.80925677443156e-06
2018,1.7076660242310027e-05,6.930463673171516e-06
2019,1.4958991869207239e-05,5.999158034342145e-06
