year,quelques_DET oeufs_NOUN,quelques_DET feux_NOUN
1860,9.154367819341758e-10,4.394096553284044e-08
1861,6.13075279431996e-09,5.4705180829728306e-08
1862,2.710791813242963e-09,5.376403855450462e-08
1863,1.4983863039219614e-09,6.89257690922318e-08
1864,2.3973640850272204e-09,5.7057263358473165e-08
1865,3.294791106611683e-09,4.2361600005591526e-08
1866,2.4328064562872953e-09,6.325297086107184e-08
1867,2.426405742994575e-09,6.793936258020494e-08
1868,9.87974813071446e-10,5.4832602014442955e-08
1869,0.0,3.369628220895038e-08
1870,2.2936195165357276e-09,5.676708347834847e-08
1871,2.1242354542039266e-09,9.983906945620902e-08
1872,3.628403577593531e-09,5.98686606956278e-08
1873,2.3944017324417644e-09,7.602225826630615e-08
1874,1.7923826867161097e-09,6.572070176957823e-08
1875,5.7215269744226305e-09,5.263805036292979e-08
1876,5.441413541973361e-09,4.7158915883471764e-08
1877,3.710889595609501e-09,2.9068635942763876e-08
1878,6.039088673581716e-10,4.166971190322499e-08
1879,2.443730107160036e-09,4.032154654609599e-08
1880,5.134277003548959e-09,4.81338471303161e-08
1881,2.7890030285249168e-09,4.044054513485662e-08
1882,4.658769592325029e-09,4.059784819432366e-08
1883,6.951272890631799e-09,3.791603475633565e-08
1884,1.3203393933736152e-09,5.6114425106557064e-08
1885,3.86738152613475e-09,7.348024777531492e-08
1886,1.9360391623202133e-09,8.45403738125583e-08
1887,1.3057849246322917e-09,7.704130911001528e-08
1888,4.438430289965822e-09,1.1096075791527937e-07
1889,3.759081934617825e-09,5.88922839384054e-08
1890,5.898947663673937e-09,8.848421462204215e-08
1891,1.2748440081367107e-09,7.45783754751983e-08
1892,3.1342561879199593e-09,6.89536356901499e-08
1893,0.0,9.422377367229728e-08
1894,2.520615716150587e-09,7.498831955388141e-08
1895,9.027921521465032e-09,9.148293766969573e-08
1896,5.897029087265082e-09,1.026083058519589e-07
1897,4.661370955894029e-09,1.060461833901627e-07
1898,5.6583546736987955e-09,6.337357394414767e-08
1899,4.9748205555033564e-09,5.5275783950037294e-08
1900,4.15284251431558e-09,7.475116170496676e-08
1901,3.353243460679778e-09,9.444969073513221e-08
1902,4.419255628107521e-09,3.633609990671971e-08
1903,3.7801539676252105e-09,9.61239230434785e-08
1904,3.7622376325430196e-09,6.449550316034447e-08
1905,2.5803795211665204e-09,6.089695681055218e-08
1906,2.0576738091193647e-09,5.2985100751357095e-08
1907,8.228549286393161e-09,5.605699437971623e-08
1908,4.911389073214423e-09,6.43391953047967e-08
1909,1.2102163438054703e-08,3.850688568007854e-08
1910,4.809735498767509e-09,4.221879112975557e-08
1911,1.1172785363555704e-08,3.5646507967612706e-08
1912,6.772247651554153e-09,3.9070657820161614e-08
1913,7.954484682048957e-09,4.136332010240551e-08
1914,8.705766885164223e-09,4.8216555637026204e-08
1915,4.712304657594757e-09,7.539687940649742e-08
1916,8.789969641043172e-09,4.504859330012323e-08
1917,1.096642476827725e-08,3.728584285767056e-08
1918,5.743188147278033e-09,5.398596858441351e-08
1919,6.445493971884986e-09,5.893022880787413e-08
1920,4.543339038320937e-09,5.754896204024362e-08
1921,4.543648624011354e-09,4.770830841493989e-08
1922,5.1645547283207804e-09,5.2383342996620286e-08
1923,1.1677542488541803e-08,4.671017084234563e-08
1924,1.0313299547703991e-08,4.383152241160815e-08
1925,4.399271169575059e-09,4.069325765243548e-08
1926,4.458455382660986e-09,5.015762472027063e-08
1927,8.919379901328739e-09,3.6792440649691116e-08
1928,3.4278122562625413e-09,4.341895509796245e-08
1929,4.4561625500705304e-09,5.904415534274676e-08
1930,9.453243188239924e-09,8.297846854077306e-08
1931,7.983749661377715e-09,9.80860681565332e-08
1932,5.4797681947604815e-09,5.2605774847336306e-08
1933,1.2617728861741284e-08,2.7529590163055673e-08
1934,1.0783422155213884e-08,4.7926318913482646e-08
1935,5.98414207075848e-09,4.6676309040094566e-08
1936,9.699771652549316e-09,4.607391623778767e-08
1937,1.1332006444320086e-08,4.155069155409308e-08
1938,1.426173557028676e-08,5.4453899167583586e-08
1939,2.7529290846928234e-08,3.8235127064467633e-08
1940,2.5357829169792012e-09,2.282204625281281e-08
1941,2.9515025978810172e-09,4.7224043342453115e-08
1942,3.034211770724937e-09,4.247896434605991e-08
1943,2.9032352077962287e-09,7.548411495861274e-08
1944,1.6065930807940276e-08,6.747690939334916e-08
1945,1.742803190651898e-08,4.1391576832694454e-08
1946,2.7842208538686464e-09,4.1763312808029696e-08
1947,7.152522574216391e-09,5.1259744449083655e-08
1948,1.630783130757152e-08,4.240036233227329e-08
1949,6.871905600114303e-09,3.7304632716228525e-08
1950,1.0635361258337639e-08,4.785912555149707e-08
1951,1.2793682557799002e-08,3.4116486524737866e-08
1952,1.581720565635436e-08,3.585233332437099e-08
1953,1.8315507332999914e-08,4.41726912825402e-08
1954,8.795282724349818e-09,5.2771696346098906e-08
1955,2.2525459275613002e-08,3.566530892840092e-08
1956,2.52913103793162e-08,4.186147828377784e-08
1957,1.6786571077620493e-08,3.8874166996549775e-08
1958,1.0753916701577992e-08,2.7298402871522853e-08
1959,5.425523585955716e-09,3.642851531537872e-08
1960,1.799416665670961e-08,3.3220000972278285e-08
1961,4.86371165564492e-09,4.238377204757171e-08
1962,8.878739188311613e-09,3.678334570267339e-08
1963,8.405869444949587e-09,4.9142004243662996e-08
1964,8.517555549758526e-09,3.7720605083890746e-08
1965,9.302474013317408e-09,3.720989383282358e-08
1966,6.092982229866095e-09,3.434226281129327e-08
1967,5.423369309198733e-09,2.6623811821835375e-08
1968,3.5931326802796093e-09,4.4015873612579526e-08
1969,9.083515273289322e-09,3.905911682977603e-08
1970,3.678980065036086e-09,3.1731202998486197e-08
1971,7.707596449968435e-09,4.7787097612328466e-08
1972,7.182205497002769e-09,2.5650735091531374e-08
1973,5.513203671370093e-09,3.0322621302758535e-08
1974,1.0126029126311664e-08,3.375342960687533e-08
1975,7.4249242310031605e-09,2.2845920710778955e-08
1976,8.570290255249802e-09,2.285410782842945e-08
1977,8.22749424145286e-09,2.938390908369115e-08
1978,2.9702956760857546e-09,3.326731012887052e-08
1979,1.287434159280565e-08,2.633387996553438e-08
1980,6.822180764753938e-09,3.752199528861411e-08
1981,8.223214609248686e-09,3.1627748420248736e-08
1982,6.828252629986764e-09,2.483000915987077e-08
1983,1.578829045278951e-08,4.4207213889535524e-08
1984,6.378909400694965e-09,4.23327624066161e-08
1985,7.218669662023558e-09,3.7296458810232025e-08
1986,5.395036972721812e-09,2.3977941854269602e-08
1987,9.77730663098697e-09,2.6276512743450553e-08
1988,7.795519729736355e-09,3.957725480674412e-08
1989,1.2622681122564927e-08,4.9393099166294974e-08
1990,8.172976628806339e-09,2.4518928887218294e-08
1991,7.6199047072123e-09,3.047961993907222e-08
1992,1.0468893973936133e-08,2.8651709005345083e-08
1993,1.218625611532076e-08,2.991171932364978e-08
1994,1.4769794165481187e-08,2.37371702294098e-08
1995,1.8978577598360857e-08,3.3076949179644544e-08
1996,8.540947282753564e-09,3.2562360807730784e-08
1997,1.3425704992187093e-08,2.972834556302928e-08
1998,8.10582001520288e-09,3.099284029417504e-08
1999,6.398281460207045e-09,3.4733530274166924e-08
2000,5.7434409450607404e-09,2.6949992015801172e-08
2001,1.1391150411821371e-08,2.9792241118542506e-08
2002,5.257465574004527e-09,3.4611649102345154e-08
2003,9.58392298855415e-09,3.50021540640455e-08
2004,3.9643119897903034e-09,3.171449702854545e-08
2005,2.702249757291497e-09,3.332774678455053e-08
2006,4.529678854225949e-09,3.088417344088157e-08
2007,3.1955835755326234e-09,2.9159700098979613e-08
2008,5.960415355721338e-09,2.6821870724447194e-08
2009,9.53638501499654e-09,4.577464673971576e-08
2010,4.723792912386671e-09,4.109699780485698e-08
2011,4.206369030868018e-09,4.3593279652753836e-08
2012,1.3617010852229328e-09,5.004251590889908e-08
2013,2.789125042035323e-10,6.72179121252725e-08
2014,4.3308902714089825e-09,6.539644381575727e-08
2015,4.433150790905671e-10,7.536356161352842e-08
2016,1.4499380585064614e-09,7.60181801950921e-08
2017,1.509366853724714e-09,6.339340519190273e-08
2018,2.8396134332808742e-09,6.195520185769965e-08
2019,5.101975453225549e-09,5.9438016286605944e-08
