year,anciens_ADJ acteurs_NOUN,anciens_ADJ facteurs_NOUN
1847,1.9954928376364478e-08,2.1572894581822766e-09
1848,1.367687652020777e-08,0.0
1849,2.0948537127196687e-08,1.508294644736452e-08
1850,8.82569484161877e-09,4.073397619208663e-09
1851,3.8696632564949596e-09,2.579775504329973e-09
1852,1.9531636752390114e-08,1.3021090872200602e-08
1853,1.3735443005202796e-08,2.448492075757258e-08
1854,1.1430461910322265e-08,2.5978321716024766e-09
1855,1.1144567935161831e-08,7.429711956774554e-09
1856,1.346069211649592e-08,5.694908100650764e-09
1857,1.4156376570984008e-08,0.0
1858,1.663849857891364e-08,4.893676019968041e-10
1859,2.1387128512628806e-08,1.0693564256314403e-08
1860,2.1055045706930287e-08,3.204028820036342e-09
1861,3.159695793897299e-08,1.6034276129062164e-08
1862,1.987914033385607e-08,7.680577063240435e-09
1863,1.748117206545885e-08,1.3485475847119233e-08
1864,4.794728170054441e-09,2.8768367688059016e-09
1865,2.4004906507002488e-08,8.47231973466478e-09
1866,1.848932973391726e-08,4.379051787850585e-09
1867,4.367530337390235e-09,9.220341823379385e-09
1868,6.421836395986702e-09,2.4699371437009177e-09
1869,3.906815315701806e-09,6.348574999037737e-09
1870,1.6628741050794815e-08,6.307453670473251e-09
1871,3.080141475209075e-08,0.0
1872,1.8142017887967654e-09,6.047339295989218e-10
1873,3.292302608315367e-08,2.3944017879529156e-09
1874,8.364453130127458e-09,1.0156835372754358e-08
1875,6.865832347102696e-09,8.58229043387837e-09
1876,1.4510435075720807e-08,5.441413541973361e-09
1877,1.0514186854493346e-08,1.2369631985365004e-09
1878,2.113680963589104e-08,1.6305540029293297e-08
1879,2.3826368433788048e-08,0.0
1880,1.6044616302224313e-08,7.059631101924424e-09
1881,1.673401861523871e-08,9.064259565150223e-09
1882,1.9966154951589488e-08,9.317538740560849e-09
1883,8.847074184359371e-09,1.9589950994713945e-08
1884,1.5844073608661802e-08,1.3203393933736152e-09
1885,3.480643329112354e-08,1.6114089618213256e-08
1886,2.3232470169887165e-08,6.4534639854230136e-09
1887,9.793386546164129e-09,5.876032105334161e-09
1888,1.014498351992188e-08,5.07249175996094e-09
1889,1.0024218788373673e-08,2.5060546970934183e-09
1890,4.5880703680722945e-09,1.7041404731799048e-08
1891,1.0836173736095134e-08,3.824531802365527e-09
1892,6.268512375839919e-09,3.1342561879199593e-09
1893,8.621783287310336e-09,2.0322774574310642e-08
1894,1.7014155417882648e-08,5.041231432301174e-09
1895,1.2037228991346183e-08,9.629783193076946e-09
1896,1.533227589334274e-08,3.5382172747233653e-09
1897,1.5732126712464378e-08,9.322741689743452e-09
1898,2.8291773368493978e-09,7.355861253444118e-09
1899,7.738609753005221e-09,8.844125432005967e-09
1900,1.4015843596837385e-08,1.5054054003371675e-08
1901,1.7883964531506535e-08,2.179608138419553e-08
1902,1.5712908307818907e-08,7.365425602756659e-09
1903,6.480264325148255e-09,1.1880484152015924e-08
1904,1.4511488011237361e-08,2.579820090886642e-08
1905,5.160758931310738e-09,7.2250627702885595e-09
1906,5.658602919567102e-09,4.115347618238729e-09
1907,6.685696440911215e-09,1.697138252154673e-08
1908,8.840499887696751e-09,1.5716445034286153e-08
1909,8.251475058784763e-09,1.7053048750881317e-08
1910,1.0153886620400954e-08,1.4963621453034648e-08
1911,1.3832972989291648e-08,6.384448969498635e-09
1912,3.646594803896619e-09,6.772247651554153e-09
1913,1.4318072061314524e-08,3.181793939432964e-09
1914,9.37544086809794e-09,1.4732836284281348e-08
1915,1.1780762143587253e-08,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,0.0
1919,1.3811772170413406e-08,5.524709134618888e-09
1920,1.1358347151713133e-08,9.086678076641874e-09
1921,2.120369302360814e-08,5.300923255902035e-09
1922,1.549366501762961e-08,7.377935595798135e-09
1923,1.4862327812892318e-08,1.1677542488541803e-08
1924,9.02413699321869e-09,1.1602462102189293e-08
1925,5.499089184013428e-09,7.698724324711748e-09
1926,1.7833821530643945e-08,7.802296586589819e-09
1927,2.89879845682961e-08,7.804457524684949e-09
1928,1.599645738092903e-08,4.570416489713125e-09
1929,1.4482528065684619e-08,1.4482528065684619e-08
1930,1.995684684175103e-08,1.05036033204442e-08
1931,1.2545892325022123e-08,4.5621426636444085e-09
1932,1.4247397928102146e-08,5.4797681947604815e-09
1933,2.867665482852999e-08,5.735331320977366e-09
1934,1.1981580172459871e-08,8.38710612072191e-09
1935,1.196828414151696e-08,7.180970484910176e-09
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,2.5930428915188486e-09
1939,9.176430282309411e-09,9.176430282309411e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,6.960552134671616e-09
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,1.47255123650325e-08,4.908504269707237e-09
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,1.1599284199803606e-08,2.1089607837865287e-09
1953,7.54167928107563e-09,7.54167928107563e-09
1954,1.4658803948464083e-08,9.772536557761669e-09
1955,8.447047505910632e-09,6.569925492527773e-09
1956,8.72114114258693e-09,1.2209598665435806e-08
1957,9.718541527092839e-09,7.068030161150318e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,6.200598257066758e-09,5.425523585955716e-09
1960,7.612916519406099e-09,8.305000243069571e-09
1961,9.03260666262895e-09,4.16889545107324e-09
1962,7.610347907416326e-09,6.341956293454132e-09
1963,7.1126584622049904e-09,4.526237162849611e-09
1964,1.5818317211646615e-08,4.258777774879263e-09
1965,2.134096988015699e-08,7.1136563306595235e-09
1966,8.862519607077957e-09,6.092982118843793e-09
1967,2.859594694371026e-08,3.944268467392931e-09
1968,1.4372531137452071e-08,6.737123747768692e-09
1969,1.3625273354023193e-08,7.72098829315837e-09
1970,1.609553754167159e-08,3.6789800095249348e-09
1971,1.5415192233803054e-08,2.569198631618974e-09
1972,1.2312352026810913e-08,1.3338381954497436e-08
1973,9.372446430067072e-09,6.615844760915479e-09
1974,7.875800456247362e-09,7.313243344242437e-09
1975,1.7134439644905797e-08,1.1994108817248161e-08
1976,8.570290255249802e-09,2.856763492431469e-09
1977,1.704266772151186e-08,2.938390863960194e-09
1978,1.663365545301332e-08,7.128709622605811e-09
1979,9.363157360553487e-09,2.3407893401383717e-09
1980,1.2507331281774725e-08,2.8425752862659692e-09
1981,1.960920381627318e-08,1.8976649140967083e-09
1982,1.4277254933858785e-08,3.1037510339615437e-09
1983,1.8314416649900522e-08,5.052252838311233e-09
1984,2.145633182237816e-08,3.479405208395292e-09
1985,1.6242006850575308e-08,1.8046674155058895e-09
1986,2.2179596825822046e-08,8.392279760016663e-09
1987,3.5442738521851425e-08,3.6664902225425067e-09
1988,4.257553243292023e-08,7.195864348830128e-09
1989,2.5245361356951435e-08,1.6464366536794728e-09
1990,1.5256222951620657e-08,3.2691906959314565e-09
1991,2.4618154625954958e-08,5.2753188484189195e-09
1992,2.975369817193041e-08,4.4079553340736766e-09
1993,2.4372512896775334e-08,5.539207426075166e-10
1994,2.162719958676007e-08,6.329911705904578e-09
1995,3.741491028108612e-08,2.7112254663563817e-09
1996,3.84342655479486e-08,3.736664311304594e-09
1997,5.178485906753849e-08,2.876936688878118e-09
1998,4.243635132183954e-08,2.3840645013706308e-09
1999,4.1131810679662095e-08,5.941261704833778e-09
2000,4.285490717848006e-08,0.0
2001,5.1260177075240776e-08,2.190605918883648e-09
2002,4.687906951517107e-08,4.381221607729913e-09
2003,5.125315089005156e-08,3.333538334260311e-09
2004,6.078611947124557e-08,4.404791198453495e-09
2005,9.052536342757378e-08,6.7556245042510454e-09
2006,4.1590686783443687e-08,3.706100981659688e-09
2007,5.432492145018841e-08,2.3966877371606188e-09
2008,4.853481172517604e-08,2.554463751636149e-09
2009,4.243691265060079e-08,6.198650481792356e-09
2010,3.920748170571642e-08,5.196172381261022e-09
2011,4.2063692862193136e-08,5.7359579308524644e-09
2012,2.6212745751763578e-08,6.468080293586809e-09
2013,2.8449075983871808e-08,7.2517249982695375e-09
2014,2.338680796243331e-08,2.165445156521173e-09
2015,1.8175917659846164e-08,3.989835573037226e-09
2016,2.5684617238619367e-08,2.4856081637381067e-09
2017,2.364674617227891e-08,7.54683426862357e-10
2018,2.478208038780849e-08,1.5488800242380307e-09
2019,2.3724185282958388e-08,1.7856913725466939e-09
