year,les_DET airs_NOUN,les_DET fers_NOUN
1882,4.654776411427974e-06,3.005571912240157e-06
1883,4.673151266842979e-06,2.6996216035968246e-06
1884,4.776327870104069e-06,3.1853187465458177e-06
1885,4.115538224880311e-06,3.275672156632936e-06
1886,4.749103958090473e-06,2.8879251772195857e-06
1887,4.286238905137907e-06,2.655313551258587e-06
1888,4.136617135941378e-06,3.040958844735542e-06
1889,4.393740184127637e-06,2.844998647333341e-06
1890,3.71699246670687e-06,2.619788190827421e-06
1891,3.5829491729089114e-06,2.790633516269736e-06
1892,3.7648685022872996e-06,2.989453605550807e-06
1893,3.584814301405004e-06,2.883986567780994e-06
1894,3.7456348422892916e-06,2.729826746872277e-06
1895,3.4932039127966164e-06,2.8263412730211712e-06
1896,3.2740304334311077e-06,2.543388703202254e-06
1897,3.1312759176671534e-06,2.5008255590819317e-06
1898,3.361628749587453e-06,2.719971149645062e-06
1899,3.362978596044286e-06,2.539922292044139e-06
1900,3.5008463044050586e-06,2.3868461767051485e-06
1901,3.4393098715668202e-06,3.0989557728844375e-06
1902,3.139144510555525e-06,3.225074522106297e-06
1903,3.284413992332702e-06,2.3296550608620237e-06
1904,2.8754244212336744e-06,2.275616239444389e-06
1905,2.86680175776155e-06,1.973474240912765e-06
1906,2.9651078818915266e-06,2.1991389189679467e-06
1907,3.1772486011050205e-06,2.2031941284694767e-06
1908,3.5833495246606617e-06,2.0711328687639252e-06
1909,3.83418556992865e-06,2.290059569531877e-06
1910,4.158283601896073e-06,2.2819524190254015e-06
1911,3.5673109337608366e-06,2.0797342301648314e-06
1912,3.4496786867066476e-06,2.0566794916021536e-06
1913,3.7995920649791515e-06,1.955742575887598e-06
1914,3.5224870913452833e-06,1.7585649487728006e-06
1915,3.3504486083302254e-06,1.6681559316111816e-06
1916,3.2621775183372392e-06,1.8744610628118608e-06
1917,3.5257055444049e-06,1.7930103410890297e-06
1918,3.842192910497033e-06,1.689645984015442e-06
1919,3.598427042561525e-06,1.5404730149271018e-06
1920,3.47338261974528e-06,1.7537288528046702e-06
1921,3.3978916675891924e-06,1.6493443695253518e-06
1922,3.2521939488106e-06,1.6570842973351319e-06
1923,3.3121758917786792e-06,1.6242400775468013e-06
1924,3.4781603801548044e-06,1.5624649165602023e-06
1925,3.682189920084511e-06,1.5793383596474087e-06
1926,3.2412969517281454e-06,1.677493827401122e-06
1927,3.245539367924266e-06,1.5787302629632904e-06
1928,3.1455890976417322e-06,1.2945704739308894e-06
1929,3.111515525233699e-06,1.4839021105217398e-06
1930,3.3779589330151794e-06,1.533526130970131e-06
1931,2.9756575230521776e-06,1.2990700923865006e-06
1932,2.972226369024611e-06,1.54639063509876e-06
1933,2.59695791271497e-06,1.1298601734210934e-06
1934,2.801293334186994e-06,1.300001471804535e-06
1935,2.5468508866310913e-06,1.2064030627811917e-06
1936,3.1948622023492135e-06,1.2427832203343314e-06
1937,2.445195036671066e-06,1.115573112997481e-06
1938,2.598229063011104e-06,1.1902066674451817e-06
1939,2.720811654199906e-06,1.0247014046171898e-06
1940,2.842612751408069e-06,1.0396709804183502e-06
1941,3.3233918941277807e-06,1.0064623978678355e-06
1942,3.5469934971388284e-06,1.1833425617169269e-06
1943,3.6464634760591252e-06,1.26871379535487e-06
1944,3.6148344975117652e-06,1.1503206813756606e-06
1945,3.5596755836309057e-06,1.0217184325256312e-06
1946,3.1893250564962727e-06,1.0941987582668844e-06
1947,2.9229974742861486e-06,1.4316965533112125e-06
1948,3.0191232767151632e-06,1.2763596757281448e-06
1949,2.5946352124606165e-06,9.85627629290775e-07
1950,2.7098902108946277e-06,1.1411742661948665e-06
1951,2.9883909462569136e-06,1.4264955012777136e-06
1952,2.2639694776671604e-06,1.1293485044916451e-06
1953,2.347617026998705e-06,1.1431030344510873e-06
1954,2.7832183491227624e-06,1.0642292167517553e-06
1955,2.5031416512888427e-06,1.0220926967008381e-06
1956,2.667797218691703e-06,1.1686330125826316e-06
1957,2.60545267138923e-06,1.0540199824049523e-06
1958,2.5495054600810363e-06,1.0671193919620237e-06
1959,2.1237049807609765e-06,1.240119637202497e-06
1960,2.7551836652150996e-06,1.2367529649282005e-06
1961,2.3227696104299866e-06,1.232603402456789e-06
1962,2.598933818376281e-06,1.3394211393347177e-06
1963,2.8651081862562933e-06,1.1807013677866962e-06
1964,2.677554412855443e-06,1.3962707896553184e-06
1965,2.7135862268323763e-06,1.217529685959562e-06
1966,2.6227519995813964e-06,1.2839575802559011e-06
1967,3.0997019209166865e-06,1.5934844910248103e-06
1968,3.874295273931239e-06,1.6600272587652398e-06
1969,2.6033354814103404e-06,1.8948213948988268e-06
1970,2.76521328146373e-06,1.2503933390917155e-06
1971,3.0943429010221735e-06,1.183886805478096e-06
1972,3.6531776146375705e-06,1.1347884409929065e-06
1973,2.7147015728701263e-06,1.075626059332535e-06
1974,2.1073391138770603e-06,1.158305224180367e-06
1975,2.064700005632858e-06,8.847082852980748e-07
1976,2.120289774865114e-06,9.227346033924277e-07
1977,2.1050632454944207e-06,9.455742073782858e-07
1978,2.7017809429707995e-06,1.0936628669355741e-06
1979,2.590083479248051e-06,1.1475720143039325e-06
1980,2.4861163652190044e-06,8.976853145270525e-07
1981,2.3834669704569933e-06,9.159395517599478e-07
1982,2.230976434702825e-06,1.090658187763438e-06
1983,2.3897155401186865e-06,8.557253146079802e-07
1984,2.6808815292156396e-06,1.1023914652241729e-06
1985,2.4356993861829324e-06,9.408332530824737e-07
1986,2.50089924236363e-06,8.470208108235511e-07
1987,2.3923847791706976e-06,8.958457655694474e-07
1988,2.2888845663260327e-06,9.462561862960683e-07
1989,2.4295917810945866e-06,1.1739093466189843e-06
1990,2.481860441605477e-06,8.968479576765276e-07
1991,2.812917117012148e-06,8.880119608534187e-07
1992,2.4552311685965833e-06,8.832440627770666e-07
1993,2.629461711478598e-06,1.123905235544953e-06
1994,2.501897675699638e-06,9.510692891012695e-07
1995,2.6591697732669672e-06,1.005864625369668e-06
1996,2.4144190717834135e-06,8.049843280844016e-07
1997,2.427655047654298e-06,7.388932097285306e-07
1998,2.6777814383649456e-06,9.302620327389377e-07
1999,2.632435851523951e-06,9.346061560222552e-07
2000,2.6777688617585227e-06,1.0046603549085376e-06
2001,2.6076973185240604e-06,8.289252768634015e-07
2002,2.7203005288356508e-06,9.98480388147982e-07
2003,2.9714327283159037e-06,8.833876528058227e-07
2004,2.8291974274452514e-06,7.994695927493467e-07
2005,2.84321721011338e-06,9.520926624873027e-07
2006,3.0950060931900225e-06,9.067593680356367e-07
2007,3.3805279358034568e-06,8.248600202875878e-07
2008,3.5519819263640784e-06,8.536166831163428e-07
2009,3.661018190825871e-06,8.620892231192556e-07
2010,4.531534784746327e-06,7.34549839620513e-07
2011,4.854914891438966e-06,8.122116668118906e-07
2012,6.316590933863608e-06,1.0440843354331264e-06
2013,7.086329823380311e-06,9.85676805953517e-07
2014,6.7843399875755495e-06,1.0695133525473466e-06
2015,7.366123313090611e-06,1.1484077191425968e-06
2016,8.214520626381727e-06,1.2974874294968686e-06
2017,7.32973659722802e-06,9.15179420246659e-07
2018,8.429521308528365e-06,9.448168256653844e-07
2019,8.10168209142148e-06,1.0211603438392558e-06
