year,certains_DET fils_NOUN
1932,3.397456449505398e-08
1933,1.8353059516584835e-08
1934,2.036868629318178e-08
1935,2.2739738980703805e-08
1936,2.667437248859983e-08
1937,2.5182236740306507e-08
1938,4.926781471681352e-08
1939,4.282334220562234e-08
1940,4.817987520056022e-08
1941,3.246652768851277e-08
1942,4.2478965012193726e-08
1943,2.9032351855917682e-08
1944,6.4263723231761105e-09
1945,2.6142048525912287e-08
1946,3.7586979750869887e-08
1947,1.7881305991451768e-08
1948,2.935409715298931e-08
1949,2.0615717133409817e-08
1950,2.9779011700981073e-08
1951,3.4116486524737866e-08
1952,4.007025466989944e-08
1953,1.939288907237824e-08
1954,1.3681551003230652e-08
1955,5.3497966057136637e-08
1956,2.0930738919844316e-08
1957,3.0922632010543794e-08
1958,5.211513220970687e-08
1959,4.495433825191242e-08
1960,3.6680416704015784e-08
1961,3.1961532753754796e-08
1962,4.122271590745186e-08
1963,5.30216377470083e-08
1964,3.5287015753837636e-08
1965,3.064344211711756e-08
1966,4.874385828301797e-08
1967,6.064312807474437e-08
1968,4.2219307383462024e-08
1969,3.8150766101807676e-08
1970,4.920635765515158e-08
1971,4.059333980066526e-08
1972,2.9754851249563785e-08
1973,4.520827179277376e-08
1974,6.41315160976319e-08
1975,5.483021059404791e-08
1976,4.456550994902386e-08
1977,4.9364969001430836e-08
1978,4.5742551746386084e-08
1979,5.442335382355168e-08
1980,3.1836843605859144e-08
1981,3.9218406078234125e-08
1982,4.4073267591038245e-08
1983,3.536577075635705e-08
1984,4.0593061356730686e-08
1985,2.7671566815712367e-08
1986,3.296966899490883e-08
1987,4.949761578387779e-08
1988,4.55738087268287e-08
1989,3.237992141080781e-08
1990,4.5223804256977473e-08
1991,2.6962740706792943e-08
1992,4.352856031175634e-08
1993,3.93283716704218e-08
1994,3.9034456555953057e-08
1995,5.042879180905402e-08
1996,4.2704737523990843e-08
1997,5.7059243996349096e-08
1998,4.243634998957191e-08
1999,5.986963635962184e-08
2000,4.9040147942491785e-08
2001,4.9945813707097386e-08
2002,4.512658069444342e-08
2003,5.8336919295243206e-08
2004,4.845270407116686e-08
2005,6.395324536612179e-08
2006,5.435614891524665e-08
2007,4.833320321750989e-08
2008,5.4069484889396335e-08
2009,4.005281617480705e-08
2010,3.117703384347692e-08
2011,3.938691106597503e-08
2012,4.527656249919687e-08
2013,3.235384982147593e-08
2014,3.443057883245615e-08
2015,3.9676699703505847e-08
2016,3.604131793011334e-08
2017,3.295450889950757e-08
2018,3.123574643382199e-08
2019,3.3162841361900064e-08
