year,trois_DET airs_NOUN,trois_DET fers_NOUN
1841,2.8892467973662406e-08,5.1364388298225094e-09
1842,2.68330611064016e-08,3.085801836277824e-08
1843,1.8311423488626133e-08,2.539971788451112e-08
1844,1.866110915793584e-08,3.896878553177885e-08
1845,1.3950569588416784e-08,3.0691253982695343e-08
1846,1.2294452567118697e-08,7.903576459966644e-08
1847,2.6966118227278457e-08,1.833696039454935e-08
1848,2.654923214606697e-08,2.333114323960217e-08
1849,2.011059585527164e-08,3.016589289472904e-08
1850,2.5798184921654865e-08,4.752297400045791e-08
1851,5.0305621446256055e-08,4.321123969752705e-08
1852,3.971432693816723e-08,1.8489949127342697e-07
1853,1.7318602552052198e-08,3.4637203327747557e-08
1854,2.1821789930598356e-08,4.1045750798218705e-08
1855,2.865746040470185e-08,4.776243400783642e-08
1856,2.536822751864065e-08,2.9509978016761806e-08
1857,2.2454941239757886e-08,3.661131864340916e-08
1858,2.0553438895287712e-08,2.7893953813418193e-08
1859,1.6804171831807935e-08,4.430190836401948e-08
1860,2.883625790928157e-08,2.7920822320837146e-08
1861,3.065376513733398e-08,1.2591623477220537e-07
1862,2.936691112509493e-08,6.912519273649664e-08
1863,1.7481173175681874e-08,8.490855718523704e-08
1864,2.205574833880064e-08,5.8495679411407764e-08
1865,1.788600795249451e-08,8.284046160156322e-08
1866,1.5569961597794446e-08,8.417510288794006e-08
1867,3.930777303651212e-08,7.133632529132683e-08
1868,1.4819621863004784e-08,6.866424617779643e-08
1869,1.2697150109097777e-08,2.9301113979585125e-08
1870,2.752343331025031e-08,5.045962980787522e-08
1871,1.0621176826930423e-08,2.0180236592892697e-08
1872,1.0885210954825197e-08,3.3260366905096816e-08
1873,1.8556614689302364e-08,9.218446939129876e-08
1874,1.0156835816843568e-08,1.0634803970788198e-07
1875,3.2612703648737806e-08,9.326089189798381e-08
1876,1.9951849505872588e-08,7.678438684877165e-08
1877,2.1646856307455664e-08,5.133397351642088e-08
1878,5.555961629655215e-08,3.442280582799384e-08
1879,2.443730195977878e-08,6.536977847915182e-08
1880,3.1447447090826586e-08,5.326812457795427e-08
1881,1.8128519574389657e-08,2.71927800277183e-08
1882,3.5273542087210785e-08,2.1962770047068148e-08
1883,3.47563645641813e-08,2.9700892412165558e-08
1884,2.178560087884307e-08,4.4891540262881335e-08
1885,1.740321664556177e-08,4.576401391176432e-08
1886,2.0651084398082276e-08,3.872078430111614e-08
1887,1.1099172247952538e-08,4.766114858334447e-08
1888,2.4094335415725254e-08,3.740962806197956e-08
1889,1.37833008340138e-08,2.0674950640398038e-08
1890,2.1629475988049762e-08,4.9813337454907014e-08
1891,1.593555043477579e-08,3.888274147101356e-08
1892,1.4417578020342603e-08,4.199903180790443e-08
1893,1.0469308309168923e-08,6.404753083444348e-08
1894,1.8274464830270176e-08,4.663139208105349e-08
1895,2.7083765896662726e-08,6.861220391840561e-08
1896,1.120435499935013e-08,3.066455178668548e-08
1897,1.514945524583311e-08,3.2629595025923663e-08
1898,2.4896761985360172e-08,3.621347155480237e-08
1899,1.492446166651007e-08,4.2009595802028343e-08
1900,1.193942211763499e-08,2.751258176836302e-08
1901,1.6207343245255856e-08,3.017919075753994e-08
1902,1.2766737556013652e-08,3.7809185116088884e-08
1903,1.296052865029651e-08,3.240132318005351e-08
1904,9.13686282189019e-09,4.03096898082822e-08
1905,2.3223415190898322e-08,3.973784307165218e-08
1906,1.286046086290682e-08,4.1667895522845555e-08
1907,1.0799971361663552e-08,4.319988278211895e-08
1908,2.0136695866312948e-08,4.616705573390334e-08
1909,2.035363966257364e-08,4.620826299372993e-08
1910,1.2825961404061559e-08,7.214603126026731e-08
1911,1.1704822999725195e-08,3.937076908933079e-08
1912,8.335073853338315e-09,1.771203156364365e-08
1913,1.803016558277193e-08,6.73479682022915e-08
1914,3.013534694007447e-08,3.0805021311586245e-08
1915,9.424609315189514e-09,1.5314990164938536e-08
1916,1.098746182925936e-08,4.6147340393432046e-08
1917,2.0836207093033465e-08,3.070598708632133e-08
1918,6.89182577673364e-09,1.9526838812566893e-08
1919,3.038589924120316e-08,3.130668446704732e-08
1920,1.514446301698058e-08,1.4387240288016301e-08
1921,2.6504615391331754e-08,2.2718241510233383e-08
1922,1.2542490324118916e-08,3.910305829135652e-08
1923,2.0170301873179142e-08,4.2463792482294593e-08
1924,1.5469949321555987e-08,2.965073686578279e-08
1925,2.5295809669145797e-08,1.759708534443405e-08
1926,2.5636118672345276e-08,1.4267057135697314e-07
1927,2.787306219165231e-08,4.459689784130916e-08
1928,1.599645738092903e-08,1.82816659588525e-08
1929,3.0079096546842266e-08,3.0079096546842266e-08
1930,1.6805765667982087e-08,3.046045193855207e-08
1931,1.596749932275543e-08,2.5091784650044247e-08
1932,1.6439305028370654e-08,3.3974561830518724e-08
1933,1.7205993074753678e-08,1.261772819560747e-08
1934,2.875579241390369e-08,1.7972370258689807e-08
1935,1.3165112555668657e-08,1.3165112555668657e-08
1936,3.8799086166108054e-08,1.6974600836050513e-08
1937,7.554670666820584e-09,1.3850230295986421e-08
1938,1.815129979654273e-08,2.3337385357535823e-08
1939,7.647025235257843e-09,9.176430282309411e-09
1940,2.5357829391836617e-08,1.2678914806940611e-08
1941,2.9515025978810172e-08,2.066051907334554e-08
1942,1.517105863158008e-08,1.517105907566929e-08
1943,1.4516176038981143e-08,0.0
1944,1.6065930807940276e-08,2.2492303131116387e-08
1945,1.089252066321933e-08,6.535512131478072e-09
1946,1.8097434661967782e-08,1.9489545977080525e-08
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,2.283096534050344e-08,1.3046265401328583e-08
1949,1.1780409536754632e-08,8.835307596655184e-09
1950,7.444752814222966e-09,1.2762433776458693e-08
1951,9.595261474260042e-09,4.157946520422229e-08
1952,2.003512733494972e-08,8.435843135146115e-09
1953,1.2928593307037772e-08,5.386913581872932e-09
1954,2.149957989416862e-08,2.0522326504845978e-08
1955,1.595553333899602e-08,3.191106534572441e-08
1956,2.616342431593921e-08,1.4825940697349438e-08
1957,1.7670074847764283e-08,2.915562513639003e-08
1958,2.3162281925781514e-08,6.617794756635931e-09
1959,2.0927019450667217e-08,1.0075972611822692e-08
1960,1.2457499920515147e-08,1.8686249991795023e-08
1961,1.528595028332802e-08,9.72742331128984e-09
1962,2.980719426837197e-08,8.8787386332001e-09
1963,2.392439757414877e-08,8.40586911188268e-09
1964,1.7643507821407667e-08,2.1293889262974375e-08
1965,1.969935559120728e-08,1.3680108601477059e-08
1966,1.8832854831174473e-08,1.7171132404847356e-08
1967,3.5498416095514074e-08,1.0846738118797106e-08
1968,4.042274323601269e-08,1.392338955241712e-08
1969,2.0892085200729937e-08,1.2262746373892242e-08
1970,1.4256047398131244e-08,1.103694025061941e-08
1971,2.3636628876388954e-08,1.3359833461734638e-08
1972,6.976999489261004e-08,1.7955513686995772e-08
1973,1.3783009289447534e-08,4.079770721254761e-08
1974,1.0688586071783135e-08,4.6129688735518926e-08
1975,1.2565256835017635e-08,1.770558766267527e-08
1976,1.0855701004786056e-08,3.3138455424186475e-08
1977,2.7033196681180982e-08,8.815172813925187e-09
1978,2.4950484345254154e-08,1.7227714366185864e-08
1979,9.363157360553487e-09,9.948354362521172e-09
1980,1.0233271230397634e-08,2.1035057307106086e-08
1981,1.581387426563552e-08,8.855769451088236e-09
1982,2.0484757445871082e-08,2.1105508341001666e-08
1983,1.894594880980094e-08,3.347117549790113e-08
1984,2.0296529013030806e-08,1.2177917563249707e-08
1985,1.7445117794778753e-08,1.0828004826102244e-08
1986,2.3378494251602433e-08,2.3977941410180392e-08
1987,1.8943531576720574e-08,9.777306797520424e-09
1988,1.1393452181707175e-08,4.197587610832443e-09
1989,1.7013178643665583e-08,1.15250561316671e-08
1990,2.3974063900755738e-08,7.083246100769713e-09
1991,3.165191153620128e-08,1.6412102177287835e-08
1992,1.5978837863972473e-08,1.157088269643225e-08
1993,1.7725463929973984e-08,2.6034275735220547e-08
1994,1.1077345929422222e-08,2.004472099415011e-08
1995,3.5788176366846614e-08,8.675921092660133e-09
1996,2.2953797085278893e-08,1.6548085568501847e-08
1997,1.917957748176491e-08,1.486417322560385e-08
1998,1.7642078242730008e-08,1.2397136206487858e-08
1999,2.4222066408174925e-08,1.4624643940308601e-08
2000,1.855573217302009e-08,1.5021307087081937e-08
2001,2.9792239869541604e-08,2.322042166880145e-08
2002,1.5772397665703153e-08,8.324320788233308e-09
2003,2.291807654764e-08,8.333845835650777e-09
2004,2.1583477477493673e-08,1.1452457648886138e-08
2005,1.3511248564412881e-08,9.457874483587148e-09
2006,2.1413028072903018e-08,8.23577994690794e-09
2007,1.2382886022122008e-08,7.589511241690161e-09
2008,2.5118894686482207e-08,3.83169571072095e-09
2009,1.764231316592202e-08,7.152288761247405e-09
2010,2.361896572766753e-08,1.0864724231396394e-08
2011,1.5295888000643743e-08,3.4415748029203996e-09
2012,1.6680839043381468e-08,4.7659536595023866e-09
2013,1.1156499835074385e-08,7.809550062187753e-09
2014,1.450848315098785e-08,5.197068470019772e-09
2015,1.3077794874805093e-08,1.1304534378031583e-08
2016,1.3463710424321818e-08,8.906761828075815e-09
2017,8.301517390174595e-09,3.018733624182701e-09
2018,1.4198067277426674e-08,4.646640239247546e-09
2019,1.3520235098152256e-08,5.35707450621814e-09
