year,soixante - dix fils
1909,1.2132130855491141e-09
1910,3.539015080988861e-09
1911,5.871810260238419e-10
1912,6.322494083832453e-09
1913,0.0
1914,0.0
1915,0.0
1916,1.0884024348456478e-08
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,3.257554670454965e-09
1923,0.0
1924,7.124528078605863e-09
1925,2.4370372386783856e-09
1926,4.938281339406103e-09
1927,0.0
1928,0.0
1929,1.2342626920514022e-09
1930,3.4877380983289186e-09
1931,0.0
1932,4.8515280681726836e-09
1933,3.806393422678411e-09
1934,2.6548352405342257e-09
1935,2.6527477992033255e-09
1936,2.684458655366484e-09
1937,2.789518172008343e-09
1938,2.8688222908357375e-09
1939,6.776870176139482e-09
1940,0.0
1941,0.0
1942,0.0
1943,6.422745446599265e-09
1944,7.098901022573045e-09
1945,0.0
1946,6.158943577361242e-09
1947,0.0
1948,4.8128261376234605e-09
1949,1.081607514663574e-08
1950,4.70510563843618e-09
1951,2.359811901442299e-09
1952,1.1680282296921973e-09
1953,4.7633044175654504e-09
1954,2.1613446588020224e-09
1955,2.0775652309623638e-09
1956,1.929378212750521e-09
1957,9.778776677293877e-10
1958,5.489351195819836e-09
1959,3.4297662487858815e-09
1960,7.653365940996082e-09
1961,6.901315963148136e-09
1962,6.994257950587723e-10
1963,1.4264366354765912e-09
1964,1.3422626343739807e-09
1965,6.033863408916318e-10
1966,4.277402432251165e-09
1967,6.518264150656705e-09
1968,3.952747462676598e-09
1969,5.492014842900517e-09
1970,2.0231509800794356e-09
1971,1.133266480657369e-09
1972,1.130600835175244e-09
1973,1.2186562869942463e-09
1974,2.48771603317266e-09
1975,1.2631133916585213e-09
1976,3.78682063484348e-09
1977,6.494660920175477e-10
1978,1.9630408409909705e-09
1979,3.2207225775238157e-09
1980,0.0
1981,1.3925651742852097e-09
1982,2.7274857927750418e-09
1983,2.082579442230781e-09
1984,6.368131577616509e-10
1985,4.6258898933615455e-09
1986,1.316708742038486e-09
1987,6.713679612246892e-10
1988,1.3171627122332552e-09
1989,3.013903349113889e-09
1990,3.581997365387224e-09
1991,3.857954844477263e-09
1992,0.0
1993,1.8198214046805106e-09
1994,5.77337011531398e-10
1995,2.3715431840543033e-09
1996,2.3334127963181572e-09
1997,9.421632363171284e-09
1998,1.0405120098866405e-09
1999,1.4955428007112914e-09
2000,1.4452057328639967e-09
2001,6.2107066156613655e-09
2002,3.818676930222864e-09
2003,1.815172900876405e-09
2004,4.31698810032799e-09
2005,2.452467562363836e-09
2006,8.974836984698698e-10
2007,3.0541169593334416e-09
2008,6.5083733957749246e-09
2009,1.564709029011624e-09
2010,2.5884314691637655e-09
2011,5.035711847511948e-09
2012,6.374260674846255e-09
2013,6.468408475512888e-09
2014,4.311279333535367e-09
2015,7.354249653701572e-09
2016,1.1691688506232367e-08
2017,3.040031515411101e-08
2018,5.156988613919111e-09
2019,3.115751212590112e-09
