year,les_DET oies_NOUN,les_DET fois_NOUN
1847,7.286245065074581e-07,2.564369970059488e-05
1848,5.044354058902911e-07,2.6535555662121624e-05
1849,4.047257355921374e-07,2.547425901866518e-05
1850,4.4332145066050543e-07,2.3554421204607934e-05
1851,5.559416085265667e-07,2.371329719608184e-05
1852,5.162862439789251e-07,2.398615106358193e-05
1853,6.819946207770045e-07,2.18686163862003e-05
1854,4.494249861153321e-07,2.195583874708973e-05
1855,5.046897229021852e-07,2.170271909562871e-05
1856,4.902798327321989e-07,2.209417289122939e-05
1857,4.115112304248214e-07,2.043155654973816e-05
1858,4.0519638666580704e-07,2.0918507289025e-05
1859,5.412980277341717e-07,2.1220614144112915e-05
1860,4.641264600979689e-07,2.0115807274123654e-05
1861,4.7253954882364724e-07,2.1188825485296547e-05
1862,4.716777590729748e-07,2.017868246184662e-05
1863,4.390271755028152e-07,2.1561778339673765e-05
1864,5.489963399440967e-07,2.0853231035289355e-05
1865,5.492887309443972e-07,2.0322742784628645e-05
1866,4.1406367046192827e-07,2.0115903680562042e-05
1867,5.74572872835688e-07,2.0151785065536387e-05
1868,6.001947054912193e-07,1.9707627870957367e-05
1869,4.903053287819148e-07,2.0237792341504246e-05
1870,4.656047671858232e-07,2.011102878896054e-05
1871,5.703572205639773e-07,1.8622109564603306e-05
1872,4.3540843108758054e-07,1.8909424397861585e-05
1873,5.225781896101012e-07,2.013632001762744e-05
1874,5.580284909711963e-07,1.8423304936732166e-05
1875,4.828969011327899e-07,1.8606979210744612e-05
1876,4.6554313826163707e-07,1.8606609955895692e-05
1877,6.110598054220873e-07,1.740840161801316e-05
1878,4.813153733351783e-07,1.604102726560086e-05
1879,4.661415058393459e-07,1.6756046534283087e-05
1880,6.327996473487474e-07,1.852768036769703e-05
1881,5.68956634694473e-07,1.6941798094194382e-05
1882,5.051437419467675e-07,1.7007170754368417e-05
1883,6.243506760483797e-07,1.6969952412182465e-05
1884,5.644450800090794e-07,1.7005311747197993e-05
1885,4.10586999510798e-07,1.6931395293795504e-05
1886,4.5238780543854773e-07,1.5592213458148763e-05
1887,4.968511522207564e-07,1.545461782370694e-05
1888,4.3496617152527506e-07,1.564102785778232e-05
1889,4.4858378878132044e-07,1.476818033552263e-05
1890,4.817473957530183e-07,1.5963209079927765e-05
1891,4.2707273628650455e-07,1.6474172298330814e-05
1892,5.904938618073174e-07,1.4809987078479026e-05
1893,5.413248107544177e-07,1.5131845430005342e-05
1894,3.7494157112405446e-07,1.4637215826951433e-05
1895,3.9482110825161953e-07,1.4870191080262884e-05
1896,5.183488394067126e-07,1.5212565813271794e-05
1897,4.492396001865018e-07,1.4065103641769383e-05
1898,4.837893285980499e-07,1.4646651834482327e-05
1899,5.378333831629334e-07,1.455798337701708e-05
1900,4.2981919623485965e-07,1.3342563761398196e-05
1901,3.917705884148859e-07,1.4051765901967883e-05
1902,3.3831854984178733e-07,1.3123224562150426e-05
1903,3.9529613271582775e-07,1.395362960465718e-05
1904,4.6651745932990707e-07,1.2858790796599351e-05
1905,4.180214836502216e-07,1.2875061656814069e-05
1906,4.840677552131467e-07,1.3029190995439421e-05
1907,4.4639880325547665e-07,1.3109107385389507e-05
1908,4.16976919659362e-07,1.2467560736695305e-05
1909,3.9001974716512677e-07,1.1976741006947123e-05
1910,5.509819449578401e-07,1.237331161973998e-05
1911,4.878783039785617e-07,1.2348588825261686e-05
1912,4.3759138845800294e-07,1.20311578939436e-05
1913,3.887091333254489e-07,1.1827258276753128e-05
1914,4.855139064119385e-07,1.1690505743899848e-05
1915,2.473959943571913e-07,1.1102190001111012e-05
1916,2.6809406961092463e-07,1.0955598554573953e-05
1917,3.893080684491679e-07,1.1196719242434483e-05
1918,3.652667697195966e-07,1.0788005056383554e-05
1919,4.797288877256278e-07,1.031647298077587e-05
1920,4.3616053879702577e-07,1.03368538475479e-05
1921,4.4300572987765463e-07,1.0613205631671008e-05
1922,4.84730355410079e-07,1.0182288860960398e-05
1923,4.299459046563925e-07,1.0166893844143488e-05
1924,4.963275417324553e-07,9.62746526056435e-06
1925,3.838364168728958e-07,9.88186275208136e-06
1926,4.514186233706141e-07,9.40399695537053e-06
1927,4.325899194412841e-07,9.557115845382214e-06
1928,3.850575769348552e-07,9.19682042876957e-06
1929,4.1999331834574605e-07,9.285528904001694e-06
1930,3.497700085119959e-07,9.702178431325592e-06
1931,3.25052660343772e-07,8.548315236112103e-06
1932,2.487814780849362e-07,8.258010893769097e-06
1933,4.886502225076583e-07,7.788579750922509e-06
1934,3.9059950296405077e-07,7.759271284157876e-06
1935,4.176931147625851e-07,7.882312274887227e-06
1936,4.910509403543983e-07,6.905024747538846e-06
1937,3.361828575521031e-07,7.5634848144545685e-06
1938,3.656190541434512e-07,7.519824521295959e-06
1939,4.863508173968967e-07,6.793617103539873e-06
1940,3.52473818132637e-07,6.1822388488508295e-06
1941,1.345885138448466e-06,6.694007879559649e-06
1942,5.006449459443729e-07,6.8087711042608134e-06
1943,6.532279093196536e-07,6.282601134444121e-06
1944,4.530592363494179e-07,6.015084636601387e-06
1945,4.6837837075486277e-07,5.855818926647771e-06
1946,4.705333092047681e-07,5.445936039905064e-06
1947,3.7193117963241207e-07,6.720987130393041e-06
1948,5.175018493730477e-07,5.7773213484324515e-06
1949,3.16107669373622e-07,5.35419621883193e-06
1950,4.094614123317797e-07,6.173827387101483e-06
1951,4.040671335303614e-07,6.703889539494412e-06
1952,4.112473401818306e-07,5.57714656679309e-06
1953,3.8247087186249473e-07,5.160663476999616e-06
1954,4.3780963210338086e-07,5.06706010128255e-06
1955,3.144178606362402e-07,4.860806257056538e-06
1956,3.1657744337110216e-07,5.264081210043514e-06
1957,3.454499761801344e-07,4.910513780487236e-06
1958,4.309838868010729e-07,4.711869678430958e-06
1959,6.960171283765249e-07,5.000007604394341e-06
1960,4.429333402278246e-07,5.006530955142807e-06
1961,4.2383771337028975e-07,4.835223990085069e-06
1962,3.640283017247725e-07,4.621383595804218e-06
1963,3.633921794587991e-07,4.411141617310932e-06
1964,3.814648197320025e-07,4.847097443416715e-06
1965,3.2175616215823766e-07,5.104869160277303e-06
1966,3.5505469142549373e-07,4.509360678639496e-06
1967,3.3033247959224354e-07,5.4884494602447376e-06
1968,3.876091891896749e-07,4.9841241889225785e-06
1969,5.173062227470382e-07,6.498801212728722e-06
1970,3.3386743991670187e-07,5.235648586676689e-06
1971,3.2834358609790115e-07,4.183683358860435e-06
1972,3.303814661848037e-07,4.185174020676641e-06
1973,2.84481314949403e-07,3.7737879665655782e-06
1974,3.200950375870093e-07,3.5756133911490906e-06
1975,2.918566441856285e-07,3.4148940812883666e-06
1976,2.7653470180410977e-07,3.3104174690379295e-06
1977,3.7846475819947045e-07,2.9107700356689747e-06
1978,4.829700692710048e-07,3.402770744287409e-06
1979,3.388292570960516e-07,3.7914935546723427e-06
1980,3.54753392883822e-07,3.1177366963675013e-06
1981,3.554958780682682e-07,2.837641432051896e-06
1982,3.401711134998209e-07,3.1229944852384506e-06
1983,3.5555230404327176e-07,2.57728038377536e-06
1984,3.815747575686146e-07,2.603754865049268e-06
1985,3.332619105123058e-07,2.436300974295591e-06
1986,3.2909725256047295e-07,2.5236784040316707e-06
1987,3.7337091995937044e-07,2.558598907853593e-06
1988,3.4240321689082975e-07,2.3248639990924858e-06
1989,3.1227413765932965e-07,2.541000640121638e-06
1990,3.154768948299136e-07,2.293882062076591e-06
1991,3.950627576188026e-07,2.2144615741126472e-06
1992,3.845941041191736e-07,2.2844228624308016e-06
1993,3.788817872774075e-07,2.425618959023268e-06
1994,3.8559713733121725e-07,2.271383436891483e-06
1995,3.3185399583857134e-07,2.281225079059368e-06
1996,3.763354907704297e-07,1.9975141185568646e-06
1997,4.1331989386605983e-07,1.9707015326275723e-06
1998,3.943242976589545e-07,2.2038293536752462e-06
1999,3.934943126893131e-07,2.4473426947224652e-06
2000,3.088204154622076e-07,2.2288968466455117e-06
2001,4.359305627588128e-07,2.231789267170825e-06
2002,4.714194483668166e-07,2.1875439415453e-06
2003,3.7752320558581687e-07,2.3663956199015956e-06
2004,3.255140867963746e-07,2.084347215713933e-06
2005,3.5804809073169963e-07,2.395094043095014e-06
2006,3.446673750850948e-07,2.1688927063223673e-06
2007,3.4592192310611836e-07,2.1382447812356986e-06
2008,3.533675041467177e-07,2.1534128791245166e-06
2009,4.0672683043752045e-07,2.4222417778219096e-06
2010,3.561739898572114e-07,2.0624079297704156e-06
2011,7.32673059999911e-07,2.228610810561804e-06
2012,4.592336786402029e-07,2.7002531624020776e-06
2013,5.667502041006856e-07,3.0521396183758043e-06
2014,5.31833337813481e-07,3.076664597756462e-06
2015,5.257716888529274e-07,3.949937308789231e-06
2016,7.146123239820668e-07,4.685992735176114e-06
2017,4.170883656229307e-07,2.9128264031896833e-06
2018,4.773131925261964e-07,3.3453227388235973e-06
2019,5.255034762896571e-07,3.673677383631002e-06
