year,aux_ADP iles_NOUN,aux_ADP fils_NOUN
1855,5.710264403546716e-07,1.196714311646474e-06
1856,4.2401179500828334e-07,1.260645579648223e-06
1857,5.257385335966092e-07,1.1246996622915617e-06
1858,3.7583431533594336e-07,1.3301011109745353e-06
1859,5.132910798621992e-07,1.2333244021611733e-06
1860,3.6297067951274187e-07,1.2138691323215767e-06
1861,4.121752169017334e-07,1.7340598879589386e-06
1862,3.0541587481280885e-07,1.2894332590551727e-06
1863,3.9257719763874377e-07,1.1207928825029967e-06
1864,4.315255180964428e-07,1.183338866894701e-06
1865,4.344417311452631e-07,1.2779082489977611e-06
1866,3.6151503479686653e-07,1.2402447815418327e-06
1867,3.8337209851135867e-07,1.2859950704324774e-06
1868,3.467791616085236e-07,1.1090017313364342e-06
1869,3.628454621207311e-07,9.474027149458664e-07
1870,3.3544185917833147e-07,1.2236460413816985e-06
1871,3.228837925917105e-07,1.0249436177556248e-06
1872,3.192995086109818e-07,1.2112820231280352e-06
1873,6.907849074977435e-07,9.505774816176427e-07
1874,4.97087469852886e-07,1.052128678402653e-06
1875,6.247907595735569e-07,1.0521888649250855e-06
1876,5.616747644765496e-07,1.0888872168379748e-06
1877,4.675720770563885e-07,1.0347197547666553e-06
1878,4.577629320046128e-07,1.0574444186950416e-06
1879,3.824437526667168e-07,1.1974276963311326e-06
1880,4.7042813799968997e-07,1.1256902654466217e-06
1881,5.180573050544979e-07,1.2348310614029856e-06
1882,4.525661880805387e-07,1.2146078081087808e-06
1883,4.916445659475244e-07,1.170341616507642e-06
1884,5.202137112192418e-07,1.1051240802473217e-06
1885,5.865528489579219e-07,1.2768804271701129e-06
1886,7.014915244241138e-07,1.41847139545348e-06
1887,6.372230556550562e-07,1.181082462942129e-06
1888,6.486448889120311e-07,1.1882311596878026e-06
1889,6.691165976846492e-07,1.4109087578262347e-06
1890,8.828758542023252e-07,1.3646232179809203e-06
1891,8.3693510433136e-07,1.4048780681008566e-06
1892,6.801335876716053e-07,1.2336432728687896e-06
1893,8.129109740906415e-07,1.192885296763535e-06
1894,6.944296506716796e-07,1.3315152078696713e-06
1895,1.0580724048026013e-06,1.1128418542227791e-06
1896,6.858244701035687e-07,1.157586745570427e-06
1897,6.595839829870442e-07,1.1408705500315364e-06
1898,7.893404943004612e-07,1.2420089454678873e-06
1899,8.534581006358621e-07,1.4548585891560606e-06
1900,8.061705569772926e-07,1.1020606187628346e-06
1901,7.365957763738606e-07,1.0400643595254166e-06
1902,8.720664377293019e-07,1.8713092249100782e-06
1903,7.171492546476088e-07,1.062763292480895e-06
1904,6.890269501624857e-07,1.0174165403498137e-06
1905,7.503743866266177e-07,9.944783088133846e-07
1906,7.16070473139041e-07,1.0890238222316384e-06
1907,6.639410869979656e-07,1.055311403597159e-06
1908,6.360248692161008e-07,1.0451435823455313e-06
1909,6.260119427281552e-07,1.0996466297541474e-06
1910,7.342863010961764e-07,1.0576074451762452e-06
1911,6.703671369123754e-07,1.0693951510987176e-06
1912,5.271934462314221e-07,1.0819967446451528e-06
1913,6.671161010274318e-07,1.0314314646819867e-06
1914,6.830678502822707e-07,9.469195507705308e-07
1915,6.161338568233532e-07,8.328998442053148e-07
1916,5.372868945308085e-07,1.1273136628631164e-06
1917,4.6497639694109694e-07,1.2019200701374189e-06
1918,6.616152852245705e-07,1.1957317820332491e-06
1919,5.994309371093465e-07,1.0054969896700072e-06
1920,7.829687658222895e-07,9.397139812961086e-07
1921,7.459156026179414e-07,8.526913691797589e-07
1922,8.528893555848072e-07,9.215041272270241e-07
1923,7.930113130605321e-07,1.0467324331742134e-06
1924,7.876782353033462e-07,9.617152096907944e-07
1925,7.379777275939858e-07,9.359449544277254e-07
1926,7.902611951493554e-07,8.627111114378749e-07
1927,8.183531017280643e-07,9.499139848045957e-07
1928,9.96350798310175e-07,9.07227660995602e-07
1929,1.1753128541514002e-06,8.14363714685129e-07
1930,9.915401992799389e-07,8.71799070267798e-07
1931,2.5251458932729065e-06,8.462774481188262e-07
1932,1.154039190431888e-06,7.55112048445028e-07
1933,8.866821714637041e-07,8.14416992511724e-07
1934,1.2520751386801976e-06,8.8064613734673e-07
1935,1.3978955859528241e-06,7.611828936049392e-07
1936,1.3252312900391416e-06,8.923790062453918e-07
1937,1.1508282140582082e-06,9.304836190437982e-07
1938,9.827632705405875e-07,9.373849945149004e-07
1939,1.5309345098302174e-06,9.956426669788243e-07
1940,1.2476051773901986e-06,7.937000772173519e-07
1941,1.8092710778461196e-06,8.677417620006622e-07
1942,1.3775321696662957e-06,8.374424769197475e-07
1943,1.0596808586171846e-06,8.535511444307531e-07
1944,1.1792393532772394e-06,9.478899176684763e-07
1945,9.84683832250255e-07,7.297988657839483e-07
1946,9.605562079073593e-07,8.227372774172181e-07
1947,8.43997646438055e-07,7.867774594050303e-07
1948,1.326370261400811e-06,7.914734201364126e-07
1949,9.817008227441804e-07,7.578730558677194e-07
1950,9.146410953064787e-07,8.284946826364603e-07
1951,1.1269101973798712e-06,7.654886249319759e-07
1952,1.1029865116807258e-06,6.833033125985821e-07
1953,1.147412604485254e-06,7.617096002832113e-07
1954,1.1678180444896213e-06,7.016680925175933e-07
1955,1.1835251845226935e-06,7.818211091858984e-07
1956,1.0700840507027465e-06,8.058334621807717e-07
1957,7.589297261745287e-07,7.191720747812269e-07
1958,9.777791920573264e-07,7.362296488011566e-07
1959,2.5709230482284795e-06,7.068681853183989e-07
1960,6.415612696653028e-07,8.048928963333424e-07
1961,6.81614410025233e-07,7.323360016187053e-07
1962,8.599692598032505e-07,7.305933635848305e-07
1963,7.442427027992693e-07,7.655807090500844e-07
1964,7.945662472419457e-07,7.300761826201096e-07
1965,8.268257518651012e-07,7.436506912483765e-07
1966,8.419393860981117e-07,7.128789221155785e-07
1967,9.096468933655899e-07,7.789929936663498e-07
1968,6.561958676432056e-07,7.801589205769233e-07
1969,6.104122467487372e-07,7.575651950197937e-07
1970,9.4963669283743e-07,7.781042983268094e-07
1971,5.534054201561389e-07,6.623394419591477e-07
1972,7.084733066875515e-07,7.218116557794474e-07
1973,6.919070558719653e-07,6.086576789243736e-07
1974,6.863197712370095e-07,6.385024073907175e-07
1975,9.943686949398511e-07,7.265002999190528e-07
1976,6.17632265109691e-07,7.273319506673204e-07
1977,7.839626867678362e-07,6.546734923063013e-07
1978,7.669303219159929e-07,7.550491534225046e-07
1979,6.934588563378696e-07,6.337687352697685e-07
1980,8.038803046561682e-07,6.128592211496198e-07
1981,6.39513066613695e-07,6.692431204768923e-07
1982,7.132420325461908e-07,6.54270762012743e-07
1983,6.473198892464893e-07,6.138487123052982e-07
1984,7.817063516490919e-07,6.088958892647156e-07
1985,7.892412163812423e-07,6.833674079942398e-07
1986,5.371058897640779e-07,7.30727757414229e-07
1987,1.2887712936837659e-06,6.84411475937452e-07
1988,6.64418171092418e-07,6.434302095570388e-07
1989,5.521050919776727e-07,5.910707399081616e-07
1990,4.4460992021377876e-07,5.791915862474184e-07
1991,6.752407770704849e-07,7.139264699418391e-07
1992,4.804671458469301e-07,6.810291033332305e-07
1993,8.641163876110802e-07,6.131902843264925e-07
1994,3.9983942978771836e-07,6.683332118839758e-07
1995,4.918163029610234e-07,6.680459438968001e-07
1996,3.955526373111695e-07,6.74734845773628e-07
1997,2.939270228319302e-07,6.995750965188563e-07
1998,3.413980463884414e-07,6.599090678349739e-07
1999,3.5099146181161167e-07,6.357149855418243e-07
2000,4.369433237449982e-07,6.697735539518135e-07
2001,2.7338762009776474e-07,7.281573708439737e-07
2002,2.7908380983987513e-07,7.605800522725303e-07
2003,2.3418106431805086e-07,6.804585330755231e-07
2004,3.250735942650351e-07,6.845045534831229e-07
2005,2.1888223533661488e-07,8.16079447574225e-07
2006,1.9354083063971572e-07,6.687453018017209e-07
2007,2.1610133704719203e-07,7.230007632585966e-07
2008,1.6987183604211253e-07,6.509625540829234e-07
2009,2.908597358519671e-07,6.928183724497217e-07
2010,1.2990431086379317e-07,6.91090903615077e-07
2011,1.904338002844952e-07,6.171890820638737e-07
2012,6.774463059966429e-08,6.209357055197984e-07
2013,9.706155190691845e-08,6.891927819552279e-07
2014,1.1000461376531323e-07,6.353416317494975e-07
2015,7.469859140962765e-08,6.926798148398916e-07
2016,9.321030391973295e-08,7.869020741679833e-07
2017,7.244960703589598e-08,1.0613364622713561e-06
2018,5.214562681654655e-08,5.34105465632706e-07
2019,4.821366744733879e-08,5.974413319620453e-07
