year,quelques_DET eaux_NOUN,quelques_DET faux_ADJ
1868,1.1411109124281893e-07,1.1015918843781947e-07
1869,1.0353060631018707e-07,8.546158625222233e-08
1870,1.272958884968034e-07,6.708836775004556e-08
1871,7.647247701747517e-08,5.735435837372904e-08
1872,7.377753852289004e-08,1.0764263702611743e-07
1873,1.1493128937445363e-07,8.919146443631121e-08
1874,1.0754296697612631e-07,6.990292344966065e-08
1875,9.040012827199462e-08,8.811151541721074e-08
1876,7.738899010512057e-08,4.474051062963724e-08
1877,6.555904719096617e-08,5.690030846494665e-08
1878,6.280652220524985e-08,8.515114702234428e-08
1879,6.598071577990083e-08,7.69775014841656e-08
1880,7.380522948352564e-08,5.711883099834836e-08
1881,6.554156950500101e-08,5.159655558362175e-08
1882,5.790185153564664e-08,5.324308194332161e-08
1883,8.341527646393843e-08,7.140852842368872e-08
1884,6.007544151032107e-08,9.572460779594394e-08
1885,7.541393554078013e-08,8.637151971413459e-08
1886,6.517998230037847e-08,7.356948827919041e-08
1887,8.226445036285668e-08,5.81074277583582e-08
1888,7.989174743983085e-08,7.164894633149288e-08
1889,6.515742168033967e-08,7.64346657078363e-08
1890,7.340912944187039e-08,7.144281255477836e-08
1891,9.816298707221449e-08,4.5894385181100006e-08
1892,7.647584965297938e-08,5.202865249742672e-08
1893,7.698020798585503e-08,4.7419806969983824e-08
1894,1.0334524347399565e-07,5.293292915098391e-08
1895,4.754705296150519e-08,4.694519217807169e-08
1896,3.715128193970685e-08,5.720118090302151e-08
1897,4.486569560313569e-08,5.477110898155502e-08
1898,5.658354917947861e-08,5.432020722118125e-08
1899,1.1442086922386352e-07,6.025060450554065e-08
1900,7.786579825364015e-08,5.450605822243659e-08
1901,4.470991055161022e-08,4.359216276839106e-08
1902,3.83002145554201e-08,5.450415019314647e-08
1903,7.020286130199338e-08,4.6981916135280244e-08
1904,5.96583396017536e-08,3.3860137804708756e-08
1905,8.463644651790503e-08,5.212366716023098e-08
1906,1.0597020061453577e-07,4.012463961089452e-08
1907,5.3485572137912385e-08,5.8114131729070095e-08
1908,6.286578191350145e-08,4.0764530417902733e-08
1909,5.721023033089523e-08,5.170924488595574e-08
1910,9.459147021217973e-08,6.252656437055748e-08
1911,6.065226587637085e-08,6.384449013907556e-08
1912,7.03271836322017e-08,7.136907198557196e-08
1913,9.33326214092034e-08,4.348451515534535e-08
1914,4.2859159776753586e-08,4.687720489560121e-08
1915,3.2986132936230206e-08,5.536958258556268e-08
1916,2.966614687238689e-08,5.05423236596414e-08
1917,3.728584241358135e-08,8.334482259897413e-08
1918,8.270190932080368e-08,5.513460443751228e-08
1919,3.867296449744373e-08,6.721729228775786e-08
1920,4.694783628522714e-08,5.906340616590455e-08
1921,4.998013158896697e-08,4.0135562651144596e-08
1922,4.500540740082215e-08,3.8365262966522096e-08
1923,4.671017039825642e-08,4.03406046345367e-08
1924,9.668718092825657e-08,5.801231095503567e-08
1925,5.1691434688194704e-08,5.27912540349007e-08
1926,3.6782256351841625e-08,7.133528479030815e-08
1927,5.0171511389862644e-08,6.801027296887696e-08
1928,3.5420727240165206e-08,5.1417186841540286e-08
1929,4.0105462062456354e-08,6.907051730564717e-08
1930,6.932378404655992e-08,5.4618738531964084e-08
1931,4.676196230235519e-08,5.360517807417864e-08
1932,5.808554537356514e-08,4.164623890190455e-08
1933,2.8676655050574595e-08,2.6382522388956886e-08
1934,3.235026646564165e-08,4.553000465534751e-08
1935,6.223507398317452e-08,6.223507575953136e-08
1936,3.394919900756577e-08,4.4861444781219006e-08
1937,3.9032466037092206e-08,4.784624740850063e-08
1938,6.223302762009553e-08,4.7971293604121e-08
1939,4.282334220562234e-08,4.894096239382861e-08
1940,4.564409294971483e-08,7.607348795346525e-08
1941,4.132103725851266e-08,6.493305626520396e-08
1942,3.034211815133858e-08,5.76500234217292e-08
1943,2.6129116648121453e-08,5.8064703711835364e-08
1944,1.2852744646352221e-08,6.105053707017305e-08
1945,4.574858669670334e-08,5.446260331609665e-08
1946,4.5939645865189505e-08,6.821341447249551e-08
1947,2.26496545963073e-08,4.410722120873345e-08
1948,4.5661929126694645e-08,4.783630669358274e-08
1949,3.828633132751946e-08,6.086545178973779e-08
1950,4.2541447031752e-08,4.679559051368187e-08
1951,3.624876598884441e-08,4.477788728696197e-08
1952,5.4832980267427445e-08,4.1124735061792705e-08
1953,3.878578014315792e-08,4.632745742583211e-08
1954,4.49536656788041e-08,5.277169434769746e-08
1955,4.6928038788252024e-08,5.349796383669059e-08
1956,6.017587583784234e-08,5.6687420091350305e-08
1957,3.887416544223754e-08,3.799066305987253e-08
1958,1.5717262880077243e-08,5.21151335419745e-08
1959,2.945284249822322e-08,5.115493717511299e-08
1960,1.6609999708983025e-08,5.19062506310064e-08
1961,3.265634873628187e-08,5.002674752230263e-08
1962,2.156265105357491e-08,6.151697962142322e-08
1963,2.392439757414877e-08,4.1382741566842185e-08
1964,2.433587364958356e-08,4.9280144354124644e-08
1965,2.462419479432043e-08,5.4720434405908236e-08
1966,1.994066989308152e-08,6.037591315788404e-08
1967,2.3665610304757223e-08,6.113616102254582e-08
1968,3.5482185967161683e-08,5.47952736518198e-08
1969,2.4525491804094912e-08,6.81263685464728e-08
1970,2.897196688111947e-08,5.2425463969996144e-08
1971,2.980270608077262e-08,5.0356296021902835e-08
1972,2.7189778206704318e-08,5.232749833439243e-08
1973,1.1577727720979425e-08,6.67097643791692e-08
1974,1.6876714303837304e-08,5.231781674552849e-08
1975,2.8557400888473694e-08,5.1974468284754494e-08
1976,2.3996813203197576e-08,5.3707152281035064e-08
1977,1.5279633114317903e-08,6.934602758690289e-08
1978,1.603959731699689e-08,4.514849250014663e-08
1979,3.043026075566502e-08,5.2667758931868036e-08
1980,2.728872261492654e-08,4.775526596390023e-08
1981,3.858585273519566e-08,4.99718396107518e-08
1982,1.8001756529884005e-08,5.338451802838762e-08
1983,1.7682884490000106e-08,4.483874516125752e-08
1984,1.5657322549600394e-08,6.146949038665639e-08
1985,2.5265344372193965e-08,4.51166837223127e-08
1986,2.098069995515317e-08,4.196139902212792e-08
1987,2.1998940669121225e-08,5.9274923858154693e-08
1988,2.5185526497661925e-08,6.296381360737513e-08
1989,1.6464365870660913e-08,5.597884644714668e-08
1990,2.451892872068484e-08,5.448651108075353e-08
1991,1.6412102177287835e-08,6.095923854587681e-08
1992,1.8733810946969243e-08,5.7303418010690166e-08
1993,2.271075000281897e-08,6.70244073575077e-08
1994,1.7407257413282196e-08,5.2221774460292636e-08
1995,1.1929391419140956e-08,5.530899915839882e-08
1996,1.6548085124412637e-08,5.711758777060538e-08
1997,1.054876763717516e-08,5.226435018101938e-08
1998,1.4781201040925396e-08,5.387985968496878e-08
1999,1.7366764026860437e-08,4.3873932265015014e-08
2000,9.71966962470816e-09,3.976228279967131e-08
2001,1.5772362249588667e-08,4.2059632443525174e-08
2002,2.1029863794819192e-08,5.2136536865532435e-08
2003,7.500461418619153e-09,5.3753306694659386e-08
2004,1.2773894830786503e-08,4.8452703627077653e-08
2005,1.7564622756260917e-08,5.899911892370824e-08
2006,1.1530091881262194e-08,3.54138516289737e-08
2007,1.2782334662952977e-08,5.8718846673855296e-08
2008,9.366367237362283e-09,5.023778726354067e-08
2009,8.105927484791664e-09,4.91123837154106e-08
2010,5.196172492283324e-09,5.3378861109010245e-08
2011,1.0707121411712706e-08,5.162362137767218e-08
2012,1.3957436095779485e-08,5.855314499925157e-08
2013,7.2517249982695375e-09,6.693900012066933e-08
2014,6.712880029624557e-09,6.063246349441442e-08
2015,9.087958829923082e-09,7.026543880073177e-08
2016,1.4913648649361733e-08,6.027599641633685e-08
2017,1.0565567670761666e-08,5.7355936888825454e-08
2018,8.776986804015507e-09,5.137118774811711e-08
2019,1.0203950906451098e-08,5.816252013346457e-08
