year,nombreux_ADJ fils_NOUN
1954,5.765796373680132e-08
1955,6.382213513234092e-08
1956,6.01758785023776e-08
1957,3.3573144264664734e-08
1958,4.053399393910695e-08
1959,5.735553543217975e-08
1960,4.0832915715327545e-08
1961,5.766972321907815e-08
1962,6.151697817813329e-08
1963,4.6555584276575246e-08
1964,6.570685684437194e-08
1965,4.487075599968193e-08
1966,4.265087483190655e-08
1967,6.015009290649687e-08
1968,4.626158300879979e-08
1969,4.723428048691858e-08
1970,6.162291299460776e-08
1971,4.932861585871251e-08
1972,4.771036543615992e-08
1973,3.914374602231874e-08
1974,6.300640364997889e-08
1975,5.0832174025572385e-08
1976,5.0850388788603595e-08
1977,4.2312830572655e-08
1978,4.158414057542359e-08
1979,4.330460257051527e-08
1980,3.865902442612423e-08
1981,5.629739163737213e-08
1982,4.8418517195614186e-08
1983,5.810090897284681e-08
1984,5.799008562235031e-08
1985,4.511668549866954e-08
1986,5.035367678374314e-08
1987,6.783006512023348e-08
1988,7.135898982824074e-08
1989,5.707646977270997e-08
1990,7.682597669145252e-08
1991,8.088822056606659e-08
1992,5.234446831536843e-08
1993,5.317639306667843e-08
1994,6.435410426774979e-08
1995,7.808328916780738e-08
1996,6.725996115619637e-08
1997,6.185413781167881e-08
1998,7.00915023799098e-08
1999,6.306877509132391e-08
2000,7.201391127864554e-08
2001,6.747065839363131e-08
2002,6.615644565499679e-08
2003,7.000430457537732e-08
2004,7.400049639727513e-08
2005,6.755624326615361e-08
2006,6.465086954676735e-08
2007,7.19006294502833e-08
2008,7.748540298280204e-08
2009,5.48342136141855e-08
2010,7.369116872268933e-08
2011,6.538991925708615e-08
2012,7.353185793590455e-08
2013,6.944921437934681e-08
2014,6.691225706845216e-08
2015,6.782720873843573e-08
2016,8.264646567113232e-08
2017,7.320429062929179e-08
2018,7.331365736717999e-08
2019,6.938686425428386e-08
