year,éditions_NOUN in_ADJ,editions_NOUN in_ADJ
1995,1.9520823513197172e-08,5.422450821690461e-10
1996,2.2419987644184403e-08,5.338092190498855e-10
1997,1.6302642014132118e-08,0.0
1998,4.6250853147356e-08,9.536258449571733e-10
1999,4.067479153491149e-08,1.8280804647829996e-09
2000,1.7230322169048407e-08,1.7672125984802278e-09
2001,1.796296800193886e-08,2.628727069353687e-09
2002,3.4173528451475477e-08,1.314366449012283e-09
2003,2.0834613867481977e-08,2.0834615144238455e-09
2004,4.0964556913269945e-08,1.761916529341434e-09
2005,1.936612314956676e-08,1.8014998381943315e-09
2006,5.0650047711542356e-08,2.470733950765691e-09
2007,3.714865784432142e-08,1.5977918155218873e-09
2008,1.6604014163590364e-08,8.514879357157668e-10
2009,1.5735034608610476e-08,0.0
2010,1.1809482280966677e-08,4.723793023408973e-10
2011,5.35356059483405e-09,7.64794394481072e-10
2012,3.744677901096338e-09,0.0
2013,3.904775058849452e-09,0.0
2014,9.31141466709029e-09,0.0
2015,5.3197807964311394e-09,2.2165753954528356e-10
2016,7.663958356829426e-09,0.0
2017,1.0062445321423752e-09,5.031222660711876e-10
2018,4.904786798931582e-09,5.162933414126769e-10
2019,5.867272001580659e-09,7.65296326310505e-10
