year,ses_DET acteurs_NOUN,ses_DET facteurs_NOUN
1873,1.7598853396805225e-07,8.440266474618596e-08
1874,1.2785663938696956e-07,1.0336073863470574e-07
1875,2.5575225048868333e-07,1.2301283902615978e-07
1876,2.218887367178013e-07,9.613163598487517e-08
1877,1.9915108206980392e-07,7.483627229021295e-08
1878,1.9083520252927144e-07,1.5641239548003227e-07
1879,1.472347403996821e-07,1.796141569920806e-07
1880,2.2975889635290514e-07,1.1038695646448105e-07
1881,1.2341339039600996e-07,1.1156011936463983e-07
1882,2.029892414157075e-07,1.2312462160934956e-07
1883,1.7883729341861e-07,1.9400370376843057e-07
1884,1.696636147130448e-07,1.2939326499150638e-07
1885,2.3526570291920734e-07,1.540506957553589e-07
1886,2.768536069286398e-07,1.8005164598156043e-07
1887,2.3765285095400657e-07,1.7366939664142933e-07
1888,2.3079838040729328e-07,1.3378696417376545e-07
1889,2.5875015996490447e-07,2.1426767116139445e-07
1890,1.5271721132137372e-07,2.1236211572572827e-07
1891,1.7529104923141858e-07,1.772033133562445e-07
1892,1.6172761552191162e-07,1.5922022100767208e-07
1893,1.989168509908268e-07,2.1308120867757907e-07
1894,1.6447017148202292e-07,1.94087409699506e-07
1895,1.7453981993043044e-07,1.8296587889210514e-07
1896,1.521433519169335e-07,1.9165344089522307e-07
1897,1.4391982539052606e-07,1.9344688984013203e-07
1898,1.6465812269217395e-07,1.278788223091354e-07
1899,1.304508536748017e-07,1.3874221949095045e-07
1900,1.5054053459362393e-07,1.8116775746257474e-07
1901,1.771630291358406e-07,1.9337036905042737e-07
1902,1.3503280094084857e-07,1.8020742376112509e-07
1903,1.2420507311539097e-07,1.7226702220263235e-07
1904,1.3436562795732243e-07,2.187472478709651e-07
1905,1.5172632128468422e-07,1.5688707843963812e-07
1906,1.4763809907947234e-07,3.107087369613737e-07
1907,1.3782820484919966e-07,2.0211374396339465e-07
1908,1.9743783852277375e-07,1.8957961955834435e-07
1909,1.3862479109061354e-07,1.8263265744167256e-07
1910,1.8009787583483927e-07,1.6406541991642598e-07
1911,1.6971994121206535e-07,1.968538474450554e-07
1912,1.4430096761941513e-07,1.7295278220696986e-07
1913,1.914379323952886e-07,1.405292207046216e-07
1914,2.0960808333470027e-07,1.5000705388956703e-07
1915,8.482148583510707e-08,2.8627252390833746e-07
1916,1.3075080218527546e-07,2.538103842653072e-07
1917,1.6449636108806232e-07,1.590131608608658e-07
1918,1.2405286042849184e-07,1.332419623523151e-07
1919,1.2890988010383353e-07,1.5653342844146323e-07
1920,1.1888403639304101e-07,1.8854856875805126e-07
1921,1.8477503260783124e-07,1.749304614495628e-07
1922,1.9403970608067311e-07,1.6895471632860648e-07
1923,1.9957981844953565e-07,1.613624092122734e-07
1924,1.4825367600224126e-07,1.5469949543600592e-07
1925,1.7597084811526997e-07,1.9356793057312416e-07
1926,1.8725511985451249e-07,1.4155595673415178e-07
1927,2.0514573551011495e-07,1.538593052963222e-07
1928,2.0338353490245709e-07,1.588219684656167e-07
1929,1.6264993751846646e-07,1.6042185091436068e-07
1930,2.1217278778351556e-07,1.502015263277201e-07
1931,1.8020463965484623e-07,1.3458321213022373e-07
1932,1.6548900427793e-07,2.4220575856048754e-07
1933,1.59442197666948e-07,1.7550112585418276e-07
1934,1.9529976214016642e-07,1.9050712118939828e-07
1935,1.9747668922320827e-07,1.8550841129894025e-07
1936,1.5277139864267042e-07,2.2430722124155977e-07
1937,1.2591117615201597e-07,1.8634854703769577e-07
1938,1.9058864708654255e-07,2.618973446999462e-07
1939,1.4376407619920428e-07,1.9576384335806551e-07
1940,1.4453962648985907e-07,2.8400768314895686e-07
1941,1.4757512944996165e-07,1.7413865593951527e-07
1942,2.730790669147609e-07,1.517105943094066e-07
1943,2.409685189164179e-07,1.800005835495e-07
1944,1.4780655988033686e-07,2.3134940363433998e-07
1945,2.4181395286149154e-07,1.7428033061150927e-07
1946,2.1160078134130345e-07,1.9211124069329344e-07
1947,2.694116965074045e-07,2.1934403116041779e-07
1948,2.0982743009767546e-07,2.250480850563008e-07
1949,2.5033370665283883e-07,2.199009880854419e-07
1950,2.509945233875044e-07,2.0207186279819211e-07
1951,2.3668311399660524e-07,2.046989193704718e-07
1952,1.9824231090037614e-07,3.2477996558810673e-07
1953,2.1763131341501207e-07,3.124409906352099e-07
1954,2.3844987850907273e-07,2.306318513944916e-07
1955,2.205617883888067e-07,2.477800555844567e-07
1956,2.1802853300556535e-07,2.398313903029248e-07
1957,2.456140535400664e-07,2.712356519385395e-07
1958,2.0432441427686854e-07,3.226174833947937e-07
1959,2.8910290783557e-07,2.2399661148142513e-07
1960,2.747570735373017e-07,2.9205917023711336e-07
1961,2.563870857841266e-07,2.6958857257675106e-07
1962,3.0695070041275585e-07,2.562150269724839e-07
1963,2.916190009472075e-07,2.6769459982034505e-07
1964,3.0237321535508954e-07,2.2754041228978394e-07
1965,2.473363602817358e-07,3.097176684008218e-07
1966,2.836006132156399e-07,2.658755784423761e-07
1967,2.9434102710723664e-07,2.5144711024438493e-07
1968,3.197888061023946e-07,2.488244388310079e-07
1969,2.6660119267774007e-07,2.434382162519455e-07
1970,3.3524706477550126e-07,2.8098208559868e-07
1971,4.1877940226697774e-07,2.2095109475372965e-07
1972,3.9912542026954156e-07,2.052058674095747e-07
1973,3.076367591781093e-07,2.0839909908865195e-07
1974,2.700274350786458e-07,2.053333720830608e-07
1975,2.92427775328008e-07,2.0504214015559796e-07
1976,3.296704873534395e-07,1.794047501668672e-07
1977,3.3497657359049526e-07,1.9804755457819567e-07
1978,4.295047446589706e-07,2.4118800712180644e-07
1979,3.751114894257057e-07,1.8492235387412848e-07
1980,4.4912690455589654e-07,2.3138563354230257e-07
1981,4.4595124926161134e-07,2.3531044468505513e-07
1982,4.92875700253137e-07,1.8187982409045844e-07
1983,4.938576951829532e-07,1.730396581578475e-07
1984,5.317690927597596e-07,1.4439530993115568e-07
1985,6.466724720155526e-07,1.7144340602737174e-07
1986,6.180314375825446e-07,2.0561084856929313e-07
1987,5.585286384501842e-07,1.8637991150427524e-07
1988,6.830074834596189e-07,1.727007510332612e-07
1989,7.595561246631632e-07,1.7946159269754958e-07
1990,7.905992447376775e-07,1.607351968191395e-07
1991,9.108716731986988e-07,1.5239808881517547e-07
1992,8.788360830180864e-07,1.2672871640972971e-07
1993,9.13415299841347e-07,1.661762287774593e-07
1994,8.265809707808103e-07,2.0097470976310206e-07
1995,1.0232165106316415e-06,1.605045421015916e-07
1996,1.1791845686559554e-06,1.4466230102705424e-07
1997,1.1598849525285004e-06,1.3809296151023887e-07
1998,1.2797659216801094e-06,1.9310922727555635e-07
1999,1.2033339675809884e-06,1.6772637700945836e-07
2000,1.3130389362459027e-06,1.471204500447243e-07
2001,1.3134872567377442e-06,1.349413252249576e-07
2002,1.4164488710832757e-06,1.4501842837688628e-07
2003,1.3850851310337475e-06,1.7626084591881863e-07
2004,1.3826639992942091e-06,1.431557103970249e-07
2005,1.4074217880022388e-06,1.55829741999014e-07
2006,1.4548504729816614e-06,1.8118715194859192e-07
2007,1.5658359018289048e-06,1.4380126178714647e-07
2008,1.473499853688054e-06,1.3921828023732985e-07
2009,1.4700337445106015e-06,1.7689993914160596e-07
2010,1.354783847773433e-06,1.7666985252517975e-07
2011,1.1150702547979563e-06,1.8431544779318187e-07
2012,9.685098856238028e-07,1.4944668835781272e-07
2013,9.72010120392497e-07,1.2049020003956912e-07
2014,8.594651994542346e-07,1.201822104057726e-07
2015,8.637994302063134e-07,1.2767473633878978e-07
2016,7.997444129159703e-07,1.1972345603794565e-07
2017,9.164372318792857e-07,1.0968065089489443e-07
2018,8.611772663869033e-07,1.2003820293315925e-07
2019,8.035611571699519e-07,1.183658295822454e-07
