year,quelques_DET ânes_NOUN,quelques_DET anes_NOUN,quelques_DET fans_NOUN
1976,3.4281161798155324e-09,5.713526873840635e-10,1.142705374768127e-09
1977,5.876781727920388e-09,0.0,0.0
1978,6.534650265344055e-09,0.0,5.940591352171509e-10
1979,1.1118749476679568e-08,0.0,5.851973350345929e-10
1980,1.1370301200575028e-08,0.0,0.0
1981,1.2651099501326257e-08,0.0,2.5302198114474095e-09
1982,8.069752865935698e-09,6.207502289967692e-10,2.483000915987077e-09
1983,1.0104505454577861e-08,6.315316047889041e-10,1.2630632095778083e-09
1984,6.958810416790584e-09,0.0,2.3196033982486597e-09
1985,1.4437339324047116e-08,0.0,3.609334831011779e-09
1986,1.498621410300771e-08,0.0,0.0
1987,1.2221633316489289e-08,0.0,2.4443267410134695e-09
1988,8.39517544370949e-09,0.0,1.7989661427186832e-09
1989,1.7013179198777095e-08,0.0,2.7440609784434855e-09
1990,1.3621627381610324e-08,5.44865097484859e-10,1.089730194969718e-09
1991,1.113678349540237e-08,0.0,5.861465202094962e-10
1992,5.509944167592096e-09,0.0,3.30596661157756e-09
1993,1.218625611532076e-08,0.0,2.2156829704300662e-09
1994,9.494868002946077e-09,0.0,2.6374633033121597e-09
1995,1.1929391696696712e-08,0.0,5.422450821690461e-10
1996,1.0676184380997711e-08,0.0,3.2028553142993132e-09
1997,1.246672576282748e-08,0.0,2.876936688878118e-09
1998,1.144351013948608e-08,0.0,1.43043876743576e-09
1999,1.0511462644746672e-08,0.0,3.1991407856146736e-09
2000,1.0161472552283612e-08,0.0,3.5344251969604557e-09
2001,1.1391150245287918e-08,0.0,1.7524847129024579e-09
2002,6.1337101509018055e-09,0.0,6.133709984368352e-09
2003,1.583430719875878e-08,0.0,8.333845447072719e-09
2004,1.1452457648886138e-08,0.0,4.404791309475797e-09
2005,1.216012357474483e-08,1.3511248786457486e-09,4.954124666056714e-09
2006,1.523619275189958e-08,3.706100981659688e-09,4.11788997345397e-09
2007,7.988958827809256e-09,0.0,9.986199089873082e-09
2008,1.6604014330123817e-08,4.257439678578834e-10,8.94062351930458e-09
2009,1.2874119548200724e-08,0.0,8.105927484791664e-09
2010,1.79504135999764e-08,0.0,8.030448139795254e-09
2011,1.529588788962144e-08,0.0,1.529588788962144e-08
2012,1.565956214699682e-08,0.0,1.6680837933158443e-08
2013,1.1156499946096687e-08,0.0,1.4224537991935904e-08
2014,1.732356147421399e-08,0.0,1.8189740380591957e-08
2015,1.174785002611145e-08,0.0,1.618100031741676e-08
2016,1.7813524211263143e-08,0.0,2.050626735083938e-08
2017,1.132025073680154e-08,0.0,3.2199824140377586e-08
2018,9.809573264796256e-09,0.0,2.6330960523068825e-08
2019,1.1224346341265345e-08,0.0,2.3469086674055006e-08
